null_raster,layer_C
1,495.253680714161
1,476.195371855648
1,479.715844294317
1,483.839172441398
1,498.894580085937
1,475.136590117887
1,484.348770909749
1,506.3132585519
1,447.381306046105
1,523.139277253135
1,483.496530070647
1,488.512656944197
1,457.656606407296
1,498.426447012319
1,466.742070494251
1,468.457976889937
1,466.068044721063
1,509.102794920625
1,470.25842713496
1,494.115151441138
1,476.976943461968
1,495.250036818989
1,480.162591589189
1,499.981043949062
1,504.320240606627
1,488.172041252868
1,476.760633852702
1,493.857285014599
1,484.38564607796
1,476.194678270776
1,466.997422371301
1,483.959560771851
1,486.746509630119
1,488.42928055122
1,462.896661569641
1,491.51785073915
1,468.332237048361
1,461.434670275796
1,492.161765583546
1,474.896145504896
1,485.684937018176
1,464.517285921802
1,489.522079728162
1,479.294552995076
1,476.043142945799
1,475.377282855454
1,494.098607203252
1,462.252195718772
1,513.792954636922
1,480.35593031535
1,472.374373426209
1,490.824394996852
1,465.070561145353
1,465.70093380915
1,482.439302073404
1,490.120126170917
1,475.404005756117
1,495.52821247244
1,459.575454894186
1,470.613302380559
1,515.054015332115
1,477.671165388192
1,485.316800478782
1,490.647118968768
1,482.630454092709
1,495.347776575707
1,472.876140386171
1,498.379372241961
1,493.032260933834
1,491.657149915826
1,464.110941434476
1,487.206739770675
1,501.683587513686
1,474.109951110423
1,483.025629108899
1,454.722399097599
1,478.176258061119
1,488.142646555201
1,462.643955334869
1,512.579150906195
1,448.222126190605
1,474.599717189021
1,483.972536861693
1,461.182637497834
1,463.581008416394
1,485.495918976976
1,470.046933470326
1,481.115626911255
1,463.637391204313
1,491.983042147379
1,484.50783243277
1,476.223975341068
1,473.215360062114
1,454.107081208213
1,488.248705033963
1,473.559135189642
1,444.237796705331
1,495.357157827644
1,451.513320610385
1,490.069245478399
