null_raster,layer_R
NA,437.448392028288
NA,369.126918981506
NA,318.601103317209
NA,419.930716700115
NA,424.832489586527
NA,312.20154061171
NA,348.420415995471
NA,361.650118557666
NA,409.363069684025
NA,319.542069060811
NA,486.888272640241
NA,260.715454850181
NA,374.207946113352
NA,412.967039108276
NA,288.714966217406
NA,467.230970259006
NA,222.034794159717
NA,275.557202921792
NA,428.548749760963
NA,410.028949438102
NA,393.533942303967
NA,342.408089946968
NA,383.151425703394
NA,327.53677556946
NA,382.194202722543
NA,488.778789962925
NA,344.16748490838
NA,432.508003684034
NA,450.584606925782
NA,403.906080031151
NA,455.039310845906
NA,389.622430990173
NA,335.559343435658
NA,360.26252301317
NA,405.160924852911
NA,393.009604652587
NA,346.332046098677
NA,359.425868291497
NA,236.890797781049
NA,428.904105404538
NA,319.403524528998
NA,375.760692524829
NA,357.446122602391
NA,405.205343135795
NA,385.973022330743
NA,406.551528422906
NA,382.828295639351
NA,348.762960694349
NA,393.799636957995
NA,310.509672939574
NA,326.681262566368
NA,478.728243978056
NA,420.304292464012
NA,317.757775277408
NA,385.726535484653
NA,405.848909124173
NA,435.738060876371
NA,373.408699699636
NA,413.067127585818
NA,315.489006947332
NA,377.667056230148
NA,354.964676189748
NA,334.395463715641
NA,431.631841666055
NA,324.857985669029
NA,439.969995824143
NA,412.575912039435
NA,377.526954794093
NA,345.37117766032
NA,301.777087032592
NA,478.190604727423
NA,345.38324685471
NA,308.963625820017
NA,306.359924062527
NA,377.956173854476
NA,410.115892924546
NA,418.12318283706
NA,403.980209741169
NA,356.911883962846
NA,392.642180446065
NA,369.337376981872
NA,334.438074020802
NA,374.926830402413
NA,412.421633385147
NA,388.867704280814
NA,392.224444900357
NA,453.167703530894
NA,402.145432299721
NA,426.879163006467
NA,445.256950821079
NA,374.666231376726
NA,436.088271027132
NA,313.99966033571
NA,449.521242525798
NA,320.869312156182
NA,433.980301892798
NA,303.207908845192
NA,343.851989921856
NA,290.015566451558
NA,373.13113714485
