null_raster,layer_C
NA,394.281347072979
NA,350.363289823304
NA,439.996882337759
NA,409.279937470732
NA,340.255471994446
NA,238.478647544522
NA,336.370322959822
NA,364.451125538797
NA,369.628605826316
NA,233.896400965928
NA,288.140896559575
NA,289.640732397399
NA,423.420763360762
NA,314.080564199454
NA,390.907837376253
NA,305.187345361547
NA,274.882230810745
NA,431.401972057876
NA,410.554746256753
NA,346.29319684416
NA,373.878451663072
NA,412.664956532241
NA,383.901658133028
NA,436.234216449204
NA,402.181126181176
NA,421.850794730333
NA,251.490245760504
NA,369.097680342482
NA,358.720899223874
NA,425.228159686404
NA,414.789517477511
NA,339.632534183333
NA,306.567170810374
NA,338.00072502683
NA,438.145096814673
NA,390.182230562073
NA,376.05439120348
NA,404.26894077262
NA,294.27332662641
NA,310.383756312087
NA,355.258537813258
NA,257.780533155891
NA,325.358657667661
NA,282.308056417992
NA,311.802218160531
NA,426.670624287055
NA,450.118283320612
NA,412.154482961922
NA,396.396330016465
NA,327.857895411729
NA,444.669922538992
NA,421.789215923989
NA,444.408122274249
NA,398.547466082784
NA,352.984108856514
NA,370.689853238571
NA,404.418274082015
NA,355.46547760817
NA,420.766658711352
NA,344.375076254887
NA,313.431011642612
NA,430.971081079476
NA,275.995471388
NA,319.254031523096
NA,314.759505131953
NA,448.195635349677
NA,395.309279666419
NA,420.132354508488
NA,412.330276111694
NA,351.162296620652
NA,491.262262389928
NA,334.303782876441
NA,426.297551776769
NA,399.373441110292
NA,397.27248297942
NA,375.089295169192
NA,394.763334397977
NA,336.838833564784
NA,381.879117138964
NA,394.103943268187
NA,372.693700796915
NA,396.872563124517
NA,437.906523421356
NA,265.99353420531
NA,393.098537965846
NA,455.727705750449
NA,386.576167715287
NA,368.405661670828
NA,367.894880249232
NA,346.680047370468
NA,351.57855771426
NA,344.9252932031
NA,352.821162506989
NA,421.016658229633
NA,402.512991869409
NA,310.138772274447
NA,422.002045419843
NA,395.285583802051
NA,393.867583837932
NA,338.869803015282
