LR1_coefficients_null_raster	LR1_coefficients_SES_deprivation_R	LR1_R2_null_raster	LR1_R2_SES_deprivation_R	LR1_Q_SES_deprivation_R	LR2_coefficients_null_raster	LR2_coefficients_SES_deprivation_R	LR2_R2_null_raster	LR2_R2_SES_deprivation_R	LR2_Q_SES_deprivation_R
0.0051558864384021	9.11110278275256e-06	0.04849073608163	0.0416561775864028	-0.00683455849522721	0.000169700186984084	5.01966149430168e-10	0.0322709126953177	0.0219161831781561	-0.0103547295171616
0.00413505003969747	8.19967492371473e-06	0.0358432668669227	0.0415127711185754	0.00566950425165267	0.00014553960025195	6.41171694308505e-10	0.0201623103622211	0.0268835398456444	0.00672122948342325
0.00458595065211012	1.18105402667934e-05	0.0319195396424104	0.0491852000922478	0.0172656604498374	0.0001086198540589	8.96628726397393e-10	0.00830693781726387	0.0267155347702033	0.0184085969529395
0.0154680570404742	3.62281308841213e-05	0.13565921441336	0.21410909113525	0.0784498767218907	0.000733814924840671	5.04007549400682e-09	0.0584117744420475	0.167706808075075	0.109295033633028
0.0113555668013313	2.1505800072539e-05	0.0844124305056045	0.101740425057897	0.0173279945522921	0.000177349161578829	8.04408593545208e-10	0.00931996494188284	0.0181335107819665	0.00881354584008371
0.0076487552557048	1.76840398273709e-05	0.120360722487833	0.144321134772108	0.0239604122842749	0.000198255899740517	1.26246484159868e-09	0.0360548191157569	0.0638593840131204	0.0278045648973635
0.00382896958392575	7.57386615245664e-06	0.0477366784295935	0.0506715354905516	0.00293485706095804	6.65956151782154e-05	2.72670385980078e-10	0.00798961752856393	0.00912136917018026	0.00113175164161633
0.00288183107499193	5.67886770068773e-06	0.00916089311653867	0.0120709002227611	0.00291000710622242	9.36918997048084e-05	2.36964002438771e-10	0.00403202813594716	0.00302359393390459	-0.00100843420204257
0.00853588527459424	1.47501423271577e-05	0.119245291886279	0.120066908766394	0.000821616880114659	0.000369507292701265	1.72944959813161e-09	0.0795923102168081	0.123114502758914	0.0435221925421061
0.00287870581709669	4.93547171850771e-06	0.00508689017407037	0.00421657164071387	-0.000870318533356501	6.5200352555519e-05	3.627698744739e-10	0.000779003072207199	0.00141935733512533	0.000640354262918133
