LR1_coefficients_null_raster	LR1_coefficients_SES_deprivation_C	LR1_R2_null_raster	LR1_R2_SES_deprivation_C	LR1_Q_SES_deprivation_C	LR2_coefficients_null_raster	LR2_coefficients_SES_deprivation_C	LR2_R2_null_raster	LR2_R2_SES_deprivation_C	LR2_Q_SES_deprivation_C
0.0051558864384021	0.258621606557622	0.04849073608163	0.0485665482355796	7.58121539495837e-05	0.000169700186984084	0.49969106917798	0.0322709126953177	0.0407013427642347	0.00843043006891701
0.00413505003969747	0.172159725455864	0.0358432668669227	0.025612665731607	-0.0102306011353157	0.00014553960025195	0.258432133906791	0.0201623103622211	0.0127806915712062	-0.00738161879101494
0.00458595065211012	0.166410054864958	0.0319195396424104	0.0198004455302828	-0.0121190941121276	0.0001086198540589	0.0921428069993542	0.00830693781726387	0.0014672448995067	-0.00683969291775717
0.0154680570404742	0.53701203219199	0.13565921441336	0.073511412393644	-0.0621478020197158	0.000733814924840671	1.08574931332634	0.0584117744420475	0.0289287015928962	-0.0294830728491513
0.0113555668013313	0.517462203401824	0.0844124305056045	0.0613484765112212	-0.0230639539943833	0.000177349161578829	0.413305895384805	0.00931996494188284	0.0056764131862743	-0.00364355175560854
0.0076487552557048	0.325630331357861	0.120360722487833	0.0988817591405726	-0.0214789633472606	0.000198255899740517	0.392974419270643	0.0360548191157569	0.0280693581753479	-0.00798546094040899
0.00382896958392575	0.165813791995387	0.0477366784295935	0.038022129486474	-0.00971454894311957	6.65956151782154e-05	0.166446840959362	0.00798961752856393	0.00784683663296258	-0.000142780895601352
0.00288183107499193	0.107544989857861	0.00916089311653867	0.00481226813602235	-0.00434862498051632	9.36918997048084e-05	0.158474455747627	0.00403202813594716	0.00189544116079038	-0.00213658697515678
0.00853588527459424	0.349783247652977	0.119245291886279	0.0814927611066113	-0.0377525307796676	0.000369507292701265	0.602130141807369	0.0795923102168081	0.0453283264573519	-0.0342639837594562
0.00287870581709669	0.124451419762356	0.00508689017407037	0.00455908886603901	-0.000527801308031356	6.5200352555519e-05	0.252285835970508	0.000779003072207199	0.00235528946312426	0.00157628639091706
0.00549769314583212	0.090642580373861	0.0140121552218264	0.00181551361327984	-0.0121966416085466	6.99647457647007e-05	-0.00201477566133402	0.0011989701056691	1.8090897503203e-07	-0.00119878919669407
0.00471930663429093	0.188216878585325	0.0286166917016912	0.0208449106664215	-0.0077717810352697	4.21768506557291e-05	0.0825575910066932	0.000934225944702255	0.000734487768648813	-0.000199738176053442
0.0170866088233274	0.681440103949337	0.136109947643521	0.0660149100535554	-0.0700950375899653	0.00102470045022148	2.02900592175292	0.0751991666425676	0.0245495481329642	-0.0506496185096034
0.0117537704043814	0.451157075701125	0.146909441226174	0.0833957456535476	-0.0635136955726267	0.000383298356036875	0.714639225372874	0.0645047012872479	0.0326607109233167	-0.0318439903639312
0.0109721888216614	0.457218309328177	0.0915570662360138	0.0625615412943549	-0.028995524941659	0.000294705608379982	0.639011534140358	0.0416755366530223	0.0305045622923512	-0.011170974360671
-0.00215353078275995	-0.111539562163716	0.00897924199481146	0.0121485342844988	0.00316929228968735	-0.000104528065904928	-0.235524227965526	0.014429446053707	0.0164267903501333	0.00199734429642629
