LR1_coefficients_null_raster	LR1_coefficients_SES_deprivation_R	LR1_R2_null_raster	LR1_R2_SES_deprivation_R	LR1_Q_SES_deprivation_R	LR2_coefficients_null_raster	LR2_coefficients_SES_deprivation_R	LR2_R2_null_raster	LR2_R2_SES_deprivation_R	LR2_Q_SES_deprivation_R
0.0051558864384021	8.96189039808589e-05	0.04849073608163	0.0417572704097583	-0.00673346567187166	0.000169700186984084	4.85516848457148e-08	0.0322709126953177	0.0220355901399963	-0.0102353225553214
0.00413505003969747	8.059276875056e-05	0.0358432668669227	0.0414657281137122	0.00562246124678951	0.00014553960025195	6.17560361863335e-08	0.0201623103622211	0.0267990565928797	0.0066367462306586
0.00458595065211012	0.000115645511533101	0.0319195396424104	0.0489243071229602	0.0170047674805498	0.0001086198540589	8.57307189155301e-08	0.00830693781726387	0.0263551971304825	0.0180482593132186
0.0154680570404742	0.000355307479663634	0.13565921441336	0.212842474451855	0.0771832600384957	0.000733814924840671	4.82620013186673e-07	0.0584117744420475	0.165041934934249	0.106630160492201
0.0113555668013313	0.000211397104685171	0.0844124305056045	0.101497273048218	0.0170848425426134	0.000177349161578829	7.71502664629063e-08	0.00931996494188284	0.0178878216617061	0.00856785671982325
0.0076487552557048	0.00017341306003935	0.120360722487833	0.144078037146545	0.0237173146587114	0.000198255899740517	1.20732226750395e-07	0.0360548191157569	0.0631888124703398	0.0271339933545829
0.00382896958392575	7.44570321887389e-05	0.0477366784295935	0.0507080315111197	0.00297135308152612	6.65956151782154e-05	2.62182174729069e-08	0.00798961752856393	0.0090761016032386	0.00108648407467467
0.00288183107499193	5.58793555503883e-05	0.00916089311653867	0.0120451914433187	0.00288429832678007	9.36918997048084e-05	2.32032312462074e-08	0.00403202813594716	0.0030721198709938	-0.000959908264953362
0.00853588527459424	0.000145520655102373	0.119245291886279	0.120402390061694	0.00115709817541533	0.000369507292701265	1.67312237054998e-07	0.0795923102168081	0.122929283440177	0.0433369732233685
0.00287870581709669	4.87493443242459e-05	0.00508689017407037	0.00424606483804886	-0.00084082533602151	6.5200352555519e-05	3.47526025850799e-08	0.000779003072207199	0.0013972258963273	0.000618222824120104
0.00549769314583212	0.000165828505408258	0.0140121552218264	0.0342916088117202	0.0202794535898938	6.99647457647007e-05	6.78475088909235e-08	0.0011989701056691	0.00666711120138505	0.00546814109571595
0.00471930663429093	0.000101567823828496	0.0286166917016912	0.0383183461645235	0.0097016544628323	4.21768506557291e-05	4.36314037371324e-08	0.000934225944702255	0.00515991252936305	0.00422568658466079
