LR1_coefficients_null_raster	LR1_coefficients_SES_affluence_C	LR1_R2_null_raster	LR1_R2_SES_affluence_C	LR1_Q_SES_affluence_C	LR2_coefficients_null_raster	LR2_coefficients_SES_affluence_C	LR2_R2_null_raster	LR2_R2_SES_affluence_C	LR2_Q_SES_affluence_C
0.00900567904249643	8.64314292989117	0.0852539411500502	0.088462163578709	0.00320822242865876	0.000249312213201075	221.796518787376	0.0318336213661083	0.0331613602432041	0.0013277388770958
0.00709261107629482	6.8684189566128	0.0449666710408697	0.0481515451067624	0.00318487406589268	0.000224017770843076	204.240823881338	0.0165605544880432	0.018384953960063	0.00182439947201981
0.00769847013371499	7.56255702474582	0.0335535666281145	0.0361853802552245	0.00263181362710994	0.000196993991523941	189.253682201039	0.00738478822588077	0.00879847358366925	0.00141368535778848
0.0079298758932325	7.69668331956561	0.055084576564951	0.0590636015928566	0.0039790250279057	0.000188869855617948	173.047873968881	0.012215939462694	0.0135287024966891	0.00131276303399517
0.0101198371814072	10.2213328598269	0.06595186519419	0.0759580169102809	0.0100061517160909	0.000253950686140568	256.897202711164	0.0153472086003539	0.0203648567564536	0.0050176481560997
0.0103815247285852	10.2120850202928	0.102746853337434	0.111568443043208	0.00882158970577367	0.000359120810372496	336.602697018376	0.0473112432349294	0.0524692998863072	0.0051580566513778
0.00913742416651822	8.88229960649489	0.0841101821855359	0.0903338033678102	0.00622362118227429	0.000246866085276892	225.316449881432	0.0239262214007748	0.0263403755946469	0.002414154193872
0.00542119302342565	5.19063946538215	0.0269398561823459	0.0281278944220973	0.00118803823975139	0.00017305460116603	157.201010046808	0.0112881689540197	0.0122024722044044	0.000914303250384784
0.01539722801696	14.8052552463526	0.165467990766538	0.171948029744224	0.00648003897768556	0.000652824867390547	611.119679854208	0.0927988747130182	0.101817825145752	0.00901895043273386
0.010737504343198	10.5861701248233	0.0585023553875123	0.0641290592206933	0.00562670383318097	0.000323571059226193	313.390165091024	0.0190144301448975	0.0224512167672266	0.00343678662232911
0.00549878992216957	5.65507972971559	0.0245849513592039	0.0292541948872317	0.00466924352802779	9.87359729298432e-05	104.30905861412	0.00381890307275877	0.00538873091936382	0.00156982784660505
0.0115261337160456	11.112440692876	0.122926690580589	0.12583428517035	0.00290759458976042	0.000367525632975245	350.558092164446	0.055723259915491	0.0617887922190396	0.00606553230354863
0.0127863386901262	12.3811260017601	0.0995359562127789	0.106622145128393	0.00708618891561441	0.000457433698441386	411.366290335312	0.0457991643310933	0.0489753663614146	0.00317620203032135
0.0100008336131982	9.65140394366638	0.0844613490272275	0.0883169781480967	0.00385562912086918	0.000288374849994646	261.115548299268	0.0317780312418189	0.033595731552573	0.00181770031075403
