LR1_coefficients_null_raster	LR1_coefficients_SES_affluence_R	LR1_R2_null_raster	LR1_R2_SES_affluence_R	LR1_Q_SES_affluence_R	LR2_coefficients_null_raster	LR2_coefficients_SES_affluence_R	LR2_R2_null_raster	LR2_R2_SES_affluence_R	LR2_Q_SES_affluence_R
0.00900567904249643	0.00127287010249705	0.0852539411500502	0.0861326709028249	0.000878729752774671	0.000249312213201075	5.34166630738091e-06	0.0318336213661083	0.0361873613333102	0.00435373996720192
0.00709261107629482	0.000919042618410099	0.0449666710408697	0.0406004617612721	-0.00436620927959756	0.000224017770843076	3.84153187152314e-06	0.0165605544880432	0.015307469832313	-0.00125308465573021
0.00769847013371499	0.00096387943279214	0.0335535666281145	0.0282529350589183	-0.00530063156919626	0.000196993991523941	3.63667562210148e-06	0.00738478822588077	0.00726013479986394	-0.000124653426016836
0.0079298758932325	0.00100514617967625	0.055084576564951	0.0455997667095628	-0.00948480985538819	0.000188869855617948	3.36877327380006e-06	0.012215939462694	0.0106085496449736	-0.00160738981772039
0.0101198371814072	0.00122208510868813	0.06595186519419	0.0503091715918109	-0.0156426936023791	0.000253950686140568	4.00367175015937e-06	0.0153472086003539	0.0109937161037897	-0.00435349249656419
0.0103815247285852	0.00139438089202757	0.102746853337434	0.0937268258137931	-0.00902002752364088	0.000359120810372496	7.23438562770223e-06	0.0473112432349294	0.0505731651800427	0.00326192194511325
0.00913742416651822	0.00112846630248309	0.0841101821855359	0.0701878530866628	-0.0139223290988731	0.000246866085276892	4.44390479969344e-06	0.0239262214007748	0.0229659418709847	-0.00096027952979014
0.00542119302342565	0.000736137532156898	0.0269398561823459	0.0261923586320119	-0.00074749755033398	0.00017305460116603	3.46363070430386e-06	0.0112881689540197	0.0125121417109194	0.00122397275689977
0.01539722801696	0.00207102935934114	0.165467990766538	0.155485330026039	-0.00998266074049955	0.000652824867390547	1.26454653003625e-05	0.0927988747130182	0.0949934127275286	0.00219453801451039
0.010737504343198	0.00138966227312461	0.0585023553875123	0.0514255857603748	-0.00707676962713746	0.000323571059226193	6.02840520397212e-06	0.0190144301448975	0.0185223973570049	-0.000492032787892626
0.00549878992216957	0.00068934238664772	0.0245849513592039	0.0195631255642727	-0.00502182579493123	9.87359729298432e-05	2.02281064953085e-06	0.00381890307275877	0.00419723004925351	0.000378326976494733
0.0115261337160456	0.0015975305920684	0.122926690580589	0.117551364841955	-0.00537532573863404	0.000367525632975245	6.9391265180879e-06	0.055723259915491	0.0514259725527857	-0.0042972873627053
0.0127863386901262	0.00160132287577578	0.0995359562127789	0.0838211682010178	-0.0157147880117611	0.000457433698441386	8.05035079532194e-06	0.0457991643310933	0.0422388232164303	-0.00356034111466291
0.0100008336131982	0.00127234840680563	0.0844613490272275	0.0723029272605484	-0.0121584217666791	0.000288374849994646	4.88066651333417e-06	0.0317780312418189	0.0263022492820039	-0.00547578195981508
0.0111541222942896	0.00144362845631586	0.0743417296413102	0.0652030826276071	-0.00913864701370315	0.000322477723366209	6.11296303696067e-06	0.0241370622302761	0.0241367661514658	-2.96078810274603e-07
0.000783351558969244	5.01286438297602e-05	0.00116282351688106	0.000265514117978068	-0.000897309398902995	2.18234724131565e-05	2.16831767327799e-07	0.000695173986111855	0.000190271278303036	-0.000504902707808818
