null_raster,SES_affluence_R
1,73.4118313903288
1,73.1274172031025
1,74.0944251753771
1,70.453924511073
1,72.5017061331166
1,73.4687141314301
1,72.8998859848179
1,71.534698160842
1,74.7770191101491
1,72.7861202292068
1,72.9567687584679
1,73.4687141835079
1,76.4835036997095
1,76.085323971693
1,74.7201362323436
1,71.4337895863677
1,73.2411829001261
1,73.7531282861078
1,73.3549484604455
1,75.5733785075946
1,72.4448233399375
1,72.44482328135
1,72.3310577470695
1,74.0375423171008
1,73.298065628208
1,71.9474883275489
1,75.0614331020837
1,72.6723546493582
1,75.2889644766016
1,75.0045503544726
1,73.354948447426
1,73.8668939505828
1,74.6632534391644
1,73.1274172291414
1,73.6393625304968
1,73.9237767307425
1,73.5824797112787
1,75.4027300499405
1,71.9328779083877
1,75.9715583267472
1,73.8668939636022
1,75.9429221741141
1,72.6154718496694
1,70.567690221116
1,71.091323806815
1,75.8009098430542
1,71.8759951152086
1,75.5131726936786
1,73.3549484539357
1,74.0375423431396
1,73.1843000027914
1,73.1461184449392
1,75.687144185089
1,73.9452051071272
1,72.5017061331166
1,71.8191123025002
1,74.4018261922549
1,72.7292374295179
1,73.8100111378745
1,74.1513079815757
1,73.8668938854856
1,73.5824797568468
1,72.4448233920153
1,73.354948447426
1,73.5255969636676
1,72.444823352957
1,74.4357220971951
1,73.6962453822634
1,74.0944251949063
1,73.4885842179599
1,74.4926049684909
1,72.5585889718638
1,73.9806595759994
1,75.9146755075292
1,72.8607302887799
1,74.4018262053189
1,75.0045503089046
1,74.4926049164131
1,74.378839349584
1,73.9806595564702
1,73.7376857967311
1,73.2980656867955
1,73.1274172942386
1,72.5585890044124
1,73.1843000483594
1,72.9567686998803
1,75.0614331085934
1,73.923776717723
1,73.9806594978827
1,74.1513080531826
1,74.0375423887077
1,74.0375424538049
1,71.819112237403
1,75.0045503349434
1,73.9237767567814
1,74.8907846639588
1,74.4926049945298
1,73.7531282795981
1,74.2650736525604
1,72.3879405402486
