city;type;lat;long;y_proj;x_proj
arequipa;regional;-16.48366905;-71.46584181;-1951921.765;2845201.831
arequipa;regional;-16.48363406;-71.4658335;-1951917.76;2845203.233
arequipa;regional;-16.48357933;-71.46581509;-1951911.564;2845206.041
arequipa;regional;-16.48353428;-71.46579977;-1951906.465;2845208.37
arequipa;regional;-16.48348781;-71.4657824;-1951901.226;2845210.952
arequipa;regional;-16.48343697;-71.46576057;-1951895.529;2845214.096
arequipa;regional;-16.48338262;-71.46573474;-1951889.471;2845217.74
arequipa;regional;-16.48332438;-71.46570456;-1951883.012;2845221.928
arequipa;regional;-16.48326501;-71.46567382;-1951876.427;2845226.195
arequipa;regional;-16.48320498;-71.46564065;-1951869.794;2845230.745
arequipa;regional;-16.48314683;-71.46560352;-1951863.434;2845235.721
arequipa;regional;-16.48309329;-71.46556169;-1951857.674;2845241.167
arequipa;regional;-16.48304603;-71.46551619;-1951852.699;2845246.947
arequipa;regional;-16.48300401;-71.46546889;-1951848.363;2845252.863
arequipa;regional;-16.48296476;-71.46541982;-1951844.374;2845258.943
arequipa;regional;-16.4829284;-71.46536896;-1951840.748;2845265.188
arequipa;regional;-16.48289824;-71.46531521;-1951837.888;2845271.677
arequipa;regional;-16.48287469;-71.46525843;-1951835.842;2845278.425
arequipa;regional;-16.48285681;-71.46519933;-1951834.491;2845285.36
arequipa;regional;-16.48284588;-71.46513731;-1951833.996;2845292.536
arequipa;regional;-16.48283955;-71.46507206;-1951834.081;2845300.016
arequipa;regional;-16.48283466;-71.46500343;-1951834.378;2845307.861
arequipa;regional;-16.48283013;-71.46493227;-1951834.749;2845315.987
arequipa;regional;-16.48282523;-71.46485797;-1951835.117;2845324.475
arequipa;regional;-16.48282023;-71.46478289;-1951835.484;2845333.052
arequipa;regional;-16.48282018;-71.46470804;-1951836.428;2845341.539
arequipa;regional;-16.48282777;-71.46463413;-1951838.259;2845349.818
arequipa;regional;-16.48284205;-71.4645609;-1951840.867;2845357.932
arequipa;regional;-16.48286423;-71.4644888;-1951844.39;2845365.813
arequipa;regional;-16.4828941;-71.46441864;-1951848.791;2845373.374
arequipa;regional;-16.48293075;-71.46435043;-1951853.963;2845380.624
arequipa;regional;-16.48297651;-71.46428581;-1951860.161;2845387.348
arequipa;regional;-16.48303074;-71.46422679;-1951867.284;2845393.325
arequipa;regional;-16.48308812;-71.46416991;-1951874.748;2845399.017
arequipa;regional;-16.48314449;-71.46411071;-1951882.123;2845404.986
arequipa;regional;-16.48319627;-71.46404663;-1951889.021;2845411.569
arequipa;regional;-16.48324063;-71.46397631;-1951895.127;2845418.957
arequipa;regional;-16.48327729;-71.46389926;-1951900.413;2845427.209
arequipa;regional;-16.48330678;-71.46381392;-1951904.962;2845436.495
arequipa;regional;-16.48332961;-71.46372295;-1951908.8;2845446.508
arequipa;regional;-16.48334767;-71.46362915;-1951912.114;2845456.904
arequipa;regional;-16.48336106;-71.46353298;-1951914.91;2845467.63
arequipa;regional;-16.48336951;-71.4634354;-1951917.143;2845478.581
arequipa;regional;-16.48337293;-71.46333709;-1951918.794;2845489.682
arequipa;regional;-16.48337351;-71.46323991;-1951920.096;2845500.692
arequipa;regional;-16.48337448;-71.46314502;-1951921.415;2845511.436
arequipa;regional;-16.48337866;-71.46305286;-1951923.078;2845521.829
arequipa;regional;-16.48338902;-71.46296752;-1951925.38;2845531.367
arequipa;regional;-16.48340929;-71.46289322;-1951928.705;2845539.523
arequipa;regional;-16.48344635;-71.46283544;-1951933.793;2845545.587
arequipa;regional;-16.48350019;-71.46280764;-1951940.473;2845548.029
arequipa;regional;-16.48355428;-71.46281821;-1951946.694;2845546.118
arequipa;regional;-16.48359107;-71.46285733;-1951950.52;2845541.199
arequipa;regional;-16.48360291;-71.46291349;-1951951.197;2845534.677
arequipa;regional;-16.48360377;-71.46297617;-1951950.502;2845527.558
arequipa;regional;-16.48360219;-71.46304595;-1951949.43;2845519.669
arequipa;regional;-16.4836062;-71.46312461;-1951948.902;2845510.698
arequipa;regional;-16.48362126;-71.46321174;-1951949.564;2845500.623
arequipa;regional;-16.48364191;-71.46330525;-1951950.802;2845489.749
arequipa;regional;-16.48366453;-71.46339956;-1951952.261;2845478.76
arequipa;regional;-16.48368361;-71.46349402;-1951953.303;2845467.8
arequipa;regional;-16.48369505;-71.46359311;-1951953.389;2845456.416
arequipa;regional;-16.48369966;-71.46369535;-1951952.632;2845444.765
arequipa;regional;-16.48369998;-71.46379984;-1951951.341;2845432.915
arequipa;regional;-16.48369393;-71.4639008;-1951949.348;2845421.548
arequipa;regional;-16.48367975;-71.4639943;-1951946.494;2845411.135
arequipa;regional;-16.48365233;-71.46408227;-1951942.155;2845401.523
arequipa;regional;-16.48361511;-71.46415878;-1951936.809;2845393.34
arequipa;regional;-16.48360705;-71.46417485;-1951935.658;2845391.624
arequipa;regional; ; ;-1.516416327;20763369.87
arequipa;regional;-16.42481913;-71.53758141;-1944100.123;2837841.03
arequipa;regional;-16.42485044;-71.53759219;-1944103.665;2837839.399
arequipa;regional;-16.42488003;-71.53760802;-1944106.941;2837837.218
arequipa;regional;-16.42493152;-71.53763795;-1944112.611;2837833.152
arequipa;regional;-16.42495839;-71.53765845;-1944115.508;2837830.477
arequipa;regional;-16.4249821;-71.53767384;-1944118.1;2837828.423
arequipa;regional;-16.42499924;-71.53768957;-1944119.914;2837826.415
arequipa;regional;-16.42502909;-71.53772151;-1944123.018;2837822.404
arequipa;regional;-16.42503717;-71.53772939;-1944123.867;2837821.406
arequipa;regional;-16.42504342;-71.53774717;-1944124.377;2837819.308
arequipa;regional;-16.4250514;-71.53777726;-1944124.935;2837815.793
arequipa;regional;-16.42506228;-71.53780189;-1944125.902;2837812.858
arequipa;regional;-16.42508354;-71.53782712;-1944128.081;2837809.72
arequipa;regional;-16.42510758;-71.53785638;-1944130.535;2837806.089
arequipa;regional;-16.42512082;-71.53788769;-1944131.696;2837802.367
arequipa;regional;-16.42514306;-71.53791776;-1944133.93;2837798.667
arequipa;regional;-16.42517562;-71.53796599;-1944137.146;2837792.774
arequipa;regional;-16.42519042;-71.53799866;-1944138.472;2837788.877
arequipa;regional;-16.42521181;-71.53803121;-1944140.573;2837784.908
arequipa;regional;-16.42522869;-71.53805929;-1944142.202;2837781.504
arequipa;regional;-16.42524668;-71.53808288;-1944144.018;2837778.595
arequipa;regional;-16.42526036;-71.53811896;-1944145.169;2837774.326
arequipa;regional;-16.42528633;-71.53816168;-1944147.681;2837769.143
arequipa;regional;-16.42530331;-71.53819539;-1944149.251;2837765.1
arequipa;regional;-16.4253128;-71.53822352;-1944150.01;2837761.787
arequipa;regional;-16.42532703;-71.5382545;-1944151.291;2837758.089
arequipa;regional;-16.42534277;-71.53828407;-1944152.767;2837754.532
arequipa;regional;-16.42537355;-71.53832247;-1944155.897;2837749.776
arequipa;regional;-16.42540437;-71.53835832;-1944159.065;2837745.309
arequipa;regional;-16.42541614;-71.5383824;-1944160.144;2837742.425
arequipa;regional;-16.42542837;-71.53840755;-1944161.264;2837739.414
arequipa;regional;-16.42543382;-71.53842034;-1944161.742;2837737.894
arequipa;regional;-16.42544182;-71.53843462;-1944162.502;2837736.17
arequipa;regional;-16.42545146;-71.5384555;-1944163.37;2837733.677
arequipa;regional;-16.42546192;-71.53847744;-1944164.323;2837731.053
arequipa;regional;-16.42547217;-71.53849693;-1944165.281;2837728.71
arequipa;regional;-16.42547868;-71.53850846;-1944165.9;2837727.318
arequipa;regional;-16.42549148;-71.53852967;-1944167.137;2837724.746
arequipa;regional;-16.42550107;-71.53854754;-1944168.038;2837722.594
arequipa;regional;-16.42550852;-71.53856145;-1944168.737;2837720.921
arequipa;regional;-16.42559492;-71.53870034;-1944177.134;2837704.046
arequipa;regional;-16.42560124;-71.53871157;-1944177.735;2837702.691
arequipa;regional;-16.4256086;-71.53872547;-1944178.424;2837701.018
arequipa;regional;-16.42561613;-71.53873891;-1944179.139;2837699.397
arequipa;regional;-16.42562033;-71.53874724;-1944179.527;2837698.397
arequipa;regional;-16.42562755;-71.53876354;-1944180.169;2837696.455
arequipa;regional;-16.42563835;-71.5387834;-1944181.187;2837694.063
arequipa;regional;-16.4256489;-71.53879933;-1944182.225;2837692.119
arequipa;regional;-16.42565983;-71.53881641;-1944183.293;2837690.04
arequipa;regional;-16.4256707;-71.5388355;-1944184.33;2837687.734
arequipa;regional;-16.42568474;-71.53884952;-1944185.802;2837685.962
arequipa;regional;-16.42569529;-71.53887092;-1944186.771;2837683.397
arequipa;regional;-16.42570374;-71.53888542;-1944187.581;2837681.643
arequipa;regional;-16.42572223;-71.53892311;-1944189.277;2837677.128
arequipa;regional;-16.42572484;-71.53893348;-1944189.453;2837675.919
arequipa;regional;-16.42573605;-71.53895634;-1944190.481;2837673.182
arequipa;regional;-16.42574864;-71.53898118;-1944191.647;2837670.201
arequipa;regional;-16.42577916;-71.5390259;-1944194.667;2837664.732
arequipa;regional;-16.42580838;-71.5390688;-1944197.559;2837659.487
arequipa;regional;-16.4258322;-71.53910694;-1944199.876;2837654.852
arequipa;regional;-16.42583687;-71.5391165;-1944200.304;2837653.708
arequipa;regional;-16.42584784;-71.53913034;-1944201.418;2837651.996
arequipa;regional;-16.42588011;-71.53917712;-1944204.618;2837646.271
arequipa;regional;-16.42591114;-71.53922021;-1944207.719;2837640.98
arequipa;regional;-16.42592147;-71.53923353;-1944208.764;2837639.336
arequipa;regional;-16.4259296;-71.53924518;-1944209.573;2837637.908
arequipa;regional;-16.42593792;-71.53925691;-1944210.401;2837636.47
arequipa;regional;-16.42594623;-71.53926841;-1944211.233;2837635.058
arequipa;regional;-16.42595509;-71.53928043;-1944212.122;2837633.579
arequipa;regional;-16.42596378;-71.53929277;-1944212.986;2837632.067
arequipa;regional;-16.42597227;-71.53930419;-1944213.84;2837630.661
arequipa;regional;-16.42598112;-71.53931568;-1944214.735;2837629.243
arequipa;regional;-16.42598978;-71.53932655;-1944215.615;2837627.898
arequipa;regional;-16.42599816;-71.53933682;-1944216.47;2837626.625
arequipa;regional;-16.42600424;-71.53934419;-1944217.091;2837625.709
arequipa;regional;-16.42601272;-71.53935514;-1944217.949;2837624.357
arequipa;regional;-16.42601908;-71.53936297;-1944218.597;2837623.386
arequipa;regional;-16.4260259;-71.53937149;-1944219.29;2837622.332
arequipa;regional;-16.42603418;-71.53938121;-1944220.141;2837621.121
arequipa;regional;-16.42604338;-71.53939185;-1944221.087;2837619.795
arequipa;regional;-16.42605249;-71.53940264;-1944222.021;2837618.453
arequipa;regional;-16.42606179;-71.53941373;-1944222.973;2837617.074
arequipa;regional;-16.42607091;-71.5394249;-1944223.904;2837615.688
arequipa;regional;-16.42607984;-71.53943577;-1944224.816;2837614.339
arequipa;regional;-16.42609014;-71.53944731;-1944225.88;2837612.897
arequipa;regional;-16.42610347;-71.53946219;-1944227.258;2837611.036
arequipa;regional;-16.42612038;-71.53948055;-1944229.012;2837608.733
arequipa;regional;-16.42614023;-71.53950226;-1944231.07;2837606.013
arequipa;regional;-16.42616504;-71.53952935;-1944233.643;2837602.618
arequipa;regional;-16.42619391;-71.5395613;-1944236.63;2837598.618
arequipa;regional;-16.42622359;-71.53959394;-1944239.705;2837594.531
arequipa;regional;-16.42625061;-71.53962315;-1944242.51;2837590.866
arequipa;regional;-16.42627357;-71.5396478;-1944244.897;2837587.771
arequipa;regional;-16.42629423;-71.53966934;-1944247.052;2837585.06
arequipa;regional;-16.42631286;-71.5396879;-1944249.005;2837582.712
arequipa;regional;-16.42633006;-71.53970241;-1944250.843;2837580.843
arequipa;regional;-16.42634714;-71.5397146;-1944252.695;2837579.238
arequipa;regional;-16.42636582;-71.53972529;-1944254.754;2837577.782
arequipa;regional;-16.42638839;-71.53973723;-1944257.255;2837576.133
arequipa;regional;-16.42641261;-71.53974467;-1944260.006;2837574.974
arequipa;regional;-16.42643935;-71.5397516;-1944263.059;2837573.839
arequipa;regional;-16.42647283;-71.53975741;-1944266.919;2837572.743
arequipa;regional;-16.42651548;-71.53976058;-1944271.888;2837571.825
arequipa;regional;-16.42656605;-71.53975737;-1944277.868;2837571.528
arequipa;regional;-16.42662122;-71.53973727;-1944284.602;2837573.086
arequipa;regional;-16.42667928;-71.53971203;-1944291.74;2837575.189
arequipa;regional;-16.426738;-71.53967173;-1944299.144;2837578.989
arequipa;regional;-16.42679751;-71.53961971;-1944306.791;2837584.11
arequipa;regional;-16.42685499;-71.53956447;-1944314.239;2837589.62
arequipa;regional;-16.42691064;-71.5395082;-1944321.485;2837595.272
arequipa;regional;-16.42696159;-71.53945686;-1944328.117;2837600.426
arequipa;regional;-16.42700747;-71.53941008;-1944334.097;2837605.129
arequipa;regional;-16.42705549;-71.53936111;-1944340.354;2837610.053
arequipa;regional;-16.42710795;-71.53930836;-1944347.181;2837615.347
arequipa;regional;-16.42716588;-71.53925327;-1944354.68;2837620.835
arequipa;regional;-16.42722283;-71.53919905;-1944362.054;2837626.237
arequipa;regional;-16.42727543;-71.53914923;-1944368.86;2837631.198
arequipa;regional;-16.4273311;-71.5390995;-1944376.027;2837636.107
arequipa;regional;-16.42739215;-71.53904722;-1944383.856;2837641.237
arequipa;regional;-16.42745818;-71.53899114;-1944392.32;2837646.731
arequipa;regional;-16.42752425;-71.5389319;-1944400.827;2837652.583
arequipa;regional;-16.42758647;-71.53887442;-1944408.861;2837658.285
arequipa;regional;-16.42764456;-71.53881818;-1944416.393;2837663.902
arequipa;regional;-16.42770298;-71.53875984;-1944423.991;2837669.751
arequipa;regional;-16.42776466;-71.53869675;-1944432.031;2837676.097
arequipa;regional;-16.42783188;-71.53863062;-1944440.761;2837682.715
arequipa;regional;-16.42790648;-71.53856329;-1944450.373;2837689.373
arequipa;regional;-16.42797584;-71.53849011;-1944459.443;2837696.762
arequipa;regional;-16.42804466;-71.53841115;-1944468.522;2837704.813
arequipa;regional;-16.42817738;-71.5383495;-1944484.889;2837710.068
arequipa;regional;-16.42826266;-71.53827334;-1944495.867;2837717.587
arequipa;regional;-16.42833824;-71.53818324;-1944505.881;2837726.813
arequipa;regional;-16.42841944;-71.5381056;-1944516.397;2837734.552
arequipa;regional;-16.42873819;-71.53784392;-1944557.138;2837760.05
arequipa;regional;-16.42879763;-71.53776544;-1944565.109;2837768.17
arequipa;regional;-16.42887922;-71.53771703;-1944575.304;2837772.591
arequipa;regional;-16.42893355;-71.5376516;-1944582.51;2837779.299
arequipa;regional;-16.42898997;-71.53759793;-1944589.814;2837784.645
arequipa;regional;-16.42904191;-71.53754626;-1944596.567;2837789.823
arequipa;regional;-16.42909553;-71.53749318;-1944603.535;2837795.14
arequipa;regional;-16.42914704;-71.53743736;-1944610.29;2837800.794
arequipa;regional;-16.42920884;-71.53738135;-1944618.255;2837806.335
arequipa;regional;-16.42927375;-71.53732306;-1944626.615;2837812.095
arequipa;regional;-16.42933785;-71.53726424;-1944634.885;2837817.925
arequipa;regional;-16.42938935;-71.53720248;-1944641.713;2837824.253
arequipa;regional;-16.42944067;-71.53714088;-1944648.519;2837830.565
arequipa;regional;-16.42951738;-71.53708654;-1944658.215;2837835.723
arequipa;regional;-16.42956874;-71.53702702;-1944664.998;2837841.799
arequipa;regional;-16.42963684;-71.53698123;-1944673.574;2837846.098
arequipa;regional;-16.42968945;-71.53691583;-1944680.58;2837852.825
arequipa;regional;-16.42972724;-71.53683241;-1944686.07;2837861.787
arequipa;regional;-16.42977122;-71.53675274;-1944692.242;2837870.244
arequipa;regional;-16.42980995;-71.53666622;-1944697.883;2837879.545
arequipa;regional;-16.42984399;-71.53657416;-1944703.042;2837889.537
arequipa;regional;-16.42987359;-71.53647615;-1944707.756;2837900.26
arequipa;regional;-16.42988391;-71.53636901;-1944710.32;2837912.271
arequipa;regional;-16.42990633;-71.5362618;-1944714.305;2837924.131
arequipa;regional;-16.42992878;-71.53615151;-1944718.334;2837936.34
arequipa;regional;-16.42995037;-71.53603846;-1944722.297;2837948.873
arequipa;regional;-16.42997202;-71.53592286;-1944726.298;2837961.695
arequipa;regional;-16.42999187;-71.53580814;-1944730.077;2837974.44
arequipa;regional;-16.43000861;-71.53569587;-1944733.459;2837986.948
arequipa;regional;-16.43002444;-71.53558924;-1944736.665;2837998.829
arequipa;regional;-16.43004021;-71.5354894;-1944739.776;2838009.94
arequipa;regional;-16.4300562;-71.53539773;-1944742.811;2838020.123
arequipa;regional;-16.4300725;-71.53530822;-1944745.855;2838030.058
arequipa;regional;-16.43009148;-71.53521704;-1944749.235;2838040.146
arequipa;regional;-16.43011176;-71.5351229;-1944752.805;2838050.552
arequipa;regional;-16.4301319;-71.53502553;-1944756.399;2838061.327
arequipa;regional;-16.43015345;-71.53492636;-1944760.182;2838072.287
arequipa;regional;-16.43017672;-71.53482708;-1944764.168;2838083.238
arequipa;regional;-16.43019913;-71.53473067;-1944768.017;2838093.874
arequipa;regional;-16.43022;-71.53463969;-1944771.617;2838103.915
arequipa;regional;-16.43023891;-71.53455491;-1944774.907;2838113.279
arequipa;regional;-16.43025466;-71.53447635;-1944777.749;2838121.978
arequipa;regional;-16.4302686;-71.53440253;-1944780.318;2838130.163
arequipa;regional;-16.43028217;-71.53433366;-1944782.781;2838137.794
arequipa;regional;-16.43029487;-71.53426642;-1944785.121;2838145.251
arequipa;regional;-16.43030658;-71.53419989;-1944787.336;2838152.639
arequipa;regional;-16.4303182;-71.53413298;-1944789.545;2838160.073
arequipa;regional;-16.43032589;-71.53406336;-1944791.327;2838167.864
arequipa;regional;-16.43033464;-71.53399217;-1944793.253;2838175.819
arequipa;regional;-16.43035201;-71.53392338;-1944796.161;2838183.39
arequipa;regional;-16.43036875;-71.53385553;-1944798.984;2838190.863
arequipa;regional;-16.43038364;-71.53379003;-1944801.56;2838198.094
arequipa;regional;-16.43039645;-71.53372942;-1944803.829;2838204.798
arequipa;regional;-16.43040777;-71.53367731;-1944805.816;2838210.556
arequipa;regional;-16.4304171;-71.53363604;-1944807.433;2838215.113
arequipa;regional;-16.43042524;-71.53360405;-1944808.792;2838218.633
arequipa;regional;-16.43043019;-71.53358175;-1944809.656;2838221.096
arequipa;regional;-16.43043292;-71.53356643;-1944810.169;2838222.797
arequipa;regional;-16.43043603;-71.5335525;-1944810.71;2838224.336
arequipa;regional;-16.43043963;-71.53353585;-1944811.344;2838226.176
arequipa;regional;-16.43044467;-71.53351317;-1944812.222;2838228.682
arequipa;regional;-16.4304503;-71.53348816;-1944813.199;2838231.443
arequipa;regional;-16.43045692;-71.53346259;-1944814.299;2838234.255
arequipa;regional;-16.43046259;-71.53343974;-1944815.253;2838236.771
arequipa;regional;-16.43046854;-71.53341774;-1944816.23;2838239.188
arequipa;regional;-16.43047386;-71.53339558;-1944817.134;2838241.63
arequipa;regional;-16.4304786;-71.53337692;-1944817.927;2838243.684
arequipa;regional;-16.43047967;-71.53336502;-1944818.203;2838245.019
arequipa;regional;-16.43047978;-71.53335507;-1944818.341;2838246.145
arequipa;regional;-16.43048035;-71.53334072;-1944818.589;2838247.765
arequipa;regional;-16.43048334;-71.53332462;-1944819.143;2838249.55
arequipa;regional;-16.43049017;-71.53329574;-1944820.31;2838252.735
arequipa;regional;-16.43049928;-71.53325763;-1944821.861;2838256.936
arequipa;regional;-16.43051041;-71.53321571;-1944823.697;2838261.542
arequipa;regional;-16.43052169;-71.53317765;-1944825.503;2838265.71
arequipa;regional;-16.43053348;-71.53314266;-1944827.329;2838269.522
arequipa;regional;-16.4305479;-71.53310901;-1944829.448;2838273.148
arequipa;regional;-16.43056393;-71.53307395;-1944831.773;2838276.914
arequipa;regional;-16.43058366;-71.53303419;-1944834.592;2838281.163
arequipa;regional;-16.43061346;-71.53299672;-1944838.565;2838285.021
arequipa;regional;-16.4306658;-71.5329533;-1944845.261;2838289.259
arequipa;regional;-16.43070743;-71.53291122;-1944850.682;2838293.484
arequipa;regional;-16.43075574;-71.53287497;-1944856.814;2838296.962
arequipa;regional;-16.43080611;-71.53284292;-1944863.135;2838299.937
arequipa;regional;-16.43086945;-71.53281526;-1944870.924;2838302.243
arequipa;regional;-16.4309383;-71.53278798;-1944879.356;2838304.437
arequipa;regional;-16.43101355;-71.53275949;-1944888.554;2838306.681
arequipa;regional;-16.43109471;-71.53272906;-1944898.471;2838309.07
arequipa;regional;-16.43117884;-71.53269741;-1944908.752;2838311.558
arequipa;regional;-16.43126064;-71.53266719;-1944918.742;2838313.914
arequipa;regional;-16.43134155;-71.53263768;-1944928.618;2838316.201
arequipa;regional;-16.43142283;-71.53260894;-1944938.528;2838318.396
arequipa;regional;-16.43150368;-71.5325809;-1944948.378;2838320.518
arequipa;regional;-16.43158416;-71.53255309;-1944958.184;2838322.617
arequipa;regional;-16.43166355;-71.53252423;-1944967.873;2838324.851
arequipa;regional;-16.43174391;-71.53249442;-1944977.688;2838327.179
arequipa;regional;-16.43182365;-71.53246463;-1944987.43;2838329.514
arequipa;regional;-16.43190114;-71.53243587;-1944996.895;2838331.76
arequipa;regional;-16.43197542;-71.53240934;-1945005.955;2838333.797
arequipa;regional;-16.43204505;-71.53238527;-1945014.438;2838335.615
arequipa;regional;-16.43210589;-71.53236422;-1945021.849;2838337.206
arequipa;regional;-16.43215281;-71.53234773;-1945027.569;2838338.461
arequipa;regional;-16.43218663;-71.53233564;-1945031.695;2838339.39
arequipa;regional;-16.43221031;-71.53232666;-1945034.589;2838340.098
arequipa;regional;-16.43222896;-71.53231939;-1945036.871;2838340.679
arequipa;regional;-16.43224895;-71.53231124;-1945039.322;2838341.34
arequipa;regional;-16.43227413;-71.532301;-1945042.41;2838342.172
arequipa;regional;-16.43230687;-71.53228862;-1945046.411;2838343.148
arequipa;regional;-16.43234616;-71.53227443;-1945051.205;2838344.243
arequipa;regional;-16.43239165;-71.53225835;-1945056.751;2838345.47
arequipa;regional;-16.43244378;-71.5322403;-1945063.103;2838346.834
arequipa;regional;-16.432503;-71.53221974;-1945070.318;2838348.391
arequipa;regional;-16.43256913;-71.53219728;-1945078.37;2838350.072
arequipa;regional;-16.43264192;-71.53217277;-1945087.228;2838351.898
arequipa;regional;-16.4327188;-71.53214527;-1945096.606;2838354.011
arequipa;regional;-16.43279713;-71.53211796;-1945106.152;2838356.082
arequipa;regional;-16.43287537;-71.53209074;-1945115.685;2838358.145
arequipa;regional;-16.432955;-71.5320604;-1945125.422;2838360.542
arequipa;regional;-16.43303723;-71.53202879;-1945135.48;2838363.05
arequipa;regional;-16.43312002;-71.53199848;-1945145.587;2838365.404
arequipa;regional;-16.43320409;-71.53196914;-1945155.833;2838367.63
arequipa;regional;-16.4332868;-71.53193898;-1945165.928;2838369.967
arequipa;regional;-16.43336725;-71.53190933;-1945175.753;2838372.276
arequipa;regional;-16.43344782;-71.5318806;-1945185.578;2838374.479
arequipa;regional;-16.43352998;-71.53185068;-1945195.607;2838376.796
arequipa;regional;-16.43361466;-71.53181987;-1945205.943;2838379.181
arequipa;regional;-16.43369985;-71.53178689;-1945216.365;2838381.805
arequipa;regional;-16.4337837;-71.53175541;-1945226.612;2838384.278
arequipa;regional;-16.43386496;-71.53172496;-1945236.54;2838386.666
arequipa;regional;-16.43394639;-71.5316946;-1945246.489;2838389.044
arequipa;regional;-16.43402874;-71.53166452;-1945256.541;2838391.376
arequipa;regional;-16.43410857;-71.53163534;-1945266.287;2838393.64
arequipa;regional;-16.43418553;-71.53160698;-1945275.685;2838395.848
arequipa;regional;-16.43425792;-71.5315804;-1945284.523;2838397.914
arequipa;regional;-16.43432187;-71.5315569;-1945292.331;2838399.742
arequipa;regional;-16.43437829;-71.53153654;-1945299.216;2838401.312
arequipa;regional;-16.43442709;-71.53151848;-1945305.175;2838402.721
arequipa;regional;-16.43446575;-71.53150445;-1945309.894;2838403.806
arequipa;regional;-16.43448934;-71.5314957;-1945312.775;2838404.489
arequipa;regional;-16.4344965;-71.53149233;-1945313.659;2838404.777
arequipa;regional;-16.43450046;-71.53148625;-1945314.201;2838405.415
arequipa;regional;-16.43451974;-71.53147889;-1945316.559;2838405.997
arequipa;regional;-16.43454334;-71.53147068;-1945319.434;2838406.619
arequipa;regional;-16.43457054;-71.53146171;-1945322.742;2838407.28
arequipa;regional;-16.43460502;-71.53145154;-1945326.921;2838407.982
arequipa;regional;-16.43464234;-71.5314383;-1945331.471;2838408.994
arequipa;regional;-16.4346875;-71.53141876;-1945337.023;2838410.619
arequipa;regional;-16.43474145;-71.53139582;-1945343.649;2838412.514
arequipa;regional;-16.43479837;-71.53137283;-1945350.625;2838414.375
arequipa;regional;-16.43484652;-71.53135416;-1945356.517;2838415.862
arequipa;regional;-16.43488589;-71.53133935;-1945361.328;2838417.026
arequipa;regional;-16.43492938;-71.53132238;-1945366.651;2838418.381
arequipa;regional;-16.43498059;-71.53130335;-1945372.906;2838419.868
arequipa;regional;-16.43504024;-71.53128139;-1945380.19;2838421.577
arequipa;regional;-16.43510787;-71.53125636;-1945388.449;2838423.53
arequipa;regional;-16.43518303;-71.53122834;-1945397.631;2838425.724
arequipa;regional;-16.43526296;-71.5312;-1945407.379;2838427.89
arequipa;regional;-16.43534085;-71.53117325;-1945416.865;2838429.904
arequipa;regional;-16.43542092;-71.53114753;-1945426.595;2838431.772
arequipa;regional;-16.43550303;-71.53111962;-1945436.592;2838433.862
arequipa;regional;-16.43558843;-71.53108872;-1945447.013;2838436.248
arequipa;regional;-16.43567699;-71.53105799;-1945457.803;2838438.572
arequipa;regional;-16.43576843;-71.53102699;-1945468.936;2838440.891
arequipa;regional;-16.43586186;-71.53099625;-1945480.299;2838443.153
arequipa;regional;-16.43595645;-71.53096403;-1945491.815;2838445.568
arequipa;regional;-16.43605119;-71.53093096;-1945503.362;2838448.078
arequipa;regional;-16.43614713;-71.53089887;-1945515.036;2838450.46
arequipa;regional;-16.43624282;-71.53086832;-1945526.662;2838452.671
arequipa;regional;-16.43633753;-71.53083842;-1945538.164;2838454.823
arequipa;regional;-16.43643135;-71.53080906;-1945549.555;2838456.923
arequipa;regional;-16.43652481;-71.5307801;-1945560.899;2838458.983
arequipa;regional;-16.43661836;-71.53075091;-1945572.256;2838461.069
arequipa;regional;-16.43671321;-71.53071822;-1945583.809;2838463.534
arequipa;regional;-16.43680952;-71.53068681;-1945595.518;2838465.833
arequipa;regional;-16.43690852;-71.53065467;-1945607.553;2838468.182
arequipa;regional;-16.43700911;-71.53062034;-1945619.802;2838470.758
arequipa;regional;-16.43711187;-71.5305855;-1945632.311;2838473.363
arequipa;regional;-16.43721647;-71.53054817;-1945645.07;2838476.226
arequipa;regional;-16.43732298;-71.53051141;-1945658.044;2838478.999
arequipa;regional;-16.43743093;-71.53047464;-1945671.189;2838481.756
arequipa;regional;-16.43753951;-71.53043731;-1945684.414;2838484.567
arequipa;regional;-16.43765002;-71.53039755;-1945697.897;2838487.627
arequipa;regional;-16.43776304;-71.53035621;-1945711.695;2838490.835
arequipa;regional;-16.43787966;-71.53031373;-1945725.929;2838494.125
arequipa;regional;-16.43800032;-71.53025999;-1945740.781;2838498.638
arequipa;regional;-16.4381201;-71.53023434;-1945755.174;2838499.979
arequipa;regional;-16.43824408;-71.53018995;-1945770.297;2838503.389
arequipa;regional;-16.43837123;-71.53013548;-1945785.92;2838507.9
arequipa;regional;-16.43849836;-71.53009057;-1945801.42;2838511.327
arequipa;regional;-16.43862495;-71.53004559;-1945816.857;2838514.769
arequipa;regional;-16.43875037;-71.5300011;-1945832.151;2838518.172
arequipa;regional;-16.4388748;-71.52995693;-1945847.325;2838521.55
arequipa;regional;-16.43899977;-71.52991206;-1945862.57;2838525.002
arequipa;regional;-16.43912651;-71.52986601;-1945878.04;2838528.564
arequipa;regional;-16.43925329;-71.52982157;-1945893.492;2838531.943
arequipa;regional;-16.43937891;-71.5297783;-1945908.794;2838535.203
