city;type;lat;long;y_proj;x_proj
arequipa;national;-16.37377;-71.5755;-1937627.297;2834207.595
arequipa;national;-16.37364;-71.57553;-1937611.653;2834205.884
arequipa;national;-16.37351;-71.57556;-1937596.009;2834204.173
arequipa;national;-16.37337;-71.5756;-1937579.065;2834201.458
arequipa;national;-16.37323;-71.57563;-1937562.247;2834199.877
arequipa;national;-16.37309;-71.57566;-1937545.428;2834198.296
arequipa;national;-16.37294;-71.57569;-1937527.436;2834196.844
arequipa;national;-16.3728;-71.57573;-1937510.492;2834194.129
arequipa;national;-16.37265;-71.57576;-1937492.499;2834192.678
arequipa;national;-16.3725;-71.5758;-1937474.381;2834190.093
arequipa;national;-16.37234;-71.57584;-1937455.088;2834187.638
arequipa;national;-16.37219;-71.57587;-1937437.095;2834186.187
arequipa;national;-16.37203;-71.57591;-1937417.803;2834183.732
arequipa;national;-16.37186;-71.57595;-1937397.336;2834181.406
arequipa;national;-16.37169;-71.57599;-1937376.868;2834179.081
arequipa;national;-16.37152;-71.57603;-1937356.401;2834176.756
arequipa;national;-16.37136;-71.57608;-1937336.983;2834173.167
arequipa;national;-16.37118;-71.57612;-1937315.342;2834170.972
arequipa;national;-16.37099;-71.57616;-1937292.526;2834168.906
arequipa;national;-16.37081;-71.57621;-1937270.759;2834165.577
arequipa;national;-16.37062;-71.57625;-1937247.943;2834163.512
arequipa;national;-16.37042;-71.57629;-1937223.953;2834161.576
arequipa;national;-16.37024;-71.57633;-1937202.311;2834159.381
arequipa;national;-16.37007;-71.57637;-1937181.844;2834157.055
arequipa;national;-16.3699;-71.57641;-1937161.377;2834154.73
arequipa;national;-16.36974;-71.57645;-1937142.085;2834152.274
arequipa;national;-16.36957;-71.57649;-1937121.618;2834149.949
arequipa;national;-16.36941;-71.57652;-1937102.451;2834148.627
arequipa;national;-16.36925;-71.57656;-1937083.158;2834146.171
arequipa;national;-16.3691;-71.5766;-1937065.04;2834143.586
arequipa;national;-16.36895;-71.57663;-1937047.047;2834142.134
arequipa;national;-16.36881;-71.57667;-1937030.103;2834139.418
arequipa;national;-16.36867;-71.5767;-1937013.285;2834137.836
arequipa;national;-16.36853;-71.57673;-1936996.467;2834136.255
arequipa;national;-16.36839;-71.57676;-1936979.649;2834134.673
arequipa;national;-16.36826;-71.57679;-1936964.005;2834132.961
arequipa;national;-16.36813;-71.57682;-1936948.361;2834131.249
arequipa;national;-16.36799;-71.57685;-1936931.543;2834129.667
arequipa;national;-16.36786;-71.57688;-1936915.899;2834127.955
arequipa;national;-16.36773;-71.57691;-1936900.255;2834126.243
arequipa;national;-16.3676;-71.57694;-1936884.611;2834124.531
arequipa;national;-16.36747;-71.57697;-1936868.968;2834122.819
arequipa;national;-16.36735;-71.577;-1936854.498;2834120.977
arequipa;national;-16.36722;-71.57703;-1936838.854;2834119.265
arequipa;national;-16.36709;-71.57706;-1936823.211;2834117.553
arequipa;national;-16.36697;-71.57709;-1936808.741;2834115.711
arequipa;national;-16.36684;-71.57712;-1936793.097;2834113.999
arequipa;national;-16.36672;-71.57715;-1936778.628;2834112.157
arequipa;national;-16.3666;-71.57718;-1936764.159;2834110.315
arequipa;national;-16.36647;-71.57721;-1936748.515;2834108.603
arequipa;national;-16.36635;-71.57724;-1936734.045;2834106.761
arequipa;national;-16.36622;-71.57727;-1936718.402;2834105.049
arequipa;national;-16.36609;-71.5773;-1936702.758;2834103.336
arequipa;national;-16.36597;-71.57733;-1936688.289;2834101.494
arequipa;national;-16.36584;-71.57736;-1936672.645;2834099.782
arequipa;national;-16.36573;-71.57739;-1936659.35;2834097.81
arequipa;national;-16.36561;-71.57741;-1936645.006;2834097.102
arequipa;national;-16.36549;-71.57744;-1936630.537;2834095.259
arequipa;national;-16.36536;-71.57747;-1936614.893;2834093.547
arequipa;national;-16.36524;-71.5775;-1936600.424;2834091.705
arequipa;national;-16.36511;-71.57753;-1936584.78;2834089.993
arequipa;national;-16.36497;-71.57756;-1936567.962;2834088.41
arequipa;national;-16.36483;-71.5776;-1936551.018;2834085.694
arequipa;national;-16.3647;-71.57763;-1936535.374;2834083.982
arequipa;national;-16.36456;-71.57766;-1936518.556;2834082.399
arequipa;national;-16.36442;-71.57769;-1936501.738;2834080.817
arequipa;national;-16.36428;-71.57772;-1936484.92;2834079.234
arequipa;national;-16.36415;-71.57776;-1936469.151;2834076.388
arequipa;national;-16.36401;-71.57779;-1936452.333;2834074.805
arequipa;national;-16.36388;-71.57782;-1936436.689;2834073.093
arequipa;national;-16.36375;-71.57785;-1936421.045;2834071.38
arequipa;national;-16.36362;-71.57788;-1936405.401;2834069.668
arequipa;national;-16.36348;-71.57791;-1936388.583;2834068.085
arequipa;national;-16.36335;-71.57794;-1936372.94;2834066.373
arequipa;national;-16.36321;-71.57798;-1936355.996;2834063.656
arequipa;national;-16.36307;-71.57801;-1936339.178;2834062.074
arequipa;national;-16.36294;-71.57804;-1936323.534;2834060.361
arequipa;national;-16.3628;-71.57807;-1936306.716;2834058.778
arequipa;national;-16.36267;-71.5781;-1936291.072;2834057.066
arequipa;national;-16.36253;-71.57814;-1936274.129;2834054.349
arequipa;national;-16.3624;-71.57817;-1936258.485;2834052.636
arequipa;national;-16.36226;-71.5782;-1936241.667;2834051.054
arequipa;national;-16.36213;-71.57823;-1936226.023;2834049.341
arequipa;national;-16.36199;-71.57826;-1936209.205;2834047.758
arequipa;national;-16.36185;-71.57829;-1936192.387;2834046.175
arequipa;national;-16.36172;-71.57833;-1936176.618;2834043.329
arequipa;national;-16.36158;-71.57836;-1936159.8;2834041.746
arequipa;national;-16.36144;-71.57839;-1936142.982;2834040.163
arequipa;national;-16.3613;-71.57842;-1936126.164;2834038.58
arequipa;national;-16.36116;-71.57846;-1936109.22;2834035.863
arequipa;national;-16.36102;-71.57849;-1936092.402;2834034.28
arequipa;national;-16.36089;-71.57852;-1936076.759;2834032.567
arequipa;national;-16.36076;-71.57855;-1936061.115;2834030.854
arequipa;national;-16.36064;-71.57858;-1936046.646;2834029.011
arequipa;national;-16.36051;-71.57861;-1936031.002;2834027.299
arequipa;national;-16.36038;-71.57864;-1936015.359;2834025.586
arequipa;national;-16.36026;-71.57867;-1936000.889;2834023.743
arequipa;national;-16.36014;-71.5787;-1935986.42;2834021.9
arequipa;national;-16.36001;-71.57873;-1935970.776;2834020.187
arequipa;national;-16.35988;-71.57876;-1935955.133;2834018.474
arequipa;national;-16.35975;-71.5788;-1935939.364;2834015.627
arequipa;national;-16.35962;-71.57883;-1935923.72;2834013.914
arequipa;national;-16.35948;-71.57887;-1935906.777;2834011.197
arequipa;national;-16.35934;-71.5789;-1935889.959;2834009.614
arequipa;national;-16.3592;-71.57893;-1935873.141;2834008.03
arequipa;national;-16.35906;-71.57896;-1935856.323;2834006.447
arequipa;national;-16.35893;-71.57899;-1935840.679;2834004.734
arequipa;national;-16.35879;-71.57902;-1935823.861;2834003.151
arequipa;national;-16.35866;-71.57905;-1935808.218;2834001.437
arequipa;national;-16.35853;-71.57908;-1935792.574;2833999.724
arequipa;national;-16.3584;-71.5791;-1935777.056;2833999.145
arequipa;national;-16.35827;-71.57913;-1935761.412;2833997.432
arequipa;national;-16.35814;-71.57916;-1935745.769;2833995.718
arequipa;national;-16.35802;-71.57919;-1935731.299;2833993.875
arequipa;national;-16.35789;-71.57922;-1935715.656;2833992.162
arequipa;national;-16.35776;-71.57925;-1935700.012;2833990.448
arequipa;national;-16.35764;-71.57928;-1935685.543;2833988.605
arequipa;national;-16.35751;-71.57931;-1935669.9;2833986.892
arequipa;national;-16.35739;-71.57934;-1935655.43;2833985.049
arequipa;national;-16.35727;-71.57937;-1935640.961;2833983.205
arequipa;national;-16.35715;-71.57939;-1935626.618;2833982.496
arequipa;national;-16.35703;-71.57942;-1935612.148;2833980.653
arequipa;national;-16.35691;-71.57945;-1935597.679;2833978.809
arequipa;national;-16.35679;-71.57948;-1935583.21;2833976.966
arequipa;national;-16.35667;-71.57951;-1935568.741;2833975.123
arequipa;national;-16.35655;-71.57954;-1935554.272;2833973.279
arequipa;national;-16.35644;-71.57956;-1935541.103;2833972.44
arequipa;national;-16.35632;-71.57959;-1935526.633;2833970.597
arequipa;national;-16.35621;-71.57962;-1935513.339;2833968.623
arequipa;national;-16.35609;-71.57965;-1935498.87;2833966.78
arequipa;national;-16.35598;-71.57967;-1935485.7;2833965.941
arequipa;national;-16.35587;-71.5797;-1935472.406;2833963.967
arequipa;national;-16.35577;-71.57972;-1935460.411;2833962.998
arequipa;national;-16.35567;-71.57974;-1935448.416;2833962.029
arequipa;national;-16.35557;-71.57977;-1935436.296;2833959.926
arequipa;national;-16.35547;-71.57979;-1935424.301;2833958.956
arequipa;national;-16.35538;-71.57981;-1935413.48;2833957.857
arequipa;national;-16.35528;-71.57984;-1935401.36;2833955.754
arequipa;national;-16.35519;-71.57986;-1935390.539;2833954.655
arequipa;national;-16.35511;-71.57988;-1935380.893;2833953.426
arequipa;national;-16.35504;-71.57989;-1935372.547;2833953.201
arequipa;national;-16.35497;-71.57991;-1935364.075;2833951.842
arequipa;national;-16.3549;-71.57993;-1935355.604;2833950.483
arequipa;national;-16.35483;-71.57994;-1935347.258;2833950.258
arequipa;national;-16.35477;-71.57996;-1935339.96;2833948.769
arequipa;national;-16.3547;-71.57997;-1935331.614;2833948.544
arequipa;national;-16.35463;-71.57999;-1935323.142;2833947.185
arequipa;national;-16.35456;-71.58;-1935314.796;2833946.96
arequipa;national;-16.35449;-71.58002;-1935306.324;2833945.601
arequipa;national;-16.35442;-71.58004;-1935297.853;2833944.242
arequipa;national;-16.35434;-71.58005;-1935288.332;2833944.147
arequipa;national;-16.35426;-71.58007;-1935278.686;2833942.918
arequipa;national;-16.35418;-71.58009;-1935269.04;2833941.689
arequipa;national;-16.3541;-71.58011;-1935259.394;2833940.46
arequipa;national;-16.35402;-71.58013;-1935249.748;2833939.231
arequipa;national;-16.35394;-71.58015;-1935240.102;2833938.002
arequipa;national;-16.35386;-71.58017;-1935230.456;2833936.773
arequipa;national;-16.35377;-71.58019;-1935219.635;2833935.673
arequipa;national;-16.35368;-71.58021;-1935208.815;2833934.574
arequipa;national;-16.35359;-71.58023;-1935197.995;2833933.475
arequipa;national;-16.35349;-71.58025;-1935186;2833932.505
arequipa;national;-16.35339;-71.58028;-1935173.879;2833930.402
arequipa;national;-16.3533;-71.5803;-1935163.059;2833929.302
arequipa;national;-16.3532;-71.58032;-1935151.064;2833928.333
arequipa;national;-16.35311;-71.58034;-1935140.244;2833927.233
arequipa;national;-16.35302;-71.58036;-1935129.423;2833926.134
arequipa;national;-16.35293;-71.58039;-1935118.478;2833923.901
arequipa;national;-16.35285;-71.5804;-1935108.957;2833923.805
arequipa;national;-16.35277;-71.58042;-1935099.311;2833922.576
arequipa;national;-16.3527;-71.58044;-1935090.839;2833921.217
arequipa;national;-16.35262;-71.58046;-1935081.193;2833919.988
arequipa;national;-16.35255;-71.58047;-1935072.847;2833919.763
arequipa;national;-16.35248;-71.58049;-1935064.375;2833918.404
arequipa;national;-16.35241;-71.58051;-1935055.904;2833917.045
arequipa;national;-16.35235;-71.58052;-1935048.732;2833916.69
arequipa;national;-16.35229;-71.58053;-1935041.56;2833916.335
arequipa;national;-16.35223;-71.58055;-1935034.263;2833914.846
arequipa;national;-16.35218;-71.58056;-1935028.265;2833914.361
arequipa;national;-16.35213;-71.58057;-1935022.268;2833913.876
arequipa;national;-16.35209;-71.58058;-1935017.445;2833913.261
arequipa;national;-16.35205;-71.58059;-1935012.622;2833912.647
arequipa;national;-16.35201;-71.5806;-1935007.799;2833912.032
arequipa;national;-16.35198;-71.58061;-1935004.15;2833911.288
arequipa;national;-16.35196;-71.58061;-1935001.802;2833911.547
arequipa;national;-16.35194;-71.58062;-1934999.327;2833910.673
arequipa;national;-16.35193;-71.58062;-1934998.153;2833910.803
arequipa;national;-16.35192;-71.58062;-1934996.979;2833910.933
arequipa;national;-16.35182;-71.58065;-1934984.858;2833908.829
arequipa;national;-16.35172;-71.58067;-1934972.864;2833907.859
arequipa;national;-16.35163;-71.58069;-1934962.043;2833906.76
arequipa;national;-16.35153;-71.58071;-1934950.048;2833905.79
arequipa;national;-16.35144;-71.58073;-1934939.228;2833904.691
arequipa;national;-16.35136;-71.58075;-1934929.582;2833903.461
arequipa;national;-16.35129;-71.58077;-1934921.11;2833902.102
arequipa;national;-16.35122;-71.58079;-1934912.639;2833900.743
arequipa;national;-16.35115;-71.5808;-1934904.293;2833900.518
arequipa;national;-16.35107;-71.58082;-1934894.647;2833899.288
arequipa;national;-16.35099;-71.58084;-1934885.001;2833898.059
arequipa;national;-16.3509;-71.58086;-1934874.18;2833896.959
arequipa;national;-16.3508;-71.58089;-1934862.06;2833894.856
arequipa;national;-16.35071;-71.58091;-1934851.24;2833893.756
arequipa;national;-16.35061;-71.58093;-1934839.245;2833892.786
arequipa;national;-16.3505;-71.58096;-1934825.95;2833890.812
arequipa;national;-16.3504;-71.58098;-1934813.955;2833889.842
arequipa;national;-16.35029;-71.581;-1934800.786;2833889.002
arequipa;national;-16.35018;-71.58103;-1934787.492;2833887.028
arequipa;national;-16.35007;-71.58105;-1934774.322;2833886.188
arequipa;national;-16.34997;-71.58108;-1934762.202;2833884.085
arequipa;national;-16.34987;-71.5811;-1934750.207;2833883.115
arequipa;national;-16.34976;-71.58113;-1934736.913;2833881.141
arequipa;national;-16.34966;-71.58115;-1934724.918;2833880.171
arequipa;national;-16.34956;-71.58117;-1934712.923;2833879.201
arequipa;national;-16.34946;-71.5812;-1934700.803;2833877.097
arequipa;national;-16.34935;-71.58123;-1934687.509;2833875.123
arequipa;national;-16.34925;-71.58125;-1934675.514;2833874.153
arequipa;national;-16.34916;-71.58127;-1934664.693;2833873.053
arequipa;national;-16.34906;-71.58129;-1934652.699;2833872.083
arequipa;national;-16.34897;-71.58132;-1934641.753;2833869.85
arequipa;national;-16.34888;-71.58134;-1934630.933;2833868.75
arequipa;national;-16.34879;-71.58136;-1934620.112;2833867.65
arequipa;national;-16.3487;-71.58138;-1934609.292;2833866.55
arequipa;national;-16.34862;-71.5814;-1934599.646;2833865.321
arequipa;national;-16.34853;-71.58142;-1934588.826;2833864.221
arequipa;national;-16.34843;-71.58144;-1934576.831;2833863.251
arequipa;national;-16.34833;-71.58147;-1934564.711;2833861.147
arequipa;national;-16.34822;-71.58149;-1934551.541;2833860.307
arequipa;national;-16.34811;-71.58152;-1934538.247;2833858.332
arequipa;national;-16.34799;-71.58154;-1934523.903;2833857.622
arequipa;national;-16.34788;-71.58157;-1934510.609;2833855.648
arequipa;national;-16.34776;-71.58159;-1934496.265;2833854.937
arequipa;national;-16.34764;-71.58161;-1934481.922;2833854.226
arequipa;national;-16.34753;-71.58162;-1934468.878;2833854.52
arequipa;national;-16.34741;-71.58164;-1934454.534;2833853.809
arequipa;national;-16.3473;-71.58165;-1934441.49;2833854.103
arequipa;national;-16.34719;-71.58165;-1934428.572;2833855.53
arequipa;national;-16.34708;-71.58165;-1934415.653;2833856.958
arequipa;national;-16.34697;-71.58165;-1934402.735;2833858.385
arequipa;national;-16.34686;-71.58165;-1934389.816;2833859.813
arequipa;national;-16.34675;-71.58165;-1934376.897;2833861.24
arequipa;national;-16.34664;-71.58165;-1934363.979;2833862.668
arequipa;national;-16.34652;-71.58164;-1934350.011;2833865.359
arequipa;national;-16.34641;-71.58163;-1934337.218;2833867.92
arequipa;national;-16.34631;-71.58163;-1934325.473;2833869.218
arequipa;national;-16.34622;-71.58162;-1934315.029;2833871.52
arequipa;national;-16.34613;-71.58161;-1934304.584;2833873.821
arequipa;national;-16.34604;-71.58161;-1934294.015;2833874.989
arequipa;national;-16.34596;-71.5816;-1934284.745;2833877.161
arequipa;national;-16.34589;-71.5816;-1934276.524;2833878.07
arequipa;national;-16.34583;-71.58159;-1934269.602;2833879.982
arequipa;national;-16.34577;-71.58159;-1934262.556;2833880.761
arequipa;national;-16.34572;-71.58159;-1934256.684;2833881.41
arequipa;national;-16.34568;-71.58158;-1934252.111;2833883.063
arequipa;national;-16.34563;-71.58158;-1934246.239;2833883.711
arequipa;national;-16.34559;-71.58158;-1934241.542;2833884.23
arequipa;national;-16.34555;-71.58157;-1934236.969;2833885.883
arequipa;national;-16.34551;-71.58157;-1934232.272;2833886.402
arequipa;national;-16.34547;-71.58156;-1934227.699;2833888.055
arequipa;national;-16.34544;-71.58156;-1934224.176;2833888.445
arequipa;national;-16.34541;-71.58156;-1934220.653;2833888.834
arequipa;national;-16.34538;-71.58156;-1934217.129;2833889.223
arequipa;national;-16.34536;-71.58155;-1934214.906;2833890.617
arequipa;national;-16.34533;-71.58155;-1934211.383;2833891.006
arequipa;national;-16.34531;-71.58155;-1934209.034;2833891.265
arequipa;national;-16.34528;-71.58155;-1934205.51;2833891.655
arequipa;national;-16.34524;-71.58155;-1934200.813;2833892.174
arequipa;national;-16.34518;-71.58155;-1934193.766;2833892.952
arequipa;national;-16.34513;-71.58155;-1934187.894;2833893.601
arequipa;national;-16.34508;-71.58154;-1934182.147;2833895.384
arequipa;national;-16.34504;-71.58154;-1934177.45;2833895.903
arequipa;national;-16.345;-71.58154;-1934172.752;2833896.422
arequipa;national;-16.34497;-71.58153;-1934169.354;2833897.945
arequipa;national;-16.34494;-71.58153;-1934165.831;2833898.334
arequipa;national;-16.34491;-71.58153;-1934162.307;2833898.724
arequipa;national;-16.34488;-71.58153;-1934158.784;2833899.113
arequipa;national;-16.34486;-71.58153;-1934156.435;2833899.372
arequipa;national;-16.34483;-71.58153;-1934152.912;2833899.762
arequipa;national;-16.34479;-71.58153;-1934148.214;2833900.281
arequipa;national;-16.34476;-71.58153;-1934144.691;2833900.67
arequipa;national;-16.34473;-71.58153;-1934141.168;2833901.059
arequipa;national;-16.3447;-71.58153;-1934137.645;2833901.448
arequipa;national;-16.34467;-71.58153;-1934134.121;2833901.838
arequipa;national;-16.34463;-71.58153;-1934129.424;2833902.357
arequipa;national;-16.3446;-71.58153;-1934125.9;2833902.746
arequipa;national;-16.34456;-71.58153;-1934121.203;2833903.265
arequipa;national;-16.34452;-71.58153;-1934116.505;2833903.784
arequipa;national;-16.34448;-71.58153;-1934111.807;2833904.303
arequipa;national;-16.34444;-71.58153;-1934107.11;2833904.822
arequipa;national;-16.3444;-71.58153;-1934102.412;2833905.341
arequipa;national;-16.34436;-71.58152;-1934097.839;2833906.994
arequipa;national;-16.34432;-71.58152;-1934093.142;2833907.513
arequipa;national;-16.34429;-71.58152;-1934089.619;2833907.902
arequipa;national;-16.34426;-71.58152;-1934086.095;2833908.291
arequipa;national;-16.34423;-71.58151;-1934082.697;2833909.814
arequipa;national;-16.3442;-71.58151;-1934079.174;2833910.204
arequipa;national;-16.34417;-71.58151;-1934075.651;2833910.593
arequipa;national;-16.34414;-71.58151;-1934072.127;2833910.982
arequipa;national;-16.34411;-71.58151;-1934068.604;2833911.371
arequipa;national;-16.34408;-71.5815;-1934065.206;2833912.895
arequipa;national;-16.34405;-71.5815;-1934061.683;2833913.284
arequipa;national;-16.34401;-71.5815;-1934056.985;2833913.803
arequipa;national;-16.34397;-71.5815;-1934052.288;2833914.322
arequipa;national;-16.34393;-71.5815;-1934047.59;2833914.841
arequipa;national;-16.3439;-71.58149;-1934044.192;2833916.364
arequipa;national;-16.34386;-71.58149;-1934039.494;2833916.883
arequipa;national;-16.34383;-71.58149;-1934035.971;2833917.272
arequipa;national;-16.34379;-71.58149;-1934031.273;2833917.791
arequipa;national;-16.34375;-71.58149;-1934026.575;2833918.31
arequipa;national;-16.34372;-71.58148;-1934023.177;2833919.833
arequipa;national;-16.34368;-71.58148;-1934018.48;2833920.352
arequipa;national;-16.34365;-71.58148;-1934014.956;2833920.742
arequipa;national;-16.34361;-71.58147;-1934010.384;2833922.395
arequipa;national;-16.34358;-71.58147;-1934006.861;2833922.784
arequipa;national;-16.34355;-71.58147;-1934003.338;2833923.173
arequipa;national;-16.34352;-71.58146;-1933999.94;2833924.696
arequipa;national;-16.34349;-71.58146;-1933996.416;2833925.085
arequipa;national;-16.34347;-71.58146;-1933994.067;2833925.345
arequipa;national;-16.34346;-71.58145;-1933993.018;2833926.609
arequipa;national;-16.34344;-71.58145;-1933990.669;2833926.868
arequipa;national;-16.34343;-71.58144;-1933989.62;2833928.132
arequipa;national;-16.34342;-71.58144;-1933988.446;2833928.262
arequipa;national;-16.34341;-71.58143;-1933987.397;2833929.525
arequipa;national;-16.3434;-71.58143;-1933986.222;2833929.655
arequipa;national;-16.34338;-71.58142;-1933983.999;2833931.049
arequipa;national;-16.34336;-71.58142;-1933981.65;2833931.308
arequipa;national;-16.34332;-71.58142;-1933976.952;2833931.827
arequipa;national;-16.34328;-71.58141;-1933972.38;2833933.48
arequipa;national;-16.34325;-71.58141;-1933968.856;2833933.869
arequipa;national;-16.34321;-71.58141;-1933964.159;2833934.388
arequipa;national;-16.34316;-71.58141;-1933958.287;2833935.037
arequipa;national;-16.34312;-71.58141;-1933953.589;2833935.556
arequipa;national;-16.34307;-71.5814;-1933947.842;2833937.338
arequipa;national;-16.34304;-71.5814;-1933944.319;2833937.728
arequipa;national;-16.34302;-71.5814;-1933941.97;2833937.987
arequipa;national;-16.34299;-71.5814;-1933938.447;2833938.376
arequipa;national;-16.34298;-71.5814;-1933937.272;2833938.506
arequipa;national;-16.34297;-71.58139;-1933936.223;2833939.77
arequipa;national;-16.34296;-71.58139;-1933935.049;2833939.9
arequipa;national;-16.34294;-71.58139;-1933932.7;2833940.159
arequipa;national; ; ;-1.516416327;20763369.87
arequipa;national;-16.34291237;-71.58139;-1933929.455;2833940.518
arequipa;national;-16.3429;-71.58139;-1933928.002;2833940.678
arequipa;national;-16.34287;-71.58139;-1933924.479;2833941.067
arequipa;national;-16.34284;-71.58138;-1933921.081;2833942.59
arequipa;national;-16.34281;-71.58138;-1933917.557;2833942.98
arequipa;national;-16.34278;-71.58138;-1933914.034;2833943.369
arequipa;national;-16.34275;-71.58138;-1933910.511;2833943.758
arequipa;national;-16.34272;-71.58139;-1933906.862;2833943.013
arequipa;national;-16.34269;-71.5814;-1933903.214;2833942.269
arequipa;national;-16.34267;-71.58142;-1933900.614;2833940.26
arequipa;national;-16.34264;-71.58144;-1933896.841;2833938.381
arequipa;national;-16.34262;-71.58149;-1933893.865;2833932.971
arequipa;national;-16.34261;-71.58154;-1933892.065;2833927.431
arequipa;national;-16.34261;-71.5816;-1933891.313;2833920.627
arequipa;national;-16.34262;-71.58168;-1933891.485;2833911.426
arequipa;national;-16.34262;-71.58176;-1933890.483;2833902.354
arequipa;national;-16.34262;-71.58185;-1933889.356;2833892.148
arequipa;national;-16.34263;-71.58195;-1933889.278;2833880.679
arequipa;national;-16.34263;-71.58204;-1933888.15;2833870.473
arequipa;national;-16.34263;-71.58215;-1933886.772;2833858
arequipa;national;-16.34263;-71.58225;-1933885.52;2833846.66
arequipa;national;-16.34264;-71.58236;-1933885.316;2833834.057
arequipa;national;-16.34264;-71.58247;-1933883.938;2833821.583
arequipa;national;-16.34264;-71.58258;-1933882.561;2833809.109
arequipa;national;-16.34263;-71.5827;-1933879.883;2833795.632
arequipa;national;-16.34263;-71.58281;-1933878.505;2833783.158
arequipa;national;-16.34263;-71.58293;-1933877.002;2833769.551
arequipa;national;-16.34263;-71.58305;-1933875.499;2833755.943
arequipa;national;-16.34262;-71.58316;-1933872.947;2833743.599
arequipa;national;-16.34262;-71.58328;-1933871.444;2833729.992
arequipa;national;-16.34261;-71.5834;-1933868.766;2833716.514
arequipa;national;-16.3426;-71.58352;-1933866.089;2833703.036
arequipa;national;-16.3426;-71.58363;-1933864.711;2833690.563
arequipa;national;-16.34259;-71.58374;-1933862.159;2833678.219
arequipa;national;-16.34258;-71.58386;-1933859.482;2833664.741
arequipa;national;-16.34258;-71.58397;-1933858.104;2833652.268
arequipa;national;-16.34257;-71.58408;-1933855.552;2833639.924
arequipa;national;-16.34257;-71.58419;-1933854.174;2833627.451
arequipa;national;-16.34256;-71.5843;-1933851.622;2833615.107
arequipa;national;-16.34255;-71.58441;-1933849.07;2833602.763
arequipa;national;-16.34254;-71.58451;-1933846.643;2833591.553
arequipa;national;-16.34253;-71.58461;-1933844.216;2833580.343
arequipa;national;-16.34251;-71.58471;-1933840.615;2833569.263
arequipa;national;-16.3425;-71.5848;-1933838.313;2833559.188
arequipa;national;-16.34248;-71.5849;-1933834.712;2833548.108
arequipa;national;-16.34246;-71.58499;-1933831.236;2833538.161
arequipa;national;-16.34244;-71.58508;-1933827.76;2833528.215
arequipa;national;-16.34242;-71.58516;-1933824.409;2833519.403
arequipa;national;-16.3424;-71.58525;-1933820.933;2833509.457
arequipa;national;-16.34238;-71.58533;-1933817.583;2833500.645
arequipa;national;-16.34235;-71.58542;-1933812.932;2833490.829
arequipa;national;-16.34232;-71.58551;-1933808.282;2833481.012
arequipa;national;-16.34229;-71.5856;-1933803.632;2833471.196
arequipa;national;-16.34226;-71.58569;-1933798.981;2833461.379
arequipa;national;-16.34222;-71.58578;-1933793.157;2833451.693
arequipa;national;-16.34218;-71.58586;-1933787.457;2833443.14
arequipa;national;-16.34214;-71.58595;-1933781.632;2833433.453
arequipa;national;-16.3421;-71.58605;-1933775.682;2833422.633
arequipa;national;-16.34205;-71.58614;-1933768.683;2833413.076
arequipa;national;-16.34201;-71.58623;-1933762.859;2833403.389
arequipa;national;-16.34196;-71.58632;-1933755.86;2833393.832
arequipa;national;-16.34191;-71.58641;-1933748.861;2833384.275
arequipa;national;-16.34185;-71.58649;-1933740.813;2833375.982
arequipa;national;-16.3418;-71.58657;-1933733.939;2833367.559
arequipa;national;-16.34175;-71.58665;-1933727.065;2833359.135
arequipa;national;-16.34169;-71.58672;-1933719.142;2833351.976
arequipa;national;-16.34164;-71.58679;-1933712.394;2833344.687
arequipa;national;-16.34159;-71.58686;-1933705.645;2833337.398
arequipa;national;-16.34154;-71.58693;-1933698.897;2833330.109
arequipa;national;-16.34149;-71.58699;-1933692.273;2833323.953
arequipa;national;-16.34144;-71.58706;-1933685.525;2833316.664
arequipa;national;-16.34139;-71.58712;-1933678.901;2833310.509
arequipa;national;-16.34134;-71.58719;-1933672.153;2833303.22
arequipa;national;-16.34129;-71.58725;-1933665.53;2833297.065
arequipa;national;-16.34125;-71.58731;-1933660.081;2833290.78
arequipa;national;-16.3412;-71.58737;-1933653.458;2833284.625
arequipa;national;-16.34116;-71.58742;-1933648.134;2833279.474
arequipa;national;-16.34111;-71.58748;-1933641.511;2833273.318
arequipa;national;-16.34107;-71.58753;-1933636.187;2833268.167
arequipa;national;-16.34103;-71.58758;-1933630.864;2833263.016
arequipa;national;-16.341;-71.58762;-1933626.84;2833258.87
arequipa;national;-16.34097;-71.58766;-1933622.816;2833254.723
arequipa;national;-16.34094;-71.5877;-1933618.792;2833250.576
arequipa;national;-16.34091;-71.58774;-1933614.768;2833246.429
arequipa;national;-16.34088;-71.58778;-1933610.744;2833242.283
arequipa;national;-16.34086;-71.58781;-1933608.019;2833239.14
arequipa;national;-16.34084;-71.58783;-1933605.42;2833237.132
arequipa;national;-16.34082;-71.58786;-1933602.696;2833233.989
arequipa;national;-16.3408;-71.58788;-1933600.096;2833231.981
arequipa;national;-16.34078;-71.58791;-1933597.372;2833228.838
arequipa;national;-16.34076;-71.58794;-1933594.648;2833225.696
arequipa;national;-16.34073;-71.58797;-1933590.749;2833222.683
arequipa;national;-16.34071;-71.588;-1933588.024;2833219.54
arequipa;national;-16.34069;-71.58803;-1933585.3;2833216.398
arequipa;national;-16.34066;-71.58807;-1933581.276;2833212.251
arequipa;national;-16.34064;-71.58809;-1933578.677;2833210.243
arequipa;national;-16.34062;-71.58811;-1933576.078;2833208.234
arequipa;national;-16.34061;-71.58813;-1933574.653;2833206.096
