LR1_coefficients_null_raster	LR1_coefficients_X19K_20240101.20241231_C	LR1_R2_null_raster	LR1_R2_X19K_20240101.20241231_C	LR1_Q_X19K_20240101.20241231_C	LR2_coefficients_null_raster	LR2_coefficients_X19K_20240101.20241231_C	LR2_R2_null_raster	LR2_R2_X19K_20240101.20241231_C	LR2_Q_X19K_20240101.20241231_C
0.00900567904249643	0.0157284816340887	0.0852539411500502	0.0891375043888306	0.00388356323878035	0.000249312213201075	0.000937444850577969	0.0318336213661083	0.0399604525593463	0.00812683119323803
0.00709261107629482	0.0163524805479221	0.0449666710408697	0.0820809872897809	0.0371143162489112	0.000224017770843076	0.00123917774583344	0.0165605544880432	0.0457126787466662	0.0291521242586229
0.00769847013371499	0.0185841230731941	0.0335535666281145	0.0650015645245607	0.0314479978964461	0.000196993991523941	0.00138377679219126	0.00738478822588077	0.0325907223216704	0.0252059340957897
0.0079298758932325	0.0151815407815711	0.055084576564951	0.0713321159142054	0.0162475393492544	0.000188869855617948	0.000901181401080287	0.012215939462694	0.030112872191697	0.0178969327290031
0.0101198371814072	0.0226540879667877	0.06595186519419	0.116626358188671	0.0506744929944809	0.000253950686140568	0.00142522952725982	0.0153472086003539	0.0504689619572981	0.0351217533569443
0.0103815247285852	0.0166217978959809	0.102746853337434	0.0925748266247062	-0.0101720267127278	0.000359120810372496	0.0010676750449827	0.0473112432349294	0.0425208436029593	-0.00479039963197013
0.00913742416651822	0.0173971510216961	0.0841101821855359	0.10979997161332	0.0256897894277836	0.000246866085276892	0.00109743668113583	0.0239262214007748	0.0515160468763403	0.0275898254755655
0.00542119302342565	0.010166258171388	0.0269398561823459	0.0312207026705842	0.00428084648823824	0.00017305460116603	0.000505831540914724	0.0112881689540197	0.00811703914121304	-0.00317112981280661
0.01539722801696	0.0243930997092608	0.165467990766538	0.16567459167068	0.000206600904141346	0.000652824867390547	0.00199493078779789	0.0927988747130182	0.111828213797847	0.0190293390848293
0.010737504343198	0.0220112989097469	0.0585023553875123	0.0868220254718833	0.028319670084371	0.000323571059226193	0.0015746952308585	0.0190144301448975	0.0475013842736154	0.0284869541287179
0.00549878992216957	0.0125809837048205	0.0245849513592039	0.0412883618317126	0.0167034104725087	9.87359729298432e-05	0.000751490717879831	0.00381890307275877	0.0173186076890656	0.0134997046163068
0.0115261337160456	0.0189026951187939	0.122926690580589	0.120577219556342	-0.002349471024247	0.000367525632975245	0.00125122205831803	0.055723259915491	0.0713131079668697	0.0155898480513787
0.0127863386901262	0.022948195598161	0.0995359562127789	0.12102772932867	0.0214917731158908	0.000457433698441386	0.00160619913191345	0.0457991643310933	0.0647818986001234	0.0189827342690301
0.0100008336131982	0.0171753226435732	0.0844613490272275	0.0848347015870966	0.000373352559869131	0.000288374849994646	0.00103236102576927	0.0317780312418189	0.0416413345727857	0.00986330333096679
0.0111541222942896	0.0220301915256207	0.0743417296413102	0.0997233759217268	0.0253816462804166	0.000322477723366209	0.0013238172346896	0.0241370622302761	0.039213885135156	0.01507682290488
0.000783351558969244	0.000676239159708362	0.00116282351688106	0.000221135895356788	-0.000941687621524276	2.18234724131565e-05	-2.29038514159069e-05	0.000695173986111855	6.37740717654001e-05	-0.000631399914346455
0.00877267361114184	0.017620879963976	0.0556724246546388	0.0779706941829125	0.0222982695282737	0.00025601475533184	0.00114208470072105	0.0159534394381643	0.03065391484527	0.0147004754071056
0.0115574832127823	0.0228232654887808	0.0953785462426279	0.127136276444501	0.031757730201873	0.00039216720633382	0.0016294953704271	0.0410470455932175	0.0680910137922172	0.0270439681989997
0.00874457227931466	0.0177086922329267	0.0616370359087082	0.0874614434009304	0.0258244074922222	0.000220282374965409	0.00123422954886487	0.0155137885765447	0.0442837976821134	0.0287700091055688
0.0138010025868565	0.0230510536524392	0.120164968680673	0.134983969191382	0.0148190005107098	0.000457240538488876	0.00155632473509843	0.04707667355608	0.071733706421401	0.024657032865321
0.00732603451696526	0.0160219997884623	0.0340578194716023	0.0587222388290443	0.024664419357442	0.000175454073976617	0.000836862902564307	0.00651692443953273	0.0176768078294093	0.0111598833898766
0.00923983757470773	0.0184535800009616	0.0731552822760087	0.0954985993622173	0.0223433170862086	0.000233236234231444	0.00111518023690066	0.019593422121112	0.0388977882243071	0.0193043661031951
0.0115298829587093	0.0227543280924477	0.0967952936282223	0.126377887762166	0.0295825941339432	0.000384205908874961	0.00175759812061021	0.0463471263200099	0.0792134783429819	0.032866352022972
0.00950378985738997	0.0186170015621782	0.0647233213387936	0.087357615412701	0.0226342940739073	0.000274852080694606	0.00147596764738487	0.0200303267275124	0.0521120323586922	0.0320817056311798
0.00808775639550999	0.0179405030803232	0.0471747793510105	0.0806222726586216	0.0334474933076111	0.000191334587806279	0.00109043208928155	0.0106573660685388	0.0349210116618513	0.0242636455933125
0.000172055566317573	-0.00221173527196904	6.44512320803755e-05	0.00249140796889469	0.00242695673681431	1.4544014468291e-05	-0.000217779296796593	0.000322030739924693	0.00501230051859043	0.00469026977866574
0.0122532806180355	0.0224723215570066	0.0869044944489116	0.105099030141177	0.0181945356922657	0.000435726434191198	0.00178940297479767	0.0347461497206748	0.0621426071798294	0.0273964574591545
0.00781442047339453	0.0156233978056823	0.053647509824598	0.083506551002176	0.029859041177578	0.00025341847669129	0.000965258543381759	0.0177349223897723	0.0361075607929918	0.0183726384032195
0.0111382179985864	0.0200257025412281	0.0855927492099293	0.0947534676644031	0.00916071845447379	0.000398066197785136	0.00154948510105646	0.0389847628601244	0.0563445915234309	0.0173598286633064
