LR1_coefficients_null_raster	LR1_coefficients_X19K_20240101.20241231_C	LR1_R2_null_raster	LR1_R2_X19K_20240101.20241231_C	LR1_Q_X19K_20240101.20241231_C	LR2_coefficients_null_raster	LR2_coefficients_X19K_20240101.20241231_C	LR2_R2_null_raster	LR2_R2_X19K_20240101.20241231_C	LR2_Q_X19K_20240101.20241231_C
0.00900567904249643	0.0158594424878798	0.0852539411500502	0.0884650919265573	0.00321115077650706	0.000249312213201075	0.000957028555071803	0.0318336213661083	0.0396490318440471	0.00781541047793882
0.00709261107629482	0.0165425898159246	0.0449666710408697	0.0823418129761286	0.0373751419352589	0.000224017770843076	0.00125748056972217	0.0165605544880432	0.0455858515068384	0.0290252970187952
0.00769847013371499	0.0188152750646706	0.0335535666281145	0.0651815945166844	0.0316280278885699	0.000196993991523941	0.00142526803911181	0.00738478822588077	0.0330341977235788	0.025649409497698
0.0079298758932325	0.0153423825464414	0.055084576564951	0.0711889588652752	0.0161043823003242	0.000188869855617948	0.000924827012265492	0.012215939462694	0.0304457705527559	0.018229831090062
0.0101198371814072	0.0229490974346584	0.06595186519419	0.117019407193939	0.0510675419997487	0.000253950686140568	0.00146369007226724	0.0153472086003539	0.0508688386269036	0.0355216300265497
0.0103815247285852	0.0168258164403099	0.102746853337434	0.0923888541978349	-0.0103579991395991	0.000359120810372496	0.00110057258658665	0.0473112432349294	0.0427693407302119	-0.00454190250471753
0.00913742416651822	0.0175433502449347	0.0841101821855359	0.10937875221934	0.0252685700338044	0.000246866085276892	0.00112533585991309	0.0239262214007748	0.0518675040338772	0.0279412826331023
0.00542119302342565	0.0103279701056003	0.0269398561823459	0.031354920774691	0.00441506459234505	0.00017305460116603	0.000517373995688387	0.0112881689540197	0.0080620410800017	-0.00322612787401795
0.01539722801696	0.0244331237929757	0.165467990766538	0.163466240168202	-0.00200175059833604	0.000652824867390547	0.00201821033221521	0.0927988747130182	0.110514091274992	0.0177152165619739
0.010737504343198	0.0223066060678247	0.0585023553875123	0.0870927546398982	0.0285903992523859	0.000323571059226193	0.00162465039488776	0.0190144301448975	0.0481156154468868	0.0291011853019893
0.00549878992216957	0.012800996114739	0.0245849513592039	0.0416228679534692	0.0170379165942653	9.87359729298432e-05	0.000783813330506613	0.00381890307275877	0.0178258676325737	0.0140069645598149
0.0115261337160456	0.018979599945796	0.122926690580589	0.119009816532742	-0.00391687404784696	0.000367525632975245	0.00127280505389392	0.055723259915491	0.0706259297367409	0.0149026698212499
0.0127863386901262	0.0231977141315481	0.0995359562127789	0.121253428932745	0.0217174727199663	0.000457433698441386	0.00165092134508638	0.0457991643310933	0.0654361805321112	0.0196370162010179
0.0100008336131982	0.017300309900854	0.0844613490272275	0.0840941010211208	-0.000367248006106727	0.000288374849994646	0.00105961807612841	0.0317780312418189	0.041835403599175	0.0100573723573561
0.0111541222942896	0.0221885575864831	0.0743417296413102	0.098968594886616	0.0246268652453058	0.000322477723366209	0.00135505991107697	0.0241370622302761	0.0390645113373421	0.014927449107066
0.000783351558969244	0.000727443285062407	0.00116282351688106	0.000252436809930454	-0.000910386706950609	2.18234724131565e-05	-1.77557103782737e-05	0.000695173986111855	3.68695595526899e-05	-0.000658304426559165
0.00877267361114184	0.0178387567547518	0.0556724246546388	0.0781516876029992	0.0224792629483603	0.00025601475533184	0.00116899929335888	0.0159534394381643	0.0307339692166233	0.014780529778459
0.0115574832127823	0.0230451316565142	0.0953785462426279	0.126989720632993	0.0316111743903649	0.00039216720633382	0.00166018880304521	0.0410470455932175	0.0679851886646372	0.0269381430714197
0.00874457227931466	0.0178800622663125	0.0616370359087082	0.0875190217341401	0.0258819858254319	0.000220282374965409	0.00127047713263289	0.0155137885765447	0.0450185764537372	0.0295047878771925
0.0138010025868565	0.0231202866039623	0.120164968680673	0.133514614464143	0.0133496457834701	0.000457240538488876	0.00158017842233087	0.04707667355608	0.0711908528532472	0.0241141792971671
0.00732603451696526	0.0162493508270904	0.0340578194716023	0.0592499027781211	0.0251920833065188	0.000175454073976617	0.000858863041977496	0.00651692443953273	0.01801826281545	0.0115013383759172
0.00923983757470773	0.0187226448715606	0.0731552822760087	0.0955338282510028	0.0223785459749941	0.000233236234231444	0.00115197919685553	0.019593422121112	0.0393021252841327	0.0197087031630207
0.0115298829587093	0.0231088872512317	0.0967952936282223	0.126949459148396	0.0301541655201737	0.000384205908874961	0.00182516859039922	0.0463471263200099	0.0804775113686916	0.0341303850486817
0.00950378985738997	0.01882274279645	0.0647233213387936	0.0873077380956194	0.0225844167568258	0.000274852080694606	0.00152383643675109	0.0200303267275124	0.0528094291320878	0.0327791024045754
0.00808775639550999	0.018212022350851	0.0471747793510105	0.0808168574334297	0.0336420780824192	0.000191334587806279	0.00111729211815773	0.0106573660685388	0.0349170683083317	0.0242597022397928
0.000172055566317573	-0.00223231283906992	6.44512320803755e-05	0.0024788837983718	0.00241443256629143	1.4544014468291e-05	-0.000223923414738593	0.000322030739924693	0.00507946507667068	0.00475743433674599
0.0122532806180355	0.0225596448970251	0.0869044944489116	0.104319526185182	0.0174150317362704	0.000435726434191198	0.00181949279981629	0.0347461497206748	0.0623054446366274	0.0275592949159526
0.00781442047339453	0.0157773658404697	0.053647509824598	0.0835630653493842	0.0299155555247862	0.00025341847669129	0.00097579091685459	0.0177349223897723	0.0358398646395492	0.018104942249777
0.0111382179985864	0.0201841596067734	0.0855927492099293	0.0942094277249718	0.00861667851504257	0.000398066197785136	0.00157938088513244	0.0389847628601244	0.0559318799165342	0.0169471170564098
0.0096871422586595	0.0210697820902306	0.0769642420850322	0.120248012125773	0.0432837700407406	0.000292557275413538	0.00174328654864759	0.0298198109218206	0.0824234631895902	0.0526036522677697
0.00967355187011707	0.0188993670358591	0.0628763232484028	0.0834525595403012	0.0205762362918984	0.000310857428258632	0.00121159637760049	0.0232677252495418	0.0367852405550235	0.0135175153054817
0.00907980251524384	0.0205910928576203	0.0517536296777454	0.0875010037707804	0.035747374093035	0.000214756229448185	0.00136872275499938	0.0113994995185511	0.0360787660911387	0.0246792665725876
0.0113843060549225	0.0196546559375303	0.0933118304352608	0.0963345291408747	0.0030226987056139	0.000424943661941255	0.001297489618055	0.0477283033619184	0.0424876061274183	-0.00524069723450005
0.00978050094496967	0.0209708792737812	0.0695302223449934	0.102413596645745	0.0328833743007517	0.000239373227480533	0.00153283060105283	0.017515453111449	0.0511328081894128	0.0336173550779638
0.00678519885948498	0.011588078507445	0.0372620822555771	0.0396103962138344	0.00234831395825735	0.000152564892776077	0.000573116794516999	0.00795040119972657	0.0117993322050653	0.00384893100533875
0.0127286359851017	0.0196801026043401	0.133783123697302	0.113970265574412	-0.0198128581228904	0.000502926505743407	0.00136093709706847	0.0697977744779401	0.0581739378617231	-0.011623836616217
0.0112602270594974	0.0211393685793976	0.086547636544227	0.103222944848676	0.0166753083044494	0.00037216666430003	0.00172362453808136	0.0333561130844231	0.0622151459018117	0.0288590328173886
0.00856683643327433	0.0142791011213553	0.0538787002476506	0.0497193140449349	-0.00415938620271574	0.000245326010949206	0.000947414134370262	0.0189437792232228	0.0237452185170692	0.00480143929384638
0.0136006381239392	0.0273529965936964	0.10018124424252	0.126334354119805	0.0261531098772855	0.00042308037735539	0.0022840128230511	0.0369190169278085	0.0770624745331442	0.0401434576053358
0.0122864417672659	0.0207108200017215	0.094712685802353	0.0981852392396716	0.00347255343731863	0.000500757267812108	0.0015529385849739	0.0506886843828041	0.0558530220552217	0.00516433767241751
0.010898687134436	0.0219802965878932	0.0995825312907245	0.137873282972671	0.0382907516819462	0.000348666586329737	0.00191613709262571	0.0463574759402492	0.105846582176562	0.059489106236313
-0.000533065071626186	0.000100022892206078	0.000477026870193344	4.12406885126367e-06	-0.000472902801342081	-3.15358285608135e-05	2.89520673690012e-05	0.00119088848766585	6.39363624881937e-05	-0.00112695212517766
0.00946293148923709	0.0179228592641453	0.0633454303610236	0.0821673084641773	0.0188218781031537	0.000340765876440199	0.00123774695385721	0.0295064694750335	0.0427536424085297	0.0132471729334962
0.0100492005824731	0.0176155859414882	0.0681280239122392	0.0715207526978597	0.00339272878562043	0.000386023889704748	0.00131787545850516	0.0339833893386279	0.0391003840507621	0.00511699471213425
-0.00197102728477867	-0.000953233311574006	0.00822042065503412	0.000416772134933538	-0.00780364852010058	-8.51260250892255e-05	-9.6739474190466e-05	0.0112103974736272	0.000957374105644342	-0.0102530233679829
0.0135670651978163	0.0248619486301765	0.117961124199371	0.144584908522119	0.026623784322748	0.000486468128671655	0.00184862837376279	0.0491684230916519	0.0780764152633933	0.0289079921717413
0.0112430934604722	0.0222035714623907	0.0872885800098165	0.106405988554638	0.0191174085448212	0.000302239388248344	0.00167409624884971	0.0270583639543293	0.0534444119139603	0.026386047959631
-0.00216576252817825	-0.0016363647667049	0.00817952313914375	0.00125745506058431	-0.00692206807855945	-8.80239484732593e-05	-8.73045812693821e-05	0.00927595582557812	0.000854810735931064	-0.00842114508964705
0.00775422200172493	0.0191691720312421	0.0543487694729445	0.102359943354929	0.0480111738819846	0.000193444000632052	0.00148986550182899	0.0146810390823555	0.0605500155203036	0.0458689764379481
0.0116219757620537	0.0252597784877027	0.0844004294624659	0.136700530800554	0.0523001013380882	0.000323274684712628	0.00208754837281953	0.0240845405256576	0.0870168847127657	0.062932344187108
0.0084593401870678	0.0184589734469168	0.0460409353771091	0.0699302632749876	0.0238893278978785	0.000208135311045554	0.0012324516691271	0.0114565359884936	0.0295912698671244	0.0181347338786308
-4.35861404800432e-05	-0.00268158715137295	4.26166840343076e-06	0.00365599448295264	0.00365173281454921	1.47725903942945e-05	-0.0001742879586525	0.000336293469163889	0.0032289739485343	0.00289268047937041
0.00982171171265964	0.0208313775947141	0.07880811650395	0.119912173451198	0.0411040569472481	0.000261062790642795	0.00148592625129208	0.0241705229799365	0.0683528279795756	0.0441823049996392
-0.00163364391984651	-0.000856645712775006	0.00490303054087387	0.000352935452013948	-0.00455009508885992	-4.56264716292817e-05	-1.32651016863837e-05	0.00301483572468682	2.17748849035691e-05	-0.00299306083978325
