null_raster,X19K_20240101.20241231_R
NA,2.33105802047782
NA,2.19453924914676
NA,1.54607508532423
NA,2.09215017064846
NA,2.19453924914676
NA,1.75085324232082
NA,2.33105802047782
NA,2.0580204778157
NA,2.26279863481229
NA,1.92150170648464
NA,1.37542662116041
NA,1.98976109215017
NA,1.98976109215017
NA,3.21843003412969
NA,1.85324232081911
NA,1.92150170648464
NA,2.80887372013652
NA,1.30716723549488
NA,1.64846416382253
NA,1.81911262798635
NA,1.34129692832765
NA,1.4778156996587
NA,2.22866894197952
NA,2.36518771331058
NA,2.5358361774744
NA,1.88737201365188
NA,1.71672354948805
NA,1.20477815699659
NA,1.37542662116041
NA,1.30716723549488
NA,1.88737201365188
NA,2.43344709897611
NA,2.97952218430034
NA,1.81911262798635
NA,1.88737201365188
NA,1.54607508532423
NA,1.51194539249147
NA,2.33105802047782
NA,3.62798634812287
NA,1.75085324232082
NA,1.78498293515358
NA,2.50170648464164
NA,1.51194539249147
NA,1.71672354948805
NA,1.580204778157
NA,1.92150170648464
NA,1.61433447098976
NA,1.64846416382253
NA,1.40955631399317
NA,1.71672354948806
NA,1.85324232081911
NA,1.95890410958904
NA,2.02389078498293
NA,1.68259385665529
NA,1.88737201365188
NA,2.0580204778157
NA,1.40955631399317
NA,1.40955631399317
NA,1.98976109215017
NA,1.4778156996587
NA,2.26279863481229
NA,2.12627986348123
NA,1.54607508532423
NA,1.81911262798635
NA,1.85324232081911
NA,1.85324232081911
NA,1.78498293515358
NA,2.09215017064846
NA,2.22866894197952
NA,2.19453924914676
NA,1.44368600682594
NA,1.17064846416382
NA,1.64846416382253
NA,1.85324232081911
NA,1.88737201365188
NA,1.61433447098976
NA,1.88737201365188
NA,1.54607508532423
NA,2.02389078498293
NA,1.92150170648464
NA,1.78498293515358
NA,1.85324232081911
NA,1.580204778157
NA,1.34129692832765
NA,2.39931740614334
NA,1.78498293515358
NA,1.54607508532423
NA,1.51194539249147
NA,1.92150170648464
NA,2.02389078498293
NA,2.33105802047782
NA,2.84300341296928
NA,3.01365187713311
NA,1.78498293515358
NA,2.6382252559727
NA,1.30716723549488
NA,2.39931740614335
NA,1.580204778157
NA,1.78498293515358
NA,1.81911262798635
