LR1_coefficients_null_raster	LR1_coefficients_X19K_20240101.20241231_R	LR1_R2_null_raster	LR1_R2_X19K_20240101.20241231_R	LR1_Q_X19K_20240101.20241231_R	LR2_coefficients_null_raster	LR2_coefficients_X19K_20240101.20241231_R	LR2_R2_null_raster	LR2_R2_X19K_20240101.20241231_R	LR2_Q_X19K_20240101.20241231_R
0.00900567904249643	0.000717094704982883	0.0852539411500502	0.018780387236993	-0.0664735539130573	0.000249312213201075	2.6574382113e-06	0.0318336213661083	0.00876924093906509	-0.0230643804270432
0.00709261107629482	0.000454795294127394	0.0449666710408697	0.00428538109779412	-0.0406812899430756	0.000224017770843076	8.65876765089037e-07	0.0165605544880432	0.000758475000877454	-0.0158020794871658
0.00769847013371499	0.000113907021157168	0.0335535666281145	0.00270268340854377	-0.0308508832195708	0.000196993991523941	1.07136482244854e-07	0.00738478822588077	0.000773296284771269	-0.0066114919411095
0.0079298758932325	0.000905373261589657	0.055084576564951	0.0211847827669092	-0.0338997937980418	0.000188869855617948	3.44620106738575e-06	0.012215939462694	0.01225232048457	3.63810218760221e-05
0.0101198371814072	0.000499722429624123	0.06595186519419	0.00632662621605671	-0.0596252389781333	0.000253950686140568	1.90171934547818e-06	0.0153472086003539	0.003285323442349	-0.0120618851580049
0.0103815247285852	0.00112990156775985	0.102746853337434	0.035899789177848	-0.066847064159586	0.000359120810372496	3.53732642087506e-06	0.0473112432349294	0.014472743578017	-0.0328384996569124
0.00913742416651822	0.000361994297584463	0.0841101821855359	0.0117406817742071	-0.0723695004113288	0.000246866085276892	8.99634262069307e-07	0.0239262214007748	0.0076589910696689	-0.016267230331106
0.00542119302342565	0.000148941486403844	0.0269398561823459	0.00134291225905345	-0.0255969439232925	0.00017305460116603	4.46518137536196e-07	0.0112881689540197	0.000439449237023824	-0.0108487197169958
0.01539722801696	0.000394245825573738	0.165467990766538	0.0158654634957539	-0.149602527270785	0.000652824867390547	1.1997432950897e-06	0.0927988747130182	0.00979514986641284	-0.0830037248466053
0.010737504343198	0.000167031865996958	0.0585023553875123	0.00135631728811492	-0.0571460380993974	0.000323571059226193	6.5909743199752e-07	0.0190144301448975	0.00111308955710007	-0.0179013405877974
0.00549878992216957	0.000149665973405211	0.0245849513592039	0.000607810694296506	-0.0239771406649074	9.87359729298432e-05	3.55058662635092e-07	0.00381890307275877	0.000118766464196973	-0.0037001366085618
0.0115261337160456	0.000122388614719096	0.122926690580589	0.00430545199921336	-0.118621238581376	0.000367525632975245	-5.64656454896499e-08	0.055723259915491	0.000217459728485524	-0.0555058001870055
0.0127863386901262	0.00047910467769861	0.0995359562127789	0.0070725120607687	-0.0924634441520102	0.000457433698441386	1.74582576473997e-06	0.0457991643310933	0.00321587842625342	-0.0425832859048398
0.0100008336131982	0.000358687689326038	0.0844613490272275	0.0109579435631159	-0.0735034054641116	0.000288374849994646	1.23744601234818e-06	0.0317780312418189	0.00718709928536157	-0.0245909319564574
