null_raster,SES_affluence_C
NA,823.038033547255
NA,832.301806973923
NA,799.634815827978
NA,819.137497833564
NA,825.475868511526
NA,835.227210243407
NA,801.097517202332
NA,840.590446394051
NA,856.680159116361
NA,784.520237737141
NA,834.252075091157
NA,814.749394231282
NA,852.779623090204
NA,809.873723573652
NA,845.953683794562
NA,790.371042817933
NA,829.863971384719
NA,805.973186505939
NA,832.301807390545
NA,826.938569885879
NA,814.74939287726
NA,875.695273233355
NA,818.649930569906
NA,759.654319164289
NA,817.187229299708
NA,808.898589775424
NA,859.117995122187
NA,824.988302497734
NA,810.848858100969
NA,839.127745332165
NA,828.401270426988
NA,858.63042712944
NA,779.15700012832
NA,822.062899019938
NA,819.137498354342
NA,785.495371639525
NA,824.013167449639
NA,821.575333214457
NA,845.953683586251
NA,848.879086230802
NA,849.854220341497
NA,815.236960974163
NA,820.112631319326
NA,856.680159428828
NA,871.307169110295
NA,817.187229091397
NA,824.01316765795
NA,813.286692648617
NA,831.814240335198
NA,814.74939381466
NA,847.903951495174
NA,798.455971809283
NA,795.734279176888
NA,812.79912653067
NA,830.839105912036
NA,812.311558225456
NA,799.634816765378
NA,817.674795521811
NA,839.127746165409
NA,807.435888505226
NA,787.445640173382
NA,797.684547606589
NA,812.311558746234
NA,839.615311866734
NA,853.754757096743
NA,858.142859865781
NA,820.112631319326
NA,826.938569677568
NA,795.734278968577
NA,860.093127358082
NA,825.963435775184
NA,840.590445769118
NA,821.575333110302
NA,795.734280218443
NA,810.84885737188
NA,830.839106641125
NA,842.54071440713
NA,848.879086334957
NA,848.879087168202
NA,801.585083632746
NA,854.72989068666
NA,829.86397159303
NA,816.212094876547
NA,877.157973982775
NA,844.003416302261
NA,844.9785493714
NA,800.609949938673
NA,816.699661515272
NA,822.550466387752
NA,776.719165059894
NA,799.634815515512
NA,786.958073118034
NA,776.231598525324
NA,834.25207477869
NA,833.764508556587
NA,867.894200139485
NA,805.485620283836
NA,843.515848413669
NA,813.774259703965
NA,844.003415781483
