null_raster,layer_C
1,8.84982935153583
1,7.14334470989761
1,8.16723549488054
1,7.48464163822526
1,8.84982935153583
1,7.14334470989761
1,8.16723549488056
1,6.80204778156996
1,7.8259385665529
1,6.46075085324232
1,7.14334470989759
1,8.5085324232082
1,7.1433447098976
1,8.5085324232082
1,8.5085324232082
1,8.53424657534247
1,6.80204778156996
1,7.8259385665529
1,6.80204778156996
1,8.84982935153583
1,9.19112627986349
1,7.8259385665529
1,7.8259385665529
1,7.8259385665529
1,8.16723549488054
1,8.53424657534246
1,6.46075085324233
1,8.5085324232082
1,6.46075085324232
1,7.14334470989761
1,7.8259385665529
1,6.80204778156996
1,7.14334470989761
1,7.48464163822526
1,6.46075085324232
1,8.50853242320819
1,7.8259385665529
1,6.80204778156996
1,9.19112627986349
1,6.80204778156996
1,7.48464163822525
1,7.50684931506848
1,7.8259385665529
1,7.14334470989761
1,7.50684931506848
1,7.14334470989761
1,7.14334470989761
1,8.21649484536082
1,7.48464163822526
1,7.14334470989761
1,6.80204778156996
1,7.16438356164384
1,8.16723549488054
1,7.84931506849315
1,7.8259385665529
1,6.46075085324233
1,9.21917808219179
1,6.80204778156996
1,7.48464163822526
1,7.8259385665529
1,6.46075085324233
1,8.16723549488054
1,8.16723549488053
1,6.80204778156996
1,8.84982935153583
1,7.8259385665529
1,7.1433447098976
1,7.8259385665529
1,7.14334470989761
1,7.50684931506848
1,6.80204778156996
1,7.14334470989761
1,6.80204778156996
1,6.46075085324232
1,8.19178082191781
1,8.87671232876713
1,7.48464163822526
1,7.14334470989761
1,8.16723549488055
1,8.5085324232082
1,7.52920962199313
1,7.8259385665529
1,7.48464163822526
1,7.48464163822526
1,7.8259385665529
1,8.16723549488054
1,7.8259385665529
1,8.84982935153583
1,7.48464163822526
1,8.16723549488054
1,6.11945392491468
1,7.8259385665529
1,7.8259385665529
1,6.46075085324233
1,8.84982935153583
1,6.46075085324233
1,8.84982935153583
1,6.80204778156996
1,7.48464163822527
1,6.46075085324232
