LR1_coefficients_null_raster	LR1_coefficients_lyr.1_C	LR1_R2_null_raster	LR1_R2_lyr.1_C	LR1_Q_lyr.1_C	LR2_coefficients_null_raster	LR2_coefficients_lyr.1_C	LR2_R2_null_raster	LR2_R2_lyr.1_C	LR2_Q_lyr.1_C
0.00900567904249643	0.0135678934541796	0.0852539411500502	0.00124331458988692	-0.0840106265601633	0.000249312213201075	0.000849127376645889	0.0318336213661083	8.39203566508104e-05	-0.0317497010094575
0.00709261107629482	0.0231199630745288	0.0449666710408697	0.00366479001069472	-0.041301881030175	0.000224017770843076	-0.00175549317960381	0.0165605544880432	0.000231156347910505	-0.0163293981401327
0.00769847013371499	0.0144052947407073	0.0335535666281145	0.000709498178352034	-0.0328440684497625	0.000196993991523941	0.002090729110031	0.00738478822588077	0.000173337984007526	-0.00721145024187325
0.0079298758932325	0.0171318062068791	0.055084576564951	0.00106219449411615	-0.0540223820708348	0.000188869855617948	0.000959328085678999	0.012215939462694	3.36965463154213e-05	-0.0121822429163785
0.0101198371814072	-0.00482830530125083	0.06595186519419	5.96293867279979e-05	-0.065892235807462	0.000253950686140568	-0.00416978830569343	0.0153472086003539	0.000494701722081305	-0.0148525068782726
0.0103815247285852	0.0129762766625791	0.102746853337434	0.00116329764427318	-0.101583555693161	0.000359120810372496	0.00120887706524761	0.0473112432349294	0.000193595417110611	-0.0471176478178188
0.00913742416651822	-0.00489727826267259	0.0841101821855359	0.000159576146594783	-0.0839506060389411	0.000246866085276892	-4.19070282635047e-05	0.0239262214007748	1.21560656439718e-07	-0.0239260998401184
0.00542119302342565	-0.00777334725104019	0.0269398561823459	0.000378829532232335	-0.0265610266501136	0.00017305460116603	-0.00436542583658223	0.0112881689540197	0.00144548513926399	-0.00984268381475566
0.01539722801696	0.0202777123361167	0.165467990766538	0.00265201420192904	-0.162815976564609	0.000652824867390547	0.00422480358123186	0.0927988747130182	0.00142191378375355	-0.0913769609292646
0.010737504343198	0.0148389634805987	0.0585023553875123	0.000537314643260068	-0.0579650407442522	0.000323571059226193	0.00272784859169656	0.0190144301448975	0.000238801422311171	-0.0187756287225863
0.00549878992216957	0.0166323291633707	0.0245849513592039	0.00116929493995608	-0.0234156564192478	9.87359729298432e-05	0.00206714391614111	0.00381890307275877	0.0002856184953168	-0.00353328457744197
0.0115261337160456	0.00104656535220156	0.122926690580589	5.39518895781493e-06	-0.122921295391631	0.000367525632975245	-0.00685609280479634	0.055723259915491	0.00106326254362419	-0.0546599973718668
0.0127863386901262	0.0310600874269675	0.0995359562127789	0.00406989560659841	-0.0954660606061805	0.000457433698441386	0.00828117985529381	0.0457991643310933	0.0031615191912855	-0.0426376451398078
0.0100008336131982	0.0227306823875871	0.0844613490272275	0.0032518568363408	-0.0812094921908867	0.000288374849994646	0.00545119805277403	0.0317780312418189	0.00147343876803914	-0.0303045924737798
0.0111541222942896	-0.011776472466772	0.0743417296413102	0.000656101510634778	-0.0736856281306754	0.000322477723366209	-0.00294019267148574	0.0241370622302761	0.000533043680676089	-0.0236040185496
0.000783351558969244	0.00341413378407207	0.00116282351688106	0.000131677273948261	-0.0010311462429328	2.18234724131565e-05	0.00201726002112975	0.000695173986111855	0.000725841544600998	3.06675584891433e-05
0.00877267361114184	0.00634411166214373	0.0556724246546388	0.000157107483723716	-0.0555153171709151	0.00025601475533184	0.000537295068960198	0.0159534394381643	1.84893179293818e-05	-0.0159349501202349
0.0115574832127823	0.0309325462925603	0.0953785462426279	0.00410336833689481	-0.0912751779057331	0.00039216720633382	0.00286800481643037	0.0410470455932175	0.000514272073947001	-0.0405327735192705
0.00874457227931466	-0.00959506268936066	0.0616370359087082	0.000578956337839564	-0.0610580795708686	0.000220282374965409	-0.00446348943290024	0.0155137885765447	0.00068585259357874	-0.0148279359829659
0.0138010025868565	0.0340098221434766	0.120164968680673	0.0108010054567768	-0.109363963223896	0.000457240538488876	0.00871531486368372	0.04707667355608	0.0105374137692636	-0.0365392597868164
0.00732603451696526	0.0116717742853351	0.0340578194716023	0.000441801166933038	-0.0336160183046693	0.000175454073976617	-0.000172241487926792	0.00651692443953273	1.5297396784292e-06	-0.0065153946998543
0.00923983757470773	0.0222733941806207	0.0731552822760087	0.00196020278086568	-0.071195079495143	0.000233236234231444	-0.000347728839329058	0.019593422121112	4.30322454001999e-06	-0.019589118896572
0.0115298829587093	0.0134751618505868	0.0967952936282223	0.0012069639491129	-0.0955883296791094	0.000384205908874961	0.00222641233657755	0.0463471263200099	0.00038933598143701	-0.0459577903385729
0.00950378985738997	0.0593838101265169	0.0647233213387936	0.0121447006994732	-0.0525786206393204	0.000274852080694606	0.00731355767408946	0.0200303267275124	0.00216733272985519	-0.0178629939976572
0.00808775639550999	-0.0180280515226324	0.0471747793510105	0.001862852794104	-0.0453119265569065	0.000191334587806279	-0.00316696732751264	0.0106573660685388	0.000605010888602716	-0.0100523551799361
0.000172055566317573	-0.00407169014710227	6.44512320803755e-05	0.000350439076417927	0.000285987844337551	1.4544014468291e-05	-0.00029090193136785	0.000322030739924693	2.70037224405223e-05	-0.00029502701748417
0.0122532806180355	0.0546859563677978	0.0869044944489116	0.0205217514229782	-0.0663827430259334	0.000435726434191198	0.0100033874563303	0.0347461497206748	0.00634165013767875	-0.0284044995829961
