LR1_coefficients_null_raster	LR1_coefficients_lyr.1_C	LR1_R2_null_raster	LR1_R2_lyr.1_C	LR1_Q_lyr.1_C	LR2_coefficients_null_raster	LR2_coefficients_lyr.1_C	LR2_R2_null_raster	LR2_R2_lyr.1_C	LR2_Q_lyr.1_C
0.00900567904249643	0.0504449425273914	0.0852539411500502	0.0592210493976243	-0.0260328917524259	0.000249312213201075	0.00433088857008857	0.0318336213661083	0.00924686818884383	-0.0225867531772644
0.00709261107629482	0.0364121847941833	0.0449666710408697	0.0325247764613894	-0.0124418945794803	0.000224017770843076	0.00181096794828323	0.0165605544880432	0.00168205578350416	-0.0148784987045391
0.00769847013371499	0.0382380964039741	0.0335535666281145	0.0204824321833487	-0.0130711344447658	0.000196993991523941	0.00229674530234566	0.00738478822588077	0.00180317278155274	-0.00558161544432803
0.0079298758932325	0.0452426252369875	0.055084576564951	0.0378207617256397	-0.0172638148393112	0.000188869855617948	0.00214442112240737	0.012215939462694	0.0019522843233055	-0.0102636551393884
0.0101198371814072	0.0487630683729416	0.06595186519419	0.0334890802142919	-0.0324627849798981	0.000253950686140568	0.00108790982542149	0.0153472086003539	0.000392736696663201	-0.0149544719036907
0.0103815247285852	0.0569719745761977	0.102746853337434	0.0668722060493922	-0.0358746472880418	0.000359120810372496	0.00564303797063134	0.0473112432349294	0.0115930499614439	-0.0357181932734855
0.00913742416651822	0.0483406374395171	0.0841101821855359	0.0484456425809076	-0.0356645396046282	0.000246866085276892	0.00632138769612021	0.0239262214007748	0.00888624551726942	-0.0150399758835054
0.00542119302342565	0.0261935957068468	0.0269398561823459	0.0140639001335904	-0.0128759560487555	0.00017305460116603	0.00164463642950005	0.0112881689540197	0.00075006321612544	-0.0105381057378942
0.01539722801696	0.0729761882027754	0.165467990766538	0.0972333799442026	-0.0682346108223358	0.000652824867390547	0.0097059094604834	0.0927988747130182	0.0251829032198412	-0.0676159714931769
0.010737504343198	0.0526788241836841	0.0585023553875123	0.0347405766443217	-0.0237617787431906	0.000323571059226193	0.00286229878186805	0.0190144301448975	0.00299772621532265	-0.0160167039295749
0.00549878992216957	0.0313761222570241	0.0245849513592039	0.0189987531882142	-0.00558619817098965	9.87359729298432e-05	0.00225567681949998	0.00381890307275877	0.00245673973201628	-0.00136216334074249
0.0115261337160456	0.0530544854406469	0.122926690580589	0.0634134966288619	-0.0595131939517272	0.000367525632975245	0.0084254281947841	0.055723259915491	0.0160997049964654	-0.0396235549190256
