null_raster,lyr.1_R
NA,373.013651877133
NA,349.122866894198
NA,325.232081911263
NA,390.078498293515
NA,359.361774744027
NA,379.839590443686
NA,304.754266211604
NA,366.18771331058
NA,410.556313993174
NA,345.709897610922
NA,274.037542662116
NA,352.535836177474
NA,366.18771331058
NA,311.580204778157
NA,314.993174061433
NA,301.341296928328
NA,270.624573378839
NA,321.819112627986
NA,291.102389078498
NA,393.491467576792
NA,338.883959044369
NA,246.733788395904
NA,325.232081911263
NA,233.081911262799
NA,253.559726962457
NA,369.600682593857
NA,318.40614334471
NA,318.40614334471
NA,369.600682593857
NA,383.252559726962
NA,311.580204778157
NA,311.580204778157
NA,400.317406143345
NA,291.102389078498
NA,437.860068259385
NA,424.20819112628
NA,250.146757679181
NA,366.18771331058
NA,297.928327645051
NA,332.058020477815
NA,270.624573378839
NA,410.556313993174
NA,335.470989761092
NA,345.709897610922
NA,342.296928327645
NA,308.167235494881
NA,335.470989761092
NA,410.556313993174
NA,314.993174061433
NA,318.40614334471
NA,209.191126279864
NA,302.369863013699
NA,437.860068259386
NA,301.341296928328
NA,308.167235494881
NA,325.232081911263
NA,373.013651877133
NA,424.20819112628
NA,373.013651877133
NA,332.058020477815
NA,321.819112627986
NA,376.426621160409
NA,379.839590443686
NA,345.709897610922
NA,239.907849829352
NA,325.232081911263
NA,342.296928327645
NA,407.143344709898
NA,328.645051194539
NA,338.883959044369
NA,352.535836177474
NA,284.276450511945
NA,321.819112627986
NA,332.058020477815
NA,338.883959044369
NA,332.058020477816
NA,355.948805460751
NA,390.078498293515
NA,369.600682593857
NA,332.058020477816
NA,366.18771331058
NA,417.382252559727
NA,376.426621160409
NA,342.296928327645
NA,304.754266211604
NA,304.754266211604
NA,318.40614334471
NA,304.754266211604
NA,413.969283276451
NA,338.883959044369
NA,379.839590443686
NA,301.341296928328
NA,314.993174061433
NA,400.317406143345
NA,332.058020477815
NA,304.754266211604
NA,400.317406143345
NA,379.839590443686
NA,338.883959044369
NA,332.058020477815
