null_raster,per_pop_2025_CN_100m_R2025A_v1_R
1,5.12297760754181
1,5.40695766308829
1,5.27731880361383
1,5.27759167830721
1,5.09285190638962
1,5.52658311894962
1,5.29176692083372
1,5.26129423018912
1,5.09530931533272
1,5.37502068302385
1,5.23668057201565
1,5.18989812689168
1,5.23083321528001
1,5.14666565833268
1,5.3096123269136
1,5.48319473080601
1,5.27635663896269
1,5.28138030124894
1,5.1967349248273
1,5.08599604315618
1,5.18181974742575
1,5.31437932979976
1,5.33329782425928
1,5.44149171889245
1,5.23312367026916
1,5.38911053667898
1,5.18479559638283
1,5.43734131011019
1,5.1346799403539
1,5.3154503501607
1,5.29602578249845
1,5.09760205265429
1,5.25247990998669
1,5.39570992546422
1,5.33442764920848
1,5.14474505767065
1,5.47788841724396
1,5.15006792371923
1,5.38597670347571
1,5.1020100732426
1,5.27459289724177
1,5.206543512588
1,5.05077832562106
1,5.01454219801266
1,5.4263834842217
1,5.17910952190701
1,5.20726922645904
1,5.20552827023408
1,5.26641113115541
1,5.22722379071119
1,5.0907389391476
1,5.24158653478041
1,4.89124108429023
1,5.26586287263511
1,5.24824611013586
1,5.12719465877329
1,5.14665564937868
1,5.20501329151677
1,5.16798228888967
1,5.16197386760574
1,5.46462498072683
1,5.32270059697062
1,5.45882472525473
1,5.25975367132124
1,5.45267291863759
1,5.35309503517217
1,5.1906841515634
1,5.39290554133328
1,4.91398073994558
1,5.18884161714951
1,5.15534617343958
1,5.29712066283593
1,5.17629821376598
1,5.23930479093031
1,5.35576986402705
1,5.23105233019971
1,5.12784178274265
1,5.18585002596998
1,5.19987217816439
1,5.03555660671473
1,5.09484271208445
1,5.16317677075136
1,5.1001510313579
1,5.17284932788392
1,5.14584349992012
1,5.26353798864587
1,4.87935190114108
1,5.09125784733817
1,5.3050298725729
1,5.19434752405112
1,5.36961496270755
1,5.38904192447662
1,5.18417392124909
1,5.37958827710921
1,5.31668468638205
1,5.35967723586343
1,5.3075924576634
1,5.35632894579455
1,5.07767148459085
1,5.24249807795596
