null_raster,per_pop_2025_CN_100m_R2025A_v1_R
1,7.43933231024434
1,9.15071862743749
1,5.43634064761075
1,6.253849796254
1,4.44294090954575
1,6.35179481506348
1,6.48350145799894
1,8.88460028003639
1,12.3113602595543
1,6.35054034949197
1,7.06048727381057
1,15.935930279323
1,8.28785947799683
1,12.3926393102717
1,7.94035077952654
1,6.44124841013699
1,6.85075339218899
1,9.31520194026594
1,11.9799430638552
1,17.8000839589273
1,7.44073828146876
1,5.11095742638229
1,6.76830496290605
1,6.23897805497364
1,6.73943921594859
1,8.19931881626447
1,7.88715285561301
1,7.95244047414288
1,13.7836684863945
1,9.74536208495551
1,12.0662364959717
1,6.29657748620288
1,8.65977320809296
1,7.22878813573292
1,11.2349976445947
1,13.3344941896652
1,9.64581369573419
1,10.9068106807362
1,8.32868879304515
1,10.9588267864325
1,10.7398676846244
1,7.48265377796479
1,11.2371648733432
1,9.40957045807857
1,9.75752732745209
1,7.83076131944176
1,9.79999336192482
1,9.58923072674694
1,6.71375059912391
1,8.16840873774986
1,8.96754446499782
1,7.19571862853129
1,9.7225750509556
1,10.0381411365841
1,7.02137857523831
1,12.215067975436
1,6.04116760043131
1,4.82403681983412
1,10.4917648167155
1,10.2928699969385
1,5.31702688196506
1,8.5611664056778
1,8.09944234378097
1,10.1990537678366
1,4.92940169508739
1,6.19758957541652
1,7.4379785719331
1,7.17180997675116
1,12.2109597660735
1,6.93504260706818
1,10.0241633992996
1,12.1729977820819
1,10.2013315173751
1,7.523847285184
1,6.21166160659513
1,10.9673795091345
1,12.7551881169927
1,9.74548480624246
1,11.3907876032049
1,8.30699586702141
1,11.5817122921564
1,9.98611103051097
1,6.46125420800277
1,8.20032956984158
1,12.0291537916109
1,6.18168937865079
1,8.54872571078213
1,11.0281634100022
1,7.72549867979336
1,9.49016204624312
1,8.68936965746039
1,4.03619815281459
1,10.3702951775751
1,5.23136158057865
1,5.54026572721105
1,7.38210540077903
1,7.86666252665276
1,6.72287575975596
1,6.39311326865199
1,7.71000057777051
