LR1_coefficients_null_raster	LR1_coefficients_per_pop_2025_CN_100m_R2025A_v1_R	LR1_R2_null_raster	LR1_R2_per_pop_2025_CN_100m_R2025A_v1_R	LR1_Q_per_pop_2025_CN_100m_R2025A_v1_R	LR2_coefficients_null_raster	LR2_coefficients_per_pop_2025_CN_100m_R2025A_v1_R	LR2_R2_null_raster	LR2_R2_per_pop_2025_CN_100m_R2025A_v1_R	LR2_Q_per_pop_2025_CN_100m_R2025A_v1_R
0.00808319879766488	0.00685524999877375	0.0680460808636331	0.0582143565916636	-0.00983172427196952	0.000212659239937081	0.000163335836107634	0.023627947097201	0.0182814861604424	-0.00534646093675856
0.00608534727201069	0.00547164305422514	0.0381397077429607	0.048326986911348	0.0101872791683872	0.000192609715445078	0.000115072970806057	0.0148145802383847	0.0149352624450349	0.000120682206650215
0.00738076768061965	0.00625361481532522	0.0321266303103642	0.0309104058316047	-0.00121622447875955	0.000189280336941092	0.000142041437495773	0.00750242136300959	0.0081773814546732	0.000674960091663611
0.00811271045593552	0.00710278318100947	0.0578309119084697	0.0542731347242802	-0.00355777718418949	0.000205016856727856	0.000190578206989083	0.0144653076724984	0.0158345809806094	0.00136927330811107
0.0104634706960162	0.00761325210744429	0.0711128838404799	0.0561634129747373	-0.0149494708657426	0.000268420950403798	0.000113882037373603	0.0160358134840423	0.00764013569926933	-0.00839567778477293
0.00907119670998722	0.00744311434330739	0.0813669899309473	0.078631739903365	-0.00273525002758235	0.00029139597136192	0.000243947690473269	0.0311639434100819	0.0369039723397441	0.0057400289296622
0.0091724832664205	0.00833494333189964	0.0855684691929471	0.0826892554298756	-0.00287921376307151	0.000246446098959038	0.000237112901270236	0.0247088366031376	0.0279982077958423	0.00328937119270473
0.00548105516758877	0.00353792311258178	0.028289211343838	0.0163726906208351	-0.0119165207230029	0.000183575923260575	0.000109425052322139	0.0133337110212833	0.00826217796332589	-0.0050715330579574
0.0151899597263702	0.0101492965931822	0.190302431507655	0.162390617065667	-0.0279118144419877	0.00064139182321414	0.000324015952091679	0.109963256428143	0.0830350133742132	-0.0269282430539296
0.0104909344365721	0.00874630494797695	0.0663964975044658	0.0643031038484402	-0.00209339365602562	0.000338134391604518	0.000221895830691553	0.0251356525280022	0.021611076291731	-0.00352457623627117
0.00674856291572191	0.0049713816360505	0.0294649055518642	0.0242713694662682	-0.00519353608559601	0.000163540866379258	8.24601491274094e-05	0.00721958452587491	0.0053615801654997	-0.00185800436037522
0.0106212300000533	0.00554960832718328	0.10377234325391	0.0603179427047064	-0.0434544005492031	0.000414800959400155	0.000157258106456509	0.0578918339026447	0.0334453416801626	-0.0244464922224821
0.0124770287553981	0.00710182183409363	0.109291478751312	0.0607549144445372	-0.0485365643067746	0.000447393740039111	0.000178146436991104	0.0529820767374041	0.0245315527880047	-0.0284505239493995
0.00898934727558691	0.00848004804569762	0.0864728902716362	0.0996412409990858	0.0131683507274496	0.000242956554699919	0.000214849612126847	0.0308885281883874	0.0363412084273856	0.00545268023899819
0.0120477258849348	0.00912074179356794	0.0909727244137373	0.08380729018406	-0.00716543422967733	0.000372199377137748	0.00022124790213931	0.0346029745464403	0.0324207105327706	-0.00218226401366969
0.000849417140460153	0.000838698655364553	0.0012238240092659	0.0018058527518781	0.000582028742612203	2.58298906885388e-05	2.23863473857425e-05	0.000825886549563927	0.00172207636590647	0.000896189816342543
0.00810870144926852	0.00558489991117419	0.051688771346754	0.038124910043355	-0.013563861303399	0.000226607395678859	0.000118953501856941	0.014084661362641	0.0104643360430396	-0.00362032531960135
0.0119020108333866	0.00847889127961234	0.117666396210233	0.0830732129913643	-0.0345931832188683	0.000410395317127778	0.000301657874448847	0.0507852444403236	0.0421713722198909	-0.00861387222043278
0.00922739307723027	0.00719857357582863	0.072124097839926	0.0688964318087116	-0.00322766603121444	0.000232356403148085	0.000160210873042212	0.0185953226176453	0.022659023038908	0.00406370042126268
0.0146048560465441	0.00924237900677009	0.12865255829806	0.0862436924461798	-0.04240886585188	0.000534515642754631	0.000294388671112368	0.0587306517637898	0.0411655232368002	-0.0175651285269897
0.00729126988219223	0.00557882120240856	0.0355694551422681	0.0289138680636375	-0.00665558707863058	0.000185509457902966	0.000153349209633585	0.00791171498395932	0.00928782514846316	0.00137611016450384
0.00905536804078099	0.00748136362405766	0.0782448878904037	0.0687981068580546	-0.00944678103234917	0.000226084276552859	0.000152181181655192	0.0212363049999869	0.015757086397218	-0.00547921860276894
0.0110824247547033	0.00893536781312292	0.0971841583181063	0.0799184350717493	-0.017265723246357	0.000395179979909362	0.000318523779233887	0.0523728037671781	0.0454859832516485	-0.00688682051552966
0.00911080241145539	0.00652927097135232	0.0682823840617667	0.0530187981008597	-0.015263585960907	0.000274805408521151	0.000155602739036562	0.0232750341106697	0.0181787870654114	-0.00509624704525831
0.00973938085207329	0.00826849381514239	0.0560644332921603	0.0473185075807342	-0.0087459257114261	0.000303477327100822	0.000236643392458251	0.0179924368921741	0.0141945569099654	-0.00379787998220866
0.00176763958696843	0.00133062926899527	0.005704352822913	0.0049723515980001	-0.000732001224912896	9.54392757150417e-05	4.75967903866426e-05	0.0101220623756911	0.00720461064667086	-0.00291745172902025
0.0121148627056104	0.00815679481831541	0.118230133156309	0.0971731662484614	-0.0210569669078476	0.000445499125423884	0.000147810276258995	0.053265232982112	0.0239559211234136	-0.0293093118586984
