null_raster,per_pop_2025_CN_100m_R2025A_v1_C
1,1.06439332267363
1,1.08150718801765
1,1.04436340635473
1,1.05253849827128
1,1.03442940928719
1,1.05351794872965
1,1.05483501473217
1,1.07884600422752
1,1.1131136048196
1,1.05350540371552
1,1.06060487377471
1,1.14935930158411
1,1.07287859569896
1,1.11392639478048
1,1.06940350644022
1,1.05441248585992
1,1.05850753326009
1,1.08315201769484
1,1.10979943062578
1,1.16800083570621
1,1.06440738324196
1,1.04110957460201
1,1.05768305106129
1,1.05238978137503
1,1.05739439212555
1,1.07199318901352
1,1.06887152888558
1,1.06952440528061
1,1.1278366862188
1,1.0874536207138
1,1.11066236235879
1,1.052965776097
1,1.07659773420596
1,1.06228788239615
1,1.10234997825963
1,1.12334494341151
1,1.08645813725211
1,1.09906810543754
1,1.07328688798191
1,1.09958826403915
1,1.09739867643877
1,1.06482653722276
1,1.10237164889182
1,1.08409570510312
1,1.08757527284725
1,1.06830761329733
1,1.0879999344809
1,1.08589230959906
1,1.05713750622797
1,1.07168408796247
1,1.07967544483467
1,1.06195718712277
1,1.08722575163756
1,1.09038141067477
1,1.06021378733895
1,1.11215067846434
1,1.050411677015
1,1.03824036851735
1,1.09491765035757
1,1.09292870006837
1,1.04317026921558
1,1.07561166380807
1,1.07099442335143
1,1.09199053900582
1,1.03929401811306
1,1.05197589761681
1,1.06437978718685
1,1.06171810106798
1,1.11210959615673
1,1.0593504257
1,1.09024163319247
1,1.11172997776842
1,1.09201331679703
1,1.06523847319863
1,1.05211661648059
1,1.09967379578462
1,1.11755188435748
1,1.08745484954708
1,1.1039078764482
1,1.07306995915204
1,1.105817121872
1,1.08986111228348
1,1.05461254290172
1,1.07200329535909
1,1.1102915391379
1,1.05181689397185
1,1.07548725821755
1,1.10028163335657
1,1.06725498695513
1,1.08490162242389
1,1.07689369645189
1,1.0303619819028
1,1.09370295051154
1,1.04231361633561
1,1.04540265823754
1,1.06382105437192
1,1.06866662606706
1,1.05722875903836
1,1.05393113360286
1,1.06710000606618
