LR1_coefficients_null_raster	LR1_coefficients_per_pop_2025_CN_100m_R2025A_v1_R	LR1_R2_null_raster	LR1_R2_per_pop_2025_CN_100m_R2025A_v1_R	LR1_Q_per_pop_2025_CN_100m_R2025A_v1_R	LR2_coefficients_null_raster	LR2_coefficients_per_pop_2025_CN_100m_R2025A_v1_R	LR2_R2_null_raster	LR2_R2_per_pop_2025_CN_100m_R2025A_v1_R	LR2_Q_per_pop_2025_CN_100m_R2025A_v1_R
0.00808319879766488	0.000457903671169885	0.0680460808636331	0.0742958506469109	0.00624976978327779	0.000212659239937081	1.04189744235493e-06	0.023627947097201	0.0441745417251017	0.0205465946279008
0.00608534727201069	0.000309487414148425	0.0381397077429607	0.0375210511007337	-0.000618656642227079	0.000192609715445078	7.81998707121687e-07	0.0148145802383847	0.0269450968647652	0.0121305166263805
0.00738076768061965	0.000365618832116872	0.0321266303103642	0.0318405169476727	-0.000286113362691548	0.000189280336941092	7.34544656141021e-07	0.00750242136300959	0.0143941917859811	0.00689177042297154
0.00811271045593552	0.00036497349244898	0.0578309119084697	0.0452820302134897	-0.0125488816949799	0.000205016856727856	7.26518812803639e-07	0.0144653076724984	0.020651774411576	0.00618646673907759
0.0104634706960162	0.000563427055894806	0.0711128838404799	0.0762230366831255	0.00511015284264561	0.000268420950403798	9.64775256037383e-07	0.0160358134840423	0.0273110256367095	0.0112752121526672
0.00907119670998722	0.000456686928857457	0.0813669899309473	0.0821732845831048	0.000806294652157549	0.00029139597136192	1.16341742936386e-06	0.0311639434100819	0.0612056249417115	0.0300416815316295
0.0091724832664205	0.000401791162987746	0.0855684691929471	0.0629325519583165	-0.0226359172346305	0.000246446098959038	1.09319404226822e-06	0.0247088366031376	0.0469309631915875	0.0222221265884499
0.00548105516758877	0.00025289787403286	0.028289211343838	0.0205105332697957	-0.0077786780740423	0.000183575923260575	5.74578474856108e-07	0.0133337110212833	0.0110819529909577	-0.00225175803032563
0.0151899597263702	0.000706820786420741	0.190302431507655	0.15014573495884	-0.0401566965488147	0.00064139182321414	2.04846785635774e-06	0.109963256428143	0.130369756804467	0.0204065003763244
0.0104909344365721	0.000504936946268345	0.0663964975044658	0.0539973379509881	-0.0123991595534777	0.000338134391604518	1.26176072223922e-06	0.0251356525280022	0.0381254232379155	0.0129897707099133
0.00674856291572191	0.000276687796326621	0.0294649055518642	0.0189111943379192	-0.010553711213945	0.000163540866379258	6.93872737728517e-07	0.00721958452587491	0.0138644738209258	0.00664488929505093
0.0106212300000533	0.000491324426319268	0.10377234325391	0.0854612977397919	-0.0183110455141177	0.000414800959400155	1.29977727761077e-06	0.0578918339026447	0.0673597043606492	0.00946787045800454
0.0124770287553981	0.00058583055639321	0.109291478751312	0.0963974103611802	-0.0128940683901316	0.000447393740039111	1.37092865027486e-06	0.0529820767374041	0.0622956435944612	0.00931356685705705
0.00898934727558691	0.00034070846839278	0.0864728902716362	0.0461348401408768	-0.0403380501307594	0.000242956554699919	7.66493198135208e-07	0.0308885281883874	0.0301117037415306	-0.000776824446856898
0.0120477258849348	0.000565419084973263	0.0909727244137373	0.0779316542901624	-0.0130410701235749	0.000372199377137748	1.15809421612691e-06	0.0346029745464403	0.0416815301526524	0.00707855560621205
0.000849417140460153	-1.32770030025352e-05	0.0012238240092659	7.88619536587706e-05	-0.00114496205560713	2.58298906885388e-05	-1.10564354136076e-07	0.000825886549563927	0.00136688327067088	0.000540996721106958
0.00810870144926852	0.00043599558541457	0.051688771346754	0.055812264464333	0.00412349311757909	0.000226607395678859	9.79585593321683e-07	0.014084661362641	0.0260165349555186	0.0119318735928776
0.0119020108333866	0.000512410686396274	0.117666396210233	0.0915957882603805	-0.0260706079498521	0.000410395317127778	9.1571481207047e-07	0.0507852444403236	0.0367680800486642	-0.0140171643916594
0.00922739307723027	0.000446746306381385	0.072124097839926	0.0619970803673252	-0.0101270174726008	0.000232356403148085	9.18322847871215e-07	0.0185953226176453	0.0327170919679856	0.0141217693503403
0.0146048560465441	0.000595015971075531	0.12865255829806	0.085026182718524	-0.0436263755795359	0.000534515642754631	1.52795495916349e-06	0.0587306517637898	0.0626575216721236	0.00392686990833383
