null_raster,layer_R
1,2.66012358746838
1,2.55008777131807
1,2.58816848517278
1,2.61992008205974
1,2.6679542955685
1,2.56575427486628
1,2.59238645485237
1,2.54028293053038
1,2.61259143629172
1,2.49211779063879
1,2.57716221125866
1,2.75826921397915
1,2.56496231913973
1,2.66110912443428
1,2.7203260395714
1,2.70775757097218
1,2.52438495590418
1,2.56559164166044
1,2.51543620869568
1,2.66730365370728
1,2.76753766422793
1,2.62431749182757
1,2.56669155729509
1,2.61567637131076
1,2.60624727250773
1,2.64514335500051
1,2.51606227716895
1,2.66938196554933
1,2.48060350125153
1,2.62341703733893
1,2.52583535580098
1,2.47549209822567
1,2.51717440422891
1,2.53026477265277
1,2.40428718812636
1,2.68197981855568
1,2.62636920250317
1,2.56164042127824
1,2.76020218772693
1,2.49176829829558
1,2.52676848868868
1,2.57089985723365
1,2.5659291439089
1,2.5087216612422
1,2.56891234117012
1,2.51313453037991
1,2.5217024653438
1,2.68587040573461
1,2.56042140905361
1,2.61806707007893
1,2.53023435434791
1,2.55044955545909
1,2.56583063390881
1,2.59739453661932
1,2.66000611912268
1,2.48075678120701
1,2.74212306247999
1,2.55497017940157
1,2.592606963558
1,2.58941051618231
1,2.44230968878945
1,2.60617888787501
1,2.54596839301008
1,2.47453206431744
1,2.70726412066827
1,2.59986291322285
1,2.51044477903802
1,2.65116919999236
1,2.54815537774929
1,2.5845502231219
1,2.51762039954345
1,2.52646177864726
1,2.4651813026988
1,2.4385001403073
1,2.64959430653755
1,2.67187061171009
1,2.53558258839435
1,2.52874618463549
1,2.63104567023267
1,2.69019519591087
1,2.5833963159843
1,2.60986633268232
1,2.55765902263719
1,2.54303448680318
1,2.59623588474131
1,2.6135057809003
1,2.52390753612583
1,2.69281034786953
1,2.49493532457449
1,2.60609130200266
1,2.47269703259647
1,2.66383714195811
1,2.62928026609453
1,2.48721402090157
1,2.70371813375388
1,2.54153377977247
1,2.68181953291844
1,2.52266473086621
1,2.60302831573291
1,2.50029824862301
