LR1_coefficients_null_raster	LR1_coefficients_layer_R	LR1_R2_null_raster	LR1_R2_layer_R	LR1_Q_layer_R	LR2_coefficients_null_raster	LR2_coefficients_layer_R	LR2_R2_null_raster	LR2_R2_layer_R	LR2_Q_layer_R
0.00900567904249643	0.000780964218853853	0.0852539411500502	0.0900418506025824	0.00478790945253216	0.000249312213201075	2.40108987304496e-06	0.0318336213661083	0.0462505240391073	0.014416902672999
0.00709261107629482	0.000488074686082884	0.0449666710408697	0.0305509926699232	-0.0144156783709465	0.000224017770843076	1.42046000471558e-06	0.0165605544880432	0.0128188385713834	-0.00374171591665984
0.00769847013371499	0.000426239637839768	0.0335535666281145	0.0177893940166518	-0.0157641726114627	0.000196993991523941	9.4799110852333e-07	0.00738478822588077	0.00435121936398469	-0.00303356886189608
0.0079298758932325	0.000649093474839867	0.055084576564951	0.0545515798524344	-0.000532996712516505	0.000188869855617948	1.53499997078645e-06	0.012215939462694	0.0151074266184484	0.00289148715575449
0.0101198371814072	0.000665125111908761	0.06595186519419	0.0472714901380892	-0.0186803750561009	0.000253950686140568	1.49680254586578e-06	0.0153472086003539	0.0127859019353422	-0.0025613066650117
0.0103815247285852	0.000879622851546487	0.102746853337434	0.111409551679113	0.00866269834167893	0.000359120810372496	2.78333037849064e-06	0.0473112432349294	0.0592866223814048	0.0119753791464754
0.00913742416651822	0.000638878408634295	0.0841101821855359	0.0661465048601475	-0.0179636773253884	0.000246866085276892	1.4634937857726e-06	0.0239262214007748	0.0195120180142139	-0.00441420338656099
0.00542119302342565	0.000382879189187487	0.0269398561823459	0.019261633824968	-0.00767822235737789	0.00017305460116603	1.11399602073913e-06	0.0112881689540197	0.00836473191697214	-0.00292343703704751
0.01539722801696	0.00105782276598565	0.165467990766538	0.123182514989406	-0.0422854757771323	0.000652824867390547	4.06786732935685e-06	0.0927988747130182	0.072907891142111	-0.0198909835709072
0.010737504343198	0.00083313309870616	0.0585023553875123	0.056712052881902	-0.0017903025056103	0.000323571059226193	2.10302800794526e-06	0.0190144301448975	0.0181696211830306	-0.000844808961866922
0.00549878992216957	0.000407144853084093	0.0245849513592039	0.0200337414701531	-0.00455120988905083	9.87359729298432e-05	7.18518610122158e-07	0.00381890307275877	0.00400671776439192	0.000187814691633148
0.0115261337160456	0.000943856035106962	0.122926690580589	0.124958852545235	0.00203216196464621	0.000367525632975245	2.64336874785435e-06	0.055723259915491	0.0615870546079175	0.00586379469242655
0.0127863386901262	0.000760843727092077	0.0995359562127789	0.0583743630803252	-0.0411615931324537	0.000457433698441386	2.53739109297624e-06	0.0457991643310933	0.0348653167900897	-0.0109338475410036
0.0100008336131982	0.000689681242267807	0.0844613490272275	0.0638822706610979	-0.0205790783661296	0.000288374849994646	1.99454662520148e-06	0.0317780312418189	0.0320804256830344	0.000302394441215464
0.0111541222942896	0.00080986506533515	0.0743417296413102	0.0651553119771396	-0.0091864176641706	0.000322477723366209	2.55442640135186e-06	0.0241370622302761	0.0345134985159959	0.0103764362857198
0.000783351558969244	6.26450910559568e-05	0.00116282351688106	0.0010725003445598	-9.0323172321264e-05	2.18234724131565e-05	2.08331930987225e-07	0.000695173986111855	0.00121113308028591	0.000515959094174058
