type;ident;lat;long;y_proj;x_proj;ingreso_economico
TRACK;1.4.11-2; ; ;-1.516416327;20763369.87;C
TRACK;1.4.11-2;-16.38541162;-71.56730068;-1939097.499;2834985.753;C
TRACK;1.4.11-2;-16.38527728;-71.56702917;-1939085.134;2835018.284;C
TRACK;1.4.11-2;-16.38518039;-71.56707454;-1939073.184;2835014.402;C
TRACK;1.4.11-2;-16.38524394;-71.56719781;-1939079.099;2834999.599;C
TRACK;1.4.11-2;-16.38483074;-71.56729566;-1939029.34;2834993.884;C
TRACK;1.4.11-2;-16.38454808;-71.5673283;-1938995.734;2834993.862;C
TRACK;1.4.11-2;-16.38370326;-71.56770688;-1938891.757;2834961.936;C
TRACK;1.4.11-2;-16.38388443;-71.56809965;-1938908.1;2834915.048;C
TRACK;1.4.11-3; ; ;-1.516416327;20763369.87;C
TRACK;1.4.11-3;-16.38561041;-71.56665216;-1939128.995;2835056.692;C
TRACK;1.4.11-3;-16.38524942;-71.56679874;-1939084.756;2835044.772;C
TRACK;1.4.11-3;-16.3854599;-71.56727142;-1939103.537;2834988.443;C
TRACK;1.4.11-3;-16.38582546;-71.56710206;-1939148.599;2835002.885;C
TRACK;1.4.11-4; ; ;-1.516416327;20763369.87;C
TRACK;1.4.11-4;-16.38599622;-71.56634936;-1939178.112;2835085.999;C
TRACK;1.4.11-4;-16.38587349;-71.5663833;-1939163.272;2835083.749;C
TRACK;1.4.11-4;-16.38594294;-71.56659715;-1939168.74;2835058.6;C
TRACK;1.4.11-4;-16.38568108;-71.56669166;-1939136.799;2835051.294;C
TRACK;1.4.11-4;-16.38588215;-71.56705644;-1939155.83;2835007.32;C
TRACK;1.4.11-4;-16.38622164;-71.56690246;-1939197.636;2835020.357;C
TRACK;1.4.11-5; ; ;-1.516416327;20763369.87;C
TRACK;1.4.11-5;-16.38683939;-71.56661263;-1939273.831;2835045.175;C
TRACK;1.4.11-5;-16.38613077;-71.56650534;-1939191.955;2835066.563;C
TRACK;1.4.11-5;-16.38630566;-71.56689736;-1939207.568;2835019.842;C
TRACK;1.4.11-5;-16.38682699;-71.56665626;-1939271.826;2835040.39;C
TRACK;1.4.12-1; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-1;-16.38603448;-71.56962713;-1939141.42;2834713.89;C
TRACK;1.4.12-1;-16.38586266;-71.56926028;-1939125.849;2834757.716;C
TRACK;1.4.12-1;-16.38471505;-71.56986272;-1938983.501;2834704.352;C
TRACK;1.4.12-1;-16.38488709;-71.57024351;-1938998.923;2834658.942;C
TRACK;1.4.12-2; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-2;-16.38584344;-71.56922992;-1939123.974;2834761.408;C
TRACK;1.4.12-2;-16.38575682;-71.56905541;-1939115.993;2834782.321;C
TRACK;1.4.12-2;-16.38493298;-71.56944755;-1939014.312;2834748.585;C
TRACK;1.4.12-2;-16.38481041;-71.56919554;-1939003.083;2834778.752;C
TRACK;1.4.12-2;-16.38462723;-71.56882258;-1938986.255;2834823.419;C
TRACK;1.4.12-2;-16.38430443;-71.56899036;-1938946.236;2834808.598;C
TRACK;1.4.12-2;-16.38466925;-71.56983419;-1938978.481;2834708.182;C
TRACK;1.4.12-2;-16.385591;-71.56935737;-1939092.725;2834750.245;C
TRACK;1.4.12-3; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-3;-16.38568702;-71.56887394;-1939110.077;2834803.803;C
TRACK;1.4.12-3;-16.3852726;-71.56896613;-1939060.246;2834798.745;C
TRACK;1.4.12-3;-16.38535812;-71.56917694;-1939067.641;2834773.732;C
TRACK;1.4.12-3;-16.38573528;-71.56901392;-1939113.985;2834787.305;C
TRACK;1.4.12-4; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-4;-16.38522711;-71.5689964;-1939054.524;2834795.905;C
TRACK;1.4.12-4;-16.38488322;-71.56916128;-1939012.065;2834781.688;C
TRACK;1.4.12-4;-16.38497382;-71.56936844;-1939020.102;2834757.023;C
TRACK;1.4.12-4;-16.38531037;-71.56919463;-1939061.811;2834772.348;C
TRACK;1.4.12-5; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-5;-16.38521954;-71.56897102;-1939053.954;2834798.881;C
TRACK;1.4.12-5;-16.38503525;-71.5686226;-1939036.688;2834840.781;C
TRACK;1.4.12-5;-16.38469433;-71.5687987;-1938994.435;2834825.253;C
TRACK;1.4.12-5;-16.38487527;-71.56914099;-1939011.385;2834784.091;C
TRACK;1.4.12-6; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-6;-16.38545726;-71.56841346;-1939088.877;2834858.999;C
TRACK;1.4.12-6;-16.38512676;-71.56858737;-1939047.877;2834843.585;C
TRACK;1.4.12-6;-16.38527494;-71.56894331;-1939060.809;2834801.302;C
TRACK;1.4.12-6;-16.38564589;-71.56884566;-1939105.601;2834807.544;C
TRACK;1.4.12-7; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-7;-16.38604731;-71.56875071;-1939153.938;2834813.085;C
TRACK;1.4.12-7;-16.38597831;-71.56850826;-1939148.882;2834841.47;C
TRACK;1.4.12-7;-16.38582363;-71.56822418;-1939134.284;2834875.691;C
TRACK;1.4.12-7;-16.38551548;-71.56836241;-1939096.357;2834864.029;C
TRACK;1.4.12-7;-16.38574496;-71.56884281;-1939117.272;2834806.578;C
TRACK;1.4.12-8; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-8;-16.38542053;-71.56736127;-1939097.784;2834978.768;C
TRACK;1.4.12-8;-16.38509579;-71.56752146;-1939057.633;2834964.834;C
TRACK;1.4.12-8;-16.38547079;-71.56832236;-1939091.612;2834869.152;C
TRACK;1.4.12-8;-16.38578316;-71.56815303;-1939130.425;2834884.284;C
TRACK;1.4.12-9; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-9;-16.38523197;-71.5679919;-1939067.715;2834909.726;C
TRACK;1.4.12-9;-16.38409141;-71.56854553;-1938926.807;2834861.803;C
TRACK;1.4.12-9;-16.38426087;-71.56891847;-1938942.023;2834817.316;C
TRACK;1.4.12-9;-16.38540939;-71.5683368;-1939084.219;2834868.314;C
TRACK;1.4.12-10; ; ;-1.516416327;20763369.87;C
TRACK;1.4.12-10;-16.38521159;-71.56795486;-1939065.787;2834914.191;C
TRACK;1.4.12-10;-16.385031;-71.56757166;-1939049.392;2834959.986;C
TRACK;1.4.12-10;-16.3838955;-71.56815574;-1938908.696;2834908.544;C
TRACK;1.4.12-10;-16.38408702;-71.56851722;-1938926.646;2834865.07;C
TRACK;1.4.13-2; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-2;-16.38761867;-71.56952041;-1939328.813;2834705.369;C
TRACK;1.4.13-2;-16.38791294;-71.56937439;-1939365.209;2834718.093;C
TRACK;1.4.13-2;-16.38845377;-71.56923592;-1939430.465;2834726.752;C
TRACK;1.4.13-2;-16.38832666;-71.56896408;-1939418.953;2834759.225;C
TRACK;1.4.13-2;-16.3875016;-71.56916353;-1939319.549;2834747.353;C
TRACK;1.4.13-3; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-3;-16.38816278;-71.56864343;-1939403.736;2834797.711;C
TRACK;1.4.13-3;-16.3873747;-71.56882666;-1939308.878;2834787.196;C
TRACK;1.4.13-3;-16.38745082;-71.56910879;-1939314.273;2834754.219;C
TRACK;1.4.13-3;-16.3883113;-71.56892834;-1939417.598;2834763.476;C
TRACK;1.4.13-4; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-4;-16.38653023;-71.56878414;-1939210.234;2834803.009;C
TRACK;1.4.13-4;-16.38637409;-71.56875477;-1939192.266;2834808.371;C
TRACK;1.4.13-4;-16.38615061;-71.56874985;-1939166.081;2834811.837;C
TRACK;1.4.13-4;-16.38574947;-71.56887225;-1939117.432;2834803.182;C
TRACK;1.4.13-4;-16.38582744;-71.56901892;-1939124.746;2834785.538;C
TRACK;1.4.13-4;-16.38616735;-71.56890663;-1939166.077;2834793.845;C
TRACK;1.4.13-4;-16.38651789;-71.56889602;-1939207.38;2834790.485;C
TRACK;1.4.13-4;-16.38669752;-71.56896152;-1939227.653;2834780.722;C
TRACK;1.4.13-4;-16.38715843;-71.56893555;-1939282.111;2834777.667;C
TRACK;1.4.13-4;-16.38729275;-71.56887216;-1939298.681;2834783.105;C
TRACK;1.4.13-4;-16.38729275;-71.56878756;-1939299.744;2834792.696;C
TRACK;1.4.13-4;-16.38678513;-71.56882675;-1939239.635;2834794.86;C
TRACK;1.4.13-5; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-5;-16.38592427;-71.56918885;-1939133.983;2834765.013;C
TRACK;1.4.13-5;-16.38624152;-71.5691357;-1939171.91;2834766.91;C
TRACK;1.4.13-5;-16.38659664;-71.56921998;-1939212.558;2834752.733;C
TRACK;1.4.13-5;-16.38663847;-71.56897371;-1939220.565;2834780.108;C
TRACK;1.4.13-5;-16.38632874;-71.56895217;-1939184.459;2834786.582;C
TRACK;1.4.13-5;-16.38584389;-71.56904614;-1939126.336;2834782.239;C
TRACK;1.4.13-6; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-6;-16.38681285;-71.56929564;-1939237;2834741.34;C
TRACK;1.4.13-6;-16.38742444;-71.56913719;-1939310.817;2834751.343;C
TRACK;1.4.13-6;-16.38735891;-71.56889272;-1939306.194;2834779.913;C
TRACK;1.4.13-6;-16.38716577;-71.56897793;-1939282.439;2834772.766;C
TRACK;1.4.13-6;-16.38665662;-71.56900379;-1939222.318;2834776.461;C
TRACK;1.4.13-6;-16.38663213;-71.56924316;-1939216.434;2834749.642;C
TRACK;1.4.13-7; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-7;-16.38687213;-71.56961408;-1939239.96;2834704.466;C
TRACK;1.4.13-7;-16.38751463;-71.56939052;-1939318.227;2834721.449;C
TRACK;1.4.13-7;-16.38743224;-71.56916464;-1939311.389;2834748.13;C
TRACK;1.4.13-7;-16.38683517;-71.56932556;-1939239.245;2834737.657;C
TRACK;1.4.13-8; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-8;-16.38683518;-71.56985718;-1939232.566;2834677.387;C
TRACK;1.4.13-8;-16.38712313;-71.56979527;-1939267.162;2834680.658;C
TRACK;1.4.13-8;-16.38758506;-71.5695533;-1939324.453;2834702.078;C
TRACK;1.4.13-8;-16.38753692;-71.56941759;-1939320.504;2834718.09;C
TRACK;1.4.13-8;-16.38685371;-71.56967024;-1939237.092;2834698.339;C
TRACK;1.4.13-9; ; ;-1.516416327;20763369.87;C
TRACK;1.4.13-9;-16.3863881;-71.56962966;-1939182.919;2834709.001;C
TRACK;1.4.13-9;-16.38671921;-71.56981349;-1939219.496;2834683.85;C
TRACK;1.4.13-9;-16.38680781;-71.5698195;-1939229.826;2834682.015;C
TRACK;1.4.13-9;-16.38682886;-71.56952813;-1939235.958;2834714.774;C
TRACK;1.4.13-9;-16.3867723;-71.56945116;-1939230.283;2834724.237;C
TRACK;1.4.13-9;-16.38651274;-71.56931959;-1939201.453;2834742.532;C
TRACK;1.4.13-9;-16.38617322;-71.56918115;-1939163.317;2834762.646;C
TRACK;1.4.13-9;-16.38591752;-71.56923062;-1939132.665;2834760.365;C
TRACK;1.4.13-9;-16.38609524;-71.56963679;-1939148.434;2834712.004;C
TRACK;1.4.13-9;-16.3862463;-71.56960444;-1939166.582;2834713.705;C
TRACK;1.4.14-1; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-1;-16.38784521;-71.57009678;-1939348.177;2834637.076;C
TRACK;1.4.14-1;-16.38760503;-71.56963064;-1939325.827;2834693.049;C
TRACK;1.4.14-1;-16.38700506;-71.56988137;-1939252.213;2834672.434;C
TRACK;1.4.14-1;-16.3866955;-71.56987305;-1939215.962;2834677.406;C
TRACK;1.4.14-1;-16.38632719;-71.56968602;-1939175.056;2834703.403;C
TRACK;1.4.14-1;-16.38598024;-71.56975828;-1939133.402;2834699.727;C
TRACK;1.4.14-1;-16.38531599;-71.57016854;-1939050.236;2834661.86;C
TRACK;1.4.14-2; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-2;-16.38790926;-71.5700958;-1939355.712;2834636.355;C
TRACK;1.4.14-2;-16.38905641;-71.57006785;-1939490.787;2834624.591;C
TRACK;1.4.14-2;-16.3892879;-71.5700133;-1939518.66;2834627.761;C
TRACK;1.4.14-2;-16.38919749;-71.5694596;-1939514.999;2834691.712;C
TRACK;1.4.14-2;-16.38776794;-71.56981358;-1939342.661;2834670.189;C
TRACK;1.4.14-3; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-3;-16.38913513;-71.56910882;-1939512.083;2834732.291;C
TRACK;1.4.14-3;-16.38788625;-71.5694283;-1939361.397;2834712.328;C
TRACK;1.4.14-3;-16.38764322;-71.56959022;-1939330.82;2834697.135;C
TRACK;1.4.14-3;-16.38775615;-71.56976547;-1939341.88;2834675.797;C
TRACK;1.4.14-3;-16.38919145;-71.56939757;-1939515.07;2834698.823;C
TRACK;1.4.14-4; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-4;-16.39067659;-71.56876506;-1939697.438;2834751.195;C
TRACK;1.4.14-4;-16.38988779;-71.56913802;-1939600.112;2834719.182;C
TRACK;1.4.14-4;-16.38926821;-71.56942586;-1939523.729;2834694.616;C
TRACK;1.4.14-4;-16.38934967;-71.56995142;-1939526.692;2834633.973;C
TRACK;1.4.14-4;-16.39074927;-71.56926144;-1939699.735;2834693.975;C
TRACK;1.4.14-5; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-5;-16.39066951;-71.56847957;-1939700.194;2834783.653;C
TRACK;1.4.14-5;-16.39003101;-71.56840573;-1939626.135;2834800.337;C
TRACK;1.4.14-5;-16.38945973;-71.56898665;-1939551.741;2834741.916;C
TRACK;1.4.14-5;-16.38918978;-71.56911173;-1939518.465;2834731.25;C
TRACK;1.4.14-5;-16.38924601;-71.56940637;-1939521.366;2834697.115;C
TRACK;1.4.14-5;-16.39067706;-71.56870214;-1939698.284;2834758.323;C
TRACK;1.4.14-6; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-6;-16.39134029;-71.56907883;-1939771.441;2834706.983;C
TRACK;1.4.14-6;-16.3914233;-71.56866082;-1939786.444;2834753.291;C
TRACK;1.4.14-6;-16.3907366;-71.56850938;-1939707.699;2834779.4;C
TRACK;1.4.14-6;-16.39078474;-71.56919574;-1939704.727;2834700.961;C
TRACK;1.4.14-6;-16.3911268;-71.56907646;-1939746.399;2834710.031;C
TRACK;1.4.14-7; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-7;-16.3914139;-71.56857687;-1939786.395;2834762.931;C
TRACK;1.4.14-7;-16.39155463;-71.56819799;-1939807.685;2834804.051;C
TRACK;1.4.14-7;-16.39050027;-71.56785283;-1939688.195;2834856.91;C
TRACK;1.4.14-7;-16.3901276;-71.56831854;-1939638.575;2834808.964;C
TRACK;1.4.14-7;-16.39107558;-71.56847557;-1939747.936;2834778.82;C
TRACK;1.4.14-8; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-8;-16.39262953;-71.56856008;-1939929.374;2834749.006;C
TRACK;1.4.14-8;-16.39161085;-71.56822336;-1939813.969;2834800.444;C
TRACK;1.4.14-8;-16.3914972;-71.56864333;-1939795.343;2834754.312;C
TRACK;1.4.14-8;-16.39166818;-71.56868131;-1939814.946;2834747.78;C
TRACK;1.4.14-8;-16.39167153;-71.56872513;-1939814.789;2834742.768;C
TRACK;1.4.14-8;-16.39147619;-71.56867149;-1939792.522;2834751.392;C
TRACK;1.4.14-8;-16.39137671;-71.56907872;-1939775.72;2834706.52;C
TRACK;1.4.14-8;-16.39263952;-71.56904371;-1939924.469;2834694.048;C
TRACK;1.4.14-9; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-9;-16.39259381;-71.56801272;-1939932.059;2834811.524;C
TRACK;1.4.14-9;-16.39171821;-71.56774397;-1939832.603;2834853.393;C
TRACK;1.4.14-9;-16.39161409;-71.56814356;-1939815.353;2834809.448;C
TRACK;1.4.14-9;-16.39260912;-71.56847024;-1939928.106;2834759.457;C
TRACK;1.4.14-10; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-10;-16.39084558;-71.56741945;-1939734.197;2834901.546;C
TRACK;1.4.14-10;-16.3905273;-71.56777125;-1939692.396;2834865.807;C
TRACK;1.4.14-10;-16.39156734;-71.56811724;-1939810.193;2834813.04;C
TRACK;1.4.14-10;-16.39165773;-71.56772065;-1939825.794;2834856.824;C
TRACK;1.4.14-11; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-11;-16.39260393;-71.56793686;-1939934.201;2834819.993;C
TRACK;1.4.14-11;-16.39258257;-71.56747127;-1939937.544;2834873.054;C
TRACK;1.4.14-11;-16.3912027;-71.56700695;-1939781.323;2834943.662;C
TRACK;1.4.14-11;-16.39091024;-71.56734081;-1939742.779;2834909.62;C
TRACK;1.4.14-11;-16.3915731;-71.56760895;-1939817.258;2834870.59;C
TRACK;1.4.14-12; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-12;-16.39257559;-71.56693619;-1939943.451;2834933.807;C
TRACK;1.4.14-12;-16.39155445;-71.56660064;-1939827.742;2834985.145;C
TRACK;1.4.14-12;-16.39126182;-71.56696016;-1939788.855;2834948.196;C
TRACK;1.4.14-12;-16.39257845;-71.56741476;-1939937.771;2834879.515;C
TRACK;1.4.14-13; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-13;-16.39254239;-71.56682944;-1939940.894;2834946.341;C
TRACK;1.4.14-13;-16.39254151;-71.56616275;-1939949.171;2835021.935;C
TRACK;1.4.14-13;-16.39189879;-71.56622611;-1939872.891;2835023.121;C
TRACK;1.4.14-13;-16.39163353;-71.56652677;-1939837.958;2834992.49;C
TRACK;1.4.14-14; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-14;-16.393635;-71.56611887;-1940078.147;2835012.669;C
TRACK;1.4.14-14;-16.3926684;-71.56620397;-1939963.555;2835015.609;C
TRACK;1.4.14-14;-16.39267174;-71.56656698;-1939959.384;2834974.412;C
TRACK;1.4.14-14;-16.39365208;-71.56654914;-1940074.744;2834963.667;C
TRACK;1.4.14-15; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-15;-16.39365208;-71.56656855;-1940074.5;2834961.467;C
TRACK;1.4.14-15;-16.39267506;-71.56659525;-1939959.419;2834971.163;C
TRACK;1.4.14-15;-16.3926817;-71.56688669;-1939956.535;2834938.036;C
TRACK;1.4.14-15;-16.3936763;-71.56718154;-1940069.639;2834891.658;C
TRACK;1.4.14-17; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-17;-16.3937023;-71.56784389;-1940064.366;2834816.23;C
TRACK;1.4.14-17;-16.39271511;-71.56752345;-1939952.455;2834865.413;C
TRACK;1.4.14-17;-16.39272935;-71.5679611;-1939948.626;2834815.612;C
TRACK;1.4.14-17;-16.39372825;-71.56828397;-1940061.882;2834766.001;C
TRACK;1.4.14-18; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-18;-16.39371271;-71.56835104;-1940059.214;2834758.599;C
TRACK;1.4.14-18;-16.39272287;-71.56808106;-1939946.357;2834802.096;C
TRACK;1.4.14-18;-16.39271396;-71.56902878;-1939933.398;2834694.772;C
TRACK;1.4.14-18;-16.3937651;-71.56897125;-1940057.57;2834687.606;C
TRACK;1.4.14-19; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-19;-16.39456555;-71.56886873;-1940152.867;2834688.806;C
TRACK;1.4.14-19;-16.39435741;-71.5685943;-1940131.872;2834722.626;C
TRACK;1.4.14-19;-16.39419507;-71.56849496;-1940114.055;2834736.003;C
TRACK;1.4.14-19;-16.39384851;-71.56840796;-1940074.446;2834750.378;C
TRACK;1.4.14-19;-16.39386871;-71.56897045;-1940069.75;2834686.348;C
TRACK;1.4.14-19;-16.3945767;-71.56893862;-1940153.297;2834680.737;C
TRACK;1.4.14-20; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-20;-16.39444426;-71.5685721;-1940142.35;2834724.013;C
TRACK;1.4.14-20;-16.39467456;-71.56890719;-1940165.186;2834683.026;C
TRACK;1.4.14-20;-16.39485297;-71.5688925;-1940186.323;2834682.368;C
TRACK;1.4.14-20;-16.39488519;-71.56877499;-1940191.584;2834695.27;C
TRACK;1.4.14-20;-16.39504392;-71.56837626;-1940215.238;2834738.405;C
TRACK;1.4.14-20;-16.39385353;-71.56794264;-1940080.885;2834803.065;C
TRACK;1.4.14-20;-16.39384816;-71.56827649;-1940076.059;2834765.287;C
TRACK;1.4.14-20;-16.39417523;-71.56838601;-1940113.094;2834748.613;C
TRACK;1.4.14-21; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-21;-16.39522251;-71.56805232;-1940240.285;2834772.803;C
TRACK;1.4.14-21;-16.3944122;-71.56744313;-1940152.778;2834852.418;C
TRACK;1.4.14-21;-16.39382491;-71.56728853;-1940085.747;2834877.593;C
TRACK;1.4.14-21;-16.39383758;-71.5677929;-1940080.894;2834820.249;C
TRACK;1.4.14-21;-16.39509575;-71.56829607;-1940222.334;2834746.821;C
TRACK;1.4.14-22; ; ;-1.516416327;20763369.87;C
TRACK;1.4.14-22;-16.39525732;-71.56798359;-1940245.237;2834780.142;C
TRACK;1.4.14-22;-16.39550823;-71.56769167;-1940278.375;2834809.968;C
TRACK;1.4.14-22;-16.39505693;-71.56681626;-1940236.377;2834915.089;C
TRACK;1.4.14-22;-16.39527329;-71.566669;-1940263.639;2834928.964;C
TRACK;1.4.14-22;-16.3951315;-71.56627558;-1940251.933;2834975.412;C
TRACK;1.4.14-22;-16.39521609;-71.56620668;-1940262.734;2834982.121;C
TRACK;1.4.14-22;-16.39478691;-71.56576334;-1940217.903;2835037.972;C
TRACK;1.4.14-22;-16.39409816;-71.56579222;-1940136.65;2835043.668;C
TRACK;1.4.14-22;-16.39377349;-71.56590775;-1940097.067;2835034.799;C
TRACK;1.4.14-22;-16.39377904;-71.56610192;-1940095.277;2835012.715;C
TRACK;1.4.14-22;-16.39380484;-71.5672119;-1940084.353;2834886.542;C
TRACK;1.4.14-22;-16.39441894;-71.56737533;-1940154.422;2834860.016;C
TRACK;1.4.15-1; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-1;-16.40422183;-71.56715262;-1941308.502;2834757.562;C
TRACK;1.4.15-1;-16.40443587;-71.56668462;-1941339.527;2834807.825;C
TRACK;1.4.15-1;-16.40478248;-71.566044;-1941388.291;2834875.93;C
TRACK;1.4.15-1;-16.40502579;-71.56557188;-1941422.806;2834926.278;C
TRACK;1.4.15-1;-16.4045318;-71.56566818;-1941363.579;2834921.799;C
TRACK;1.4.15-1;-16.40462665;-71.56612967;-1941368.913;2834868.248;C
TRACK;1.4.15-1;-16.40402325;-71.56619437;-1941297.234;2834868.777;C
TRACK;1.4.15-1;-16.40341288;-71.56655492;-1941221.015;2834835.859;C
TRACK;1.4.15-1;-16.40302978;-71.5665918;-1941175.559;2834836.67;C
TRACK;1.4.15-1;-16.40264398;-71.56676272;-1941128.099;2834822.321;C
TRACK;1.4.15-1;-16.40272226;-71.56835787;-1941117.232;2834640.473;C
TRACK;1.4.15-1;-16.40409485;-71.56824286;-1941279.878;2834635.626;C
TRACK;1.4.15-2; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-2;-16.40171607;-71.56628475;-1941025.135;2834888.595;C
TRACK;1.4.15-2;-16.40202628;-71.5662889;-1941061.514;2834884.082;C
TRACK;1.4.15-2;-16.40230257;-71.56615711;-1941095.621;2834895.422;C
TRACK;1.4.15-2;-16.40221192;-71.56610176;-1941085.67;2834902.878;C
TRACK;1.4.15-2;-16.40203069;-71.56610461;-1941064.35;2834904.917;C
TRACK;1.4.15-2;-16.40192823;-71.56606396;-1941052.828;2834910.86;C
TRACK;1.4.15-2;-16.40179373;-71.56605507;-1941037.143;2834913.62;C
TRACK;1.4.15-2;-16.40151522;-71.56626532;-1941001.791;2834893.415;C
TRACK;1.4.15-2;-16.40150988;-71.56635991;-1940999.974;2834882.762;C
TRACK;1.4.15-2;-16.40171126;-71.56636554;-1941023.553;2834879.499;C
TRACK;1.4.15-3; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-3;-16.40185222;-71.56674621;-1941035.321;2834834.509;C
TRACK;1.4.15-3;-16.4024927;-71.56646779;-1941114.043;2834857.726;C
TRACK;1.4.15-3;-16.40232903;-71.56620963;-1941098.067;2834889.124;C
TRACK;1.4.15-3;-16.4020385;-71.56632182;-1941062.535;2834880.191;C
TRACK;1.4.15-3;-16.40185636;-71.56639753;-1941040.192;2834873.982;C
TRACK;1.4.15-3;-16.40150991;-71.5663821;-1940999.698;2834880.245;C
TRACK;1.4.15-3;-16.4015099;-71.56674936;-1940995.078;2834838.612;C
TRACK;1.4.15-4; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-4;-16.40194284;-71.56719949;-1941040.262;2834781.943;C
TRACK;1.4.15-4;-16.40186602;-71.56719672;-1941031.276;2834783.258;C
TRACK;1.4.15-4;-16.40186511;-71.56757531;-1941026.408;2834740.353;C
TRACK;1.4.15-4;-16.40185936;-71.56832553;-1941016.298;2834655.381;C
TRACK;1.4.15-4;-16.40257708;-71.56837711;-1941099.939;2834640.183;C
TRACK;1.4.15-4;-16.40256703;-71.56671231;-1941119.696;2834829.038;C
TRACK;1.4.15-4;-16.40252426;-71.56651254;-1941117.186;2834852.242;C
TRACK;1.4.15-4;-16.40184973;-71.56679938;-1941034.36;2834828.514;C
TRACK;1.4.15-4;-16.40150251;-71.56678874;-1940993.715;2834834.244;C
TRACK;1.4.15-4;-16.4014999;-71.56713533;-1940989.05;2834794.988;C
TRACK;1.4.15-4;-16.40194707;-71.56714461;-1941041.45;2834788.11;C
TRACK;1.4.15-5; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-5;-16.40183204;-71.5676672;-1941021.368;2834730.367;C
TRACK;1.4.15-5;-16.40183733;-71.56722812;-1941027.512;2834780.073;C
TRACK;1.4.15-5;-16.40149305;-71.56721899;-1940987.193;2834785.593;C
TRACK;1.4.15-5;-16.40148684;-71.56766346;-1940980.875;2834735.288;C
TRACK;1.4.15-6; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-6;-16.40148989;-71.56832496;-1940972.914;2834660.259;C
TRACK;1.4.15-6;-16.40182841;-71.56833568;-1941012.535;2834654.634;C
TRACK;1.4.15-6;-16.40182711;-71.56770419;-1941020.325;2834726.237;C
TRACK;1.4.15-6;-16.40149298;-71.5676973;-1940981.169;2834731.371;C
TRACK;1.4.15-7; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-7;-16.4014306;-71.56799583;-1940970.089;2834698.343;C
TRACK;1.4.15-7;-16.40095206;-71.56799234;-1940913.932;2834704.972;C
TRACK;1.4.15-7;-16.40095975;-71.56786281;-1940916.464;2834719.556;C
TRACK;1.4.15-7;-16.40069248;-71.56784777;-1940885.265;2834724.743;C
TRACK;1.4.15-7;-16.40068725;-71.5683078;-1940878.866;2834672.661;C
TRACK;1.4.15-7;-16.40143801;-71.56832354;-1940966.839;2834661.096;C
TRACK;1.4.15-8; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-8;-16.40144688;-71.56769753;-1940975.753;2834731.946;C
TRACK;1.4.15-8;-16.40109602;-71.56769236;-1940934.612;2834737.104;C
TRACK;1.4.15-8;-16.40109958;-71.56795241;-1940931.76;2834707.577;C
TRACK;1.4.15-8;-16.40144476;-71.56796032;-1940972.199;2834702.183;C
TRACK;1.4.15-9; ; ;-1.516416327;20763369.87;C
TRACK;1.4.15-9;-16.40144702;-71.56720447;-1940981.97;2834787.839;C
TRACK;1.4.15-9;-16.40066472;-71.56718714;-1940890.313;2834799.996;C
