null_raster,acc_50k_R
NA,368.555057955276
NA,329.92050954018
NA,427.725609769593
NA,372.1127810169
NA,392.647128993741
NA,349.268852930427
NA,314.290955709516
NA,383.843884868427
NA,289.72514900494
NA,333.636259157096
NA,363.584559678218
NA,356.091019770391
NA,354.107785547146
NA,402.804176441232
NA,336.249065985045
NA,357.352906002526
NA,317.338789988703
NA,399.818730481249
NA,420.004195177514
NA,347.795118260302
NA,412.59770663525
NA,366.357435597495
NA,393.185469174955
NA,394.679153247091
NA,327.672267119632
NA,302.389878914218
NA,360.174791264453
NA,354.82534886383
NA,384.280956567758
NA,382.072840680848
NA,383.354053666567
NA,391.577682286806
NA,364.355552933729
NA,384.527136220053
NA,373.732482962234
NA,389.692678015387
NA,386.590910381018
NA,322.482279871918
NA,374.972455932826
NA,378.321930543555
NA,374.337181462363
NA,326.070923815001
NA,315.003942652367
NA,356.264901210017
NA,434.209696017841
NA,338.567975900279
NA,356.765089419108
NA,355.682148070872
NA,278.968711169506
NA,384.34017590207
NA,407.764673408795
NA,399.24274324391
NA,327.187706573018
NA,303.396210784391
NA,369.106144667485
NA,348.394341947276
NA,344.803335189819
NA,378.293418910316
NA,375.57293042388
NA,373.588746627443
NA,382.010913894445
NA,355.907607823915
NA,333.773450975125
NA,346.901898992753
NA,403.084188103269
NA,379.746348123909
NA,399.119093117047
NA,318.570146567179
NA,354.906698025127
NA,364.589304692916
NA,406.820966622935
NA,366.431762695312
NA,344.798244593494
NA,345.493700359462
NA,367.542269006931
NA,392.577357022022
NA,340.461091806457
NA,349.437141366379
NA,310.948337567951
NA,351.508809568125
NA,364.082740842279
NA,366.221516950952
NA,346.489979193886
NA,380.372322017422
NA,377.578312948702
NA,317.65436369079
NA,370.270090304951
NA,372.967512736141
NA,389.420327847321
NA,353.575647757729
NA,352.985633850098
NA,405.573756768028
NA,325.129673407753
NA,419.111705949282
NA,341.999341177045
NA,376.041175633974
NA,360.92920952364
NA,414.868183122967
NA,357.651994282068
NA,313.316776457907
