null_raster,layer_C
1,1.23890784982935
1,1.06825938566553
1,1.10238907849829
1,1.13651877133106
1,1.13651877133106
1,1.06825938566553
1,1.06825938566553
1,1.13651877133106
1,1.17064846416382
1,1.10238907849829
1,1.13651877133106
1,1.23890784982935
1,1.13651877133106
1,1.10238907849829
1,1.10238907849829
1,1.06849315068493
1,1.10238907849829
1,1.20477815699659
1,1.13651877133106
1,1.13651877133106
1,1.10238907849829
1,1.06825938566553
1,1.10238907849829
1,1.17064846416382
1,1.10238907849829
1,1.06849315068493
1,1.13651877133106
1,1.17064846416382
1,1.27303754266212
1,1.20477815699659
1,1.06825938566553
1,1.13651877133106
1,1.06825938566553
1,1.13651877133106
1,1.10238907849829
1,1.17064846416382
1,1.13651877133106
1,1.27303754266212
1,1.17064846416382
1,1.10238907849829
1,1.17064846416382
1,1.13698630136986
1,1.13651877133106
1,1.06825938566553
1,1.1027397260274
1,1.06825938566553
1,1.10238907849829
1,1.17182130584192
1,1.13651877133106
1,1.10238907849829
1,1.06825938566553
1,1.1027397260274
1,1.06825938566553
1,1.06849315068493
1,1.06825938566553
1,1.10238907849829
1,1.20547945205479
1,1.06825938566553
1,1.10238907849829
1,1.17064846416382
1,1.10238907849829
1,1.13651877133106
1,1.06825938566553
1,1.13651877133106
1,1.10238907849829
1,1.10238907849829
1,1.13651877133106
1,1.17064846416382
1,1.13651877133106
1,1.13698630136986
1,1.10238907849829
1,1.13651877133106
1,1.10238907849829
1,1.17064846416382
1,1.06849315068493
1,1.17123287671233
1,1.27303754266212
1,1.13651877133106
1,1.23890784982935
1,1.23890784982935
1,1.13745704467354
1,1.10238907849829
1,1.10238907849829
1,1.17064846416382
1,1.10238907849829
1,1.13651877133106
1,1.06825938566553
1,1.10238907849829
1,1.10238907849829
1,1.13651877133106
1,1.20477815699659
1,1.06825938566553
1,1.10238907849829
1,1.13651877133106
1,1.10238907849829
1,1.06825938566553
1,1.20477815699659
1,1.13651877133106
1,1.13651877133106
1,1.10238907849829
