null_raster,layer_C
1,3.38907849829352
1,1.68259385665529
1,2.02389078498293
1,2.36518771331058
1,2.36518771331058
1,1.68259385665529
1,1.68259385665529
1,2.36518771331058
1,2.70648464163823
1,2.02389078498293
1,2.36518771331058
1,3.38907849829351
1,2.36518771331058
1,2.02389078498293
1,2.02389078498293
1,1.68493150684932
1,2.02389078498293
1,3.04778156996587
1,2.36518771331058
1,2.36518771331058
1,2.02389078498293
1,1.68259385665529
1,2.02389078498293
1,2.70648464163823
1,2.02389078498293
1,1.68493150684932
1,2.36518771331058
1,2.70648464163822
1,3.73037542662117
1,3.04778156996587
1,1.68259385665529
1,2.36518771331058
1,1.68259385665529
1,2.36518771331058
1,2.02389078498293
1,2.70648464163823
1,2.36518771331058
1,3.73037542662116
1,2.70648464163823
1,2.02389078498293
1,2.70648464163823
1,2.36986301369863
1,2.36518771331058
1,1.68259385665529
1,2.02739726027397
1,1.68259385665529
1,2.02389078498293
1,2.71821305841924
1,2.36518771331058
1,2.02389078498293
1,1.68259385665529
1,2.02739726027397
1,1.68259385665529
1,1.68493150684932
1,1.68259385665529
1,2.02389078498293
1,3.05479452054795
1,1.68259385665529
1,2.02389078498293
1,2.70648464163823
1,2.02389078498293
1,2.36518771331058
1,1.68259385665529
1,2.36518771331058
1,2.02389078498293
1,2.02389078498293
1,2.36518771331058
1,2.70648464163823
1,2.36518771331058
1,2.36986301369863
1,2.02389078498293
1,2.36518771331058
1,2.02389078498293
1,2.70648464163823
1,1.68493150684932
1,2.71232876712329
1,3.73037542662117
1,2.36518771331058
1,3.38907849829351
1,3.38907849829351
1,2.3745704467354
1,2.02389078498293
1,2.02389078498293
1,2.70648464163823
1,2.02389078498293
1,2.36518771331058
1,1.68259385665529
1,2.02389078498293
1,2.02389078498293
1,2.36518771331058
1,3.04778156996587
1,1.68259385665529
1,2.02389078498293
1,2.36518771331058
1,2.02389078498293
1,1.68259385665529
1,3.04778156996587
1,2.36518771331058
1,2.36518771331058
1,2.02389078498293
