id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
169,Internal,0.5045518527843633,2018-05-16 13:15:18,2018-11-16 17:07:45,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
170,External,1.21822387219264,2018-11-16 18:05:47,2020-02-04 12:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
171,Internal,1.4393343906184644,2018-11-16 17:07:45,2020-04-25 09:15:53,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
172,External,0.7051713889029134,2020-04-25 10:16:03,2021-01-08 11:59:59,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
173,Internal,0.4916507694766521,2020-04-25 09:15:53,2020-10-22 07:55:31,north,-16.37212402,-71.53682922,south,-16.43125021,-71.53979485
174,Internal,0.49665351328736573,2020-10-22 07:55:31,2021-04-21 19:14:38,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
175,External,1.3305657362765015,2021-04-21 19:14:38,2022-08-20 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
176,Internal,0.3309465301408392,2021-04-21 19:14:38,2021-08-20 14:20:08,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
177,External,1.7530438636697376,2021-08-20 14:20:08,2023-05-22 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
178,Internal,0.20270253878837696,2021-08-20 14:20:08,2021-11-02 14:00:35,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
179,External,0.5996563933742052,2021-11-02 14:00:35,2022-06-09 11:00:00,south,-16.43125021,-71.53979485,north,-16.37212402,-71.53682922
180,External,0.6873276262506107,2021-11-02 14:00:35,2022-07-11 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
181,Internal,0.466271278650221,2020-10-22 07:55:31,2021-04-10 17:05:44,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
182,Internal,0.3422751746053172,2021-04-10 17:05:44,2021-08-13 15:25:34,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
183,Internal,0.9705029883968406,2021-08-13 15:25:34,2022-08-02 21:01:56,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
184,External,0.8015944654455673,2022-08-02 21:01:56,2023-05-22 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
185,External,0.8646081640752503,2022-08-02 21:01:56,2023-06-14 11:00:00,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
186,Internal,0.29973554322463514,2021-08-13 15:25:34,2021-12-01 01:06:34,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
187,External,0.37099204760333304,2021-12-01 01:06:34,2022-04-15 10:59:59,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
188,External,0.7600331434943071,2021-12-01 01:06:34,2022-09-04 10:59:59,south,-16.43125021,-71.53979485,external,-16.35867778,-72.18972288
189,Internal,0.40144315730973323,2021-04-10 17:05:44,2021-09-04 05:44:16,south,-16.43125021,-71.53979485,south,-16.43125021,-71.53979485
