LR1_coefficients_null_raster	LR1_coefficients_SES_affluence_C	LR1_R2_null_raster	LR1_R2_SES_affluence_C	LR1_Q_SES_affluence_C	LR2_coefficients_null_raster	LR2_coefficients_SES_affluence_C	LR2_R2_null_raster	LR2_R2_SES_affluence_C	LR2_Q_SES_affluence_C
0.0051558864384021	0.0335344397664524	0.04849073608163	0.0434142682176656	-0.00507646786396433	0.000169700186984084	0.00718731779725442	0.0322709126953177	0.0263119787851009	-0.0059589339102168
0.00413505003969747	0.0292165830680956	0.0358432668669227	0.0404247257510982	0.00458145888417553	0.00014553960025195	0.00786622981761576	0.0201623103622211	0.0252286368204307	0.00506632645820956
0.00458595065211012	0.0387375628836405	0.0319195396424104	0.0422306252241683	0.010311085581758	0.0001086198540589	0.00950651627661839	0.00830693781726387	0.0196491364120936	0.0113421985948298
0.0154680570404742	0.124959347335544	0.13565921441336	0.197293619658568	0.0616344052452077	0.000733814924840671	0.0557942690628336	0.0584117744420475	0.133987144446103	0.0755753700040558
0.0113555668013313	0.0785981912209115	0.0844124305056045	0.0984281790189596	0.014015748513355	0.000177349161578829	0.0102240327197751	0.00931996494188284	0.0161738629299688	0.00685389798808598
0.0076487552557048	0.0614286032877678	0.120360722487833	0.142896030551976	0.0225353080641431	0.000198255899740517	0.0134362526866643	0.0360548191157569	0.0517014554499868	0.0156466363342299
0.00382896958392575	0.0266151699963109	0.0477366784295935	0.0495655338920398	0.00182885546244627	6.65956151782154e-05	0.00301468179765567	0.00798961752856393	0.00744043054735273	-0.000549186981211202
0.00288183107499193	0.0193830852855117	0.00916089311653867	0.0106956467109381	0.00153475359439942	9.36918997048084e-05	0.00304749041549643	0.00403202813594716	0.00279596025456755	-0.00123606788137961
0.00853588527459424	0.054756559690089	0.119245291886279	0.123785971354103	0.00454067946782402	0.000369507292701265	0.0218766073975369	0.0795923102168081	0.11718446825788	0.0375921580410717
0.00287870581709669	0.0171479161919633	0.00508689017407037	0.00394821269334192	-0.00113867748072845	6.5200352555519e-05	0.00368136296271232	0.000779003072207199	0.000940800795940865	0.000161797723733665
0.00549769314583212	0.0543505704950429	0.0140121552218264	0.0280308506465452	0.0140186954247188	6.99647457647007e-05	0.00727233325835295	0.0011989701056691	0.00467746720778998	0.00347849710212087
0.00471930663429093	0.0351979394096202	0.0286166917016912	0.035712597359388	0.00709590565769687	4.21768506557291e-05	0.00445831360984266	0.000934225944702255	0.00370424219545127	0.00277001625074902
0.0170866088233274	0.111464601031303	0.136109947643521	0.186699226646779	0.0505892790032583	0.00102470045022148	0.0418985288372314	0.0751991666425676	0.141460366450932	0.0662611998083644
0.0117537704043814	0.08134631023002	0.146909441226174	0.173622112269085	0.0267126710429101	0.000383298356036875	0.0191786592560655	0.0645047012872479	0.0907362056342068	0.026231504346959
0.0109721888216614	0.0851973422296828	0.0915570662360138	0.115116991049804	0.0235599248137898	0.000294705608379982	0.0174643206541635	0.0416755366530223	0.0569024332813438	0.0152268966283215
-0.00215353078275995	-0.00977217312584657	0.00897924199481146	0.00322797222646186	-0.0057512697683496	-0.000104528065904928	-0.00423734961187181	0.014429446053707	0.00753451787025281	-0.00689492818345423
0.00326397480946805	0.0225706573410043	0.0153142690525169	0.0160260198340691	0.000711750781552193	1.76808229770002e-05	0.00146162150767319	0.000238438814778676	0.000696646995738872	0.000458208180960196
0.00797009673121525	0.0539002530936015	0.107707909940843	0.10481207867534	-0.00289583126550291	0.000245091863235513	0.0120651932761257	0.0416400326710776	0.0424498431874988	0.000809810516421219
0.0046739075714382	0.0386857527709507	0.0294098929755889	0.0400409832859413	0.0106310903103524	5.9305462468174e-05	0.00570073424952822	0.0016619953927578	0.00545632989343415	0.00379433450067635
