LR1_coefficients_null_raster	LR1_coefficients_SES_affluence_R	LR1_R2_null_raster	LR1_R2_SES_affluence_R	LR1_Q_SES_affluence_R	LR2_coefficients_null_raster	LR2_coefficients_SES_affluence_R	LR2_R2_null_raster	LR2_R2_SES_affluence_R	LR2_Q_SES_affluence_R
0.0051558864384021	8.20232563061867e-05	0.04849073608163	0.0479888804380697	-0.000501855643560312	0.000169700186984084	4.92847868830324e-08	0.0322709126953177	0.0384444546803797	0.00617354198506202
0.00413505003969747	5.8735654070501e-05	0.0358432668669227	0.0276446750163877	-0.008198591850535	0.00014553960025195	3.1046271021813e-08	0.0201623103622211	0.0147121232801119	-0.0054501870821092
0.00458595065211012	5.92204264812233e-05	0.0319195396424104	0.0235168280684504	-0.00840271157395999	0.0001086198540589	1.38155688772115e-08	0.00830693781726387	0.00282476022616628	-0.00548217759109758
0.0154680570404742	0.000172729843196657	0.13565921441336	0.0733656801980276	-0.0622935342153322	0.000733814924840671	1.06165561175666e-07	0.0584117744420475	0.0258410259099704	-0.0325707485320771
0.0113555668013313	0.00016944827769039	0.0844124305056045	0.0640530289426315	-0.020359401562973	0.000177349161578829	4.3027192450462e-08	0.00931996494188284	0.00609714590636119	-0.00322281903552165
0.0076487552557048	0.000102569518514908	0.120360722487833	0.0955875557649037	-0.0247731667229295	0.000198255899740517	3.98959972772068e-08	0.0360548191157569	0.0282170477895109	-0.00783777132624595
0.00382896958392575	5.42845862150919e-05	0.0477366784295935	0.0392194965184276	-0.00851718191116589	6.65956151782154e-05	1.80591044527838e-08	0.00798961752856393	0.00872519193151244	0.000735574402948511
0.00288183107499193	3.83355567218992e-05	0.00916089311653867	0.0057910730619974	-0.00336982005454126	9.36918997048084e-05	1.90997345746621e-08	0.00403202813594716	0.00259606033685059	-0.00143596779909658
0.00853588527459424	0.000122002569819506	0.119245291886279	0.0935188645714533	-0.0257264273148255	0.000369507292701265	6.3395862238809e-08	0.0795923102168081	0.0484490160345756	-0.0311432941822326
0.00287870581709669	3.37248181445136e-05	0.00508689017407037	0.00301529544701447	-0.0020715947270559	6.5200352555519e-05	1.53203576557681e-08	0.000779003072207199	0.00079480173009542	1.57986578882202e-05
0.00549769314583212	3.95889470174256e-05	0.0140121552218264	0.00319921520029492	-0.0108129400215315	6.99647457647007e-05	4.95857887430675e-09	0.0011989701056691	0.000101648212678438	-0.00109732189299067
0.00471930663429093	6.32903261388759e-05	0.0286166917016912	0.0216347250984084	-0.0069819666032828	4.21768506557291e-05	7.66455069490468e-09	0.000934225944702255	0.000572347940594511	-0.000361878004107744
0.0170866088233274	0.000212160724479207	0.136109947643521	0.0622255634401797	-0.073884384203341	0.00102470045022148	1.78483142200269e-07	0.0751991666425676	0.0188274792079475	-0.0563716874346201
0.0117537704043814	0.000151733854681053	0.146909441226174	0.0897849019906116	-0.0571245392355628	0.000383298356036875	7.88193412202477e-08	0.0645047012872479	0.0373664298443352	-0.0271382714429126
0.0109721888216614	0.000142326350482394	0.0915570662360138	0.0602455896161221	-0.0313114766198917	0.000294705608379982	6.44996820867236e-08	0.0416755366530223	0.030274339735481	-0.0114011969175413
-0.00215353078275995	-3.56020369232975e-05	0.00897924199481146	0.011594729716776	0.00261548772196455	-0.000104528065904928	-2.4816151849166e-08	0.014429446053707	0.0159877405555862	0.00155829450187913
0.00326397480946805	5.01006343629843e-05	0.0153142690525169	0.0138585271856722	-0.00145574186684466	1.76808229770002e-05	1.7380025940632e-09	0.000238438814778676	3.59601591422524e-05	-0.000202478655636424
0.00797009673121525	0.000109969288747955	0.107707909940843	0.0876273974168492	-0.0200805125239938	0.000245091863235513	5.012494132276e-08	0.0416400326710776	0.0311080203609668	-0.0105320123101108
0.0046739075714382	5.45428252657141e-05	0.0294098929755889	0.0177653394421326	-0.0116445535334564	5.9305462468174e-05	5.60786003728122e-09	0.0016619953927578	0.000295852197521564	-0.00136614319523624
0.0106230133218402	0.000164790642596296	0.0671533338645169	0.0517010597449693	-0.0154522741195476	0.000391280866981243	1.24871269736807e-07	0.0255795240232217	0.02312574149223	-0.00245378253099172
0.00388689459422557	2.3600309691041e-05	0.0118593146108175	0.00199292008853227	-0.00986639452228522	1.62145605526373e-06	-1.61944190276855e-08	7.50771867084878e-07	0.0015227910212148	0.00152204024934771
