null_raster,SES_affluence_C
1,51.4089975298548
1,51.2032514665185
1,52.3374480023796
1,50.1477266008204
1,50.3939387697162
1,54.3718684422488
1,53.6819919169634
1,51.3831411559006
1,52.6771484231049
1,51.2008025732385
1,52.091269322804
1,51.8130076571209
1,55.2462839746172
1,51.675675160176
1,52.2658222536498
1,50.806200925694
1,51.102249016791
1,52.6161611383612
1,52.2048186681357
1,52.3071889067008
1,50.900199033543
1,52.0721241019623
1,52.1627902319265
1,53.4096379452441
1,50.8971186979317
1,51.0980387743782
1,53.4999993681908
1,52.7441855364068
1,52.709401228489
1,52.7932484421549
1,51.3067478226738
1,52.2269934203727
1,51.8492564183132
1,51.8032123381833
1,52.414140735973
1,51.1048212711166
1,54.5645465630327
1,51.9803915335462
1,50.9019601597505
1,52.4348780777281
1,53.1084333212979
1,55.5548650611261
1,49.9775046132093
1,50.0476184844971
1,51.378787224943
1,53.6709396411211
1,52.2380946786063
1,52.2061398280294
1,50.9999993642171
1,52.5337417579136
1,50.9999993915207
1,51.7070702177105
1,52.5250538969352
1,51.931676343361
1,50.9999993832525
1,50.7058817919563
1,50.892472568635
1,52.5594536073027
1,53.0080317072121
1,52.4403286333437
1,53.1084331834173
1,52.6064251129886
1,51.4930961766892
1,51.6097554579014
1,52.79640664883
1,52.9157082897493
1,53.540649844379
1,51.9202447668906
1,51.4192866799217
1,52.3131308584502
1,52.4583328485489
1,51.6903347263675
1,51.2096431180366
1,54.4810121753548
1,51.5020074959261
1,52.458332824707
1,52.7932483576521
1,52.1530392484845
1,52.5527945927211
1,53.8769836312249
1,50.789028904106
1,52.1044171459703
1,51.5050501043146
1,50.7991962547762
1,52.4880947271983
1,52.0912692206246
1,51.3267967373717
1,50.789028976537
1,52.1316866227138
1,53.0325198755032
1,52.5337418398243
1,53.1212117513021
1,51.5780340205727
1,53.6915108580027
1,53.7777773198627
1,53.484471469192
1,53.0576127370199
1,52.321137719038
1,51.4219403810139
1,51.6862739899579
