LR1_coefficients_null_raster	LR1_coefficients_layer_C	LR1_R2_null_raster	LR1_R2_layer_C	LR1_Q_layer_C	LR2_coefficients_null_raster	LR2_coefficients_layer_C	LR2_R2_null_raster	LR2_R2_layer_C	LR2_Q_layer_C
0.00900567904249643	0.0153160120028447	0.0852539411500502	0.00392678612578032	-0.0813271550242699	0.000249312213201075	0.00239206841161265	0.0318336213661083	0.000892162349815797	-0.0309414590162925
0.00709261107629482	0.0256755108283033	0.0449666710408697	0.0113760978376667	-0.033590573203203	0.000224017770843076	0.00719210679992463	0.0165605544880432	0.00622895407424511	-0.0103316004137981
0.00769847013371499	0.0076868900331957	0.0335535666281145	0.00105277545413294	-0.0325007911739816	0.000196993991523941	0.00190353466524889	0.00738478822588077	0.000642593302161342	-0.00674219492371943
0.0079298758932325	0.0249093431594993	0.055084576564951	0.010841771275015	-0.0442428052899359	0.000188869855617948	0.00442016934162965	0.012215939462694	0.00394807344599933	-0.00826786601669462
0.0101198371814072	0.0370695800966136	0.06595186519419	0.0163419983913536	-0.0496098668028364	0.000253950686140568	0.00854096586124858	0.0153472086003539	0.00653646511970577	-0.00881074348064809
0.0103815247285852	0.0384372412356938	0.102746853337434	0.0239438402192805	-0.0788030131181535	0.000359120810372496	0.015093463603756	0.0473112432349294	0.0247446335743508	-0.0225666096605786
0.00913742416651822	0.0153498649505338	0.0841101821855359	0.00394349181242044	-0.0801666903731154	0.000246866085276892	0.00771152432058433	0.0239262214007748	0.00629932708809163	-0.0176268943126832
0.00542119302342565	0.0227334242227274	0.0269398561823459	0.0084032646571103	-0.0185365915252356	0.00017305460116603	0.00471210009719845	0.0112881689540197	0.00286195330146152	-0.00842621565255814
0.01539722801696	0.0145153958629307	0.165467990766538	0.00493248476775667	-0.160535505998782	0.000652824867390547	0.00321042570951763	0.0927988747130182	0.00291093247204255	-0.0898879422409756
0.010737504343198	0.00870310568758207	0.0585023553875123	0.00101995055444129	-0.057482404833071	0.000323571059226193	0.000367473865428136	0.0190144301448975	1.88854859609239e-05	-0.0189955446589366
0.00549878992216957	0.0257289444843039	0.0245849513592039	0.00784731235424947	-0.0167376390049544	9.87359729298432e-05	0.0128760685392055	0.00381890307275877	0.0130570523416814	0.00923814926892266
0.0115261337160456	0.0172795514561284	0.122926690580589	0.0059421827172817	-0.116984507863307	0.000367525632975245	0.00317772997314052	0.055723259915491	0.00213654714043817	-0.0535867127750528
0.0127863386901262	0.00884150387775177	0.0995359562127789	0.00113828106716576	-0.0983976751456132	0.000457433698441386	0.00260744248471362	0.0457991643310933	0.000825616504087878	-0.0449735478270054
0.0100008336131982	0.0420365220072648	0.0844613490272275	0.0290399727661579	-0.0554213762610696	0.000288374849994646	0.0128689274788493	0.0317780312418189	0.0180866454653284	-0.0136913857764906
0.0111541222942896	0.0207287921922452	0.0743417296413102	0.00651471977396711	-0.0678270098673431	0.000322477723366209	0.0036587673720407	0.0241370622302761	0.00177064621506507	-0.022366416015211
0.000783351558969244	0.00192054034121812	0.00116282351688106	7.45496505383276e-05	-0.00108827386634274	2.18234724131565e-05	0.000489711160820959	0.000695173986111855	4.21084808581532e-05	-0.000653065505253702
0.00877267361114184	0.0172402695347086	0.0556724246546388	0.00480140093570585	-0.050871023718933	0.00025601475533184	0.00726191873091909	0.0159534394381643	0.00630895142744621	-0.00964448801071812
0.0115574832127823	0.0242916675886939	0.0953785462426279	0.01160456123311	-0.0837739850095179	0.00039216720633382	0.00420353585593649	0.0410470455932175	0.00302649085572777	-0.0380205547374897
0.00874457227931466	0.0163817346175412	0.0616370359087082	0.00663700366981824	-0.05500003223889	0.000220282374965409	0.0033111061771351	0.0155137885765447	0.00256401851235095	-0.0129497700641937
0.0138010025868565	0.0297879933730318	0.120164968680673	0.0147743129924267	-0.105390655688246	0.000457240538488876	0.00700174324798818	0.04707667355608	0.00897999703453773	-0.0380966765215423
0.00732603451696526	0.00698777415643362	0.0340578194716023	0.000773835653525852	-0.0332839838180764	0.000175454073976617	0.00290100693254992	0.00651692443953273	0.00115712617359555	-0.00535979826593718
0.00923983757470773	0.019363575072007	0.0731552822760087	0.00665754736184499	-0.0664977349141637	0.000233236234231444	0.00399724666384365	0.019593422121112	0.00217986460698422	-0.0174135575141278
0.0115298829587093	0.0383745770760196	0.0967952936282223	0.0214114783085155	-0.0753838153197068	0.000384205908874961	0.0128210242624131	0.0463471263200099	0.0197884743787798	-0.0265586519412301
0.00950378985738997	0.0123671826674841	0.0647233213387936	0.00207873886753471	-0.0626445824712589	0.000274852080694606	0.00313955570729822	0.0200303267275124	0.0010762085925774	-0.018954118134935
0.00808775639550999	0.0209783431689848	0.0471747793510105	0.00545224823933257	-0.0417225311116779	0.000191334587806279	0.00767987776557222	0.0106573660685388	0.00521879250961192	-0.00543857355892692
0.000172055566317573	-0.0149191108046067	6.44512320803755e-05	0.00526152310433196	0.00519707187225158	1.4544014468291e-05	-0.00519268853938956	0.000322030739924693	0.00544249319251334	0.00512046245258865
0.0122532806180355	0.0344845928804075	0.0869044944489116	0.0208079155363101	-0.0660965789126014	0.000435726434191198	0.00688120317232441	0.0347461497206748	0.0101045176496678	-0.024641632071007
0.00781442047339453	0.00733185936052632	0.053647509824598	0.00117105101014204	-0.052476458814456	0.00025341847669129	0.000502768435918687	0.0177349223897723	6.11280074581026e-05	-0.0176737943823142
0.0111382179985864	0.0439770666558849	0.0855927492099293	0.0234490857980762	-0.0621436634118531	0.000398066197785136	0.00817309059468015	0.0389847628601244	0.00721531431862805	-0.0317694485414964
0.0096871422586595	0.0200942434728624	0.0769642420850322	0.00615840772527977	-0.0708058343597524	0.000292557275413538	0.00454522513234589	0.0298198109218206	0.002439711833633	-0.0273800990881876
0.00967355187011707	0.0655604869326484	0.0628763232484028	0.0744889282471693	0.0116126049987665	0.000310857428258632	0.0237881419838928	0.0232677252495418	0.0804556665548376	0.0571879413052958
0.00907980251524384	0.0195245020638298	0.0517536296777454	0.00632468672399927	-0.0454289429537461	0.000214756229448185	0.00613673581968892	0.0113994995185511	0.00739530408961779	-0.00400419542893327
0.0113843060549225	0.0481238141404785	0.0933118304352608	0.039995852728813	-0.0533159777064478	0.000424943661941255	0.0184722643629802	0.0477283033619184	0.0413708317508011	-0.00635747161111724
0.00978050094496967	0.0287613296816978	0.0695302223449934	0.010212634303028	-0.0593175880419654	0.000239373227480533	0.00981820285907449	0.017515453111449	0.00846927326249068	-0.00904617984895829
0.00678519885948498	0.0272971724672719	0.0372620822555771	0.0137777425738434	-0.0234843396817336	0.000152564892776077	0.00985171356378661	0.00795040119972657	0.0177533480601482	0.00980294686042163
0.0127286359851017	0.0317428947463217	0.133783123697302	0.0210800363552465	-0.112703087342056	0.000502926505743407	0.0125444300324261	0.0697977744779401	0.0213897246639875	-0.0484080498139526
0.0112602270594974	0.0293601212777709	0.086547636544227	0.0128718662381921	-0.0736757703060349	0.00037216666430003	0.00612508874358659	0.0333561130844231	0.00482843136161289	-0.0285276817228102
0.00856683643327433	0.017769359696961	0.0538787002476506	0.00463771793797126	-0.0492409823096793	0.000245326010949206	0.00585421118824594	0.0189437792232228	0.00379882145480053	-0.0151449577684223
0.0136006381239392	0.0199826617794701	0.10018124424252	0.00450700857961256	-0.095674235662907	0.00042308037735539	0.00449494526402589	0.0369190169278085	0.00193112405482452	-0.0349878928729839
0.0122864417672659	0.0175280676748987	0.094712685802353	0.00792390408538502	-0.0867887817169679	0.000500757267812108	0.000915824867997573	0.0506886843828041	0.00030827364228149	-0.0503804107405227
0.010898687134436	0.013751422417304	0.0995825312907245	0.0045530487550591	-0.0950294825356654	0.000348666586329737	0.00255059825117512	0.0463574759402492	0.00244531817189687	-0.0439121577683523
-0.000533065071626186	0.0117925685789542	0.000477026870193344	0.00305790141973334	0.00258087454953999	-3.15358285608135e-05	-0.000838052481033709	0.00119088848766585	0.000133695260291106	-0.00105719322737475
0.00946293148923709	0.0157731986325742	0.0633454303610236	0.00320524189772592	-0.0601401884632977	0.000340765876440199	0.00783943689499494	0.0295064694750335	0.00530777997412167	-0.0241986895009118
0.0100492005824731	-0.00691422373213383	0.0681280239122392	0.000776467656449537	-0.0673515562557897	0.000386023889704748	-0.0029634460999689	0.0339833893386279	0.00105492435389047	-0.0329284649847374
-0.00197102728477867	0.000757304146657898	0.00822042065503412	1.13767007158162e-05	-0.0082090439543183	-8.51260250892255e-05	-0.00141059594741382	0.0112103974736272	0.000290353189505294	-0.0109200442841219
0.0135670651978163	0.0281820690008726	0.117961124199371	0.0134514701166517	-0.10450965408272	0.000486468128671655	0.00843019778537061	0.0491684230916519	0.0145162104750384	-0.0346522126166136
0.0112430934604722	0.0310410962242826	0.0872885800098165	0.0154746106970566	-0.0718139693127599	0.000302239388248344	0.00788796832548108	0.0270583639543293	0.0120138386237204	-0.0150445253306089
-0.00216576252817825	0.00411121293637247	0.00817952313914375	0.00028904526803891	-0.00789047787110484	-8.80239484732593e-05	-0.000323764158595787	0.00927595582557812	1.14671503457836e-05	-0.00926448867523233
0.00775422200172493	0.0157749794377067	0.0543487694729445	0.0052079329828183	-0.0491408364901262	0.000193444000632052	0.00508683159946183	0.0146810390823555	0.00423910914997605	-0.0104419299323794
0.0116219757620537	0.0150969629155831	0.0844004294624659	0.00470771264766228	-0.0796927168148036	0.000323274684712628	0.00417450979947646	0.0240845405256576	0.00388661735936256	-0.020197923166295
0.0084593401870678	0.0065115086068334	0.0460409353771091	0.000656437517037714	-0.0453844978600714	0.000208135311045554	0.00263659222524715	0.0114565359884936	0.00118743179403171	-0.0102691041944619
-4.35861404800432e-05	-0.00124690942644046	4.26166840343076e-06	2.90241954435583e-05	2.47625270401276e-05	1.47725903942945e-05	0.00176604238655686	0.000336293469163889	0.000531517327199517	0.000195223858035628
0.00982171171265964	0.0121097817763636	0.07880811650395	0.00346828987693809	-0.0753398266270119	0.000261062790642795	0.00225649924909541	0.0241705229799365	0.00116952741205758	-0.0230009955678789
-0.00163364391984651	0.0134205061124359	0.00490303054087387	0.00352165930163136	-0.00138137123924251	-4.56264716292817e-05	0.0061735146355018	0.00301483572468682	0.00493632158063714	0.00192148585595032
0.0117048524787198	0.0325381712460751	0.09540810379438	0.0168490896759224	-0.0785590141184576	0.000373174415687887	0.0124255458793595	0.0356751825341114	0.0152436247832549	-0.0204315577508565
0.00689569550109653	0.0142582234984266	0.0488588018341763	0.00363263322682869	-0.0452261686073476	0.000191880076784807	0.00453660404884559	0.0165584357286513	0.00294038214055123	-0.0136180535881001
-0.000673382319759763	-0.0148244066075713	0.000944978741994723	0.00388035749268381	0.00293537875068909	-2.91315011061923e-05	-0.00771908706120831	0.0013804974413025	0.00717191712202663	0.00579141968072413
0.00852478298317885	-0.00360094489793048	0.0587776932428248	0.000202105529213788	-0.058575587713611	0.000213048441929108	3.23034605518817e-05	0.0168122602124338	2.2387300914706e-07	-0.0168120363394247
0.0102723898713271	0.0125293426449868	0.0867860237934003	0.00295810588341308	-0.0838279179099872	0.000326765645925349	0.00240720720099557	0.034655377016708	0.000715812097482598	-0.0339395649192254
0.0075958867873294	-0.00245790931542026	0.0368960110609676	0.000108937426925968	-0.0367870736340416	0.000167150317034703	-0.0015585286000254	0.00757998803163474	0.000347867222037294	-0.00723212080959745
0.00757641189795046	0.035323646850597	0.0576792046257643	0.0152562723638508	-0.0424229322619134	0.000197152529062449	0.0115665439383377	0.0169444898447681	0.0106119222701522	-0.00633256757461594
0.0120022102160223	0.0434969712495976	0.13647168159863	0.0315095422350825	-0.104962139363547	0.000431928691262112	0.0148963216234633	0.068651891756655	0.022549167166756	-0.0461027245898991
0.00860093165090527	0.0309788874445388	0.0550784429202031	0.0193805841343251	-0.035697858785878	0.000227958815712676	0.00557706848453532	0.0139319492248791	0.00896346146630939	-0.00496848775856969
0.0107931362920628	0.00647019842695982	0.0775319511985372	0.000711502170182644	-0.0768204490283545	0.000402435646075989	0.00238383687573378	0.0386282855468616	0.000674879028172731	-0.0379534065186889
0.00866971465400798	0.0341076576963399	0.0654148682882418	0.0278334992105668	-0.0375813690776749	0.000247706955476418	0.0102949581475213	0.0222113172713078	0.022847761525221	0.000636444253913213
0.0113523767380482	0.0142577112593465	0.104590163212359	0.00307901817807803	-0.101511145034281	0.000381898623327539	0.00566139167301971	0.0440358515269514	0.00411733994921604	-0.0399185115777354
0.0133067999295546	0.0198903856571909	0.104153225279824	0.00674795120886873	-0.097405274070955	0.0003699176493341	0.0036956782780351	0.0295193985109679	0.00315613080612993	-0.0263632677048379
