LR1_coefficients_null_raster	LR1_coefficients_layer_R	LR1_R2_null_raster	LR1_R2_layer_R	LR1_Q_layer_R	LR2_coefficients_null_raster	LR2_coefficients_layer_R	LR2_R2_null_raster	LR2_R2_layer_R	LR2_Q_layer_R
0.00900567904249643	0.00128593872671756	0.0852539411500502	0.038389656033117	-0.0468642851169333	0.000249312213201075	1.25528428875254e-05	0.0318336213661083	0.030366332302157	-0.00146728906395126
0.00709261107629482	0.00147612049502685	0.0449666710408697	0.0422923523092145	-0.00267431873165518	0.000224017770843076	1.5883898547086e-05	0.0165605544880432	0.022321875699409	0.00576132121136582
0.00769847013371499	0.00124602807534144	0.0335535666281145	0.0194045083555943	-0.0141490582725202	0.000196993991523941	1.42718192573718e-05	0.00738478822588077	0.0122517246076907	0.00486693638180997
0.0079298758932325	0.00187220820935746	0.055084576564951	0.0631858978661765	0.00810132130122556	0.000188869855617948	2.14538041354292e-05	0.012215939462694	0.0389173340854964	0.0267013946228025
0.0101198371814072	0.00165379970823631	0.06595186519419	0.0364133299991337	-0.0295385351950564	0.000253950686140568	1.67358094750462e-05	0.0153472086003539	0.018417581520767	0.00307037292041318
0.0103815247285852	0.00149672844988829	0.102746853337434	0.0481121541308057	-0.0546346992066283	0.000359120810372496	1.52893330152649e-05	0.0473112432349294	0.0255746532932394	-0.02173658994169
0.00913742416651822	0.00118129890587841	0.0841101821855359	0.0329692361898942	-0.0511409459956417	0.000246866085276892	1.17125344223124e-05	0.0239262214007748	0.0177066147327018	-0.00621960666807309
0.00542119302342565	0.000882557056299377	0.0269398561823459	0.0128183010763705	-0.0141215551059754	0.00017305460116603	1.21754948457903e-05	0.0112881689540197	0.0109630415028464	-0.000325127451173227
0.01539722801696	0.00160327113116449	0.165467990766538	0.0407996702058168	-0.124668320560722	0.000652824867390547	1.59713627891844e-05	0.0927988747130182	0.0195422473034032	-0.0732566274096149
0.010737504343198	0.00077638312910731	0.0585023553875123	0.00781172991131999	-0.0506906254761923	0.000323571059226193	9.37564121479239e-06	0.0190144301448975	0.00666136125389409	-0.0123530688910034
0.00549878992216957	0.00124126685558773	0.0245849513592039	0.0249990430083622	0.00041409164915826	9.87359729298432e-05	1.41448435089454e-05	0.00381890307275877	0.0153661542616644	0.0115472511889057
0.0115261337160456	0.00125863381568033	0.122926690580589	0.0329264152184351	-0.090000275362154	0.000367525632975245	1.40073528764637e-05	0.055723259915491	0.0206380429423999	-0.0350852169730911
0.0127863386901262	0.00220801663657504	0.0995359562127789	0.0652741893408716	-0.0342617668719073	0.000457433698441386	2.7287158255393e-05	0.0457991643310933	0.0474897459833817	0.00169058165228844
0.0100008336131982	0.00109725049819799	0.0844613490272275	0.020323163172846	-0.0641381858543815	0.000288374849994646	1.42201360248783e-05	0.0317780312418189	0.0179098400621829	-0.013868191179636
0.0111541222942896	0.00144957805157025	0.0743417296413102	0.0267869153974764	-0.0475548142438338	0.000322477723366209	1.51448900083141e-05	0.0241370622302761	0.0141072237550017	-0.0100298384752744
0.000783351558969244	0.000395582540987284	0.00116282351688106	0.00233553491838912	0.00117271140150806	2.18234724131565e-05	4.59171498736434e-06	0.000695173986111855	0.00211124502953652	0.00141607104342466
0.00877267361114184	0.00175122815331508	0.0556724246546388	0.0593936838226341	0.00372125916799521	0.00025601475533184	1.87062158102816e-05	0.0159534394381643	0.0361728192800203	0.0202193798418559
0.0115574832127823	0.00137091138939517	0.0953785462426279	0.0301280783667738	-0.0652504678758541	0.00039216720633382	1.61157334005709e-05	0.0410470455932175	0.0224451510164242	-0.0186018945767933
0.00874457227931466	0.00179698257075951	0.0616370359087082	0.0447110516355843	-0.0169259842731239	0.000220282374965409	2.42570699079006e-05	0.0155137885765447	0.032135133406659	0.0166213448301144
0.0138010025868565	0.00122172963955261	0.120164968680673	0.0233891158042843	-0.0967758528763884	0.000457240538488876	1.1294420348029e-05	0.04707667355608	0.0102897417190077	-0.0367869318370723
0.00732603451696526	0.000842853019084429	0.0340578194716023	0.00908656927395093	-0.0249712501976514	0.000175454073976617	7.93990910996761e-06	0.00651692443953273	0.00385466774096026	-0.00266225669857247
0.00923983757470773	0.00177585265991126	0.0731552822760087	0.055757189908706	-0.0173980923673027	0.000233236234231444	2.16650273199446e-05	0.019593422121112	0.0427039447652903	0.0231105226441783
0.0115298829587093	0.00128939846962374	0.0967952936282223	0.0265477942646274	-0.070247499363595	0.000384205908874961	1.47394082733246e-05	0.0463471263200099	0.0190633189937773	-0.0272838073262326
0.00950378985738997	0.0010830512870618	0.0647233213387936	0.0170212658219524	-0.0477020555168412	0.000274852080694606	1.44699035590954e-05	0.0200303267275124	0.0139208199218675	-0.00610950680564486
0.00808775639550999	0.000936072479103088	0.0471747793510105	0.0131092433276826	-0.0340655360233279	0.000191334587806279	1.16013592925637e-05	0.0106573660685388	0.00885900859766448	-0.00179835747087437
0.000172055566317573	9.00134053266685e-05	6.44512320803755e-05	0.00021628776108788	0.000151836529007504	1.4544014468291e-05	1.99549865392279e-06	0.000322030739924693	0.000924080327899405	0.000602049587974712
0.0122532806180355	0.000990834945652712	0.0869044944489116	0.0189284228311949	-0.0679760716177166	0.000435726434191198	6.85259722899596e-06	0.0347461497206748	0.0082015659201251	-0.0265445838005497
0.00781442047339453	0.00120811599408223	0.053647509824598	0.0312984366300286	-0.0223490731945694	0.00025341847669129	1.07457364483317e-05	0.0177349223897723	0.0129045643773529	-0.00483035801241938
0.0111382179985864	0.000983767665077911	0.0855927492099293	0.0125908167392723	-0.073001932470657	0.000398066197785136	1.0350262215226e-05	0.0389847628601244	0.005657648527433	-0.0333271143326914
0.0096871422586595	0.00137756576662448	0.0769642420850322	0.030802714333689	-0.0461615277513431	0.000292557275413538	1.54957840042047e-05	0.0298198109218206	0.0189269220888212	-0.0108928888329994
0.00967355187011707	0.000932004202776404	0.0628763232484028	0.0126877833541124	-0.0501885398942904	0.000310857428258632	1.24560228043405e-05	0.0232677252495418	0.00986448108651969	-0.0134032441630221
0.00907980251524384	0.00122594572029435	0.0517536296777454	0.0204182421370103	-0.0313353875407351	0.000214756229448185	1.29195129380782e-05	0.0113994995185511	0.00971573517172668	-0.00168376434682438
0.0113843060549225	0.00127673396101548	0.0933118304352608	0.0271762538138978	-0.0661355766213631	0.000424943661941255	1.22581276003547e-05	0.0477283033619184	0.0119269750158364	-0.035801328346082
0.00978050094496967	0.00210780115281837	0.0695302223449934	0.0647256260079015	-0.0048045963370919	0.000239373227480533	2.42301276154412e-05	0.017515453111449	0.04481159833841	0.027296145226961
0.00678519885948498	0.00143125301342132	0.0372620822555771	0.0339126419386902	-0.00334944031688689	0.000152564892776077	1.39165255651337e-05	0.00795040119972657	0.0142647717675541	0.00631437056782751
0.0127286359851017	0.00124882063558286	0.133783123697302	0.0329200721843353	-0.100863051512967	0.000502926505743407	1.30189919751974e-05	0.0697977744779401	0.0177650225808995	-0.0520327518970406
0.0112602270594974	0.000739188093928423	0.086547636544227	0.00797776554952369	-0.0785698709947033	0.00037216666430003	9.031292257847e-06	0.0333561130844231	0.0056313236024194	-0.0277247894820037
0.00856683643327433	0.00102265664349552	0.0538787002476506	0.0159191300171801	-0.0379595702304705	0.000245326010949206	1.0229718497002e-05	0.0189437792232228	0.00652933166234361	-0.0124144475608792
0.0136006381239392	0.00216706488404599	0.10018124424252	0.0539069000844404	-0.0462743441580791	0.00042308037735539	2.91089761396664e-05	0.0369190169278085	0.0447991960591395	0.00788017913133107
0.0122864417672659	0.00106356024169558	0.094712685802353	0.0164522311455919	-0.0782604546567611	0.000500757267812108	7.21684151587239e-06	0.0506886843828041	0.00404585960101779	-0.0466428247817864
