null_raster,layer_R
1,34.4470989761092
1,32.3993174061433
1,33.0819112627987
1,33.4232081911263
1,34.7883959044369
1,32.3993174061433
1,33.0819112627986
1,35.8122866894198
1,28.9863481228669
1,37.8600682593857
1,32.740614334471
1,33.7645051194539
1,30.6928327645051
1,34.7883959044369
1,31.7167235494881
1,30.7945205479452
1,31.3754266211604
1,36.8361774744027
1,31.3754266211604
1,35.1296928327645
1,31.7167235494881
1,34.7883959044369
1,33.7645051194539
1,35.1296928327645
1,35.8122866894198
1,34.2191780821918
1,33.4232081911263
1,34.4470989761092
1,33.0819112627986
1,33.0819112627986
1,31.3754266211604
1,33.4232081911263
1,34.1058020477816
1,33.7645051194539
1,30.6928327645051
1,35.4709897610922
1,31.0341296928328
1,31.0341296928328
1,34.4470989761092
1,32.740614334471
1,33.7645051194539
1,32.5068493150685
1,33.7645051194539
1,33.0819112627986
1,32.1643835616438
1,33.0819112627986
1,34.7883959044369
1,31.2405498281787
1,36.8361774744027
1,33.4232081911263
1,32.0580204778157
1,33.8767123287671
1,32.3993174061433
1,31.1369863013698
1,33.4232081911263
1,34.1058020477816
1,32.1643835616438
1,35.1296928327645
1,30.0102389078498
1,32.0580204778157
1,35.8122866894198
1,33.0819112627986
1,33.4232081911263
1,35.1296928327645
1,33.4232081911263
1,34.4470989761092
1,32.0580204778157
1,36.1535836177474
1,35.1296928327645
1,35.2465753424657
1,31.7167235494881
1,34.1058020477816
1,35.8122866894198
1,32.740614334471
1,34.2191780821918
1,30.4520547945205
1,32.740614334471
1,33.7645051194539
1,30.6928327645051
1,37.1774744027304
1,28.8350515463918
1,33.0819112627986
1,33.0819112627986
1,31.0341296928328
1,30.3515358361775
1,33.4232081911263
1,32.0580204778157
1,33.4232081911263
1,31.0341296928328
1,34.4470989761092
1,33.7645051194539
1,33.0819112627986
1,33.4232081911263
1,30.3515358361775
1,33.4232081911263
1,32.740614334471
1,28.6450511945393
1,34.4470989761092
1,29.6689419795222
1,34.1058020477816
