LR1_coefficients_null_raster	LR1_coefficients_per_pop_2025_CN_100m_R2025A_v1_R	LR1_R2_null_raster	LR1_R2_per_pop_2025_CN_100m_R2025A_v1_R	LR1_Q_per_pop_2025_CN_100m_R2025A_v1_R	LR2_coefficients_null_raster	LR2_coefficients_per_pop_2025_CN_100m_R2025A_v1_R	LR2_R2_null_raster	LR2_R2_per_pop_2025_CN_100m_R2025A_v1_R	LR2_Q_per_pop_2025_CN_100m_R2025A_v1_R
0.00808319879766488	2.98984559762002e-05	0.0680460808636331	0.0824899623629035	0.0144438814992704	0.000212659239937081	3.78538584066971e-09	0.023627947097201	0.0446621861903646	0.0210342390931637
0.00608534727201069	2.0756505284177e-05	0.0381397077429607	0.0429634362750715	0.00482372853211072	0.000192609715445078	2.81577727925647e-09	0.0148145802383847	0.0262681633381916	0.0114535830998069
0.00738076768061965	2.35614300540632e-05	0.0321266303103642	0.0335103276648023	0.00138369735443811	0.000189280336941092	2.48197274958589e-09	0.00750242136300959	0.0121794876976268	0.00467706633461718
0.00811271045593552	2.49049990392698e-05	0.0578309119084697	0.0539730736446797	-0.00385783826378997	0.000205016856727856	2.6258359459883e-09	0.0144653076724984	0.0202209258393646	0.00575561816686625
0.0104634706960162	3.56698174303552e-05	0.0711128838404799	0.079452824254398	0.00833994041391817	0.000268420950403798	3.59865908273779e-09	0.0160358134840423	0.025868156264777	0.00983234278073472
0.00907119670998722	3.0176908764604e-05	0.0813669899309473	0.0911060688301952	0.00973907889924795	0.00029139597136192	4.29698508366723e-09	0.0311639434100819	0.0569684295464308	0.0258044861363489
0.0091724832664205	2.80928087616265e-05	0.0855684691929471	0.0754193900713061	-0.010149079121641	0.000246446098959038	3.85030586158465e-09	0.0247088366031376	0.0410815500225426	0.016372713419405
0.00548105516758877	1.66407709972952e-05	0.028289211343838	0.0248929598446067	-0.00339625149923139	0.000183575923260575	2.10554791208477e-09	0.0133337110212833	0.0136192375263426	0.000285526505059325
0.0151899597263702	4.83000167935815e-05	0.190302431507655	0.178920791070321	-0.0113816404373339	0.00064139182321414	8.13101731467291e-09	0.109963256428143	0.139757350471209	0.0297940940430665
0.0104909344365721	3.37062790198472e-05	0.0663964975044658	0.0630722249490108	-0.00332427255545498	0.000338134391604518	4.64102094693021e-09	0.0251356525280022	0.0370762323924537	0.0119405798644515
0.00674856291572191	1.92818478074535e-05	0.0294649055518642	0.0238934962775876	-0.00557140927427658	0.000163540866379258	2.40410028085235e-09	0.00721958452587491	0.0124093336617048	0.00518974913582989
0.0106212300000533	3.46792992708231e-05	0.10377234325391	0.105991502853538	0.00221915959962829	0.000414800959400155	4.91678085243156e-09	0.0578918339026447	0.070934450474246	0.0130426165716013
0.0124770287553981	3.80990483385088e-05	0.109291478751312	0.106093533348756	-0.00319794540255557	0.000447393740039111	5.05849855394445e-09	0.0529820767374041	0.0619941605189005	0.00901208378149634
0.00898934727558691	2.44020160643364e-05	0.0864728902716362	0.0621862244333811	-0.0242866658382551	0.000242956554699919	2.82988943680966e-09	0.0308885281883874	0.0327979522412249	0.00190942405283748
0.0120477258849348	3.90397914704223e-05	0.0909727244137373	0.0925923974858571	0.00161967307211981	0.000372199377137748	4.58148385431504e-09	0.0346029745464403	0.0439293193425922	0.00932634479615191
0.000849417140460153	-8.11065462009582e-08	0.0012238240092659	8.95679584639357e-07	-0.00122292832968126	2.58298906885388e-05	-2.67987615150427e-10	0.000825886549563927	0.000630817006006248	-0.000195069543557679
0.00810870144926852	2.83347892856631e-05	0.051688771346754	0.0582850056515095	0.0065962343047555	0.000226607395678859	3.28128678122232e-09	0.014084661362641	0.0216934958075866	0.00760883444494559
0.0119020108333866	3.49413645042041e-05	0.117666396210233	0.105752957926023	-0.0119134382842095	0.000410395317127778	3.79005113873952e-09	0.0507852444403236	0.0428494209655025	-0.00793582347482113
0.00922739307723027	3.09006790298599e-05	0.072124097839926	0.0750175895118757	0.00289349167194965	0.000232356403148085	3.671757091381e-09	0.0185953226176453	0.034799083325154	0.0162037607075086
0.0146048560465441	4.2709262819823e-05	0.12865255829806	0.109605919928589	-0.0190466383694708	0.000534515642754631	6.62155985907229e-09	0.0587306517637898	0.0765733661900778	0.017842714426288
0.00729126988219223	2.0652963727574e-05	0.0355694551422681	0.0290611136277542	-0.00650834151451393	0.000185509457902966	1.72628733177613e-09	0.00791171498395932	0.0070334813386457	-0.000878233645313616
0.00905536804078099	3.26993507398823e-05	0.0782448878904037	0.0929036552699103	0.0146587673795065	0.000226084276552859	4.15246023679048e-09	0.0212363049999869	0.0466576247457237	0.0254213197457368
0.0110824247547033	3.46113344764485e-05	0.0971841583181063	0.0913896591051604	-0.00579449921294584	0.000395179979909362	5.07712026441509e-09	0.0523728037671781	0.0664248831681807	0.0140520794010026
0.00911080241145539	2.73232538829898e-05	0.0682823840617667	0.0662798465135193	-0.00200253754824742	0.000274805408521151	3.35928706024231e-09	0.0232750341106697	0.0382011758946875	0.0149261417840177
0.00973938085207329	2.54599923750801e-05	0.0560644332921603	0.0437011419207961	-0.0123632913713642	0.000303477327100822	3.10773756477194e-09	0.0179924368921741	0.0201848415308368	0.00219240463866268
0.00176763958696843	5.64433499576742e-06	0.005704352822913	0.00537651362348666	-0.000327839199426343	9.54392757150417e-05	7.38576152420468e-10	0.0101220623756911	0.00561166849415922	-0.00451039388153189
0.0121148627056104	3.82508019483356e-05	0.118230133156309	0.115964741276881	-0.00226539187942838	0.000445499125423884	5.62826626463069e-09	0.053265232982112	0.0680013667514303	0.0147361337693183
0.00777234978902806	2.49529347496426e-05	0.0612357521240559	0.065786859159319	0.00455110703526312	0.000261611805448135	2.98899290785068e-09	0.0223827167455275	0.0299729774725293	0.00759026072700174
0.00841906308984085	2.47758050953333e-05	0.0630533410389613	0.0547850806258057	-0.00826826041315554	0.000298396083265777	3.67201842514331e-09	0.0304623160533562	0.0371117784503995	0.00664946239704333
0.00891883224183054	3.0695951425147e-05	0.0740671730939548	0.0789213627571869	0.00485418966323209	0.000259726803362717	4.24834486381061e-09	0.0276613928019114	0.0493187139037808	0.0216573211018694
