LR1_coefficients_null_raster	LR1_coefficients_per_pop_2025_CN_100m_R2025A_v1_C	LR1_R2_null_raster	LR1_R2_per_pop_2025_CN_100m_R2025A_v1_C	LR1_Q_per_pop_2025_CN_100m_R2025A_v1_C	LR2_coefficients_null_raster	LR2_coefficients_per_pop_2025_CN_100m_R2025A_v1_C	LR2_R2_null_raster	LR2_R2_per_pop_2025_CN_100m_R2025A_v1_C	LR2_Q_per_pop_2025_CN_100m_R2025A_v1_C
0.00808319879766488	0.365793887990047	0.0680460808636331	0.051834132848225	-0.0162119480154081	0.000212659239937081	0.451649583330759	0.023627947097201	0.0134029081596318	-0.0102250389375692
0.00608534727201069	0.268372469750639	0.0381397077429607	0.0305825730522208	-0.00755713469073998	0.000192609715445078	0.132605958281048	0.0148145802383847	0.00180806717196307	-0.0130065130664216
0.00738076768061965	0.349351598834931	0.0321266303103642	0.0313982235809322	-0.000728406729432023	0.000189280336941092	0.370439230538599	0.00750242136300959	0.00695074577160475	-0.000551675591404842
0.00811271045593552	0.444514132493971	0.0578309119084697	0.0634876614986709	0.00565674959020121	0.000205016856727856	0.776360035469147	0.0144653076724984	0.0223284189858203	0.00786311131332195
0.0104634706960162	0.405570998638293	0.0711128838404799	0.0503540365294776	-0.0207588473110023	0.000268420950403798	0.257430821839934	0.0160358134840423	0.00448269445299192	-0.0115531190310503
0.00907119670998722	0.455788060904986	0.0813669899309473	0.0715981672445182	-0.00976882268642905	0.00029139597136192	0.86498846424803	0.0311639434100819	0.0274079251119194	-0.0037560182981625
0.0091724832664205	0.478330094086006	0.0855684691929471	0.0852137825484139	-0.000354686644533211	0.000246446098959038	0.788563510007658	0.0247088366031376	0.0260374193677184	0.00132858276458083
0.00548105516758877	0.218816954206005	0.028289211343838	0.0194409232634938	-0.00884828808034426	0.000183575923260575	0.292268318245102	0.0133337110212833	0.00632153908284701	-0.00701217193843627
0.0151899597263702	0.607988173721949	0.190302431507655	0.148533501307494	-0.0417689302001608	0.00064139182321414	1.03810098549725	0.109963256428143	0.0686668881482528	-0.04129636827989
0.0104909344365721	0.435964554618628	0.0663964975044658	0.050409556526163	-0.0159869409783028	0.000338134391604518	0.468112811802877	0.0251356525280022	0.0118462666675491	-0.0132893858604531
0.00674856291572191	0.320494245358381	0.0294649055518642	0.0296531668687282	0.000188261316863982	0.000163540866379258	0.25568166764746	0.00721958452587491	0.00478311627434378	-0.00243646825153113
0.0106212300000533	0.401047306129501	0.10377234325391	0.067501461451054	-0.0362708818028555	0.000414800959400155	0.776237464172137	0.0578918339026447	0.037030637911793	-0.0208611959908516
0.0124770287553981	0.53041617961274	0.109291478751312	0.0854611580692942	-0.0238303206820176	0.000447393740039111	0.595928848688557	0.0529820767374041	0.0288282756044932	-0.024153801132911
0.00898934727558691	0.548394005964179	0.0864728902716362	0.114266542628867	0.0277936523572312	0.000242956554699919	0.976062745185278	0.0308885281883874	0.0526720828044484	0.021783554616061
0.0120477258849348	0.566007340844386	0.0909727244137373	0.074405303874444	-0.0165674205392933	0.000372199377137748	1.10292594710331	0.0346029745464403	0.0372567082986432	0.00265373375220288
0.000849417140460153	0.0572952100330244	0.0012238240092659	0.00242495672332354	0.00120113271405764	2.58298906885388e-05	0.0717879536642124	0.000825886549563927	0.00182359619838334	0.000997709648819415
