null_raster,SES_affluence_R
1,23.5255972696246
1,23.5255972696246
1,24.0034129692833
1,24.4129692832765
1,23.1160409556314
1,27.0068259385666
1,26.6655290102389
1,25.0273037542662
1,23.7986348122867
1,23.7986348122867
1,24.6860068259386
1,23.9351535836177
1,25.1638225255973
1,21.6143344709898
1,23.3890784982935
1,24.4246575342466
1,23.320819112628
1,24.617747440273
1,24.481228668942
1,22.7064846416382
1,23.7303754266212
1,25.0955631399317
1,25.3003412969283
1,25.3003412969283
1,23.0477815699659
1,24.3561643835616
1,24.481228668942
1,25.7098976109215
1,23.3890784982935
1,23.7303754266212
1,23.457337883959
1,24.0716723549488
1,22.9795221843003
1,24.2081911262799
1,24.481228668942
1,22.7747440273037
1,27.1433447098976
1,22.5017064846416
1,24.1399317406143
1,22.5017064846416
1,25.0955631399317
1,26.0684931506849
1,22.5699658703072
1,24.2081911262799
1,25.3835616438356
1,24.0034129692833
1,25.778156996587
1,22.6494845360825
1,23.1160409556314
1,24.2764505119454
1,23.2525597269625
1,24.0821917808219
1,22.8430034129693
1,23.6712328767123
1,23.7986348122867
1,24.0034129692833
1,22.1643835616438
1,25.4368600682594
1,25.0273037542662
1,24.0716723549488
1,25.0955631399317
1,24.7542662116041
1,24.4129692832765
1,23.7986348122867
1,25.0273037542662
1,26.1194539249147
1,25.0955631399317
1,23.8668941979522
1,22.9795221843003
1,24.4931506849315
1,23.7986348122867
1,24.5494880546075
1,22.8430034129693
1,24.8225255972696
1,24.0821917808219
1,23.8767123287671
1,23.7303754266211
1,23.457337883959
1,24.0034129692833
1,25.9146757679181
1,22.5807560137457
1,24.4129692832765
1,23.8668941979522
1,23.5255972696246
1,24.9590443686007
1,24.6860068259386
1,22.0921501706485
1,22.4334470989761
1,23.8668941979522
1,24.7542662116041
1,24.2764505119454
1,24.9590443686007
1,25.0273037542662
1,24.7542662116041
1,25.8464163822526
1,24.617747440273
1,24.481228668942
1,24.2764505119454
1,22.8430034129693
1,24.6860068259386
