ident;lat;long;y_proj;x_proj;ingreso_economico
1.25.9-1; ; ;-1.516416327;20763369.87;B
1.25.9-1;-16.44766549;-71.53078696;-1946869.4;2838312.414;B
1.25.9-1;-16.44777469;-71.53082421;-1946881.756;2838306.761;B
1.25.9-1;-16.44819323;-71.53069943;-1946932.494;2838315.427;B
1.25.9-1;-16.44824228;-71.53032108;-1946943.035;2838357.67;B
1.25.9-1;-16.4473947;-71.53020601;-1946844.933;2838381.81;B
1.25.9-1;-16.4468088;-71.53004191;-1946778.186;2838408.081;B
1.25.9-1;-16.44674223;-71.53014175;-1946769.105;2838397.635;B
1.25.9-1;-16.44707341;-71.5302352;-1946806.825;2838382.707;B
1.25.9-1;-16.44723286;-71.53031975;-1946824.486;2838371.035;B
1.25.9-1;-16.44756724;-71.53039172;-1946862.853;2838358.501;B
1.25.9-1;-16.44771945;-71.53044933;-1946880.003;2838349.978;B
1.25.9-1;-16.44767901;-71.53055313;-1946873.942;2838338.742;B
1.25.9-1;-16.44751012;-71.53061995;-1946853.26;2838333.378;B
1.25.9-1;-16.44713343;-71.53047175;-1946810.887;2838355.108;B
1.25.9-1;-16.44718601;-71.53035586;-1946818.527;2838367.556;B
1.25.9-1;-16.44666514;-71.53020272;-1946759.279;2838391.733;B
1.25.9-1;-16.44647574;-71.53065607;-1946731.305;2838342.824;B
1.25.9-1;-16.44735752;-71.53129069;-1946826.863;2838259.347;B
1.25.10-15; ; ;-1.516416327;20763369.87;B
1.25.10-15;-16.45494612;-71.53115138;-1947719.97;2838175.78;B
1.25.10-15;-16.45518357;-71.53119887;-1947747.26;2838167.287;B
1.25.10-15;-16.45516704;-71.53087769;-1947749.377;2838203.908;B
1.25.10-15;-16.45523976;-71.53014118;-1947767.227;2838286.436;B
1.25.10-15;-16.45509771;-71.52991486;-1947753.402;2838313.949;B
1.25.10-15;-16.45504068;-71.52965276;-1947750.016;2838344.404;B
1.25.10-15;-16.45500899;-71.52963514;-1947746.517;2838346.816;B
1.25.10-15;-16.45483153;-71.53040158;-1947715.986;2838262.267;B
1.25.10-15;-16.45472466;-71.53095115;-1947696.487;2838201.375;B
1.25.10-15;-16.45495025;-71.53100498;-1947722.304;2838192.319;B
1.25.10-16; ; ;-1.516416327;20763369.87;B
1.25.10-16;-16.45467323;-71.53093653;-1947690.632;2838203.706;B
1.25.10-16;-16.45477086;-71.53039139;-1947708.989;2838264.217;B
1.25.10-16;-16.45486586;-71.53006474;-1947724.274;2838299.997;B
1.25.10-16;-16.45494181;-71.52979221;-1947736.641;2838329.892;B
1.25.10-16;-16.45496447;-71.52964403;-1947741.175;2838346.392;B
1.25.10-16;-16.45468218;-71.52976255;-1947706.519;2838336.654;B
1.25.10-16;-16.45437336;-71.53018522;-1947664.904;2838292.791;B
1.25.10-16;-16.45415771;-71.53080336;-1947631.762;2838225.551;B
1.25.10-17; ; ;-1.516416327;20763369.87;B
1.25.10-17;-16.4527198;-71.53146539;-1947454.502;2838169.341;B
1.25.10-17;-16.45336273;-71.53122162;-1947533.1;2838188.553;B
1.25.10-17;-16.45396496;-71.53119517;-1947604.171;2838183.665;B
1.25.10-17;-16.45431022;-71.5302126;-1947657.141;2838290.515;B
1.25.10-17;-16.45427811;-71.53018749;-1947653.688;2838293.781;B
1.25.10-17;-16.45378429;-71.53037599;-1947593.302;2838278.883;B
1.25.10-17;-16.45252444;-71.53118135;-1947435.144;2838204.094;B
1.25.10-18; ; ;-1.516416327;20763369.87;B
1.25.10-18;-16.45596658;-71.52923919;-1947863.999;2838379.154;B
1.25.10-18;-16.45508502;-71.52959547;-1947755.949;2838350.316;B
1.25.10-18;-16.45527369;-71.5301187;-1947771.496;2838288.539;B
1.25.10-18;-16.45521103;-71.53113616;-1947751.277;2838174.035;B
1.25.10-18;-16.4557194;-71.53107092;-1947811.814;2838174.773;B
1.25.10-18;-16.45541586;-71.53182122;-1947766.68;2838093.705;B
1.25.10-18;-16.45577126;-71.53191231;-1947807.272;2838078.726;B
1.25.10-18;-16.45590022;-71.53140375;-1947828.846;2838134.679;B
1.25.10-18;-16.45669807;-71.53149366;-1947921.425;2838114.04;B
1.25.10-18;-16.45711437;-71.5298416;-1947991.203;2838295.839;B
1.25.10-18;-16.45625917;-71.52962259;-1947893.52;2838331.864;B
1.25.10-18;-16.45622175;-71.52925212;-1947893.807;2838374.345;B
1.25.10-19; ; ;-1.516416327;20763369.87;B
1.25.10-19;-16.45632367;-71.52926686;-1947905.592;2838371.34;B
1.25.10-19;-16.45632815;-71.52959305;-1947901.995;2838334.309;B
1.25.10-19;-16.45710711;-71.52977848;-1947991.147;2838303.088;B
1.25.10-19;-16.45704992;-71.52929226;-1947990.576;2838358.948;B
1.25.10-20; ; ;-1.516416327;20763369.87;B
1.25.10-20;-16.4583245;-71.53175257;-1948109.187;2838063.392;B
1.25.10-20;-16.45861662;-71.53115686;-1948151.029;2838127.085;B
