ident;lat;long;y_proj;x_proj;ingreso_economico
6.92.35-121; ; ;-1.516416327;20763369.87;D
6.92.35-121;-16.30216864;-72.17068008;-1921901.382;2767737.434;D
6.92.35-121;-16.30214067;-72.17037303;-1921901.818;2767772.498;D
6.92.35-121;-16.30128079;-72.17026013;-1921802.521;2767796.021;D
6.92.35-121;-16.30131846;-72.17075691;-1921800.928;2767739.386;D
6.92.35-122; ; ;-1.516416327;20763369.87;D
6.92.35-122;-16.302176;-72.1708451;-1921900.249;2767718.686;D
6.92.35-122;-16.30138911;-72.17095212;-1921806.84;2767716.432;D
6.92.35-122;-16.30148001;-72.17180868;-1921807.133;2767618.457;D
6.92.35-122;-16.30229093;-72.17165196;-1921903.955;2767626.03;D
6.92.35-123; ; ;-1.516416327;20763369.87;D
6.92.35-123;-16.30193705;-72.17478626;-1921824.663;2767276.113;D
6.92.35-123;-16.30290574;-72.17481024;-1921937.769;2767261.286;D
6.92.35-123;-16.30282103;-72.17459833;-1921930.413;2767286.302;D
6.92.35-123;-16.30160152;-72.17441123;-1921789.916;2767322.709;D
6.92.35-123;-16.30048835;-72.17401537;-1921664.388;2767381.385;D
6.92.35-123;-16.29973825;-72.17369448;-1921580.456;2767427.045;D
6.92.35-123;-16.29986329;-72.17470382;-1921582.901;2767311.371;D
6.92.35-124; ; ;-1.516416327;20763369.87;D
6.92.35-124;-16.30100573;-72.17325627;-1921734.123;2767460.733;D
6.92.35-124;-16.29981419;-72.1733737;-1921593.221;2767462.361;D
6.92.35-124;-16.3001409;-72.1737151;-1921627.342;2767419.678;D
6.92.35-124;-16.30061766;-72.17380852;-1921682.025;2767403.153;D
6.92.35-124;-16.30111762;-72.17380425;-1921740.602;2767397.383;D
6.92.35-125; ; ;-1.516416327;20763369.87;D
6.92.35-125;-16.30137478;-72.17209073;-1921791.407;2767587.885;D
6.92.35-125;-16.29959125;-72.17233777;-1921579.637;2767582.267;D
6.92.35-125;-16.29968813;-72.17328433;-1921579.543;2767474.042;D
6.92.35-125;-16.30147612;-72.17304102;-1921791.789;2767479.184;D
6.92.35-126; ; ;-1.516416327;20763369.87;D
6.92.35-126;-16.30133894;-72.17188585;-1921789.686;2767611.496;D
6.92.35-126;-16.30119373;-72.17095727;-1921783.906;2767718.294;D
6.92.35-126;-16.29946285;-72.17121876;-1921578.124;2767710.385;D
6.92.35-126;-16.2996187;-72.17220275;-1921584.481;2767597.189;D
6.92.35-127; ; ;-1.516416327;20763369.87;D
6.92.35-127;-16.30116289;-72.17082348;-1921781.913;2767733.806;D
