ident;lat;long;y_proj;x_proj;ingreso_economico
1.11.30-4; ; ;-1.516416327;20763369.87;B
1.11.30-4;-16.38287685;-71.50918109;-1939531.203;2841609.197;B
1.11.30-4;-16.38294199;-71.50912704;-1939539.537;2841614.477;B
1.11.30-4;-16.38300324;-71.50900259;-1939548.302;2841627.791;B
1.11.30-4;-16.38248721;-71.50856777;-1939493.157;2841683.845;B
1.11.30-4;-16.38245165;-71.5086109;-1939488.436;2841679.418;B
1.11.30-4;-16.38197265;-71.50818274;-1939437.558;2841734.232;B
1.11.30-4;-16.38194531;-71.50820232;-1939434.099;2841732.368;B
1.11.30-4;-16.3818615;-71.50830049;-1939423.015;2841722.328;B
1.11.30-4;-16.38183295;-71.50842657;-1939418.071;2841708.401;B
1.11.30-4;-16.38276088;-71.50916164;-1939517.824;2841612.918;B
1.11.18-5; ; ;-1.516416327;20763369.87;C
1.11.18-5;-16.38195399;-71.51297094;-1939375.016;2841191.43;C
1.11.18-5;-16.38151077;-71.51258333;-1939327.831;2841241.176;C
1.11.18-5;-16.380954;-71.51337425;-1939252.454;2841158.743;C
1.11.18-5;-16.38101922;-71.5134136;-1939259.62;2841153.43;C
1.11.18-5;-16.38116431;-71.51341342;-1939276.668;2841151.556;C
1.11.18-5;-16.38133138;-71.51345303;-1939295.797;2841144.883;C
1.11.18-5;-16.38157686;-71.51348206;-1939324.269;2841138.386;C
1.11.18-6; ; ;-1.516416327;20763369.87;C
1.11.18-6;-16.38142464;-71.51251436;-1939318.581;2841250.123;C
1.11.18-6;-16.38100074;-71.51215086;-1939273.362;2841296.881;C
1.11.18-6;-16.38038478;-71.51310965;-1939188.914;2841196.183;C
1.11.18-6;-16.38083505;-71.51337927;-1939238.416;2841159.728;C
1.11.18-7; ; ;-1.516416327;20763369.87;C
1.11.18-7;-16.38152392;-71.51239658;-1939331.729;2841262.184;C
1.11.18-7;-16.38222939;-71.51135067;-1939427.79;2841371.593;C
1.11.18-7;-16.38179727;-71.51098829;-1939381.591;2841418.333;C
1.11.18-7;-16.38107074;-71.51201593;-1939283.286;2841311.271;C
1.11.18-8; ; ;-1.516416327;20763369.87;C
1.11.18-8;-16.38203994;-71.51282635;-1939386.937;2841206.707;C
1.11.18-8;-16.3827602;-71.51180415;-1939484.437;2841313.233;C
1.11.18-8;-16.38230894;-71.51143109;-1939436.123;2841361.434;C
1.11.18-8;-16.38160572;-71.51245636;-1939340.586;2841254.336;C
1.11.18-17; ; ;-1.516416327;20763369.87;C
1.11.18-17;-16.38283276;-71.51168361;-1939494.48;2841325.957;C
1.11.18-17;-16.38332146;-71.51096293;-1939560.978;2841401.309;C
1.11.18-17;-16.38359716;-71.51057249;-1939598.289;2841441.99;C
1.11.18-17;-16.38315123;-71.51017648;-1939550.891;2841492.725;C
1.11.18-17;-16.38238881;-71.51128957;-1939447.29;2841376.441;C
1.11.18-18; ; ;-1.516416327;20763369.87;C
1.11.18-18;-16.38230992;-71.51123426;-1939438.719;2841383.744;C
1.11.18-18;-16.38284956;-71.51043318;-1939512.214;2841467.551;C
1.11.18-18;-16.38306513;-71.51012136;-1939541.471;2841500.1;C
1.11.18-18;-16.38261188;-71.50974217;-1939493;2841549.024;C
1.11.18-18;-16.38187226;-71.51086619;-1939391.94;2841431.202;C
1.11.18-19; ; ;-1.516416327;20763369.87;C
1.11.18-19;-16.38177754;-71.5107903;-1939381.769;2841441.046;C
1.11.18-19;-16.38226942;-71.51009001;-1939448.382;2841514.046;C
1.11.18-19;-16.38253507;-71.50966428;-1939484.959;2841558.86;C
