ident;lat;long;y_proj;x_proj;ingreso_economico
1.4.246-37; ; ;-1.516416327;20763369.87;D
1.4.246-37;-16.31300429;-71.55412115;-1930758.221;2837421.245;D
1.4.246-37;-16.31298404;-71.5532296;-1930767.011;2837522.642;D
1.4.246-37;-16.31297979;-71.55224929;-1930778.793;2837633.9;D
1.4.246-37;-16.3133448;-71.55223638;-1930821.831;2837630.63;D
1.4.246-37;-16.31333256;-71.55174023;-1930826.608;2837687.071;D
1.4.246-37;-16.31256243;-71.55155454;-1930738.47;2837718.127;D
1.4.246-37;-16.31260741;-71.55412906;-1930711.503;2837425.496;D
1.4.247-1; ; ;-1.516416327;20763369.87;D
1.4.247-1;-16.31133137;-71.55826949;-1930509.757;2836972.372;D
1.4.247-1;-16.31142516;-71.55781777;-1930526.43;2837022.397;D
1.4.247-1;-16.31097182;-71.5577215;-1930474.385;2837039.196;D
1.4.247-1;-16.3107984;-71.5581189;-1930449.038;2836996.365;D
1.4.247-3; ; ;-1.516416327;20763369.87;D
1.4.247-3;-16.31271142;-71.55865547;-1930667.027;2836910.693;D
1.4.247-3;-16.31291048;-71.5581446;-1930696.807;2836966.062;D
1.4.247-3;-16.31245602;-71.55806018;-1930644.482;2836981.531;D
1.4.247-3;-16.31241589;-71.55807088;-1930639.635;2836980.838;D
1.4.247-3;-16.31224676;-71.55851535;-1930614.202;2836932.613;D
1.4.247-4; ; ;-1.516416327;20763369.87;D
1.4.247-4;-16.31112991;-71.55860677;-1930481.869;2836936.725;D
1.4.247-4;-16.3110381;-71.5588682;-1930467.811;2836908.26;D
1.4.247-4;-16.3111274;-71.55889603;-1930477.952;2836903.946;D
1.4.247-4;-16.31121959;-71.55862981;-1930492.114;2836932.949;D
1.4.247-5; ; ;-1.516416327;20763369.87;D
1.4.247-5;-16.3113673;-71.55898375;-1930505.033;2836890.884;D
1.4.247-5;-16.31147404;-71.55868465;-1930521.317;2836923.428;D
1.4.247-5;-16.31131915;-71.55863803;-1930503.707;2836930.726;D
1.4.247-5;-16.31121982;-71.55893552;-1930488.313;2836898.268;D
1.4.247-6; ; ;-1.516416327;20763369.87;D
1.4.247-6;-16.31165187;-71.55874663;-1930541.428;2836914.092;D
1.4.247-6;-16.31156038;-71.55871653;-1930531.059;2836918.693;D
1.4.247-6;-16.31147122;-71.55898987;-1930517.163;2836888.843;D
1.4.247-6;-16.31155554;-71.5590168;-1930526.731;2836884.695;D
1.4.247-7; ; ;-1.516416327;20763369.87;D
1.4.247-7;-16.311871;-71.55880555;-1930566.43;2836904.568;D
1.4.247-7;-16.31178629;-71.55877926;-1930556.809;2836908.648;D
1.4.247-7;-16.31169187;-71.55904306;-1930542.415;2836879.948;D
1.4.247-7;-16.31178269;-71.55907327;-1930552.704;2836875.344;D
1.4.247-8; ; ;-1.516416327;20763369.87;D
1.4.247-8;-16.31200141;-71.55912909;-1930577.696;2836866.176;D
1.4.247-8;-16.31210022;-71.55886171;-1930592.652;2836895.224;D
1.4.247-8;-16.31200175;-71.55883735;-1930581.391;2836899.264;D
1.4.247-8;-16.31190731;-71.55910643;-1930566.927;2836869.966;D
1.4.247-10; ; ;-1.516416327;20763369.87;D
1.4.247-10;-16.31187177;-71.55924123;-1930561.065;2836855.136;D
1.4.247-10;-16.3118203;-71.55941796;-1930552.806;2836835.756;D
1.4.247-10;-16.31191272;-71.5594387;-1930563.402;2836832.206;D
1.4.247-10;-16.31195944;-71.55926411;-1930571.077;2836851.404;D
1.4.247-11; ; ;-1.516416327;20763369.87;D
1.4.247-11;-16.31174521;-71.55920715;-1930546.626;2836860.643;D
1.4.247-11;-16.31164612;-71.55918435;-1930535.272;2836864.514;D
1.4.247-11;-16.31155042;-71.55945482;-1930520.644;2836835.075;D
1.4.247-11;-16.31164464;-71.55948656;-1930531.314;2836830.253;D
1.4.247-12; ; ;-1.516416327;20763369.87;D
1.4.247-12;-16.31142247;-71.55911861;-1930509.825;2836874.872;D
1.4.247-12;-16.31132682;-71.5593961;-1930495.114;2836844.635;D
1.4.247-12;-16.31142816;-71.5594132;-1930506.804;2836841.381;D
1.4.247-12;-16.3115259;-71.55914331;-1930521.665;2836870.728;D
1.4.247-13; ; ;-1.516416327;20763369.87;D
1.4.247-13;-16.31120521;-71.55936133;-1930481.265;2836850.155;D
1.4.247-13;-16.31130183;-71.55907999;-1930496.138;2836880.817;D
1.4.247-13;-16.31121699;-71.55906115;-1930486.408;2836884.054;D
1.4.247-13;-16.31111524;-71.55932385;-1930471.167;2836855.574;D
1.4.247-14; ; ;-1.516416327;20763369.87;D
1.4.247-14;-16.31099693;-71.5590023;-1930461.296;2836893.582;D
1.4.247-14;-16.31089404;-71.5592663;-1930445.905;2836864.97;D
1.4.247-14;-16.31098883;-71.55929358;-1930456.697;2836860.646;D
1.4.247-14;-16.31108597;-71.5590196;-1930471.538;2836890.466;D
1.4.247-15; ; ;-1.516416327;20763369.87;D
1.4.247-15;-16.31077226;-71.55894167;-1930435.665;2836903.374;D
1.4.247-15;-16.31068461;-71.55920239;-1930422.105;2836874.936;D
1.4.247-15;-16.31076727;-71.55923338;-1930431.426;2836870.348;D
1.4.247-15;-16.31086894;-71.55896705;-1930446.703;2836899.241;D
1.4.247-16; ; ;-1.516416327;20763369.87;D
1.4.247-16;-16.31054588;-71.55917629;-1930406.136;2836879.695;D
1.4.247-16;-16.31064612;-71.55890752;-1930421.275;2836908.883;D
1.4.247-16;-16.31055571;-71.55888096;-1930410.989;2836913.068;D
1.4.247-16;-16.31046394;-71.5591408;-1930396.955;2836884.783;D
1.4.247-17; ; ;-1.516416327;20763369.87;D
1.4.247-17;-16.31080129;-71.55961595;-1930430.631;2836826.51;D
1.4.247-17;-16.31032138;-71.5594701;-1930376.086;2836849.278;D
1.4.247-17;-16.3102004;-71.55985256;-1930357.088;2836807.462;D
1.4.247-17;-16.31064917;-71.55998976;-1930408.083;2836786.079;D
1.4.247-18; ; ;-1.516416327;20763369.87;D
1.4.247-18;-16.31030602;-71.56052777;-1930361.04;2836729.5;D
1.4.247-18;-16.31053026;-71.56021085;-1930391.348;2836762.543;D
1.4.247-18;-16.31057761;-71.56006654;-1930398.716;2836778.298;D
1.4.247-18;-16.31014761;-71.55992805;-1930349.942;2836799.583;D
1.4.247-18;-16.30999052;-71.56040361;-1930325.535;2836747.674;D
1.4.248-1; ; ;-1.516416327;20763369.87;D
1.4.248-1;-16.31055166;-71.55804361;-1930420.998;2837008.106;D
1.4.248-1;-16.31070058;-71.55762581;-1930443.722;2837053.568;D
1.4.248-1;-16.30992106;-71.5573505;-1930355.605;2837094.906;D
1.4.248-1;-16.30977339;-71.55774339;-1930333.339;2837052.252;D
