ident;lat;long;y_proj;x_proj;ingreso_economico
6.92.18-2; ; ;-1.516416327;20763369.87;D
6.92.18-2;-16.33135659;-72.18676531;-1925123.604;2765553.85;D
6.92.18-2;-16.3316473;-72.1872113;-1925152.238;2765499.803;D
6.92.18-2;-16.33199114;-72.18703441;-1925194.624;2765515.49;D
6.92.18-2;-16.33157164;-72.18625543;-1925154.94;2765608.785;D
6.92.18-2;-16.33050686;-72.18599268;-1925033.485;2765651.814;D
6.92.18-2;-16.33037672;-72.18649891;-1925012.131;2765596.228;D
6.92.18-2;-16.33121211;-72.18669071;-1925107.595;2765564.09;D
6.92.18-3; ; ;-1.516416327;20763369.87;D
6.92.18-3;-16.33242105;-72.1864528;-1925251.977;2765575.842;D
6.92.18-3;-16.33168224;-72.18629443;-1925167.414;2765602.992;D
6.92.18-3;-16.33207911;-72.18696535;-1925205.755;2765522.193;D
6.92.18-3;-16.33255701;-72.18668344;-1925265.102;2765548.072;D
6.92.18-4; ; ;-1.516416327;20763369.87;D
6.92.18-4;-16.33250279;-72.18790736;-1925243.957;2765410.42;D
6.92.18-4;-16.33204349;-72.18712067;-1925199.708;2765505.085;D
6.92.18-4;-16.33170077;-72.18733258;-1925157.031;2765485.426;D
6.92.18-4;-16.33216245;-72.1881258;-1925201.48;2765389.993;D
6.92.18-5; ; ;-1.516416327;20763369.87;D
6.92.18-5;-16.33259683;-72.18713403;-1925264.314;2765496.646;D
6.92.18-5;-16.33271766;-72.18692522;-1925280.983;2765518.733;D
6.92.18-5;-16.33256157;-72.1867955;-1925264.281;2765535.349;D
6.92.18-5;-16.33213255;-72.18706237;-1925210.838;2765510.558;D
6.92.18-5;-16.33259559;-72.18786774;-1925255.298;2765413.736;D
6.92.18-5;-16.33290143;-72.18768743;-1925293.276;2765430.285;D
6.92.18-7; ; ;-1.516416327;20763369.87;D
6.92.18-7;-16.33257573;-72.18802056;-1925251.126;2765396.712;D
6.92.18-7;-16.332236;-72.18822778;-1925208.856;2765377.546;D
6.92.18-7;-16.3326786;-72.18901366;-1925251.16;2765283.183;D
6.92.18-7;-16.33302164;-72.18879595;-1925293.944;2765303.494;D
6.92.18-8; ; ;-1.516416327;20763369.87;D
6.92.18-8;-16.33295685;-72.18776906;-1925298.776;2765420.365;D
6.92.18-8;-16.3326526;-72.18795619;-1925260.902;2765403.025;D
6.92.18-8;-16.33310567;-72.188745;-1925304.396;2765308.2;D
6.92.18-8;-16.33342922;-72.18857356;-1925344.339;2765323.526;D
6.92.18-9; ; ;-1.516416327;20763369.87;D
6.92.18-9;-16.33335573;-72.1875283;-1925348.376;2765442.583;D
6.92.18-9;-16.33302231;-72.18773527;-1925306.846;2765423.365;D
6.92.18-9;-16.33349094;-72.18853941;-1925351.976;2765326.612;D
6.92.18-9;-16.33381516;-72.18832499;-1925392.518;2765346.786;D
6.92.18-10; ; ;-1.516416327;20763369.87;D
6.92.18-10;-16.33387879;-72.18841341;-1925398.897;2765335.997;D
6.92.18-10;-16.33353939;-72.18862515;-1925356.611;2765316.315;D
6.92.18-10;-16.33397624;-72.18937389;-1925398.69;2765226.223;D
6.92.18-10;-16.33432073;-72.18918152;-1925441.338;2765243.651;D
6.92.18-11; ; ;-1.516416327;20763369.87;D
6.92.18-11;-16.33346749;-72.18866091;-1925347.763;2765313.173;D
6.92.18-11;-16.33318093;-72.1888517;-1925311.914;2765295.198;D
6.92.18-11;-16.33360003;-72.18959686;-1925351.96;2765205.732;D
6.92.18-11;-16.33390237;-72.18941044;-1925389.603;2765223.016;D
6.92.18-12; ; ;-1.516416327;20763369.87;D
6.92.18-12;-16.33350605;-72.18966327;-1925340.157;2765199.403;D
6.92.18-12;-16.33306993;-72.18889372;-1925298.414;2765291.84;D
6.92.18-12;-16.33272815;-72.18910151;-1925255.898;2765272.634;D
6.92.18-12;-16.33316254;-72.18987315;-1925297.414;2765179.984;D
6.92.18-13; ; ;-1.516416327;20763369.87;D
6.92.18-13;-16.33287289;-72.18956486;-1925267.237;2765218.453;D
6.92.18-13;-16.33263499;-72.18916235;-1925244.258;2765266.924;D
6.92.18-13;-16.33146501;-72.18990512;-1925098.336;2765197.623;D
6.92.18-13;-16.33185188;-72.19020219;-1925140.026;2765159.204;D
6.92.18-14; ; ;-1.516416327;20763369.87;D
6.92.18-14;-16.33136567;-72.18997459;-1925085.869;2765191.015;D
6.92.18-14;-16.33108467;-72.19013865;-1925050.995;2765175.99;D
6.92.18-14;-16.33180859;-72.19070304;-1925128.905;2765103.14;D
6.92.18-14;-16.33210759;-72.19054242;-1925165.844;2765117.55;D
6.92.18-15; ; ;-1.516416327;20763369.87;D
6.92.18-15;-16.33307332;-72.19126876;-1925270.099;2765023.369;D
6.92.18-15;-16.33228149;-72.19066979;-1925184.659;2765100.978;D
6.92.18-15;-16.33209653;-72.19091297;-1925160.07;2765075.809;D
6.92.18-15;-16.33289154;-72.19152297;-1925245.749;2764996.914;D
6.92.18-16; ; ;-1.516416327;20763369.87;D
6.92.18-16;-16.3336241;-72.18985721;-1925351.63;2765176.006;D
6.92.18-16;-16.33329041;-72.1900698;-1925310.002;2765156.158;D
6.92.18-16;-16.33372127;-72.19084273;-1925351.089;2765063.407;D
6.92.18-16;-16.33407963;-72.19063012;-1925395.604;2765082.949;D
6.92.18-17; ; ;-1.516416327;20763369.87;D
6.92.18-17;-16.33401964;-72.18961476;-1925400.858;2765198.455;D
6.92.18-17;-16.33372577;-72.18979962;-1925364.227;2765181.242;D
6.92.18-17;-16.33414452;-72.19055557;-1925404.101;2765090.563;D
6.92.18-17;-16.33445061;-72.19037341;-1925442.13;2765107.318;D
6.92.18-18; ; ;-1.516416327;20763369.87;D
6.92.18-18;-16.3344228;-72.18937876;-1925450.9;2765220.08;D
6.92.18-18;-16.3340934;-72.18958313;-1925409.873;2765201.107;D
6.92.18-18;-16.33452766;-72.19035744;-1925451.341;2765108.158;D
