LR1_coefficients_null_raster	LR1_coefficients_SES_class_R	LR1_R2_null_raster	LR1_R2_SES_class_R	LR1_Q_SES_class_R	LR2_coefficients_null_raster	LR2_coefficients_SES_class_R	LR2_R2_null_raster	LR2_R2_SES_class_R	LR2_Q_SES_class_R
0.0051558864384021	7.0501162349642e-06	0.04849073608163	0.0457228667501031	-0.00276786933152692	0.000169700186984084	2.95882385688723e-10	0.0322709126953177	0.0256704323043184	-0.00660048039099932
0.00413505003969747	5.90130962973754e-06	0.0358432668669227	0.0380501763935197	0.00220690952659701	0.00014553960025195	3.39680111934028e-10	0.0201623103622211	0.0256718299357579	0.00550951957353676
0.00458595065211012	7.65037974202706e-06	0.0319195396424104	0.0399869326418382	0.00806739299942782	0.0001086198540589	3.80059817475396e-10	0.00830693781726387	0.0190877845925326	0.0107808467752687
0.0154680570404742	2.6334387948439e-05	0.13565921441336	0.204624103466687	0.0689648890533276	0.000733814924840671	2.5365640343565e-09	0.0584117744420475	0.146697771310215	0.0882859968681673
0.0113555668013313	1.58435427353332e-05	0.0844124305056045	0.0959279855490203	0.0115155550434158	0.000177349161578829	3.99421556444732e-10	0.00931996494188284	0.0145332476915575	0.00521328274967464
0.0076487552557048	1.24100299917741e-05	0.120360722487833	0.134980453512272	0.0146197310244386	0.000198255899740517	5.63621449235141e-10	0.0360548191157569	0.0482741519084855	0.0122193327927286
0.00382896958392575	5.5978245136819e-06	0.0477366784295935	0.051484172892988	0.00374749446339451	6.65956151782154e-05	1.37952239708745e-10	0.00798961752856393	0.00832286136786378	0.000333243839299854
0.00288183107499193	4.31054975086796e-06	0.00916089311653867	0.0121876856458919	0.00302679252935326	9.36918997048084e-05	1.41750610513768e-10	0.00403202813594716	0.0030467341444101	-0.000985293991537063
0.00853588527459424	1.09216935795782e-05	0.119245291886279	0.116458334844451	-0.00278695704182802	0.000369507292701265	9.0517343078872e-10	0.0795923102168081	0.113144279404028	0.0335519691872202
0.00287870581709669	5.08150609428463e-06	0.00508689017407037	0.00792933115226212	0.00284244097819175	6.5200352555519e-05	2.39533858112338e-10	0.000779003072207199	0.00212714223125817	0.00134813915905097
0.00549769314583212	1.16492836027147e-05	0.0140121552218264	0.0306836235244305	0.016671468302604	6.99647457647007e-05	2.74787800019934e-10	0.0011989701056691	0.00406769060282855	0.00286872049715945
0.00471930663429093	7.48219241517481e-06	0.0286166917016912	0.036968196638217	0.00835150493652578	4.21768506557291e-05	2.06429928500585e-10	0.000934225944702255	0.00404317701550659	0.00310895107080434
0.0170866088233274	2.32256285554655e-05	0.136109947643521	0.181505902928834	0.0453959552853133	0.00102470045022148	1.70000209013673e-09	0.0751991666425676	0.119698406762296	0.0444992401197288
0.0117537704043814	1.68750396431225e-05	0.146909441226174	0.17374507970292	0.0268356384767452	0.000383298356036875	8.69814019200203e-10	0.0645047012872479	0.096982398491882	0.0324776972046342
0.0109721888216614	1.74373523238565e-05	0.0915570662360138	0.117659993087555	0.0261029268515412	0.000294705608379982	7.13534627568383e-10	0.0416755366530223	0.0563641348436414	0.0146885981906191
-0.00215353078275995	-2.48361327000348e-06	0.00897924199481146	0.0048542691102109	-0.00412497288460057	-0.000104528065904928	-2.16078365671767e-10	0.014429446053707	0.0104167179915592	-0.00401272806214785
0.00326397480946805	4.395512617655e-06	0.0153142690525169	0.0139666835868758	-0.00134758546564109	1.76808229770002e-05	4.98515092817169e-11	0.000238438814778676	0.000436868562938562	0.000198429748159886
0.00797009673121525	1.13923030967186e-05	0.107707909940843	0.109680983704255	0.00197307376341231	0.000245091863235513	4.95902233789521e-10	0.0416400326710776	0.041132103902955	-0.00050792876812266
0.0046739075714382	7.73028690876526e-06	0.0294098929755889	0.0374080819996399	0.00799818902405091	5.9305462468174e-05	2.4046063352096e-10	0.0016619953927578	0.00536120975316608	0.00369921436040828
0.0106230133218402	1.38225364872384e-05	0.0671533338645169	0.0740844559115832	0.00693112204706635	0.000391280866981243	6.1878156972308e-10	0.0255795240232217	0.0269453264811097	0.00136580245788794
0.00388689459422557	9.62265736542863e-06	0.0118593146108175	0.0343945731383126	0.0225352585274951	1.62145605526373e-06	3.44279267983862e-10	7.50771867084878e-07	0.00625229250402079	0.00625154173215371
0.0109263980795533	1.51528612263934e-05	0.11478219267572	0.102935546580276	-0.0118466460954445	0.000450619733616713	9.14792308074112e-10	0.0652376152051968	0.054038298566108	-0.0111993166390888
