null_raster,SES_class_R
NA,852.027397260274
NA,795.520547945205
NA,882.849315068493
NA,832.058020477816
NA,824.630136986301
NA,688.713310580205
NA,739.907849829352
NA,834.333333333333
NA,704.071672354949
NA,881.13698630137
NA,747.575342465753
NA,881.13698630137
NA,772.331058020478
NA,772.331058020478
NA,855.452054794521
NA,853.739726027397
NA,821.205479452055
NA,762.168384879725
NA,915.383561643836
NA,814.993174061433
NA,811.580204778157
NA,803.047781569966
NA,790.383561643836
NA,739.013698630137
NA,876
NA,759.561643835617
NA,713.328767123288
NA,754.424657534247
NA,780.863481228669
NA,787.689419795222
NA,908.216494845361
NA,820.112627986348
NA,776.684931506849
NA,834.904109589041
NA,720.178082191781
NA,847.41638225256
NA,831.479452054794
NA,756.972696245734
NA,861.068259385666
NA,881.546075085324
NA,814.356164383561
NA,791.102389078498
NA,782.569965870307
NA,747.575342465753
NA,820.112627986348
NA,854.242320819113
NA,817.780821917808
NA,843.465753424657
NA,733.876712328767
NA,726.255972696246
NA,874.720136518771
NA,864.013698630137
NA,729.668941979522
NA,663.671232876712
NA,721.136518771331
NA,882.849315068493
NA,835.470989761092
NA,812.643835616439
NA,751.853242320819
NA,774.972602739726
NA,840.590443686007
NA,821.819112627986
NA,840.590443686007
NA,666.529010238908
NA,855.452054794521
NA,680.794520547945
NA,793.808219178083
NA,759.561643835616
NA,803.047781569966
NA,821.205479452055
NA,814.993174061433
NA,835.470989761092
NA,803.047781569966
NA,792.808873720137
NA,812.643835616439
NA,813.714776632302
NA,719.430034129693
NA,788.671232876712
NA,706.479452054794
NA,843.465753424657
NA,887.986301369863
NA,759.561643835617
NA,787.689419795222
NA,728.739726027397
NA,709.904109589041
NA,766.41095890411
NA,728.739726027397
NA,759.561643835617
NA,858.876712328767
NA,809.873720136519
NA,859.361774744027
NA,866.18771331058
NA,751
NA,792.095890410959
NA,864.481228668942
NA,758.679180887372
NA,825.232081911263
NA,850.829351535836
NA,821.819112627986
NA,669.941979522185
