null_raster,SES_class_C
NA,862.301369863014
NA,809.219178082191
NA,762.986301369863
NA,774.037542662116
NA,790.383561643836
NA,734.788395904437
NA,688.713310580205
NA,861.824742268041
NA,704.071672354949
NA,838.328767123287
NA,922.232876712329
NA,834.904109589041
NA,874.720136518771
NA,758.679180887372
NA,776.684931506849
NA,833.191780821918
NA,764.698630136986
NA,836.051546391752
NA,838.328767123287
NA,777.450511945392
NA,784.276450511946
NA,780.863481228669
NA,821.205479452055
NA,848.602739726027
NA,804.082191780822
NA,788.671232876712
NA,752.712328767123
NA,737.301369863014
NA,900.317406143345
NA,758.679180887372
NA,672.821305841925
NA,784.276450511945
NA,834.904109589041
NA,848.602739726027
NA,718.465753424657
NA,849.122866894198
NA,817.780821917808
NA,736.494880546075
NA,862.774744027304
NA,765.505119453925
NA,829.767123287671
NA,756.972696245734
NA,809.873720136519
NA,721.890410958904
NA,789.39590443686
NA,782.569965870307
NA,723.602739726027
NA,679.082191780822
NA,706.479452054794
NA,787.689419795222
NA,837.17747440273
NA,800.657534246576
NA,772.331058020478
NA,646.547945205479
NA,768.918088737201
NA,809.219178082191
NA,842.296928327645
NA,918.808219178082
NA,755.266211604096
NA,793.808219178082
NA,883.252559726962
NA,803.047781569966
NA,779.156996587031
NA,828.645051194539
NA,855.452054794521
NA,682.506849315069
NA,720.178082191781
NA,718.465753424658
NA,821.819112627986
NA,761.27397260274
NA,825.232081911263
NA,835.470989761092
NA,886.665529010239
NA,895.19795221843
NA,824.630136986301
NA,897.907216494845
NA,623.866894197952
NA,764.698630136986
NA,749.287671232877
NA,831.479452054795
NA,845.178082191781
NA,797.232876712329
NA,874.720136518771
NA,739.013698630137
NA,780.109589041096
NA,733.876712328767
NA,783.534246575343
NA,711.616438356164
NA,831.479452054794
NA,920.795221843003
NA,784.276450511945
NA,871.307167235495
NA,754.424657534246
NA,899.972602739726
NA,707.484641638225
NA,891.784982935154
NA,716.017064846416
NA,792.808873720137
NA,692.126279863481
NA,724.549488054608
