node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
232,233,0.724112300164914,-71.5960003860211,-16.3375715026042,-71.6111333958541,-16.3469308451322,4.80111717290588,4.07700487274097,2017.23126687464,2017.95537917481,NA
262,113,0.862529887970281,-71.5841103757595,-16.3500383733885,-71.526360000009,-16.4148250000015,4.90792977892079,4.04539989095051,2017.19966189285,2018.06219178082,22_2018_2018-01-24
270,121,0.223842727070142,-71.6055828701801,-16.334127907493,-71.6050500000099,-16.3419630000007,4.91888868303057,4.69504595596043,2017.84930795786,2018.07315068493,35_2018_2018-01-28
256,258,0.29808850793888,-71.5555880375487,-16.3342553872471,-71.5446619356267,-16.3499356113809,4.92412124057159,4.62603273263271,2017.78029473453,2018.07838324247,NA
193,199,1.9112567278503,-71.5409771181659,-16.348781007265,-71.5469358501161,-16.332022603295,4.93770711534584,3.02645038749554,2016.1807123894,2018.09196911725,NA
270,271,0.245170923825095,-71.6055828701801,-16.334127907493,-71.6039916697758,-16.3275155700177,4.94021687978552,4.69504595596043,2017.84930795786,2018.09447888169,NA
263,114,0.426374373338215,-71.5955509638087,-16.3481572735493,-71.5988299999961,-16.3522820000039,4.95450512138631,4.52813074804809,2017.68239274995,2018.10876712329,52_2018_2018-02-10
272,124,0.386358809814149,-71.6118981709881,-16.3384894310757,-71.6176800000136,-16.351607999998,4.95450512138631,4.56814631157216,2017.72240831347,2018.10876712329,51_2018_2018-02-10
194,195,1.48215329978353,-71.5441274025281,-16.3495703729512,-71.5539176292473,-16.3404674087103,4.99286512511411,3.51071182533058,2016.66497382723,2018.14712712702,NA
173,175,0.821892094765102,-71.5143345428821,-16.3778775177318,-71.5078197839658,-16.3949624289182,5.02648197617946,4.20458988141436,2017.35885188332,2018.18074397808,NA
190,40,0.235935918516043,-71.5443760911956,-16.3220063560965,-71.5437299999978,-16.3240999999986,5.03121745015268,4.79528153163663,2017.94954353354,2018.18547945205,89_2018_2018-03-10
