type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime
TRACK,1.25.21-14, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-14,-16.45010588063672,-71.53610669163179,-1947088.84517661,2837677.48544376,False, , ,0, , , , , , 
TRACK,1.25.21-14,-16.44970171576426,-71.53562630346984,-1947047.44127375,2837737.22561442,False, , ,0, , , , , , 
TRACK,1.25.21-14,-16.44926975369322,-71.53593517538775,-1946992.80360994,2837707.86966914,False, , ,0, , , , , , 
TRACK,1.25.21-14,-16.44968541401923,-71.5364466985191,-1947035.16466959,2837644.45018345,False, , ,0, , , , , , 
TRACK,1.25.21-15, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-15,-16.44961519465518,-71.53652413247818,-1947025.93903583,2837636.5923716,False, , ,0, , , , , , 
TRACK,1.25.21-15,-16.4491947888641,-71.53597540072808,-1946983.49050467,2837704.29139738,False, , ,0, , , , , , 
TRACK,1.25.21-15,-16.44883744882259,-71.53624277826493,-1946938.14192563,2837678.66177314,False, , ,0, , , , , , 
TRACK,1.25.21-15,-16.44893345647156,-71.53710487218197,-1946938.53085717,2837579.68992542,False, , ,0, , , , , , 
TRACK,1.25.21-16, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-16,-16.44888029823133,-71.53735814490933,-1946929.08858313,2837551.6781004,False, , ,0, , , , , , 
TRACK,1.25.21-16,-16.44877974040953,-71.53644178843811,-1946928.85034136,2837656.85985484,False, , ,0, , , , , , 
TRACK,1.25.21-16,-16.44833328084228,-71.53668533990292,-1946873.33533665,2837635.09689318,False, , ,0, , , , , , 
TRACK,1.25.21-16,-16.44844769682033,-71.53743135569441,-1946877.35284817,2837549.04117137,False, , ,0, , , , , , 
TRACK,1.25.21-17, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-17,-16.44901727662928,-71.53832817713401,-1946932.92722749,2837439.93650935,False, , ,0, , , , , , 
TRACK,1.25.21-17,-16.44890432117744,-71.53743499572899,-1946930.93966006,2837542.65298022,False, , ,0, , , , , , 
TRACK,1.25.21-17,-16.44845847843213,-71.53751822452992,-1946877.52217982,2837539.05381342,False, , ,0, , , , , , 
TRACK,1.25.21-17,-16.44855928525349,-71.53837943086123,-1946878.48693569,2837440.12034825,False, , ,0, , , , , , 
TRACK,1.25.21-18, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-18,-16.45008548028992,-71.53715774502892,-1947073.17405373,2837558.62008532,False, , ,0, , , , , , 
TRACK,1.25.21-18,-16.44968092934881,-71.53659956186755,-1947032.70725892,2837627.1824207,False, , ,0, , , , , , 
TRACK,1.25.21-18,-16.44895437640738,-71.53724462203758,-1946939.22310464,2837563.57603495,False, , ,0, , , , , , 
TRACK,1.25.21-18,-16.44907318084251,-71.53805454897942,-1946942.94889708,2837470.21944614,False, , ,0, , , , , , 
TRACK,1.25.21-19, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-19,-16.45066512949408,-71.53674465011657,-1947146.474182,2837597.85591618,False, , ,0, , , , , , 
TRACK,1.25.21-19,-16.45019935793857,-71.53616600511207,-1947099.07544115,2837669.53901692,False, , ,0, , , , , , 
TRACK,1.25.21-19,-16.44973963997514,-71.53655219315303,-1947040.20140021,2837631.78307611,False, , ,0, , , , , , 
TRACK,1.25.21-19,-16.45021232446763,-71.5371442380135,-1947088.24311271,2837558.49093009,False, , ,0, , , , , , 
TRACK,1.25.21-20, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-20,-16.45116949889855,-71.53633229259999,-1947210.92337487,2837637.99301874,False, , ,0, , , , , , 
TRACK,1.25.21-20,-16.45069139351427,-71.53573913313318,-1947162.25956613,2837711.4829694,False, , ,0, , , , , , 
TRACK,1.25.21-20,-16.45026296754336,-71.53610839565357,-1947107.27438512,2837675.23625032,False, , ,0, , , , , , 
TRACK,1.25.21-20,-16.45074785473599,-71.53668157419824,-1947156.98736407,2837603.92251318,False, , ,0, , , , , , 
TRACK,1.25.21-21, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-21,-16.45207215695479,-71.53740887446709,-1947303.34659326,2837504.15349774,False, , ,0, , , , , , 
TRACK,1.25.21-21,-16.4512244476051,-71.53640482499938,-1947216.46122368,2837629.05259837,False, , ,0, , , , , , 
TRACK,1.25.21-21,-16.45080352227618,-71.53679212151188,-1947162.12952374,2837590.66390672,False, , ,0, , , , , , 
TRACK,1.25.21-21,-16.45159896804496,-71.53780967761287,-1947242.70612172,2837464.91840976,False, , ,0, , , , , , 
TRACK,1.25.21-22, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-22,-16.45153168777268,-71.53785986057194,-1947234.16994591,2837460.11107068,False, , ,0, , , , , , 
TRACK,1.25.21-22,-16.45074376414075,-71.53683036804543,-1947154.62755878,2837587.11099738,False, , ,0, , , , , , 
TRACK,1.25.21-22,-16.45027324736317,-71.53722911691175,-1947094.32679132,2837548.07296337,False, , ,0, , , , , , 
TRACK,1.25.21-22,-16.45108539911998,-71.53825240231832,-1947176.79373008,2837421.45990186,False, , ,0, , , , , , 
TRACK,1.25.21-23, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-23,-16.45096482050252,-71.53836574403456,-1947161.19983317,2837410.19139354,False, , ,0, , , , , , 
TRACK,1.25.21-23,-16.45022520543059,-71.53740184355439,-1947086.50253642,2837529.1240013,False, , ,0, , , , , , 
TRACK,1.25.21-23,-16.45008274451884,-71.53737958910352,-1947070.05089658,2837533.51091131,False, , ,0, , , , , , 
TRACK,1.25.21-23,-16.44911029458103,-71.53824120308951,-1946944.95092099,2837448.57737038,False, , ,0, , , , , , 
TRACK,1.25.21-23,-16.44916817751649,-71.53866633539958,-1946946.38084205,2837399.63319208,False, , ,0, , , , , , 
TRACK,1.25.21-23,-16.45031471284486,-71.53893311832977,-1947077.67679275,2837354.39092926,False, , ,0, , , , , , 
TRACK,1.25.21-24, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-24,-16.44919728522767,-71.53958342672011,-1946938.21882125,2837295.30480016,False, , ,0, , , , , , 
TRACK,1.25.21-24,-16.44904077117864,-71.53841154870588,-1946934.63392727,2837430.17927743,False, , ,0, , , , , , 
TRACK,1.25.21-24,-16.44856381019757,-71.5384542603468,-1946878.07347202,2837431.57953736,False, , ,0, , , , , , 
TRACK,1.25.21-24,-16.44868906868635,-71.53947343177641,-1946879.91595516,2837314.42221827,False, , ,0, , , , , , 
TRACK,1.25.21-25, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-25,-16.44986475009571,-71.53972695144826,-1947014.80240631,2837270.30301649,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44999439508996,-71.53895030072896,-1947039.83730153,2837356.63523515,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44968370886631,-71.53886725628787,-1947004.39475186,2837370.11357985,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44965604262756,-71.53898645450496,-1946999.63998294,2837356.9651579,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44974644221314,-71.53900827947176,-1947009.98214062,2837353.30844158,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44972121288684,-71.5391481300756,-1947005.2528049,2837337.78731346,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44959531672339,-71.53913706839123,-1946990.6055306,2837340.68856442,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44962507024114,-71.53883917160023,-1946997.86208243,2837374.06418181,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44918400543093,-71.53874508383112,-1946947.24545248,2837390.50032542,False, , ,0, , , , , , 
TRACK,1.25.21-25,-16.44928384772317,-71.53960205607989,-1946948.15063911,2837292.06056996,False, , ,0, , , , , , 
TRACK,1.25.21-26, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-26,-16.45085844332508,-71.53990223799661,-1947129.30120416,2837237.4319846,False, , ,0, , , , , , 
TRACK,1.25.21-26,-16.45098177658255,-71.53919275413543,-1947152.74689539,2837316.23314163,False, , ,0, , , , , , 
TRACK,1.25.21-26,-16.45005466809782,-71.53896119792607,-1947046.77897456,2837354.61134588,False, , ,0, , , , , , 
TRACK,1.25.21-26,-16.44992610521094,-71.53972963182618,-1947021.9749142,2837269.19633793,False, , ,0, , , , , , 
TRACK,1.25.21-27, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-27,-16.45195054108164,-71.54015748687564,-1947254.34767157,2837194.20957549,False, , ,0, , , , , , 
TRACK,1.25.21-27,-16.45211021920198,-71.53946019181321,-1947281.90858037,2837271.15278759,False, , ,0, , , , , , 
TRACK,1.25.21-27,-16.45106476713734,-71.53921979393566,-1947162.15293204,2837312.0822684,False, , ,0, , , , , , 
TRACK,1.25.21-27,-16.45094430610293,-71.53994244871183,-1947138.87824321,2837231.7507558,False, , ,0, , , , , , 
TRACK,1.25.21-28, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-28,-16.45213595171081,-71.53937757624266,-1947285.97433731,2837280.17985636,False, , ,0, , , , , , 
TRACK,1.25.21-28,-16.45228175526854,-71.53880646716364,-1947310.31244163,2837343.00253922,False, , ,0, , , , , , 
TRACK,1.25.21-28,-16.4520265498677,-71.5384868226438,-1947284.37479879,2837382.5721426,False, , ,0, , , , , , 
TRACK,1.25.21-28,-16.45152035102025,-71.53922111497791,-1947215.64608934,2837305.97025302,False, , ,0, , , , , , 
TRACK,1.25.21-29, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-29,-16.45139210585624,-71.53919861276466,-1947200.86745676,2837310.19909938,False, , ,0, , , , , , 
TRACK,1.25.21-29,-16.45154703341536,-71.53897941203839,-1947221.83257972,2837333.01639277,False, , ,0, , , , , , 
TRACK,1.25.21-29,-16.45109056958604,-71.53839011976454,-1947175.66170212,2837405.78280593,False, , ,0, , , , , , 
TRACK,1.25.21-29,-16.45043528928686,-71.53896139890408,-1947091.48178917,2837349.60755591,False, , ,0, , , , , , 
TRACK,1.25.21-30, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-30,-16.45197696868335,-71.53841720206444,-1947279.43062172,2837391.11208468,False, , ,0, , , , , , 
TRACK,1.25.21-30,-16.45158814069847,-71.53793279933933,-1947239.87934241,2837451.10504142,False, , ,0, , , , , , 
TRACK,1.25.21-30,-16.45114033611375,-71.53833047298035,-1947182.26029187,2837411.89207373,False, , ,0, , , , , , 
TRACK,1.25.21-30,-16.45160106248298,-71.53888374486418,-1947229.38671046,2837343.15249895,False, , ,0, , , , , , 
TRACK,1.25.21-31, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-31,-16.45240029518848,-71.53783472731689,-1947336.50891726,2837451.59085467,False, , ,0, , , , , , 
TRACK,1.25.21-31,-16.45209231663798,-71.53745478350922,-1947305.13456279,2837498.68612642,False, , ,0, , , , , , 
TRACK,1.25.21-31,-16.45165386403654,-71.53788285609001,-1947248.22961761,2837455.90558502,False, , ,0, , , , , , 
TRACK,1.25.21-31,-16.452012713031,-71.53833056121336,-1947284.72322041,2837400.46439916,False, , ,0, , , , , , 
TRACK,1.25.21-32, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.21-32,-16.4527202461596,-71.53818503931899,-1947369.6636843,2837407.69762115,False, , ,0, , , , , , 
