type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime
TRACK,1.25.29-16,-16.47302138612874,-71.53000747747473,-1949857.49965137,2838068.58544651,False, , ,0, , , , , , 
TRACK,1.25.29-16,-16.47316040289263,-71.5293863098973,-1949881.68605862,2838137.1615975,False, , ,0, , , , , , 
TRACK,1.25.29-16,-16.47286468357775,-71.52923217091329,-1949848.90188746,2838158.50782851,False, , ,0, , , , , , 
TRACK,1.25.29-16,-16.47275027317711,-71.52966820722602,-1949829.94761856,2838110.59038,False, , ,0, , , , , , 
TRACK,1.25.29-16,-16.47270457139172,-71.52993555803405,-1949821.19764674,2838080.88983407,False, , ,0, , , , , , 
TRACK,1.25.29-16,-16.47269766968353,-71.52997308458175,-1949819.91228931,2838076.72731758,False, , ,0, , , , , , 
TRACK,1.25.29-17, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-17,-16.47300494495639,-71.53047438437713,-1949849.6621764,2838015.88518943,False, , ,0, , , , , , 
TRACK,1.25.29-17,-16.47298578714776,-71.5301830340271,-1949851.09753669,2838049.15585129,False, , ,0, , , , , , 
TRACK,1.25.29-17,-16.47301383569163,-71.53002552127676,-1949856.38455091,2838066.6394811,False, , ,0, , , , , , 
TRACK,1.25.29-17,-16.47268602907747,-71.52999618510502,-1949818.25280954,2838074.26187486,False, , ,0, , , , , , 
TRACK,1.25.29-17,-16.47269095256035,-71.53054909593435,-1949811.83692082,2838011.53434604,False, , ,0, , , , , , 
TRACK,1.25.29-18, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-18,-16.47285617267179,-71.53059417025656,-1949830.67277903,2838004.25994974,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47372156019376,-71.53057623303683,-1949932.544227,2837994.94741913,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47369883895695,-71.53064123138718,-1949929.05325335,2837987.87891841,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47350599433324,-71.53063335155619,-1949906.50228421,2837991.30022331,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47351758502695,-71.53082001336027,-1949905.50240882,2837969.99351367,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47391462696781,-71.53084613637188,-1949951.80662833,2837961.82759622,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47419526466218,-71.53082668957119,-1949985.0150009,2837960.35220781,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47446153694157,-71.53073949897336,-1950017.39307275,2837966.74258465,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47465437461466,-71.53065823629861,-1950041.07089641,2837973.42387546,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47487409532666,-71.53054874535678,-1950068.26340976,2837982.95178488,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47524108786143,-71.53031781850049,-1950114.29014415,2838004.31108606,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47546076484764,-71.53014740797298,-1950142.24835332,2838020.74346167,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47499874680628,-71.52996963589467,-1950090.23086368,2838046.94857627,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47469813565899,-71.5298578780032,-1950056.33626338,2838063.55584112,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47434401261026,-71.52986556163403,-1950014.64524821,2838067.32818351,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47386670277813,-71.52974375854633,-1949960.12332135,2838087.39058295,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47377407112343,-71.52993319005203,-1949946.84672248,2838067.13637805,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.4738736434398,-71.53024738721471,-1949954.56727355,2838030.2222462,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47396023979022,-71.53020757785539,-1949965.24211688,2838033.59856162,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47411593714383,-71.53052863069502,-1949979.46813314,2837995.17172322,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.4740403205155,-71.53057078556844,-1949970.05327155,2837991.38563637,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47392346519753,-71.53033140890328,-1949959.35619978,2838020.04669552,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47385529513801,-71.53033932825927,-1949951.24906132,2838020.04294561,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47375332189542,-71.53002223430403,-1949943.28313488,2838057.31683355,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47359502576499,-71.53020863341871,-1949922.33229661,2838038.26719585,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47344653243895,-71.53032893904444,-1949903.36900767,2838026.57952312,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47322331448019,-71.5304528599648,-1949875.58318808,2838015.46174659,False, , ,0, , , , , , 
TRACK,1.25.29-18,-16.47285626932451,-71.53056233163289,-1949831.0868784,2838007.86703565,False, , ,0, , , , , , 
TRACK,1.25.29-19, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-19,-16.4734510705453,-71.53084883985879,-1949897.32527732,2837967.59856581,False, , ,0, , , , , , 
TRACK,1.25.29-19,-16.47345917535699,-71.53072062027522,-1949899.89919371,2837982.02369089,False, , ,0, , , , , , 
TRACK,1.25.29-19,-16.47323126350397,-71.53072409670823,-1949873.08573433,2837984.61765374,False, , ,0, , , , , , 
TRACK,1.25.29-19,-16.47322435514381,-71.53084912141793,-1949870.69278114,2837970.53890212,False, , ,0, , , , , , 
TRACK,1.25.29-20, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-20,-16.4724740989383,-71.53063372029901,-1949785.29579046,2838004.78650851,False, , ,0, , , , , , 
TRACK,1.25.29-20,-16.4719394971383,-71.53062045097457,-1949722.67162461,2838013.29863914,False, , ,0, , , , , , 
TRACK,1.25.29-20,-16.47194700503681,-71.53094095090046,-1949719.49950307,2837976.87696093,False, , ,0, , , , , , 
TRACK,1.25.29-20,-16.47246782915129,-71.53090866997189,-1949781.08146473,2837973.70790393,False, , ,0, , , , , , 
TRACK,1.25.29-21, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-21,-16.47216697728036,-71.53056224824664,-1949750.12667948,2838016.91284352,False, , ,0, , , , , , 
TRACK,1.25.29-21,-16.47265583754278,-71.53055144502231,-1949807.68274893,2838011.72846669,False, , ,0, , , , , , 
TRACK,1.25.29-21,-16.47264924749064,-71.53021943065664,-1949811.10857121,2838049.44299382,False, , ,0, , , , , , 
TRACK,1.25.29-21,-16.47170490757613,-71.5301761216988,-1949700.73805685,2838066.73129848,False, , ,0, , , , , , 
TRACK,1.25.29-21,-16.47167651118738,-71.53049744082082,-1949693.338355,2838030.68730066,False, , ,0, , , , , , 
TRACK,1.25.29-21,-16.47188692600076,-71.53055320639763,-1949717.34741952,2838021.60884974,False, , ,0, , , , , , 
TRACK,1.25.29-22, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-22,-16.47263703187395,-71.53017674627112,-1949810.21372273,2838054.44068871,False, , ,0, , , , , , 
TRACK,1.25.29-22,-16.47267208689241,-71.52979667494908,-1949819.13902042,2838097.05577227,False, , ,0, , , , , , 
TRACK,1.25.29-22,-16.4728378856115,-71.52921890363511,-1949845.9221314,2838160.36279958,False, , ,0, , , , , , 
TRACK,1.25.29-22,-16.47269149796314,-71.52916374609957,-1949829.42572051,2838168.53326195,False, , ,0, , , , , , 
TRACK,1.25.29-22,-16.47231623767934,-71.52922466163689,-1949784.57832854,2838166.54937893,False, , ,0, , , , , , 
TRACK,1.25.29-22,-16.47231808784428,-71.52968753172456,-1949778.94029581,2838114.06634788,False, , ,0, , , , , , 
TRACK,1.25.29-22,-16.47227249198608,-71.53014384953876,-1949767.812481,2838062.9480521,False, , ,0, , , , , , 
TRACK,1.25.29-23, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-23,-16.47153175203747,-71.53046242351681,-1949676.77847368,2838036.55358386,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47165225817476,-71.53047254391394,-1949690.80461558,2838033.8268884,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47167649999771,-71.53012723828419,-1949698.01974903,2838072.643841,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47224423812551,-71.53015549604241,-1949764.34657321,2838061.99851623,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.4722600234043,-71.52989918128466,-1949769.44293707,2838090.84058995,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47192614891429,-71.52986964228322,-1949730.60097256,2838098.56538225,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47194144237868,-71.52981148456578,-1949733.13295453,2838104.9561202,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47226857113775,-71.52982237339926,-1949771.41852236,2838099.4334337,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47228060327597,-71.52944094655439,-1949777.65679644,2838142.50417164,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47228691789196,-71.52922855346783,-1949781.08529393,2838166.49269864,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47200526591414,-71.52927257334187,-1949747.44655605,2838165.19630126,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47177057878086,-71.52937811281637,-1949718.54594399,2838156.31184609,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47162683992464,-71.52947650453901,-1949700.41824901,2838147.04509734,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.4714566493939,-71.52960998652097,-1949678.73978442,2838134.14816011,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47133707091483,-71.52979438983043,-1949662.36195283,2838114.8165596,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47123548907833,-71.52997007916005,-1949648.20821403,2838096.23660922,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47112370061762,-71.53016185515484,-1949632.6522117,2838075.96727334,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47108701002738,-71.53022274750771,-1949627.57246455,2838069.54706279,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.4712363694877,-71.53037296040439,-1949643.21563758,2838050.56490924,False, , ,0, , , , , , 
TRACK,1.25.29-23,-16.47133021405993,-71.5304103560928,-1949653.76523526,2838045.09651979,False, , ,0, , , , , , 
TRACK,1.25.29-24, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-24,-16.4717460314535,-71.530660807638,-1949699.43750558,2838011.26103857,False, , ,0, , , , , , 
TRACK,1.25.29-24,-16.47174627131738,-71.53055919515477,-1949700.75096268,2838022.77398013,False, , ,0, , , , , , 
TRACK,1.25.29-24,-16.47139258935616,-71.5304776671617,-1949660.24018316,2838036.65023473,False, , ,0, , , , , , 
TRACK,1.25.29-24,-16.47119456259195,-71.53042200719766,-1949637.68479061,2838045.55428115,False, , ,0, , , , , , 
TRACK,1.25.29-24,-16.47105169881682,-71.5302449623472,-1949623.14395826,2838067.49225018,False, , ,0, , , , , , 
TRACK,1.25.29-24,-16.47099310890632,-71.53026079762428,-1949616.06192055,2838066.46561169,False, , ,0, , , , , , 
TRACK,1.25.29-24,-16.47095772571708,-71.53033146270691,-1949611.0121359,2838058.92067049,False, , ,0, , , , , , 
TRACK,1.25.29-24,-16.47099173906075,-71.53080883851723,-1949608.96916693,2838004.37190801,False, , ,0, , , , , , 
TRACK,1.25.29-25, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-25,-16.47101188378604,-71.53019805167088,-1949619.06079723,2838073.33075783,False, , ,0, , , , , , 
TRACK,1.25.29-25,-16.47120933566634,-71.52989292632098,-1949646.11223897,2838105.32351289,False, , ,0, , , , , , 
TRACK,1.25.29-25,-16.47139142641179,-71.52958183095301,-1949671.43507352,2838138.19419281,False, , ,0, , , , , , 
TRACK,1.25.29-25,-16.47101013378893,-71.52930345035747,-1949630.17106772,2838174.74287012,False, , ,0, , , , , , 
TRACK,1.25.29-25,-16.47080056814433,-71.52919943917576,-1949606.87182827,2838189.2782413,False, , ,0, , , , , , 
TRACK,1.25.29-25,-16.47084727430582,-71.52956809578907,-1949607.69458848,2838146.88431739,False, , ,0, , , , , , 
TRACK,1.25.29-25,-16.47073971738893,-71.52999544386461,-1949589.65587631,2838099.86093955,False, , ,0, , , , , , 
TRACK,1.25.29-26, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-26,-16.47097093257808,-71.53020633651484,-1949614.14603395,2838072.92862044,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47093183140823,-71.53019234167077,-1949609.73037675,2838075.02728138,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47073683520141,-71.53048116883818,-1949583.17366515,2838044.84938784,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47070816304574,-71.53044983111289,-1949580.20231704,2838048.77686935,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47089370888168,-71.53014599709527,-1949605.83884632,2838080.77944757,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47070474614381,-71.53003104439532,-1949585.09798494,2838096.28459716,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47071616746991,-71.52987278693868,-1949588.44123759,2838114.07091937,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47077984507442,-71.52963320346849,-1949598.95103601,2838140.38929034,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47071608830643,-71.52959406883433,-1949591.95739576,2838145.66039198,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47052207628212,-71.5298337867047,-1949566.13727959,2838121.0352864,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47023949014847,-71.53009437734219,-1949529.6496653,2838095.2055642,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.4700835468533,-71.53019179133838,-1949510.10103211,2838086.20929198,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47009359739879,-71.5303272700168,-1949509.5679932,2838070.72309498,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47012324928756,-71.53043829773051,-1949511.64651701,2838057.75112211,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47018526183172,-71.53052322937974,-1949517.85606011,2838047.31256921,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47024594364671,-71.53062241801277,-1949523.72897811,2838035.27566086,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.4703846429143,-71.53073654658053,-1949538.57654646,2838020.52291544,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47047654352744,-71.53078221806592,-1949548.79316433,2838014.14214707,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47062533818949,-71.53082817805866,-1949565.68866343,2838006.98291641,False, , ,0, , , , , , 
TRACK,1.25.29-26,-16.47091046031592,-71.53082984353263,-1949599.15683601,2838003.05675111,False, , ,0, , , , , , 
TRACK,1.25.29-27, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-27,-16.47057061133253,-71.52972760901241,-1949573.181044,2838132.43268201,False, , ,0, , , , , , 
TRACK,1.25.29-27,-16.47068013881322,-71.52953098082776,-1949588.53288607,2838153.28172231,False, , ,0, , , , , , 
TRACK,1.25.29-27,-16.47062799032757,-71.52948348380187,-1949583.00848645,2838159.34840769,False, , ,0, , , , , , 
TRACK,1.25.29-27,-16.4704681180952,-71.52968459317499,-1949561.68663696,2838138.65143515,False, , ,0, , , , , , 
TRACK,1.25.29-27,-16.47040306979914,-71.52980604871027,-1949552.51004321,2838125.73897919,False, , ,0, , , , , , 
TRACK,1.25.29-27,-16.47044209438248,-71.52984277021693,-1949556.62925933,2838121.06559467,False, , ,0, , , , , , 
TRACK,1.25.29-28, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-28,-16.47242281867282,-71.52915374458684,-1949797.9940921,2838173.18934493,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47245502176278,-71.5287218008678,-1949807.24088389,2838221.72101667,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47200327337126,-71.52866113377178,-1949754.94737025,2838234.51946105,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47141545476658,-71.52880723960398,-1949684.05568986,2838225.66713941,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47071376557541,-71.52895624235458,-1949599.75254058,2838217.9789064,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47071247753219,-71.52912354206534,-1949597.48502297,2838199.03485344,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47100031726314,-71.52925081666476,-1949629.68383218,2838180.83678748,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47139402587553,-71.52951372492734,-1949672.60189831,2838145.87886524,False, , ,0, , , , , , 
TRACK,1.25.29-28,-16.47203078773432,-71.52918690712784,-1949751.52794488,2838174.57060364,False, , ,0, , , , , , 
TRACK,1.25.29-29, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-29,-16.47570184315976,-71.52929347831395,-1950181.36835134,2838114.35907838,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.47579942884159,-71.52892889791613,-1950197.44327952,2838154.39780967,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.47547473844792,-71.5285472471497,-1950164.1352771,2838201.90870549,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.47553041993712,-71.52804965623058,-1950176.9714743,2838257.57152184,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.47612201937495,-71.52772079503052,-1950250.62017364,2838287.08373453,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.47530443817168,-71.52726871623352,-1950160.30988167,2838349.04094426,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.4749311880512,-71.52804881550463,-1950106.59819686,2838265.52486231,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.47491349120979,-71.52857869648972,-1950097.81519141,2838205.70419971,False, , ,0, , , , , , 
TRACK,1.25.29-29,-16.47511455189193,-71.52925333471624,-1950112.89534505,2838126.60962924,False, , ,0, , , , , , 
TRACK,1.25.29-30, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-30,-16.474950022321,-71.52690095096904,-1950123.33464068,2838395.36880328,False, , ,0, , , , , , 
TRACK,1.25.29-30,-16.47503949388397,-71.5270189480029,-1950132.35066604,2838380.82246468,False, , ,0, , , , , , 
TRACK,1.25.29-30,-16.47538292547153,-71.52677041764065,-1950175.8342033,2838404.48529843,False, , ,0, , , , , , 
TRACK,1.25.29-30,-16.47540936902435,-71.52541171162584,-1950196.13403163,2838558.12545438,False, , ,0, , , , , , 
TRACK,1.25.29-30,-16.47463709726145,-71.52545310537826,-1950104.90019547,2838563.56273961,False, , ,0, , , , , , 
TRACK,1.25.29-30,-16.4742811293113,-71.52557722673829,-1950061.51798922,2838554.16396411,False, , ,0, , , , , , 
TRACK,1.25.29-30,-16.4744869563599,-71.52626781536902,-1950076.95540229,2838473.19719204,False, , ,0, , , , , , 
TRACK,1.25.29-30,-16.47452058566866,-71.52687101670358,-1950073.27275504,2838404.3930117,False, , ,0, , , , , , 
TRACK,1.25.29-31, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-31,-16.47720524928411,-71.52868847059688,-1950365.60779079,2838163.20981885,False, , ,0, , , , , , 
TRACK,1.25.29-31,-16.47680991113348,-71.52891907379012,-1950316.25493484,2838142.26001546,False, , ,0, , , , , , 
TRACK,1.25.29-31,-16.47652971570814,-71.52923709383916,-1950279.32032128,2838109.89303374,False, , ,0, , , , , , 
TRACK,1.25.29-31,-16.47694807601744,-71.52930471679802,-1950327.60353938,2838096.74300455,False, , ,0, , , , , , 
TRACK,1.25.29-31,-16.47741611868461,-71.52916679788389,-1950384.32301469,2838106.23540465,False, , ,0, , , , , , 
TRACK,1.25.29-32, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.29-32,-16.47600971815752,-71.52476386895259,-1950274.84907057,2838623.67376897,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47601275821614,-71.52475172455193,-1950275.35985125,2838625.01026647,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47605803709552,-71.52434472400152,-1950285.82930212,2838670.54337551,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47605803908818,-71.52406130996471,-1950289.41652418,2838702.66386866,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47596379829847,-71.52399352870974,-1950279.20492425,2838711.58198708,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47576066934282,-71.52419439819221,-1950252.80325142,2838691.48098949,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47547503573238,-71.52446968759494,-1950215.76887498,2838664.02774985,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47546085592182,-71.52447569686611,-1950214.02727347,2838663.53268007,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47543948298874,-71.52449791893501,-1950211.23558859,2838661.29448785,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47490294078404,-71.52454972735629,-1950147.5580858,2838662.46015845,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.4745328151271,-71.52483202910805,-1950100.51086114,2838635.31995199,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47440006922322,-71.52493838454281,-1950083.57273763,2838625.00716524,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47443709792758,-71.52541985603283,-1950081.82927875,2838569.95402826,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47472639175684,-71.52539332930458,-1950116.14505272,2838569.16632512,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47496006767432,-71.52532234541536,-1950144.49061231,2838574.14652064,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47515757747281,-71.52539695097975,-1950166.74573451,2838563.10072769,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47548914590501,-71.52533978444305,-1950206.41476072,2838565.23091611,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.4758605272805,-71.52532881857485,-1950250.17548134,2838561.6027128,False, , ,0, , , , , , 
TRACK,1.25.29-32,-16.47600667537776,-71.52477602421563,-1950274.33783295,2838622.33607612,False, , ,0, , , , , , 
TRACK,1.25.24-1, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.24-1,-16.47250541048725,-71.5234507577148,-1949879.85199394,2838818.45776541,False, , ,0, , , , , , 
TRACK,1.25.24-1,-16.47242040168972,-71.52268950136533,-1949879.50034132,2838905.85169005,False, , ,0, , , , , , 
TRACK,1.25.24-1,-16.47220672825128,-71.52271767951589,-1949854.0454725,2838905.4604343,False, , ,0, , , , , , 
TRACK,1.25.24-1,-16.47230394927592,-71.52347973258931,-1949855.82162077,2838817.81595841,False, , ,0, , , , , , 
TRACK,1.25.24-3, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.24-3,-16.47310114014738,-71.52471014785998,-1949933.88967051,2838667.90975331,False, , ,0, , , , , , 
TRACK,1.25.24-3,-16.47289722377062,-71.52346630506345,-1949925.67777026,2838811.55701333,False, , ,0, , , , , , 
TRACK,1.25.24-3,-16.47240689733458,-71.52354173346194,-1949867.12935366,2838809.43879661,False, , ,0, , , , , , 
TRACK,1.25.24-3,-16.4726111867069,-71.52479943476817,-1949875.21018317,2838664.21566237,False, , ,0, , , , , , 
TRACK,1.25.24-4, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.24-4,-16.47354746999027,-71.52466878121744,-1949986.83877931,2838666.74463579,False, , ,0, , , , , , 
TRACK,1.25.24-4,-16.47338798149651,-71.52339143322446,-1949984.26981747,2838813.60626139,False, , ,0, , , , , , 
TRACK,1.25.24-4,-16.47296922427693,-71.52345011250259,-1949934.33988567,2838812.44792641,False, , ,0, , , , , , 
TRACK,1.25.24-4,-16.47315548574074,-71.52469424489433,-1949940.47431092,2838668.99942052,False, , ,0, , , , , , 
TRACK,1.25.30-3, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.30-3,-16.47372386427724,-71.52537373855839,-1949998.63726311,2838584.53457086,False, , ,0, , , , , , 
TRACK,1.25.30-3,-16.47361491860378,-71.52469890856121,-1949994.3800099,2838662.4455528,False, , ,0, , , , , , 
TRACK,1.25.30-3,-16.47343755537663,-71.52473562056875,-1949973.08247107,2838660.61084228,False, , ,0, , , , , , 
TRACK,1.25.30-3,-16.47364120050129,-71.52586040608982,-1949982.7695058,2838530.46211385,False, , ,0, , , , , , 
TRACK,1.25.30-3,-16.47380821866743,-71.5258028483797,-1950003.11554064,2838534.79512644,False, , ,0, , , , , , 
TRACK,1.25.31-1, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.31-1,-16.47197977871495,-71.52285991177955,-1949825.58786645,2838892.31656458,False, , ,0, , , , , , 
TRACK,1.25.31-1,-16.47215754437457,-71.52267142704615,-1949848.85360737,2838911.34766088,False, , ,0, , , , , , 
TRACK,1.25.31-1,-16.47212767770124,-71.52238607390751,-1949848.95656976,2838944.08079879,False, , ,0, , , , , , 
TRACK,1.25.31-1,-16.47184887935741,-71.52243679189125,-1949815.56676174,2838941.98902889,False, , ,0, , , , , , 
TRACK,1.25.31-1,-16.4711428380325,-71.5227167693609,-1949729.09138117,2838919.51634756,False, , ,0, , , , , , 
TRACK,1.25.31-1,-16.4710450468457,-71.52297618040613,-1949714.32213273,2838891.3974665,False, , ,0, , , , , , 
TRACK,1.25.31-2, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.31-2,-16.47186896618598,-71.5235782130364,-1949803.48214339,2838812.35902391,False, , ,0, , , , , , 
TRACK,1.25.31-2,-16.47172886802075,-71.52298486818128,-1949794.53442761,2838881.44487989,False, , ,0, , , , , , 
TRACK,1.25.31-2,-16.47129609524867,-71.52305315057546,-1949742.83652197,2838879.38146004,False, , ,0, , , , , , 
TRACK,1.25.31-2,-16.47144073676769,-71.5237212907868,-1949751.37166961,2838801.75875084,False, , ,0, , , , , , 
TRACK,1.25.31-3, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.31-3,-16.47239999670596,-71.52406507077522,-1949859.69638095,2838750.21568749,False, , ,0, , , , , , 
TRACK,1.25.31-3,-16.47231185795767,-71.52357105191098,-1949855.5949904,2838807.36233537,False, , ,0, , , , , , 
TRACK,1.25.31-3,-16.47184895004677,-71.52371171872525,-1949799.44166363,2838797.49028696,False, , ,0, , , , , , 
TRACK,1.25.31-3,-16.47193934410123,-71.52414658326333,-1949804.55668004,2838747.01837154,False, , ,0, , , , , , 
TRACK,1.25.31-4, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.31-4,-16.47187764193884,-71.52437472693232,-1949794.4223185,2838721.97033383,False, , ,0, , , , , , 
TRACK,1.25.31-4,-16.47174842923879,-71.52376983216611,-1949786.89909989,2838792.22208885,False, , ,0, , , , , , 
TRACK,1.25.31-4,-16.47128423864118,-71.52389600623424,-1949730.77858281,2838784.00913305,False, , ,0, , , , , , 
TRACK,1.25.31-4,-16.47138029153078,-71.52444597108594,-1949735.10212599,2838720.41773286,False, , ,0, , , , , , 
TRACK,1.25.31-5, , ,-1.51641632684816,20763369.870948, , , , , , , , , , 
TRACK,1.25.31-5,-16.47140167789161,-71.52372284563057,-1949746.764125,2838802.0947423,False, , ,0, , , , , , 
