"from","to","n_transitions","mean_time","sd_time","min_time","max_time","bayes_factor","posterior_probability","bf_category","supported","avg_jumps","origin_reward","reward_percent"
"asa","cayma",2774,7.55950043081866,1.65085345843436,1.13371568295794,12.4577306662439,1.87940659960252,0.123875124986113,"Weak",FALSE,0.308222222222222,20.001,11.53061224
"asa","ccolorado",15692,7.14577652776762,3.07227314354393,0.904522555083326,13.8845369439212,6.21915033320338,0.318742361959782,"Substantial",TRUE,1.74355555555556,20.001,11.53061224
"asa","characato",4747,3.46078220277266,1.10490709079682,0.962790968284045,12.3662159239501,4.44853129746402,0.250749916675925,"Substantial",TRUE,0.527444444444444,20.001,11.53061224
"asa","elpedregal",279,3.28295613035419,0.992240529061401,1.5534583030801,9.94651953537033,0.750426452534569,0.0534385068325742,"Negative",FALSE,0.031,20.001,11.53061224
"asa","hunter",28506,4.99052958769147,2.41564803199735,0.947351658226386,13.8421360677632,98.4206818359366,0.88101322075325,"Very strong",TRUE,3.16733333333333,20.001,11.53061224
"asa","jlbyr",39789,6.5139894280548,2.57573713193352,0.36282040894137,12.9530668522167,337.57180502892,0.962115320519942,"Decisive",TRUE,4.421,20.001,11.53061224
"asa","miraflores",6818,6.64671456463167,2.75655679576261,0.000741913128075922,12.5387127157398,4.26627952369837,0.242973002999667,"Substantial",TRUE,0.757555555555556,20.001,11.53061224
"asa","mmelgar",38582,5.82321725686001,3.02932968305485,0.22093014366517,14.5784852336823,48.2216003486684,0.783912898566826,"Very strong",TRUE,4.28688888888889,20.001,11.53061224
"asa","mollebaya",3675,3.30183313698796,0.98124219074741,1.59156544829322,10.2214430159871,3.91525791173991,0.227530274413954,"Substantial",TRUE,0.408333333333333,20.001,11.53061224
"asa","paucarpata",7235,4.4876408047579,2.3107227833297,0.642699687541894,13.2358238938446,5.40210512276551,0.288967892456394,"Substantial",TRUE,0.803888888888889,20.001,11.53061224
"asa","sachaca",540,8.54804067371613,1.37069459232746,1.76382812292859,11.3653206023988,1.15397477912234,0.079880013331852,"Weak",FALSE,0.06,20.001,11.53061224
"asa","socabaya",5354,4.82449328037059,2.62537480749157,1.14274751286981,11.9084318529521,3.80949343137184,0.222753027441395,"Substantial",TRUE,0.594888888888889,20.001,11.53061224
"asa","uchumayo",411,8.5315693587536,1.26673561194989,2.55398752372895,10.3943076250215,0.922270193044915,0.0648816798133541,"Negative",FALSE,0.0456666666666667,20.001,11.53061224
"asa","yura",2415,5.18389336583729,2.00594276309733,0.972374965120381,11.649850372129,1.96258735929054,0.128652371958671,"Weak",FALSE,0.268333333333333,20.001,11.53061224
"cayma","asa",9950,7.56324616533588,1.93592841753662,0.342102557062081,15.0252935577415,6.53604288980219,0.329630041106544,"Substantial",TRUE,1.10555555555556,14.344,8.269341635
"cayma","ccolorado",4091,6.37010113734848,2.11891862291173,0.906994658317807,14.6394624827772,2.55460121104973,0.161204310632152,"Weak",FALSE,0.454555555555556,14.344,8.269341635
"cayma","characato",78,4.92075089519473,1.69575101253251,2.41170590860792,9.2316676396637,0.483637438958577,0.0351072103099656,"Negative",FALSE,0.00866666666666667,14.344,8.269341635
"cayma","elpedregal",33,5.02054630796691,2.28528224263724,2.57260297601058,9.49436714962631,0.518622123181401,0.0375513831796467,"Negative",FALSE,0.00366666666666667,14.344,8.269341635
"cayma","hunter",413,5.0172541886461,1.99898094838675,2.68355458811635,12.7099524613405,0.949342488768344,0.0666592600822131,"Negative",FALSE,0.0458888888888889,14.344,8.269341635
"cayma","jlbyr",708,7.64966389392216,0.895865243894809,2.128039718168,10.4052645334011,1.10010290282736,0.0764359515609377,"Weak",FALSE,0.0786666666666667,14.344,8.269341635
"cayma","miraflores",403,6.30271528327706,1.009968601767,0.22528236659446,13.6160984956075,1.07935698573465,0.0751027663592934,"Weak",FALSE,0.0447777777777778,14.344,8.269341635
"cayma","mmelgar",696,6.4825536348355,1.91402186870132,1.10115629571464,13.9254607543549,1.20473743560137,0.083101877569159,"Weak",FALSE,0.0773333333333333,14.344,8.269341635
"cayma","mollebaya",48,4.3402290246054,1.98662963100444,1.80043744419702,11.2127665129073,0.529790907195257,0.0383290745472725,"Negative",FALSE,0.00533333333333333,14.344,8.269341635
"cayma","paucarpata",89,5.2931646298562,1.67817122916465,0.902807845949713,9.18898469575708,0.623031863611997,0.0447728030218865,"Negative",FALSE,0.00988888888888889,14.344,8.269341635
"cayma","sachaca",1282,8.74721422632012,0.794359260396538,2.65309317706716,10.924365943951,2.50855874903067,0.158760137762471,"Weak",FALSE,0.142444444444444,14.344,8.269341635
"cayma","socabaya",602,6.39796998609563,2.59629581108985,1.79931379760725,11.0590290770176,1.04835000824603,0.073102988556827,"Weak",FALSE,0.0668888888888889,14.344,8.269341635
"cayma","uchumayo",1808,8.66303506892445,0.840480856601131,2.44810140270573,13.8451764448919,3.36426862479088,0.201977558049106,"Substantial",TRUE,0.200888888888889,14.344,8.269341635
"cayma","yura",7564,6.13918461065188,1.70095683029942,1.35219496183653,12.8374926344657,5.14570060495579,0.279080102210865,"Substantial",TRUE,0.840444444444444,14.344,8.269341635
"ccolorado","asa",46059,7.42314462859234,2.36044119469921,0.639465889178144,14.5924354420299,22.9745783908814,0.633485168314632,"Strong",TRUE,5.11766666666667,73.362,42.29332411
"ccolorado","cayma",69892,7.13112863910744,2.033112251965,1.17925040193552,15.1351027219298,594.041054895513,0.978113542939673,"Decisive",TRUE,7.76577777777778,73.362,42.29332411
"ccolorado","characato",761,5.71497621387875,2.28985633027681,2.16394465338112,11.667234141648,0.800047666431292,0.0567714698366848,"Negative",FALSE,0.0845555555555556,73.362,42.29332411
"ccolorado","elpedregal",23,7.00190426384203,2.76593614485529,2.65678233016818,9.85837387602936,0.18719548614576,0.0138873458504611,"Negative",FALSE,0.00255555555555556,73.362,42.29332411
"ccolorado","hunter",1391,4.66628283952358,2.33664779293388,2.10933518508747,11.3240290533207,0.969714480045979,0.0679924452838574,"Negative",FALSE,0.154555555555556,73.362,42.29332411
"ccolorado","jlbyr",6747,7.90604212246795,1.31621756457569,1.19945725178579,12.5912031456988,6.48360409318721,0.327852460837685,"Substantial",TRUE,0.749666666666667,73.362,42.29332411
"ccolorado","miraflores",594,6.65403329548297,1.77652496702613,0.00828152553195266,12.6150502052762,0.833323757922837,0.0589934451727586,"Negative",FALSE,0.066,73.362,42.29332411
"ccolorado","mmelgar",489,7.58543962591441,2.69351013321136,0.619124211681189,12.960079975873,0.406350432839887,0.0296633707365848,"Negative",FALSE,0.0543333333333333,73.362,42.29332411
"ccolorado","mollebaya",217,5.77697256022256,2.42649013513088,1.80140012017755,11.5778079907041,0.357900854641893,0.0262193089656705,"Negative",FALSE,0.0241111111111111,73.362,42.29332411
"ccolorado","paucarpata",209,5.71438163474113,2.23690605242419,0.868612942287178,11.5001765439103,0.365692109170934,0.0267748027996889,"Negative",FALSE,0.0232222222222222,73.362,42.29332411
"ccolorado","sachaca",5189,8.92255528805754,0.822227713423121,1.67870584238633,12.9382768507772,12.2672653250649,0.479946672591934,"Strong",TRUE,0.576555555555556,73.362,42.29332411
"ccolorado","socabaya",5568,6.16303310442138,2.67128171237098,0.746396987875842,11.7790346975704,4.59440511429369,0.256860348850128,"Substantial",TRUE,0.618666666666667,73.362,42.29332411
