node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
149,150,0.82233032299855,-16.3317645113166,-71.5056270059019,-16.3841649530205,-71.5028438473324,0.82233032299855,0,2013.50303442924,2014.32536475224,144000000
149,177,0.510090201650028,-16.3317645113166,-71.5056270059019,-16.3375024138254,-71.5672272764382,0.510090201650028,0,2013.50303442924,2014.01312463089,144000000
150,28,1.20258045324277,-16.3841649530205,-71.5028438473324,-16.40813318,-71.50720846,2.02491077624132,0.82233032299855,2014.32536475224,2015.52794520548,144000000
150,151,0.25280836059296,-16.3841649530205,-71.5028438473324,-16.379738883795,-71.5031923358682,1.07513868359151,0.82233032299855,2014.32536475224,2014.57817311283,144000000
151,152,0.766629600373022,-16.379738883795,-71.5031923358682,-16.4020762139,-71.5011223285179,1.84176828396453,1.07513868359151,2014.57817311283,2015.3448027132,144000000
151,157,0.364270982201649,-16.379738883795,-71.5031923358682,-16.3742437363929,-71.5082024966995,1.43940966579316,1.07513868359151,2014.57817311283,2014.94244409503,144000000
152,153,0.130154092427105,-16.4020762139,-71.5011223285179,-16.397952724214,-71.5045259836038,1.97192237639164,1.84176828396453,2015.3448027132,2015.47495680563,144000000
152,154,0.188493314947891,-16.4020762139,-71.5011223285179,-16.3974977337507,-71.4993857369548,2.03026159891242,1.84176828396453,2015.3448027132,2015.53329602815,144000000
153,1,0.595259527928166,-16.397952724214,-71.5045259836038,-16.30893296,-71.55127284,2.5671819043198,1.97192237639164,2015.47495680563,2016.07021633356,144000000
153,2,0.381755523137345,-16.397952724214,-71.5045259836038,-16.40288251,-71.50379518,2.35367789952898,1.97192237639164,2015.47495680563,2015.85671232877,144000000
154,3,0.629816480270806,-16.3974977337507,-71.4993857369548,-16.394621,-71.51328883,2.66007807918323,2.03026159891242,2015.53329602815,2016.16311250842,144000000
154,155,0.989276717663872,-16.3974977337507,-71.4993857369548,-16.400874032219,-71.5010805997825,3.0195383165763,2.03026159891242,2015.53329602815,2016.52257274581,144000000
155,156,0.491875207800829,-16.400874032219,-71.5010805997825,-16.3917750346708,-71.487728083935,3.51141352437712,3.0195383165763,2016.52257274581,2017.01444795362,144000000
155,4,0.0285179046833974,-16.400874032219,-71.5010805997825,-16.40575491,-71.49612593,3.04805622125969,3.0195383165763,2016.52257274581,2016.5510906505,144000000
156,6,0.253223279261379,-16.3917750346708,-71.487728083935,-16.32612939,-71.58305839,3.7646368036385,3.51141352437712,2017.01444795362,2017.26767123288,144000000
156,5,0.305278073782079,-16.3917750346708,-71.487728083935,-16.39438124,-71.4906797,3.8166915981592,3.51141352437712,2017.01444795362,2017.3197260274,144000000
157,158,0.129870169493039,-16.3742437363929,-71.5082024966995,-16.3693106302821,-71.5061026594479,1.5692798352862,1.43940966579316,2014.94244409503,2015.07231426452,144000000
157,162,0.0925718384493646,-16.3742437363929,-71.5082024966995,-16.3797809581164,-71.5108052920482,1.53198150424252,1.43940966579316,2014.94244409503,2015.03501593348,144000000
158,7,0.14604189985919,-16.3693106302821,-71.5061026594479,-16.37565627,-71.50150904,1.71532173514539,1.5692798352862,2015.07231426452,2015.21835616438,144000000
158,159,0.0973203168663961,-16.3693106302821,-71.5061026594479,-16.3682464287357,-71.5120112220292,1.66660015215259,1.5692798352862,2015.07231426452,2015.16963458139,144000000
159,11,0.747351719979161,-16.3682464287357,-71.5120112220292,-16.39289249,-71.48548371,2.41395187213175,1.66660015215259,2015.16963458139,2015.91698630137,144000000
159,160,0.292067462959256,-16.3682464287357,-71.5120112220292,-16.3924903374376,-71.4979341653119,1.95866761511185,1.66660015215259,2015.16963458139,2015.46170204435,144000000
160,161,0.213426307548666,-16.3924903374376,-71.4979341653119,-16.3983292962107,-71.49644475882,2.17209392266052,1.95866761511185,2015.46170204435,2015.6751283519,144000000
160,8,0.403229462499205,-16.3924903374376,-71.4979341653119,-16.39422949,-71.49571685,2.36189707761105,1.95866761511185,2015.46170204435,2015.86493150685,144000000
161,10,0.00624151111509264,-16.3983292962107,-71.49644475882,-16.40255789,-71.49618517,2.17833543377561,2.17209392266052,2015.6751283519,2015.68136986301,144000000
161,9,2.21720041522457,-16.3983292962107,-71.49644475882,-16.39657603,-71.49501346,4.38929433788508,2.17209392266052,2015.6751283519,2017.89232876712,144000000
162,166,0.0724968468872387,-16.3797809581164,-71.5108052920482,-16.3891865569509,-71.5081147553077,1.60447835112976,1.53198150424252,2015.03501593348,2015.10751278037,144000000
162,163,0.0762417022351141,-16.3797809581164,-71.5108052920482,-16.3800340663846,-71.5085774640278,1.60822320647764,1.53198150424252,2015.03501593348,2015.11125763572,144000000
