node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
149,267,0.167289100678326,-16.3362013099306,-71.5558668023628,-16.3467893179556,-71.5603782634941,0.167289100678326,0,2014.06875986712,2014.2360489678,108000000
149,150,0.220887412785761,-16.3362013099306,-71.5558668023628,-16.3273671624353,-71.5557432736569,0.220887412785761,0,2014.06875986712,2014.28964727991,108000000
150,211,0.0270738462833151,-16.3273671624353,-71.5557432736569,-16.3287922769996,-71.5568776805266,0.247961259069076,0.220887412785761,2014.28964727991,2014.31672112619,108000000
150,151,0.834997389346178,-16.3273671624353,-71.5557432736569,-16.3423012466922,-71.5518983694716,1.05588480213194,0.220887412785761,2014.28964727991,2015.12464466926,108000000
151,152,0.331833606737716,-16.3423012466922,-71.5518983694716,-16.329528626952,-71.5776459009515,1.38771840886965,1.05588480213194,2015.12464466926,2015.45647827599,108000000
151,208,2.79086750612328,-16.3423012466922,-71.5518983694716,-16.4013467323186,-71.5195194361869,3.84675230825522,1.05588480213194,2015.12464466926,2017.91551217538,108000000
152,177,0.442728704172353,-16.329528626952,-71.5776459009515,-16.3452352692378,-71.5953322806221,1.83044711304201,1.38771840886965,2015.45647827599,2015.89920698017,108000000
152,153,0.1497995430482,-16.329528626952,-71.5776459009515,-16.3419241061928,-71.5648693027237,1.53751795191785,1.38771840886965,2015.45647827599,2015.60627781904,108000000
153,154,0.47212833725203,-16.3419241061928,-71.5648693027237,-16.3409022830571,-71.5657266416472,2.00964628916988,1.53751795191785,2015.60627781904,2016.07840615629,108000000
153,174,0.226317857106524,-16.3419241061928,-71.5648693027237,-16.352688465828,-71.5558891173326,1.76383580902438,1.53751795191785,2015.60627781904,2015.83259567615,108000000
154,21,1.5262513779528,-16.3409022830571,-71.5657266416472,-16.33896804,-71.54444964,3.53589766712268,2.00964628916988,2016.07840615629,2017.60465753425,108000000
154,155,0.335045824325652,-16.3409022830571,-71.5657266416472,-16.3473012194952,-71.56138367652,2.34469211349554,2.00964628916988,2016.07840615629,2016.41345198062,108000000
155,173,0.166140273003828,-16.3473012194952,-71.56138367652,-16.4296217118179,-71.6565462565361,2.51083238649936,2.34469211349554,2016.41345198062,2016.57959225362,108000000
155,156,0.866456198158835,-16.3473012194952,-71.56138367652,-16.3652132593548,-71.5742518718403,3.21114831165437,2.34469211349554,2016.41345198062,2017.27990817878,108000000
156,157,0.842089984170526,-16.3652132593548,-71.5742518718403,-16.3443413345821,-71.6139283023241,4.0532382958249,3.21114831165437,2017.27990817878,2018.12199816295,108000000
156,159,0.00570026830153569,-16.3652132593548,-71.5742518718403,-16.3664736629077,-71.5743104734893,3.21684857995591,3.21114831165437,2017.27990817878,2017.28560844708,108000000
157,3,0.137453891845753,-16.3443413345821,-71.6139283023241,-16.345425,-71.61238,4.19069218767065,4.0532382958249,2018.12199816295,2018.25945205479,108000000
157,158,0.018913858335071,-16.3443413345821,-71.6139283023241,-16.3480351047269,-71.6134219612756,4.07215215415997,4.0532382958249,2018.12199816295,2018.14091202128,108000000
158,1,0.756896197894276,-16.3480351047269,-71.6134219612756,-16.35057,-71.612175,4.82904835205425,4.07215215415997,2018.14091202128,2018.89780821918,108000000
158,2,1.06100578693527,-16.3480351047269,-71.6134219612756,-16.35615896,-71.61434554,5.13315794109524,4.07215215415997,2018.14091202128,2019.20191780822,108000000
159,4,1.08343264881063,-16.3664736629077,-71.5743104734893,-16.307352,-71.6272,4.30028122876654,3.21684857995591,2017.28560844708,2018.36904109589,108000000
159,160,0.857152418252256,-16.3664736629077,-71.5743104734893,-16.3528944123625,-71.5658355320214,4.07400099820816,3.21684857995591,2017.28560844708,2018.14276086533,108000000
160,161,0.478650579160363,-16.3528944123625,-71.5658355320214,-16.360109224224,-71.5505152790069,4.55265157736853,4.07400099820816,2018.14276086533,2018.62141144449,108000000
160,162,0.38800798599916,-16.3528944123625,-71.5658355320214,-16.303963944192,-71.5821894738337,4.46200898420732,4.07400099820816,2018.14276086533,2018.53076885133,108000000
161,6,0.440780336329436,-16.360109224224,-71.5505152790069,-16.37187602,-71.56320175,4.99343191369796,4.55265157736853,2018.62141144449,2019.06219178082,108000000
