node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
167,171,5.69200355050469,-15.2351905218287,-70.0508567271623,-15.2121224011828,-70.0981731380464,5.69200355050469,0,2002.45511666362,2008.14712021413,54000000
167,168,0.418494596830204,-15.2351905218287,-70.0508567271623,-15.2350249558682,-70.0872930521412,0.418494596830204,0,2002.45511666362,2002.87361126045,54000000
168,1,9.47529359769328,-15.2350249558682,-70.0872930521412,-15.69549937,-70.11214,9.89378819452348,0.418494596830204,2002.87361126045,2012.34890485815,54000000
168,169,7.38051100379082,-15.2350249558682,-70.0872930521412,-15.2567771107126,-70.1069431063766,7.79900560062103,0.418494596830204,2002.87361126045,2010.25412226425,54000000
169,170,0.783645912347867,-15.2567771107126,-70.1069431063766,-15.2267327409872,-70.1113188618537,8.58265151296889,7.79900560062103,2010.25412226425,2011.03776817659,54000000
169,4,0.898480475480504,-15.2567771107126,-70.1069431063766,-15.2557,-70.1019,8.69748607610153,7.79900560062103,2010.25412226425,2011.15260273973,54000000
170,2,10.144971549434,-15.2267327409872,-70.1113188618537,-16.323315,-71.596666,18.7276230624029,8.58265151296889,2011.03776817659,2021.18273972603,54000000
170,3,0.128533193269652,-15.2267327409872,-70.1113188618537,-15.2419,-70.1018,8.71118470623854,8.58265151296889,2011.03776817659,2011.16630136986,54000000
171,172,3.35761594092142,-15.2121224011828,-70.0981731380464,-16.3743213299442,-71.5146376618419,9.04961949142611,5.69200355050469,2008.14712021413,2011.50473615505,54000000
171,166,2.73424964888437,-15.2121224011828,-70.0981731380464,-15.24659,-70.11292,8.42625319938906,5.69200355050469,2008.14712021413,2010.88136986301,54000000
172,185,2.03571229666068,-16.3743213299442,-71.5146376618419,-16.3530411847866,-71.5401407321151,11.0853317880868,9.04961949142611,2011.50473615505,2013.54044845171,54000000
172,173,6.8992266033693,-16.3743213299442,-71.5146376618419,-16.3814662847786,-71.5097028480082,15.9488460947954,9.04961949142611,2011.50473615505,2018.40396275842,54000000
173,5,1.15137970733357,-16.3814662847786,-71.5097028480082,-16.37430758,-71.50570585,17.100225802129,15.9488460947954,2018.40396275842,2019.55534246575,54000000
173,174,0.274775382943878,-16.3814662847786,-71.5097028480082,-16.3873978359414,-71.4975387175425,16.2236214777393,15.9488460947954,2018.40396275842,2018.67873814136,54000000
174,17,1.02180980384168,-16.3873978359414,-71.4975387175425,-16.37467462,-71.5039008,17.245431281581,16.2236214777393,2018.67873814136,2019.70054794521,54000000
174,175,0.492622030549038,-16.3873978359414,-71.4975387175425,-16.4130538939059,-71.5189951446868,16.7162435082883,16.2236214777393,2018.67873814136,2019.17136017191,54000000
175,6,0.592201471922776,-16.4130538939059,-71.5189951446868,-16.4420357,-71.5208509,17.3084449802111,16.7162435082883,2019.17136017191,2019.76356164384,54000000
175,176,1.19248289974556,-16.4130538939059,-71.5189951446868,-16.3293228572764,-72.1876811781275,17.9087264080339,16.7162435082883,2019.17136017191,2020.36384307166,54000000
176,181,0.113560351990783,-16.3293228572764,-72.1876811781275,-16.3280337177714,-72.1722067887279,18.0222867600247,17.9087264080339,2020.36384307166,2020.47740342365,54000000
176,177,0.328113323595395,-16.3293228572764,-72.1876811781275,-16.3229170899817,-72.1863082713588,18.2368397316293,17.9087264080339,2020.36384307166,2020.69195639525,54000000
177,178,0.110974662586944,-16.3229170899817,-72.1863082713588,-16.3244164640642,-72.1846240928269,18.3478143942162,18.2368397316293,2020.69195639525,2020.80293105784,54000000
177,180,0.409100309414087,-16.3229170899817,-72.1863082713588,-16.322489172478,-72.1800002442658,18.6459400410434,18.2368397316293,2020.69195639525,2021.10105670467,54000000
178,9,0.292137435309892,-16.3244164640642,-72.1846240928269,-16.32003749,-72.17833375,18.6399518295261,18.3478143942162,2020.80293105784,2021.09506849315,54000000
178,179,0.664579314472801,-16.3244164640642,-72.1846240928269,-16.3096449451409,-72.1902395819638,19.012393708689,18.3478143942162,2020.80293105784,2021.46751037231,54000000
179,8,0.134407435905711,-16.3096449451409,-72.1902395819638,-16.31916435,-72.17306338,19.1468011445947,19.012393708689,2021.46751037231,2021.60191780822,54000000
179,7,0.134407435905711,-16.3096449451409,-72.1902395819638,-16.38321775,-72.19833388,19.1468011445947,19.012393708689,2021.46751037231,2021.60191780822,54000000
180,11,0.174833706291065,-16.322489172478,-72.1800002442658,-16.32494862,-72.18179114,18.8207737473344,18.6459400410434,2021.10105670467,2021.27589041096,54000000
180,10,0.0405871309485066,-16.322489172478,-72.1800002442658,-16.3277413,-72.18033884,18.6865271719919,18.6459400410434,2021.10105670467,2021.14164383562,54000000
181,182,0.156343540587075,-16.3280337177714,-72.1722067887279,-16.3258155912416,-72.1737630032534,18.1786303006117,18.0222867600247,2020.47740342365,2020.63374696424,54000000
181,183,0.475909816956581,-16.3280337177714,-72.1722067887279,-16.3072644062054,-72.1735781521237,18.4981965769813,18.0222867600247,2020.47740342365,2020.95331324061,54000000
182,12,0.538033857681516,-16.3258155912416,-72.1737630032534,-16.333763,-72.17603,18.7166641582933,18.1786303006117,2020.63374696424,2021.17178082192,54000000
182,13,0.538033857681516,-16.3258155912416,-72.1737630032534,-16.310675,-72.180824,18.7166641582933,18.1786303006117,2020.63374696424,2021.17178082192,54000000
183,184,0.252895311816552,-16.3072644062054,-72.1735781521237,-16.3083781637978,-72.1753826216875,18.7510918887978,18.4981965769813,2020.95331324061,2021.20620855242,54000000
183,14,0.199289499120281,-16.3072644062054,-72.1735781521237,-16.307302,-72.17536,18.6974860761015,18.4981965769813,2020.95331324061,2021.15260273973,54000000
184,15,0.00118870785155911,-16.3083781637978,-72.1753826216875,-16.30828596,-72.17553218,18.7522805966494,18.7510918887978,2021.20620855242,2021.20739726027,54000000
184,16,0.231325694152991,-16.3083781637978,-72.1753826216875,-16.3489947,-72.20092481,18.9824175829508,18.7510918887978,2021.20620855242,2021.43753424658,54000000
185,213,0.629496433221064,-16.3530411847866,-71.5401407321151,-16.3496182132387,-71.5440219510659,11.7148282213078,11.0853317880868,2013.54044845171,2014.16994488493,54000000
185,186,0.475701584918164,-16.3530411847866,-71.5401407321151,-16.3680448824225,-71.5336059914045,11.561033373005,11.0853317880868,2013.54044845171,2014.01615003663,54000000
186,187,0.309121199279724,-16.3680448824225,-71.5336059914045,-16.384788846392,-71.5061523007191,11.8701545722847,11.561033373005,2014.01615003663,2014.32527123591,54000000
186,18,1.51179516885,-16.3680448824225,-71.5336059914045,-16.40813318,-71.50720846,13.072828541855,11.561033373005,2014.01615003663,2015.52794520548,54000000
187,188,0.641423156095485,-16.384788846392,-71.5061523007191,-16.3849059228072,-71.5099172912217,12.5115777283802,11.8701545722847,2014.32527123591,2014.966694392,54000000
187,208,0.853403103652116,-16.384788846392,-71.5061523007191,-16.3855298219435,-71.5058394851735,12.7235576759368,11.8701545722847,2014.32527123591,2015.17867433956,54000000
188,189,0.203657055768643,-16.3849059228072,-71.5099172912217,-16.3886698854962,-71.4936283597615,12.7152347841488,12.5115777283802,2014.966694392,2015.17035144777,54000000
188,19,0.251661772378858,-16.3849059228072,-71.5099172912217,-16.37565627,-71.50150904,12.763239500759,12.5115777283802,2014.966694392,2015.21835616438,54000000
189,190,0.0509594263556465,-16.3886698854962,-71.4936283597615,-16.3897169410875,-71.4930546707336,12.7661942105044,12.7152347841488,2015.17035144777,2015.22131087413,54000000
189,191,0.136017167117826,-16.3886698854962,-71.4936283597615,-16.3936765349857,-71.4851278776109,12.8512519512666,12.7152347841488,2015.17035144777,2015.30636861489,54000000
190,21,0.643620632720236,-16.3897169410875,-71.4930546707336,-16.39422949,-71.49571685,13.4098148432247,12.7661942105044,2015.22131087413,2015.86493150685,54000000
190,20,0.695675427240936,-16.3897169410875,-71.4930546707336,-16.39289249,-71.48548371,13.4618696377454,12.7661942105044,2015.22131087413,2015.91698630137,54000000
191,192,0.0832730119524729,-16.3936765349857,-71.4851278776109,-16.3878862397868,-71.4987499629023,12.9345249632191,12.8512519512666,2015.30636861489,2015.38964162684,54000000
191,194,0.00376018264734057,-16.3936765349857,-71.4851278776109,-16.3957817954251,-71.4847434595891,12.855012133914,12.8512519512666,2015.30636861489,2015.31012879754,54000000
192,24,2.3657008389097,-16.3878862397868,-71.4987499629023,-16.39120303,-71.48023315,15.3002258021288,12.9345249632191,2015.38964162684,2017.75534246575,54000000
192,193,0.253909754315547,-16.3878862397868,-71.4987499629023,-16.4019270060636,-71.4951268086404,13.1884347175346,12.9345249632191,2015.38964162684,2015.64355138116,54000000
193,22,0.0378184818545897,-16.4019270060636,-71.4951268086404,-16.40255789,-71.49618517,13.2262531993892,13.1884347175346,2015.64355138116,2015.68136986301,54000000
193,23,2.24877738596406,-16.4019270060636,-71.4951268086404,-16.39657603,-71.49501346,15.4372121034987,13.1884347175346,2015.64355138116,2017.89232876712,54000000
194,205,0.0271955799931458,-16.3957817954251,-71.4847434595891,-16.3960593921553,-71.4846007026681,12.8822077139071,12.855012133914,2015.31012879754,2015.33732437753,54000000
194,195,0.737132760592417,-16.3957817954251,-71.4847434595891,-16.4148152694635,-71.4941462487276,13.5921448945064,12.855012133914,2015.31012879754,2016.04726155813,54000000
195,198,0.385746161958425,-16.4148152694635,-71.4941462487276,-16.4313530036129,-71.5069174921833,13.9778910564648,13.5921448945064,2016.04726155813,2016.43300772009,54000000
195,196,0.0170527090946635,-16.4148152694635,-71.4941462487276,-16.4130516209775,-71.5122009824581,13.609197603601,13.5921448945064,2016.04726155813,2016.06431426723,54000000
196,25,0.71082009911912,-16.4130516209775,-71.5122009824581,-16.40285378,-71.51231033,14.3200177027202,13.609197603601,2016.06431426723,2016.77513436634,54000000
196,197,0.775628567065707,-16.4130516209775,-71.5122009824581,-16.4004646439885,-71.5429751280875,14.3848261706668,13.609197603601,2016.06431426723,2016.83994283429,54000000
197,27,0.34279689173616,-16.4004646439885,-71.5429751280875,-16.36891794,-71.52116468,14.7276230624029,14.3848261706668,2016.83994283429,2017.18273972603,54000000
197,26,0.164714699955201,-16.4004646439885,-71.5429751280875,-16.44510074,-71.56520284,14.549540870622,14.3848261706668,2016.83994283429,2017.00465753425,54000000
198,35,0.301143039698012,-16.4313530036129,-71.5069174921833,-16.44365555,-71.50911405,14.2790340961628,13.9778910564648,2016.43300772009,2016.73415075979,54000000
198,199,0.920678747848275,-16.4313530036129,-71.5069174921833,-16.405316320744,-71.514877238678,14.8985698043131,13.9778910564648,2016.43300772009,2017.35368646794,54000000
199,204,0.186462238338509,-16.405316320744,-71.514877238678,-16.3616524882912,-71.5319433738066,15.0850320426516,14.8985698043131,2017.35368646794,2017.54014870628,54000000
199,200,0.349204427353826,-16.405316320744,-71.514877238678,-16.408135934965,-71.5213771080337,15.2477742316669,14.8985698043131,2017.35368646794,2017.70289089529,54000000
200,201,0.844186072114837,-16.408135934965,-71.5213771080337,-16.41756323339,-71.5121467475232,16.0919603037817,15.2477742316669,2017.70289089529,2018.54707696741,54000000
200,203,0.450342916629711,-16.408135934965,-71.5213771080337,-16.4207480501414,-71.5236857601299,15.6981171482966,15.2477742316669,2017.70289089529,2018.15323381192,54000000
201,30,0.32059426547052,-16.41756323339,-71.5121467475232,-16.41191557,-71.51325918,16.4125545692523,16.0919603037817,2018.54707696741,2018.86767123288,54000000
201,202,0.0200997812796526,-16.41756323339,-71.5121467475232,-16.4188154277539,-71.4966402890097,16.1120600850614,16.0919603037817,2018.54707696741,2018.56717674869,54000000
202,29,0.87857667597169,-16.4188154277539,-71.4966402890097,-16.396154,-71.47797,16.9906367610331,16.1120600850614,2018.56717674869,2019.44575342466,54000000
202,28,0.475836949944242,-16.4188154277539,-71.4966402890097,-16.393171,-71.507675,16.5878970350056,16.1120600850614,2018.56717674869,2019.04301369863,54000000
203,31,0.152793585339196,-16.4207480501414,-71.5236857601299,-16.447126,-71.539085,15.8509107336358,15.6981171482966,2018.15323381192,2018.30602739726,54000000
203,32,0.0514237223253806,-16.4207480501414,-71.5236857601299,-16.414707,-71.52698,15.749540870622,15.6981171482966,2018.15323381192,2018.20465753425,54000000
204,34,0.209714307422488,-16.3616524882912,-71.5319433738066,-16.34398399,-71.52693936,15.2947463500741,15.0850320426516,2017.54014870628,2017.7498630137,54000000
