LR1_coefficients_null_raster	LR1_coefficients_SES_affluence_C	LR1_R2_null_raster	LR1_R2_SES_affluence_C	LR1_Q_SES_affluence_C	LR2_coefficients_null_raster	LR2_coefficients_SES_affluence_C	LR2_R2_null_raster	LR2_R2_SES_affluence_C	LR2_Q_SES_affluence_C
0.00900567904249643	8.45368789164434	0.0852539411500502	0.0883722667337986	0.00311832558374832	0.000249312213201075	210.491879851362	0.0318336213661083	0.0330984327086641	0.00126481134255587
0.00709261107629482	6.69112554107321	0.0449666710408697	0.0481015568407518	0.00313488579988214	0.000224017770843076	192.06150230196	0.0165605544880432	0.0183948759622187	0.00183432147417552
0.00769847013371499	7.29700609061798	0.0335535666281145	0.035357213810959	0.00180364718284442	0.000196993991523941	177.516753341657	0.00738478822588077	0.00864237328403005	0.00125758505814928
0.0079298758932325	7.48347342578782	0.055084576564951	0.0583094463593036	0.00322486979435264	0.000188869855617948	163.926899481318	0.012215939462694	0.0133745265821252	0.00115858711943125
0.0101198371814072	10.0402939964263	0.06595186519419	0.0762978737392734	0.0103460085450833	0.000253950686140568	248.443762302985	0.0153472086003539	0.0208618470762221	0.00551463847586825
0.0103815247285852	10.0120860696309	0.102746853337434	0.111742890674955	0.008996037337521	0.000359120810372496	324.818443736299	0.0473112432349294	0.0535455191677535	0.00623427593282407
0.00913742416651822	8.56877017894028	0.0841101821855359	0.0884791191564936	0.00436893697095773	0.000246866085276892	207.772229478061	0.0239262214007748	0.0253211322791723	0.00139491087839745
0.00542119302342565	5.06165885006139	0.0269398561823459	0.028079439975485	0.00113958379313908	0.00017305460116603	149.095170753986	0.0112881689540197	0.0122819601572067	0.000993791203187043
0.01539722801696	14.5879911160977	0.165467990766538	0.172802799338632	0.00733480857209365	0.000652824867390547	596.76181700352	0.0927988747130182	0.103758723531049	0.010959848818031
0.010737504343198	10.3306676695313	0.0585023553875123	0.0638441377293152	0.00534178234180289	0.000323571059226193	298.565021105257	0.0190144301448975	0.0225692643754375	0.00355483423053998
0.00549878992216957	5.47879816123439	0.0245849513592039	0.0287438472824085	0.0041588959232046	9.87359729298432e-05	97.585330478633	0.00381890307275877	0.00525310318809997	0.0014342001153412
0.0115261337160456	10.8362766076825	0.122926690580589	0.124742533691808	0.0018158431112193	0.000367525632975245	330.078264282031	0.055723259915491	0.0606087541355345	0.00488549422004348
0.0127863386901262	11.990450824294	0.0995359562127789	0.105250380877635	0.00571442466485589	0.000457433698441386	384.948708572415	0.0457991643310933	0.0482051297584633	0.00240596542737005
0.0100008336131982	9.3408538376252	0.0844613490272275	0.086835869781036	0.00237452075380849	0.000288374849994646	242.319490263738	0.0317780312418189	0.0324916647000377	0.000713633458218746
0.0111541222942896	10.6372836521375	0.0743417296413102	0.0802629401545423	0.00592121051323205	0.000322477723366209	281.264629681671	0.0241370622302761	0.0270226121047941	0.00288554987451804
0.000783351558969244	0.759392396075999	0.00116282351688106	0.00124563951992876	8.2816003047693e-05	2.18234724131565e-05	16.3682232715947	0.000695173986111855	0.00054122801480936	-0.000153945971302495
