null_raster,lyr.1_R
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
NA,1
