ident;lat;long;y_proj;x_proj
Ferrocarril_01;-16.41879193;-71.68739962;-1941511.208;2820942.303
Ferrocarril_01;-16.41880384;-71.68735842;-1941513.121;2820946.815
Ferrocarril_01;-16.41881813;-71.68730897;-1941515.416;2820952.231
Ferrocarril_01;-16.41882766;-71.687276;-1941516.947;2820955.843
Ferrocarril_01;-16.41884434;-71.6872183;-1941519.626;2820962.163
Ferrocarril_01;-16.41888083;-71.68716833;-1941524.532;2820967.35
Ferrocarril_01;-16.41890525;-71.68715037;-1941527.624;2820969.068
Ferrocarril_01;-16.41895159;-71.68712282;-1941533.406;2820971.589
Ferrocarril_01;-16.41899784;-71.68708627;-1941539.292;2820975.13
Ferrocarril_01;-16.41901818;-71.68705766;-1941542.036;2820978.107
Ferrocarril_01;-16.41905854;-71.68701889;-1941547.257;2820981.977
Ferrocarril_01;-16.41911587;-71.68699643;-1941554.266;2820983.777
Ferrocarril_01;-16.41917226;-71.68698305;-1941561.051;2820984.563
Ferrocarril_01;-16.41920984;-71.68696206;-1941565.724;2820986.454
Ferrocarril_01;-16.41928456;-71.68692031;-1941575.016;2820990.215
Ferrocarril_01;-16.41933985;-71.68690731;-1941581.667;2820990.971
Ferrocarril_01;-16.4194129;-71.68689313;-1941590.418;2820991.631
Ferrocarril_01;-16.4194673;-71.68688033;-1941596.962;2820992.376
Ferrocarril_01;-16.41951191;-71.68686303;-1941602.414;2820993.758
Ferrocarril_01;-16.41955592;-71.68684561;-1941607.796;2820995.161
Ferrocarril_01;-16.41962848;-71.68681354;-1941616.713;2820997.854
Ferrocarril_01;-16.41967095;-71.68678674;-1941622.032;2821000.339
Ferrocarril_01;-16.41973004;-71.68677667;-1941629.093;2821000.714
Ferrocarril_01;-16.4197731;-71.68675963;-1941634.36;2821002.087
Ferrocarril_01;-16.41983151;-71.68674971;-1941641.339;2821002.455
Ferrocarril_01;-16.41987411;-71.68673281;-1941646.55;2821003.816
Ferrocarril_01;-16.41993185;-71.68672304;-1941653.448;2821004.176
Ferrocarril_01;-16.42000284;-71.68671058;-1941661.935;2821004.667
Ferrocarril_01;-16.4200436;-71.68670231;-1941666.822;2821005.076
Ferrocarril_01;-16.42007066;-71.68669681;-1941670.067;2821005.348
Ferrocarril_01;-16.42009649;-71.68668176;-1941673.286;2821006.719
Ferrocarril_01;-16.42013569;-71.68666402;-1941678.109;2821008.22
Ferrocarril_01;-16.42020035;-71.68663141;-1941686.105;2821011.076
Ferrocarril_01;-16.42025245;-71.68661119;-1941692.473;2821012.692
Ferrocarril_01;-16.4202911;-71.68659371;-1941697.227;2821014.172
Ferrocarril_01;-16.42034275;-71.68657367;-1941703.539;2821015.772
Ferrocarril_01;-16.42039313;-71.68654422;-1941709.82;2821018.455
Ferrocarril_01;-16.42041824;-71.68652954;-1941712.95;2821019.793
Ferrocarril_01;-16.4214438;-71.6860371;-1941839.469;2821062.287
Ferrocarril_01;-16.42170008;-71.68593772;-1941870.789;2821070.223
Ferrocarril_01;-16.42204933;-71.68543616;-1941918.049;2821122.51
Ferrocarril_01;-16.42240205;-71.68503012;-1941964.522;2821163.934
Ferrocarril_01;-16.42249894;-71.68488813;-1941977.669;2821178.761
Ferrocarril_01;-16.42250276;-71.68487391;-1941978.296;2821180.322
Ferrocarril_01;-16.42258346;-71.68474177;-1941989.419;2821194.244
Ferrocarril_01;-16.42259921;-71.68443639;-1941995.086;2821228.632
Ferrocarril_01;-16.42256698;-71.68419514;-1941994.321;2821256.375
Ferrocarril_01;-16.42257316;-71.68414954;-1941995.616;2821261.461
Ferrocarril_01;-16.42247359;-71.6837284;-1941989.197;2821310.454
Ferrocarril_01;-16.42245161;-71.68366322;-1941987.433;2821318.123
Ferrocarril_01;-16.42243393;-71.68362897;-1941985.786;2821322.231
Ferrocarril_01;-16.42233614;-71.68334655;-1941977.842;2821355.489
Ferrocarril_01;-16.42238568;-71.68299688;-1941988.029;2821394.455
Ferrocarril_01;-16.42261032;-71.68257474;-1942019.673;2821439.362
Ferrocarril_01;-16.42296428;-71.68238839;-1942063.546;2821455.883
Ferrocarril_01;-16.423461;-71.68236851;-1942122.091;2821451.697
Ferrocarril_01;-16.423812;-71.68234476;-1942163.583;2821449.838
Ferrocarril_01;-16.42412631;-71.68228207;-1942201.255;2821452.866
Ferrocarril_01;-16.42433957;-71.68216128;-1942227.795;2821463.785
Ferrocarril_01;-16.42442986;-71.68198709;-1942240.57;2821482.345
Ferrocarril_01;-16.42469615;-71.6815095;-1942277.797;2821532.991
Ferrocarril_01;-16.42555761;-71.67948625;-1942404.213;2821751.003
Ferrocarril_01;-16.4256295;-71.679166;-1942416.658;2821786.346
Ferrocarril_01;-16.42561202;-71.67889922;-1942417.944;2821816.793
Ferrocarril_01;-16.42561938;-71.67854548;-1942423.234;2821856.767
Ferrocarril_01;-16.42561374;-71.67848486;-1942423.33;2821863.707
Ferrocarril_01;-16.42561422;-71.67826259;-1942426.168;2821888.877
Ferrocarril_01;-16.42561233;-71.67824228;-1942426.201;2821891.202
Ferrocarril_01;-16.42562531;-71.67820954;-1942428.134;2821894.743
Ferrocarril_01;-16.42569148;-71.67795739;-1942439.055;2821922.446
Ferrocarril_01;-16.42570127;-71.67793283;-1942440.511;2821925.102
Ferrocarril_01;-16.42572333;-71.67790474;-1942443.451;2821927.997
Ferrocarril_01;-16.42575436;-71.67788135;-1942447.386;2821930.245
Ferrocarril_01;-16.42578614;-71.6778288;-1942451.773;2821935.785
Ferrocarril_01;-16.42582358;-71.67778917;-1942456.664;2821939.789
Ferrocarril_01;-16.42584797;-71.67778225;-1942459.612;2821940.257
Ferrocarril_01;-16.42586989;-71.67775432;-1942462.535;2821943.136
Ferrocarril_01;-16.42593467;-71.67769983;-1942470.82;2821948.469
Ferrocarril_01;-16.42594972;-71.67768793;-1942472.735;2821949.621
Ferrocarril_01;-16.42599799;-71.67764409;-1942478.949;2821953.962
Ferrocarril_01;-16.4260381;-71.67762661;-1942483.875;2821955.421
Ferrocarril_01;-16.42608694;-71.67759584;-1942489.992;2821958.274
Ferrocarril_01;-16.42613185;-71.6775727;-1942495.552;2821960.313
Ferrocarril_01;-16.42616721;-71.67754407;-1942500.061;2821963.097
Ferrocarril_01;-16.4262066;-71.67752665;-1942504.901;2821964.56
Ferrocarril_01;-16.42621546;-71.67750148;-1942506.257;2821967.295
Ferrocarril_01;-16.42627273;-71.67746441;-1942513.442;2821970.753
Ferrocarril_01;-16.42629662;-71.67742793;-1942516.703;2821974.575
Ferrocarril_01;-16.42634162;-71.67739397;-1942522.409;2821977.837
Ferrocarril_01;-16.42638356;-71.67736847;-1942527.65;2821980.183
Ferrocarril_01;-16.42641342;-71.67734594;-1942531.437;2821982.348
Ferrocarril_01;-16.42646695;-71.67730474;-1942538.235;2821986.321
Ferrocarril_01;-16.42650638;-71.67727604;-1942543.221;2821989.061
Ferrocarril_01;-16.42654836;-71.67723843;-1942548.619;2821992.776
Ferrocarril_01;-16.4266043;-71.67718831;-1942555.812;2821997.728
Ferrocarril_01;-16.42664554;-71.67714958;-1942561.137;2822001.581
Ferrocarril_01;-16.42668379;-71.67711919;-1942566.007;2822004.527
Ferrocarril_01;-16.42671948;-71.67709788;-1942570.462;2822006.478
Ferrocarril_01;-16.42676545;-71.67704021;-1942576.579;2822012.414
Ferrocarril_01;-16.42681117;-71.67699575;-1942582.501;2822016.858
Ferrocarril_01;-16.42682577;-71.67698441;-1942584.356;2822017.953
Ferrocarril_01;-16.42684337;-71.67696476;-1942586.669;2822019.95
Ferrocarril_01;-16.42687856;-71.6769255;-1942591.289;2822023.941
Ferrocarril_01;-16.42690766;-71.6769029;-1942594.988;2822026.124
Ferrocarril_01;-16.42693974;-71.67687203;-1942599.139;2822029.204
Ferrocarril_01;-16.42696;-71.67684354;-1942601.873;2822032.17
Ferrocarril_01;-16.42698867;-71.67682034;-1942605.529;2822034.425
Ferrocarril_01;-16.42701462;-71.67677452;-1942609.147;2822039.279
Ferrocarril_01;-16.42704616;-71.6767428;-1942613.247;2822042.463
Ferrocarril_01;-16.4270835;-71.67669398;-1942618.241;2822047.509
Ferrocarril_01;-16.42710653;-71.67665667;-1942621.41;2822051.437
Ferrocarril_01;-16.42711808;-71.67662206;-1942623.198;2822055.207
Ferrocarril_01;-16.4271323;-71.67661036;-1942625.014;2822056.349
Ferrocarril_01;-16.42716073;-71.67658696;-1942628.644;2822058.63
Ferrocarril_01;-16.42717521;-71.67654365;-1942630.885;2822063.348
Ferrocarril_01;-16.42721233;-71.67649427;-1942635.859;2822068.461
Ferrocarril_01;-16.42724106;-71.67643918;-1942639.921;2822074.328
Ferrocarril_01;-16.42725561;-71.67639571;-1942642.173;2822079.064
Ferrocarril_01;-16.42727565;-71.67636663;-1942644.889;2822082.097
Ferrocarril_01;-16.42730153;-71.67632013;-1942648.508;2822087.029
Ferrocarril_01;-16.42731901;-71.67626763;-1942651.217;2822092.749
Ferrocarril_01;-16.4273419;-71.67622946;-1942654.381;2822096.776
Ferrocarril_01;-16.42737248;-71.67617906;-1942658.6;2822102.089
Ferrocarril_01;-16.42740257;-71.67612735;-1942662.779;2822107.556
Ferrocarril_01;-16.42742646;-71.67609219;-1942666.023;2822111.229
Ferrocarril_01;-16.42745959;-71.67603217;-1942670.663;2822117.597
Ferrocarril_01;-16.42747195;-71.67599898;-1942672.528;2822121.197
Ferrocarril_01;-16.4274874;-71.67595747;-1942674.862;2822125.699
Ferrocarril_01;-16.42766677;-71.67535518;-1942703.452;2822191.597
Ferrocarril_01;-16.42784005;-71.6748619;-1942729.963;2822245.225
Ferrocarril_01;-16.42813676;-71.67440669;-1942770.485;2822292.941
Ferrocarril_01;-16.42816514;-71.67438522;-1942774.084;2822295.005
Ferrocarril_01;-16.42838982;-71.6740668;-1942804.44;2822328.159
Ferrocarril_01;-16.42866493;-71.67374811;-1942840.719;2822360.691
Ferrocarril_01;-16.42871886;-71.6735426;-1942849.621;2822383.27
Ferrocarril_01;-16.42875362;-71.67334273;-1942856.202;2822405.459
Ferrocarril_01;-16.42880065;-71.67298458;-1942866.206;2822445.419
Ferrocarril_01;-16.4287952;-71.67273494;-1942868.691;2822473.767
Ferrocarril_01;-16.4287819;-71.67241781;-1942871.1;2822509.862
Ferrocarril_01;-16.42886047;-71.67204806;-1942884.951;2822550.726
Ferrocarril_01;-16.42894802;-71.67158564;-1942901.015;2822601.972
Ferrocarril_01;-16.42903229;-71.67122118;-1942915.469;2822642.163
Ferrocarril_01;-16.42912137;-71.67091783;-1942929.722;2822675.369
Ferrocarril_01;-16.42929648;-71.67023362;-1942958.842;2822750.602
Ferrocarril_01;-16.42942904;-71.66998664;-1942977.492;2822776.859
Ferrocarril_01;-16.42957901;-71.6696866;-1942998.851;2822808.901
Ferrocarril_01;-16.42992509;-71.66916429;-1943046.011;2822863.576
Ferrocarril_01;-16.43021637;-71.66863255;-1943086.857;2822920.03
Ferrocarril_01;-16.43034398;-71.66830163;-1943105.979;2822955.86
Ferrocarril_01;-16.43043219;-71.66797856;-1943120.378;2822991.311
Ferrocarril_01;-16.43052292;-71.66761198;-1943135.617;2823031.659
Ferrocarril_01;-16.43055825;-71.66631861;-1943155.962;2823177.71
Ferrocarril_01;-16.43058296;-71.6651909;-1943172.986;2823305.134
Ferrocarril_01;-16.43068065;-71.66435419;-1943194.933;2823398.647
Ferrocarril_01;-16.43068637;-71.664342;-1943195.757;2823399.954
Ferrocarril_01;-16.43078808;-71.66349724;-1943218.277;2823494.328
Ferrocarril_01;-16.43098078;-71.66266881;-1943251.272;2823585.67
Ferrocarril_01;-16.43110875;-71.66203731;-1943274.203;2823655.545
Ferrocarril_01;-16.43111402;-71.66199608;-1943275.338;2823660.147
Ferrocarril_01;-16.43116641;-71.66155409;-1943287.024;2823709.535
Ferrocarril_01;-16.4311604;-71.66153669;-1943286.537;2823711.585
Ferrocarril_01;-16.43107075;-71.6611242;-1943281.183;2823759.476
Ferrocarril_01;-16.43089391;-71.66071298;-1943265.578;2823808.355
Ferrocarril_01;-16.43017238;-71.65869824;-1943206.129;2824045.954
Ferrocarril_01;-16.43002908;-71.65824873;-1943194.94;2824098.737
Ferrocarril_01;-16.42999664;-71.6579655;-1943194.682;2824131.243
Ferrocarril_01;-16.42998074;-71.65772842;-1943195.787;2824158.307
Ferrocarril_01;-16.43002506;-71.65751293;-1943203.688;2824182.142
Ferrocarril_01;-16.4300355;-71.65748642;-1943205.246;2824185.01
Ferrocarril_01;-16.43004335;-71.65746651;-1943206.416;2824187.163
Ferrocarril_01;-16.43009313;-71.65735763;-1943213.624;2824198.852
Ferrocarril_01;-16.43009895;-71.65732883;-1943214.669;2824202.039
Ferrocarril_01;-16.43011749;-71.6572992;-1943217.215;2824205.155
Ferrocarril_01;-16.43014707;-71.6572519;-1943221.28;2824210.129
Ferrocarril_01;-16.43016919;-71.65721652;-1943224.321;2824213.849
Ferrocarril_01;-16.43018392;-71.65719298;-1943226.344;2824216.325
Ferrocarril_01;-16.43019341;-71.6571584;-1943227.891;2824220.119
Ferrocarril_01;-16.4302029;-71.65712383;-1943229.438;2824223.912
Ferrocarril_01;-16.43021349;-71.65710593;-1943230.906;2824225.803
Ferrocarril_01;-16.43023138;-71.65706772;-1943233.485;2824229.899
Ferrocarril_01;-16.43024331;-71.65704225;-1943235.204;2824232.629
Ferrocarril_01;-16.43025524;-71.65701678;-1943236.924;2824235.36
Ferrocarril_01;-16.43026717;-71.6569913;-1943238.643;2824238.091
Ferrocarril_01;-16.43028846;-71.65694705;-1943241.697;2824242.828
Ferrocarril_01;-16.43030938;-71.65691128;-1943244.6;2824246.608
Ferrocarril_01;-16.4303233;-71.65688747;-1943246.533;2824249.124
Ferrocarril_01;-16.43033721;-71.65686369;-1943248.463;2824251.638
Ferrocarril_01;-16.43035458;-71.656834;-1943250.874;2824254.776
Ferrocarril_01;-16.43037192;-71.65680434;-1943253.281;2824257.91
Ferrocarril_01;-16.43038923;-71.65677473;-1943255.685;2824261.04
Ferrocarril_01;-16.43041454;-71.65675012;-1943258.964;2824263.499
Ferrocarril_01;-16.43043634;-71.65673148;-1943261.755;2824265.328
Ferrocarril_01;-16.43046151;-71.65670699;-1943265.018;2824267.776
Ferrocarril_01;-16.43047182;-71.65668934;-1943266.449;2824269.641
Ferrocarril_01;-16.4305024;-71.65665863;-1943270.423;2824272.723
Ferrocarril_01;-16.43053233;-71.65662735;-1943274.328;2824275.878
Ferrocarril_01;-16.43055979;-71.65660288;-1943277.857;2824278.293
Ferrocarril_01;-16.43058722;-71.65657843;-1943281.384;2824280.707
Ferrocarril_01;-16.43061464;-71.65655399;-1943284.909;2824283.119
Ferrocarril_01;-16.43062957;-71.65653838;-1943286.857;2824284.694
Ferrocarril_01;-16.43065943;-71.65650718;-1943290.753;2824287.841
Ferrocarril_01;-16.43068928;-71.65647599;-1943294.647;2824290.986
Ferrocarril_01;-16.43071415;-71.65645842;-1943297.787;2824292.654
Ferrocarril_01;-16.43073402;-71.65642923;-1943300.485;2824295.703
Ferrocarril_01;-16.43076467;-71.65640851;-1943304.342;2824297.652
Ferrocarril_01;-16.43079052;-71.65637645;-1943307.778;2824300.948
Ferrocarril_01;-16.43081913;-71.65636332;-1943311.301;2824302.065
Ferrocarril_01;-16.43084908;-71.65634226;-1943315.08;2824304.061
Ferrocarril_01;-16.43086482;-71.65632784;-1943317.108;2824305.49
Ferrocarril_01;-16.43088791;-71.65629295;-1943320.256;2824309.142
Ferrocarril_01;-16.43090608;-71.65627173;-1943322.655;2824311.311
Ferrocarril_01;-16.43093617;-71.6562512;-1943326.444;2824313.246
Ferrocarril_01;-16.43095586;-71.65623193;-1943328.996;2824315.173
Ferrocarril_01;-16.43097552;-71.6562127;-1943331.545;2824317.097
Ferrocarril_01;-16.43100588;-71.6561929;-1943335.357;2824318.945
Ferrocarril_01;-16.43102546;-71.65617374;-1943337.895;2824320.862
Ferrocarril_01;-16.43106157;-71.65614169;-1943342.535;2824324.023
Ferrocarril_01;-16.43107041;-71.65612316;-1943343.806;2824326.008
Ferrocarril_01;-16.43108989;-71.6561041;-1943346.331;2824327.914
Ferrocarril_01;-16.43112582;-71.65607224;-1943350.947;2824331.057
Ferrocarril_01;-16.43114521;-71.65605326;-1943353.461;2824332.955
Ferrocarril_01;-16.43117044;-71.65602202;-1943356.814;2824336.166
Ferrocarril_01;-16.43117843;-71.6560024;-1943357.998;2824338.285
Ferrocarril_01;-16.43119792;-71.65597338;-1943360.65;2824341.319
Ferrocarril_01;-16.43121983;-71.65593742;-1943363.672;2824345.108
Ferrocarril_01;-16.4312319;-71.65590275;-1943365.523;2824348.88
Ferrocarril_01;-16.4312466;-71.65588755;-1943367.439;2824350.41
Ferrocarril_01;-16.43127099;-71.65584455;-1943370.84;2824354.965
Ferrocarril_01;-16.43128313;-71.65580973;-1943372.702;2824358.752
Ferrocarril_01;-16.43130514;-71.6557736;-1943375.738;2824362.559
Ferrocarril_01;-16.43132717;-71.65573743;-1943378.778;2824366.37
Ferrocarril_01;-16.43132961;-71.65573044;-1943379.152;2824367.131
Ferrocarril_01;-16.43182108;-71.65458301;-1943451.22;2824490.733
Ferrocarril_01;-16.43203795;-71.65393844;-1943484.757;2824560.937
Ferrocarril_01;-16.432102;-71.65360981;-1943496.394;2824597.333
Ferrocarril_01;-16.43209701;-71.65330747;-1943499.597;2824631.648
Ferrocarril_01;-16.4320791;-71.65234835;-1943509.518;2824740.535
Ferrocarril_01;-16.43207298;-71.65206774;-1943512.316;2824772.403
Ferrocarril_01;-16.43212931;-71.65143971;-1943526.802;2824842.819
Ferrocarril_01;-16.43217125;-71.65096899;-1943537.625;2824895.6
Ferrocarril_01;-16.43215867;-71.65068968;-1943539.65;2824927.406
Ferrocarril_01;-16.43211412;-71.65034837;-1943538.699;2824966.65
Ferrocarril_01;-16.43213742;-71.64995105;-1943546.416;2825011.358
Ferrocarril_01;-16.43228595;-71.64961176;-1943568.104;2825047.866
Ferrocarril_01;-16.43247357;-71.64916495;-1943595.73;2825096.046
Ferrocarril_01;-16.43248914;-71.64890842;-1943600.774;2825124.906
Ferrocarril_01;-16.43246643;-71.64869613;-1943600.77;2825149.25
Ferrocarril_01;-16.43227972;-71.64809119;-1943586.438;2825220.207
Ferrocarril_01;-16.43220915;-71.64792312;-1943580.261;2825240.165
Ferrocarril_01;-16.4321132;-71.64731122;-1943576.671;2825310.733
Ferrocarril_01;-16.43206992;-71.64705068;-1943574.857;2825340.811
Ferrocarril_01;-16.43189163;-71.6467604;-1943557.568;2825376.013
Ferrocarril_01;-16.43176985;-71.64665865;-1943544.549;2825389.123
Ferrocarril_01;-16.43159508;-71.64654852;-1943525.414;2825403.87
Ferrocarril_01;-16.43124706;-71.64640804;-1943486.323;2825424.306
Ferrocarril_01;-16.43089577;-71.64631466;-1943446.258;2825439.449
Ferrocarril_01;-16.43059969;-71.64618748;-1943413.097;2825457.704
Ferrocarril_01;-16.4298981;-71.64587147;-1943334.702;2825502.62
Ferrocarril_01;-16.42920762;-71.64552472;-1943257.998;2825550.874
Ferrocarril_01;-16.42875856;-71.64507122;-1943210.97;2825608.086
Ferrocarril_01;-16.42860759;-71.64476863;-1943197.042;2825644.328
Ferrocarril_01;-16.42850949;-71.64451891;-1943188.657;2825673.894
Ferrocarril_01;-16.42849686;-71.64445927;-1943187.922;2825680.815
Ferrocarril_01;-16.42840883;-71.64416796;-1943181.241;2825714.963
Ferrocarril_01;-16.42833691;-71.64387772;-1943176.438;2825748.779
Ferrocarril_01;-16.42819633;-71.64363978;-1943162.919;2825777.562
Ferrocarril_01;-16.42803438;-71.64345673;-1943146.203;2825800.405
Ferrocarril_01;-16.42783931;-71.64328884;-1943125.409;2825821.96
Ferrocarril_01;-16.42719614;-71.64286439;-1943055.231;2825878.404
Ferrocarril_01;-16.42388734;-71.64090151;-1942691.424;2826143.777
Ferrocarril_01;-16.42347542;-71.64065243;-1942646.192;2826177.349
Ferrocarril_01;-16.42332811;-71.6404514;-1942631.419;2826202.04
Ferrocarril_01;-16.42321651;-71.64020653;-1942621.388;2826231.233
Ferrocarril_01;-16.42313607;-71.63998924;-1942614.67;2826256.897
Ferrocarril_01;-16.42314202;-71.63969369;-1942619.074;2826290.305
Ferrocarril_01;-16.42316187;-71.63940021;-1942625.084;2826323.298
Ferrocarril_01;-16.42322229;-71.63916263;-1942635.155;2826349.432
Ferrocarril_01;-16.42336364;-71.63890482;-1942654.982;2826376.806
Ferrocarril_01;-16.4234795;-71.63866008;-1942671.652;2826403.029
Ferrocarril_01;-16.42350513;-71.63843523;-1942677.479;2826428.172
Ferrocarril_01;-16.42335721;-71.63797661;-1942665.866;2826482.056
Ferrocarril_01;-16.42319343;-71.6377809;-1942649.093;2826506.358
Ferrocarril_01;-16.42298772;-71.63761824;-1942626.985;2826527.459
Ferrocarril_01;-16.42260458;-71.63740802;-1942584.643;2826556.255
Ferrocarril_01;-16.42230676;-71.63713399;-1942553.117;2826591.173
Ferrocarril_01;-16.42221067;-71.63691982;-1942544.523;2826616.688
Ferrocarril_01;-16.42206456;-71.63654572;-1942532.06;2826660.973
Ferrocarril_01;-16.42202263;-71.63624079;-1942530.962;2826696.067
Ferrocarril_01;-16.42200568;-71.63600622;-1942531.914;2826722.865
Ferrocarril_01;-16.42206575;-71.6356782;-1942543.079;2826759.25
Ferrocarril_01;-16.42224935;-71.63538364;-1942568.326;2826790.239
Ferrocarril_01;-16.42244941;-71.63520484;-1942594.056;2826807.898
Ferrocarril_01;-16.42272507;-71.63504269;-1942628.449;2826822.688
Ferrocarril_01;-16.42296881;-71.63498378;-1942657.802;2826826.196
Ferrocarril_01;-16.4233047;-71.63494013;-1942697.782;2826826.777
Ferrocarril_01;-16.42355524;-71.63485181;-1942728.301;2826833.528
Ferrocarril_01;-16.42388626;-71.63459886;-1942770.333;2826857.886
Ferrocarril_01;-16.4240805;-71.63422123;-1942797.873;2826898.148
Ferrocarril_01;-16.42424467;-71.6338757;-1942821.48;2826935.164
Ferrocarril_01;-16.42424797;-71.63386525;-1942821.999;2826936.305
Ferrocarril_01;-16.4244587;-71.63367199;-1942849.161;2826955.463
Ferrocarril_01;-16.42476617;-71.63358706;-1942886.322;2826961.09
Ferrocarril_01;-16.42478145;-71.63358504;-1942888.14;2826961.12
Ferrocarril_01;-16.42518912;-71.63356822;-1942936.21;2826957.727
Ferrocarril_01;-16.42538565;-71.63351441;-1942959.957;2826961.269
Ferrocarril_01;-16.42562235;-71.63337295;-1942989.518;2826974.221
Ferrocarril_01;-16.42618962;-71.63296753;-1943061.2;2827012.783
Ferrocarril_01;-16.4265915;-71.63269532;-1943111.793;2827038.4
Ferrocarril_01;-16.42761721;-71.63200459;-1943240.873;2827103.327
Ferrocarril_01;-16.42877193;-71.63123724;-1943386.061;2827175.257
Ferrocarril_01;-16.42937247;-71.63066268;-1943463.772;2827232.547
Ferrocarril_01;-16.43015547;-71.63013989;-1943562.253;2827281.598
Ferrocarril_01;-16.4310799;-71.62958215;-1943677.778;2827332.769
Ferrocarril_01;-16.43226424;-71.62879268;-1943826.726;2827406.813
Ferrocarril_01;-16.43366405;-71.62768664;-1944004.943;2827513.92
Ferrocarril_01;-16.43486039;-71.62673967;-1944157.28;2827605.649
Ferrocarril_01;-16.43580395;-71.62599232;-1944277.436;2827678.047
Ferrocarril_01;-16.4361926;-71.62579171;-1944325.582;2827695.72
Ferrocarril_01;-16.4365319;-71.62567658;-1944366.861;2827704.348
Ferrocarril_01;-16.43688171;-71.62545049;-1944410.768;2827725.413
Ferrocarril_01;-16.43739112;-71.62500056;-1944476.222;2827769.761
Ferrocarril_01;-16.43784961;-71.62463275;-1944534.667;2827805.467
Ferrocarril_01;-16.43821249;-71.62445133;-1944579.547;2827821.299
Ferrocarril_01;-16.43896882;-71.6242093;-1944671.379;2827838.878
Ferrocarril_01;-16.43995573;-71.62394855;-1944790.517;2827855.575
Ferrocarril_01;-16.4405047;-71.62366948;-1944858.47;2827880.047
Ferrocarril_01;-16.44187684;-71.62291697;-1945029.012;2827947.443
Ferrocarril_01;-16.44245199;-71.62245298;-1945102.364;2827992.525
Ferrocarril_01;-16.44450113;-71.62127547;-1945357.727;2828099.253
Ferrocarril_01;-16.44502332;-71.620861;-1945424.241;2828139.411
Ferrocarril_01;-16.4452185;-71.62067071;-1945449.546;2828158.428
Ferrocarril_01;-16.44643046;-71.6192168;-1945610.104;2828307.367
Ferrocarril_01;-16.4468773;-71.61868609;-1945669.234;2828361.674
Ferrocarril_01;-16.44752782;-71.61787941;-1945755.745;2828444.595
Ferrocarril_01;-16.4480941;-71.61723859;-1945830.282;2828509.821
Ferrocarril_01;-16.44871801;-71.61651037;-1945912.686;2828584.197
Ferrocarril_01;-16.44900258;-71.61616678;-1945950.415;2828619.417
Ferrocarril_01;-16.44933968;-71.61573911;-1945995.369;2828663.478
Ferrocarril_01;-16.44949876;-71.61544065;-1946017.797;2828695.219
Ferrocarril_01;-16.44956866;-71.61521711;-1946028.815;2828719.635
Ferrocarril_01;-16.44960861;-71.61503453;-1946035.8;2828739.801
Ferrocarril_01;-16.44963464;-71.61483277;-1946041.393;2828762.319
Ferrocarril_01;-16.44965012;-71.61458404;-1946046.338;2828790.298
Ferrocarril_01;-16.44969744;-71.61434032;-1946054.958;2828817.294
Ferrocarril_01;-16.44980219;-71.61405728;-1946070.815;2828847.996
Ferrocarril_01;-16.44997717;-71.61374371;-1946095.302;2828881.243
Ferrocarril_01;-16.45026929;-71.61340965;-1946133.798;2828915.284
Ferrocarril_01;-16.45178271;-71.61191172;-1946330.32;2829065.271
Ferrocarril_01;-16.45285798;-71.61087196;-1946469.639;2829169.056
Ferrocarril_01;-16.45384484;-71.61015745;-1946594.49;2829237.143
Ferrocarril_01;-16.45454351;-71.60969717;-1946682.309;2829280.184
Ferrocarril_01;-16.45509293;-71.6093653;-1946750.99;2829310.619
Ferrocarril_01;-16.455283;-71.60931344;-1946773.958;2829314.017
Ferrocarril_01;-16.4555498;-71.60926857;-1946805.847;2829315.622
Ferrocarril_01;-16.45584004;-71.60922408;-1946840.482;2829316.879
Ferrocarril_01;-16.45611226;-71.60912518;-1946873.687;2829324.534
Ferrocarril_01;-16.45638512;-71.60898845;-1946907.442;2829336.466
Ferrocarril_01;-16.45656776;-71.60875003;-1946931.886;2829361.097
Ferrocarril_01;-16.45667297;-71.60857802;-1946946.402;2829379.213
Ferrocarril_01;-16.45674288;-71.60826773;-1946958.515;2829413.455
Ferrocarril_01;-16.45672533;-71.60796857;-1946960.218;2829447.578
Ferrocarril_01;-16.45660592;-71.60767438;-1946949.901;2829482.465
Ferrocarril_01;-16.45649193;-71.60747615;-1946939.012;2829506.41
Ferrocarril_01;-16.45629678;-71.60732728;-1946917.974;2829525.821
Ferrocarril_01;-16.45603458;-71.60715471;-1946889.361;2829548.792
Ferrocarril_01;-16.45576761;-71.60693542;-1946860.775;2829577.119
Ferrocarril_01;-16.45557242;-71.60665612;-1946841.373;2829611.307
Ferrocarril_01;-16.45545843;-71.60643399;-1946830.785;2829637.96
Ferrocarril_01;-16.45541067;-71.6061696;-1946828.505;2829668.537
Ferrocarril_01;-16.45542044;-71.60584036;-1946833.795;2829705.712
Ferrocarril_01;-16.45549994;-71.60560957;-1946846.033;2829730.824
Ferrocarril_01;-16.45559074;-71.60539132;-1946859.441;2829754.367
Ferrocarril_01;-16.45568693;-71.6051853;-1946873.326;2829776.453
Ferrocarril_01;-16.45575402;-71.60496663;-1946883.955;2829800.353
Ferrocarril_01;-16.4557867;-71.60468;-1946891.4;2829832.402
Ferrocarril_01;-16.45577273;-71.60431731;-1946894.324;2829873.676
Ferrocarril_01;-16.45576714;-71.60429268;-1946893.978;2829876.54
Ferrocarril_01;-16.45576757;-71.6042622;-1946894.412;2829879.988
