null_raster,per_pop_2025_CN_100m_R2025A_v1_R
NA,382.425126719148
NA,214.798381182928
NA,230.691646350528
NA,370.048041013321
NA,365.837001997456
NA,429.755036498093
NA,260.908608066344
NA,302.768826472474
NA,403.391181394102
NA,285.168639301847
NA,253.464864413486
NA,261.14154687728
NA,348.58235410456
NA,347.196354751294
NA,419.515689230616
NA,360.429902457947
NA,260.364302017583
NA,322.870268427346
NA,249.645835434617
NA,292.151454027602
NA,357.034523100576
NA,155.3629428844
NA,335.093869153143
NA,259.616061202495
NA,297.307934627191
NA,320.990570755135
NA,344.084426514525
NA,362.571802681217
NA,286.032680752334
NA,330.35519865674
NA,380.534067171077
NA,357.086853315399
NA,349.671627434448
NA,300.792124975257
NA,414.060926253478
NA,230.47588309249
NA,287.735429216164
NA,296.530645419306
NA,336.71439119492
NA,328.662392402265
NA,262.632134990074
NA,312.036795723967
NA,315.212195448908
NA,378.039799841598
NA,230.663156275049
NA,307.076664056388
NA,324.088987383826
NA,372.148479648418
NA,408.914866457213
NA,319.627941003838
NA,295.395942159073
NA,141.763619907098
NA,411.293034371256
NA,402.341743795538
NA,202.097108776659
NA,336.426501568866
NA,294.868411041364
NA,382.628467104948
NA,296.041440063776
NA,266.325327932018
NA,272.956114989499
NA,293.638135277778
NA,410.73228680884
NA,273.93185213076
NA,300.328772279589
NA,376.640326837224
NA,308.463245413002
NA,339.146038929757
NA,327.925552353517
NA,211.274040171717
NA,440.600531389282
NA,168.83709448515
NA,370.859384016779
NA,287.35325205855
NA,370.482209372439
NA,271.092987323377
NA,343.461005476148
NA,475.404156468427
NA,387.469304943654
NA,318.11572720736
NA,255.447662534974
NA,316.923425934421
NA,212.622057035108
NA,246.117067375281
NA,426.908362932173
NA,307.18304818889
NA,226.997870937549
NA,380.240619383574
NA,362.72089575582
NA,242.584346555606
NA,268.631487520074
NA,312.064498553911
NA,301.004595886318
NA,343.384599445618
NA,317.27948850495
NA,481.815439557866
NA,327.295530632494
NA,290.00461665396
NA,384.137069168351
NA,406.074092455691
