mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
6.97096626372577	4.07518256735211	1.78547666999509	14.4285145156845	13.7315993490895	7.47124506947664	0.20516144439045	0.159152315449978	0.204030119028694
7.77407384636271	4.57676679294169	1.84266522086579	13.8154162706933	13.7353687645008	7.81417884385992	0.131999838487785	0.124518489499168	0.148846915740174
8.11545233507291	4.77068131209245	2.23741890715005	13.6881990319001	14.4978439230278	7.02887505224182	0.195476286741705	0.153487625940312	0.198024102336695
8.57813759500123	4.64523733696265	2.00226705013382	21.4702402594318	14.6570174867052	8.48180809641666	0.211660615066186	0.157243705380148	0.208699873033769
8.23420821868856	4.8390937008572	1.8968461225789	13.8189716581228	15.2606434330986	6.51482194423089	0.1794538504847	0.149304508797156	0.186613608525395
7.19586073494071	3.84111891690993	1.85979438442218	14.4726952901049	12.1323093841161	6.91374804107442	0.241868466534214	0.175524156761719	0.235532157056211
9.56651804815753	4.61263495639268	3.66954056755086	15.0754659507544	14.1311215817031	7.45572527512118	0.221930926487041	0.169649343370266	0.218924920803924
7.24165774251457	4.18530200551333	1.46212549907241	14.0384386445236	12.2657112305316	8.07737992813798	0.212039345826029	0.167945864082602	0.214706380505255
8.64307802045126	4.70129823420395	1.77455972130426	17.9303998844219	14.5017048631611	7.98081944092719	0.230898979523307	0.160752421652901	0.221667295863965
10.2438024970201	4.4589494740229	3.18226402637263	14.3890985378769	15.1905434637694	6.05173636969558	0.212134690344213	0.160930207198016	0.212161046581949
11.8315046093829	4.89905909024415	3.31969300070768	20.2017814169846	14.4766116129071	9.88861612758755	0.230059404525312	0.159358404604355	0.222498218317768
