time	tree_1	tree_2	tree_3	tree_4	tree_5	tree_6	tree_7	tree_8	tree_9	tree_10	tree_11	tree_12	tree_13	tree_14	tree_15	tree_16	tree_17	tree_18	tree_19	tree_20	tree_21	tree_22	tree_23	tree_24	tree_25	tree_26	tree_27	tree_28	tree_29	tree_30	tree_31	tree_32	tree_33	tree_34	tree_35	tree_36	tree_37	tree_38	tree_39	tree_40	tree_41	tree_42	tree_43	tree_44	tree_45	tree_46	tree_47	tree_48	tree_49	tree_50	tree_51	tree_52	tree_53	tree_54	tree_55	tree_56	tree_57	tree_58	tree_59	tree_60	tree_61	tree_62	tree_63	tree_64	tree_65	tree_66	tree_67	tree_68	tree_69	tree_70	tree_71	tree_72	tree_73	tree_74	tree_75	tree_76	tree_77	tree_78	tree_79	tree_80	tree_81	tree_82	tree_83	tree_84	tree_85	tree_86	tree_87	tree_88	tree_89	tree_90	tree_91	tree_92	tree_93	tree_94	tree_95	tree_96	tree_97	tree_98	tree_99	tree_100
2011.80464594572	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012.49056153825	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	4	2	0	0	0	2	0	2	0	0	0	4	0	2	2	0	0	4	0	0	0	0	4	0	0	0	2	4	7	4	0	0	0	2	2	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	2	0	0	0	4	2	0	0	0	0	0	2
2013.17647713078	4	2	4	4	0	7	2	2	3	4	0	0	8	6	8	2	6	2	6	4	2	0	5	0	6	0	2	4	2	0	2	4	8	2	2	2	0	4	5	3	2	0	0	4	2	2	2	4	2	6	2	6	4	6	0	10	2	0	2	0	8	6	6	4	3	5	5	8	0	0	4	3	2	4	12	12	0	0	0	2	4	10	2	3	4	2	0	2	5	2	2	0	10	6	0	2	0	4	0	10
2013.8623927233	10	10	12	12	8	18	8	6	12	14	7	8	10	14	14	7	12	2	10	8	8	6	8	10	12	14	14	7	10	12	8	8	8	8	12	8	4	3	19	8	7	10	4	8	8	8	8	5	10	7	9	12	10	14	10	8	12	4	10	8	3	14	10	12	14	17	6	8	4	8	8	10	14	6	23	12	10	10	4	8	8	8	6	12	12	8	6	10	12	8	10	6	11	14	12	14	2	14	4	12
2014.54830831583	37	26	20	20	17	30	18	34	19	23	14	24	13	22	26	24	24	32	13	22	24	20	21	12	25	22	30	16	22	20	26	10	16	16	34	26	22	22	19	20	17	16	16	17	24	22	27	25	21	14	22	15	25	16	21	13	24	24	18	24	12	24	27	18	25	27	24	18	28	24	22	26	41	22	31	19	32	26	25	25	19	18	16	20	23	18	29	21	31	27	20	18	15	26	42	18	20	28	22	26
2015.23422390836	42	53	46	35	43	44	47	58	35	52	53	49	49	53	57	46	53	50	40	65	59	53	40	47	50	42	54	45	36	48	54	52	46	56	72	60	56	58	45	42	69	46	41	48	55	46	59	57	51	44	46	46	59	44	50	50	50	54	48	43	50	57	41	54	59	48	54	46	57	44	48	51	52	52	51	45	56	52	57	57	42	51	67	58	30	42	49	49	51	50	50	50	49	57	56	47	51	45	64	62
2015.92013950089	69	67	71	80	75	70	71	74	73	58	65	78	76	64	72	68	66	71	75	70	68	80	73	64	67	70	71	81	74	76	72	80	75	74	62	74	75	69	64	73	87	63	67	82	73	63	77	67	66	65	83	72	76	70	76	75	56	78	71	62	81	56	69	70	81	63	65	73	69	76	63	74	67	62	74	51	67	65	61	69	75	64	76	72	67	75	69	74	64	68	61	67	71	61	70	70	71	71	83	65
2016.60605509341	61	67	74	86	78	62	74	67	78	66	75	69	74	71	68	65	61	60	72	60	66	83	87	68	66	68	68	76	75	65	60	70	78	73	64	67	60	64	65	75	62	69	76	68	66	74	67	71	78	77	72	65	68	73	63	64	62	65	76	72	76	68	71	65	69	67	62	73	59	67	63	66	63	62	65	67	73	75	71	68	80	63	61	71	68	77	59	74	68	69	75	70	68	74	62	74	65	69	68	56
2017.29197068594	68	62	66	59	66	75	74	59	54	58	71	63	73	63	74	68	65	77	67	56	66	59	84	60	64	55	64	68	64	75	73	59	66	81	69	67	66	65	51	71	68	66	65	61	62	65	71	55	64	67	70	67	53	64	62	59	74	57	66	65	68	78	54	74	58	75	61	75	54	70	62	59	57	69	64	56	54	71	66	49	60	72	69	77	62	50	64	70	66	60	62	68	63	56	53	66	54	64	69	59
2017.97788627847	62	70	62	61	60	72	63	63	59	67	59	67	63	62	67	65	57	67	66	65	64	55	59	59	61	64	62	54	70	68	74	61	61	61	63	67	69	76	71	64	61	55	59	62	68	62	66	59	57	65	66	66	63	60	64	72	66	61	64	66	72	60	64	69	65	73	65	62	66	69	68	62	65	66	63	70	77	64	72	59	67	66	64	61	64	58	68	55	60	60	66	56	53	66	60	54	66	63	63	65
