time	distance
1991.11315079778	0
1992.81649325789	0
1994.519835718	0
1996.22317817811	0
1997.92652063822	0
1999.62986309834	0
2001.33320555845	0
2003.03654801856	1.90461620802423
2004.73989047867	12.3392951614482
2006.44323293878	21.2892336851178
2008.14657539889	56.2423389838233
2009.849917859	181.506924866672
2011.55326031911	195.45452877065
2013.25660277922	197.02152350851
2014.95994523933	198.11148303352
2016.66328769944	206.574177688782
2018.36663015956	206.574177688782
2020.06997261967	235.771884770938
2021.77331507978	235.771884770938
2023.47665753989	235.771884770938
2025.18	235.771884770938
