mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
9.64426606593958	5.60052998061656	2.06784563228743	30.6360220442219	96.1632769325499	6.38237566574515	0.456892359216681	0.553640847153387	0.620863717266263
10.5569532552929	5.52154522177406	2.49366188247855	40.3652295957835	91.8617475306851	7.64478623990866	0.47833355442932	0.562166596837932	0.629887813426373
7.63067244816414	5.49192163996421	1.84759999992417	36.3047752974931	96.2949955641314	8.22263127816204	0.4767990515451	0.557261573190706	0.625799106475042
8.19497597630994	5.49711734031924	2.20958745077692	34.332003828068	94.5094801595072	6.80909058671025	0.482952607064405	0.526434597070207	0.61144977954463
8.5167200038697	5.60930871629651	1.97627478498043	25.5702162661494	88.4682026115426	5.93913740743826	0.485156444583569	0.588080484731782	0.643169157146784
8.61916463697237	5.41849649238438	2.0393821717691	43.1508751740054	93.4266149678607	9.204521808428	0.482413318642148	0.592091310163313	0.64467279671225
9.26234378999981	5.69028874328243	1.85673493708316	45.4768533523578	97.9988459649941	8.84950874444458	0.460709793711381	0.548449550826353	0.619283358857831
9.26232433021694	5.23843997351762	2.0067636974142	27.4456863045814	89.4401207659297	5.72659547249211	0.489136201081404	0.614115338044675	0.634101511831072
9.90962812338554	6.4273403137883	1.93966576320214	32.8539198648101	105.804651777407	7.4964503661639	0.453170612722862	0.485463263555844	0.530059317176938
11.1262669246774	6.28171952064363	2.81799331918635	40.1258718751461	107.184269369574	8.60051433295209	0.46795307101535	0.508475229533628	0.540920246170031
9.93708017217722	6.21523798685649	2.12876184662502	48.1529463399791	104.403591653129	8.20037321170276	0.438874922033024	0.553565908066146	0.520115184818206
8.29062654125202	6.32355523785986	1.74760190511747	31.0186529039653	106.104958351678	6.36480134498145	0.474712153012947	0.461557920557262	0.529312677472845
7.75247407764953	5.94477663793847	1.75458894742452	27.6943563730298	99.9486491258085	6.78347024665747	0.457046242774345	0.496079471300169	0.505654623933827
11.4727924642296	6.41846976933398	3.59855629561899	50.5747311772768	103.445119357659	9.65502606137429	0.450497770890156	0.460138628505707	0.505630896632567
10.7212283233458	6.76567357087753	2.15619330456982	37.1541075481269	115.614156576006	6.97191779624827	0.480925779084006	0.545974468587466	0.579925437775725
9.50652855570259	6.21561614365745	1.88259168892735	40.8385387248353	104.386297552401	7.07697461995557	0.454873530249104	0.460555463587588	0.516474410208748
10.0689281370938	5.1641669487536	3.42265870053702	45.7347196738883	89.4187762721565	9.26603228992212	0.470264981785205	0.578027796682414	0.596089984312599
7.74165506124702	5.31959649343731	2.19496187186665	52.3719457911551	87.0893610042553	11.2365762758613	0.459325428814965	0.562110678603786	0.582150883254177
9.03000630945793	6.27893520567485	2.08685425958216	40.7908225857813	108.968996158451	7.74053991752603	0.432655779765466	0.38859062345744	0.480835777762517
9.60687552094592	6.36436397266124	1.77434467772846	32.9585643033429	109.382171776714	6.6774494009708	0.458582188735236	0.56295855072275	0.541321974262217
